Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Ленинск-Кузнецкая городская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492					
		3.81%	1.46%	8.64%	3.06%	1.02%	8.36%	3.59%	0.93%	1.88%	6.63%	1.70%	4.34%	7.45%	8.10%	4.32%	4.16%	1.53%	3.14%	0.36%	10.54%	8.41%	4.19%	0.21%	2.80%	1.19%	1.95%	1.14%	1.28%	10.26%	3.44%	4.62%	6.35%	3.62%	3.57%	0.00%	1.13%	2.55%	2.68%	0.33%	3.89%	0.44%	0.51%	3.24%	5.58%	3.61%	6.24%	0.00%	0.54%	2.46%	4.32%	16.84%	4.30%	1.51%	0.54%	4.41%	1.74%	5.26%	6.33%	6.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6246	153	228	115	27	56	159	98	79	125	34	119	288	211	69	118	88	121	66	98	156	71	166	67	79	70	92	120	112	114	109	81	139	108	36	58	155	97	74	59	108	7	69	153	20	208	19	165	99	146	18	95	195	96	127	110	168	113	115					
		10.97%	17.13%	18.24%	16.02%	1.97%	18.73%	17.28%	15.15%	8.75%	8.37%	19.32%	11.46%	17.43%	13.15%	8.27%	21.34%	14.97%	8.09%	12.02%	16.14%	12.25%	6.07%	17.79%	9.87%	11.77%	8.04%	6.54%	12.77%	11.05%	8.34%	11.71%	15.58%	12.57%	16.74%	17.48%	6.57%	12.75%	20.00%	8.08%	9.56%	15.84%	0.89%	12.41%	8.99%	5.56%	10.31%	0.86%	17.70%	8.13%	10.68%	18.95%	9.72%	17.29%	17.17%	9.34%	7.10%	10.40%	9.17%	10.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	610	3	20	8	23	3	11	7	8	0	0	4	14	23	5	12	10	8	3	7	24	8	8	7	19	13	8	8	14	7	7	7	3	8	3	4	14	4	3	20	5	8	8	6	0	17	89	3	6	4	3	41	13	4	7	8	19	4	7					
		1.07%	0.34%	1.60%	1.11%	1.68%	1.00%	1.20%	1.08%	0.89%	0.00%	0.00%	0.39%	0.85%	1.43%	0.60%	2.17%	1.70%	0.53%	0.55%	1.15%	1.89%	0.68%	0.86%	1.03%	2.83%	1.49%	0.57%	0.85%	1.38%	0.51%	0.75%	1.35%	0.27%	1.24%	1.46%	0.45%	1.15%	0.82%	0.33%	3.24%	0.73%	1.02%	1.44%	0.35%	0.00%	0.84%	4.03%	0.32%	0.49%	0.29%	3.16%	4.20%	1.15%	0.72%	0.51%	0.52%	1.18%	0.32%	0.61%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4640	78	219	46	110	35	76	25	55	189	15	114	172	192	63	30	36	90	54	37	209	110	74	60	30	19	51	90	87	88	65	57	60	53	6	71	85	41	28	67	52	6	43	165	13	182	209	84	85	86	6	87	87	41	121	17	157	124	88					
		8.15%	8.73%	17.52%	6.41%	8.03%	11.71%	8.26%	3.86%	6.09%	12.66%	8.52%	10.98%	10.41%	11.97%	7.55%	5.42%	6.12%	6.02%	9.84%	6.10%	16.42%	9.40%	7.93%	8.84%	4.47%	2.18%	3.63%	9.57%	8.58%	6.44%	6.98%	10.96%	5.42%	8.22%	2.91%	8.04%	6.99%	8.45%	3.06%	10.86%	7.62%	0.76%	7.73%	9.70%	3.61%	9.02%	9.46%	9.01%	6.98%	6.29%	6.32%	8.90%	7.71%	7.33%	8.90%	1.10%	9.72%	10.06%	7.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	779	8	36	15	0	7	10	9	13	0	1	9	21	32	14	5	10	31	5	1	35	19	5	18	16	17	14	24	32	9	11	12	22	27	1	18	22	2	0	3	19	1	10	24	5	22	0	6	8	26	3	10	13	9	13	12	28	24	12					
		1.37%	0.90%	2.88%	2.09%	0.00%	2.34%	1.09%	1.39%	1.44%	0.00%	0.57%	0.87%	1.27%	1.99%	1.68%	0.90%	1.70%	2.07%	0.91%	0.16%	2.75%	1.62%	0.54%	2.65%	2.38%	1.95%	0.99%	2.55%	3.16%	0.66%	1.18%	2.31%	1.99%	4.19%	0.49%	2.04%	1.81%	0.41%	0.00%	0.49%	2.79%	0.13%	1.80%	1.41%	1.39%	1.09%	0.00%	0.64%	0.66%	1.90%	3.16%	1.02%	1.15%	1.61%	0.96%	0.77%	1.73%	1.95%	1.05%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	41682	616	614	499	1185	165	605	490	723	1057	122	734	1012	981	636	362	430	1172	407	384	717	912	655	493	496	696	1208	657	632	1082	689	316	837	412	155	710	890	319	801	434	485	756	396	1233	306	1453	1883	657	989	1042	44	690	796	396	1012	1370	1154	872	843					
		73.21%	68.98%	49.12%	69.50%	86.50%	55.18%	65.76%	75.73%	80.07%	70.80%	69.32%	70.71%	61.26%	61.16%	76.26%	65.46%	73.13%	78.34%	74.13%	63.26%	56.32%	77.95%	70.20%	72.61%	73.92%	79.91%	85.92%	69.89%	62.33%	79.15%	74.01%	60.77%	75.68%	63.88%	75.24%	80.41%	73.19%	65.77%	87.45%	70.34%	71.11%	95.94%	71.22%	72.49%	85.00%	72.00%	85.24%	70.49%	81.20%	76.23%	46.32%	70.62%	70.57%	70.84%	74.41%	88.44%	71.46%	70.78%	73.50%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	187	0	3	4	3	3	6	2	3	5	0	3	3	5	2	3	1	2	3	2	7	1	6	4	8	3	1	4	4	2	3	6	5	4	1	3	10	1	2	7	5	0	4	3	2	5	0	1	1	4	2	1	6	3	3	3	2	4	3					
		0.33%	0.00%	0.24%	0.56%	0.22%	1.00%	0.65%	0.31%	0.33%	0.33%	0.00%	0.29%	0.18%	0.31%	0.24%	0.54%	0.17%	0.13%	0.55%	0.33%	0.55%	0.09%	0.64%	0.59%	1.19%	0.34%	0.07%	0.43%	0.39%	0.15%	0.32%	1.15%	0.45%	0.62%	0.49%	0.34%	0.82%	0.21%	0.22%	1.13%	0.73%	0.00%	0.72%	0.18%	0.56%	0.25%	0.00%	0.11%	0.08%	0.29%	2.11%	0.10%	0.53%	0.54%	0.22%	0.19%	0.12%	0.32%	0.26%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
