Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Куйбышевская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2463	УИК №2466	УИК №2534	УИК №2535	УИК №2536					
		0.17%	0.25%	0.12%	0.0%	0.0%	0.43%	0.0%	0.42%	0.51%	0.0%	0.16%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	855	123	183	40	31	31	155	36	47	21	71	16	14	0	56	24	7					
		11.39%	7.90%	11.48%	12.5%	11.87%	13.41%	20.55%	7.57%	12.17%	12.20%	11.54%	3.57%	12.49%	0.0%	21.45%	20.86%	6.79%					
28	"11. ""Истинные патриоты России"""	12	1	1	1	0	2	0	2	1	1	0	2	1	0	0	0	0					
		0.15%	0.06%	0.06%	0.31%	0.0%	0.86%	0.0%	0.42%	0.25%	0.58%	0.0%	0.44%	0.89%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	78	11	9	7	2	1	7	4	9	4	8	4	0	0	9	1	2					
		1.03%	0.70%	0.56%	2.18%	0.76%	0.43%	0.92%	0.84%	2.33%	2.32%	1.30%	0.89%	0.0%	0.0%	3.44%	0.86%	1.94%					
30	"13. ""Демократическая партия России"""	24	1	4	0	1	3	1	2	0	3	7	0	0	1	1	0	0					
		0.31%	0.06%	0.25%	0.0%	0.38%	1.29%	0.13%	0.42%	0.0%	1.74%	1.13%	0.0%	0.0%	0.99%	0.38%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	15	3	2	0	3	1	0	1	1	0	2	0	0	1	1	0	0					
		0.19%	0.19%	0.12%	0.0%	1.14%	0.43%	0.0%	0.21%	0.25%	0.0%	0.32%	0.0%	0.0%	0.99%	0.38%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	8	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0					
		0.10%	0.06%	0.06%	0.0%	0.38%	0.0%	0.0%	0.21%	0.0%	0.0%	0.16%	0.22%	0.89%	0.0%	0.0%	0.86%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	313	92	67	9	10	11	21	12	11	4	30	29	9	3	4	1	0					
		4.17%	5.91%	4.20%	2.81%	3.83%	4.76%	2.78%	2.52%	2.84%	2.32%	4.87%	6.48%	8.03%	2.97%	1.53%	0.86%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	39	5	4	3	1	4	6	2	3	2	3	1	1	2	2	0	0					
		0.51%	0.32%	0.25%	0.93%	0.38%	1.73%	0.79%	0.42%	0.77%	1.16%	0.48%	0.22%	0.89%	1.98%	0.76%	0.0%	0.0%					
35	"18. ""ЛДПР"""	878	205	196	41	39	20	77	31	31	15	77	67	14	4	33	17	11					
		11.70%	13.17%	12.29%	12.81%	14.94%	8.65%	10.21%	6.52%	8.03%	8.72%	12.52%	14.98%	12.49%	3.96%	12.64%	14.78%	10.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	160	32	55	10	6	3	9	4	6	0	9	11	2	1	5	4	3					
		2.13%	2.05%	3.45%	3.12%	2.29%	1.29%	1.19%	0.84%	1.55%	0.0%	1.46%	2.46%	1.78%	0.99%	1.91%	3.47%	2.91%					
37	"20. ""Политическая партия ""Единая Россия"""	2415	562	532	117	86	75	187	138	132	46	216	149	28	31	67	18	31					
		32.18%	36.11%	33.37%	36.56%	32.95%	32.46%	24.80%	29.05%	34.19%	26.74%	35.12%	33.33%	24.99%	30.69%	25.67%	15.65%	30.09%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	2	4	0	0	0	5	2	0	0	2	4	0	0	1	0	0					
		0.26%	0.12%	0.25%	0.0%	0.0%	0.0%	0.66%	0.42%	0.0%	0.0%	0.32%	0.89%	0.0%	0.0%	0.38%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	22	7	5	0	3	0	2	2	1	0	0	1	0	0	1	0	0					
		0.29%	0.44%	0.31%	0.0%	1.14%	0.0%	0.26%	0.42%	0.25%	0.0%	0.0%	0.22%	0.0%	0.0%	0.38%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1369	261	289	33	29	27	171	167	76	29	73	98	12	33	36	23	12					
		18.24%	16.77%	18.13%	10.31%	11.11%	11.68%	22.67%	35.15%	19.68%	16.86%	11.86%	21.92%	10.71%	32.67%	13.79%	19.99%	11.65%					
																							
41	Против всех	282	54	46	11	10	11	36	23	14	7	23	19	9	6	8	4	1					
		3.75%	3.47%	2.88%	3.43%	3.83%	4.76%	4.77%	4.84%	3.62%	4.06%	3.73%	4.25%	8.03%	5.94%	3.06%	3.47%	0.97%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
