Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																									
Дата голосования: 07.12.2003 0:00:00																																																																									
																																																																									
Наименование Избирательной комиссии:    Красногорская																																																																									
																																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																									
																																																																									
		Сумма	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072					
		0.54%	0.24%	0.09%	0.42%	0.25%	0.48%	0.64%	0.46%	0.32%	0.46%	0.22%	0.85%	0.0%	0.48%	0.39%	0.38%	0.34%	0.36%	0.39%	0.52%	0.36%	0.61%	0.67%	0.41%	0.35%	0.25%	0.46%	0.44%	0.69%	0.53%	0.60%	0.36%	0.36%	0.60%	0.28%	2.04%	0.56%	0.88%	1.06%	0.31%	0.89%	0.30%	0.53%	0.58%	0.35%	1.00%	0.53%	0.79%	0.64%	1.09%	1.29%	1.03%	0.0%	0.56%	0.61%	0.63%	0.71%	0.44%	0.97%	0.58%	0.35%	0.14%	0.68%	1.08%	1.50%	1.03%	1.16%					
23	"6. ""Объединенная Российская партия ""Русь"""	134	0	1	4	0	0	1	4	0	0	0	5	4	5	1	2	1	1	4	2	1	4	1	0	1	2	2	0	0	1	2	7	1	1	1	1	1	7	2	0	8	5	3	8	7	0	0	0	1	2	5	1	1	3	3	5	1	1	1	2	2	0	0	1	0	1	3					
		0.19%	0.0%	0.09%	0.34%	0.0%	0.0%	0.08%	0.31%	0.0%	0.0%	0.0%	0.35%	0.29%	0.40%	0.13%	0.12%	0.08%	0.12%	0.31%	0.10%	0.06%	0.24%	0.06%	0.0%	0.08%	0.16%	0.18%	0.0%	0.0%	0.10%	0.17%	0.63%	0.07%	0.12%	0.05%	0.40%	0.18%	0.56%	0.16%	0.0%	0.59%	0.50%	0.31%	0.66%	0.49%	0.0%	0.0%	0.0%	0.09%	0.24%	0.38%	0.12%	0.38%	0.33%	0.30%	0.52%	0.23%	0.11%	0.32%	0.16%	0.35%	0.0%	0.0%	0.15%	0.0%	0.12%	0.70%					
24	"7. ""Новый курс - Автомобильная Россия"""	1007	14	10	15	18	11	12	13	15	20	27	22	19	20	9	20	13	14	14	19	21	20	12	22	14	13	25	15	22	17	11	18	15	11	22	4	4	15	18	15	30	19	15	30	19	11	14	16	19	14	16	8	3	31	9	20	8	18	4	23	6	13	11	12	4	11	4					
		1.48%	1.68%	0.94%	1.28%	2.29%	0.89%	0.96%	1.01%	1.63%	1.56%	1.99%	1.56%	1.42%	1.62%	1.17%	1.29%	1.12%	1.68%	1.09%	1.00%	1.26%	1.23%	0.81%	2.27%	1.22%	1.09%	2.32%	1.34%	2.54%	1.80%	0.95%	1.63%	1.09%	1.33%	1.26%	1.63%	0.74%	1.20%	1.48%	1.18%	2.23%	1.92%	1.59%	2.49%	1.34%	1.22%	1.50%	2.12%	1.74%	1.70%	1.21%	1.03%	1.15%	3.49%	0.92%	2.10%	1.90%	1.98%	1.29%	1.91%	1.05%	1.94%	1.50%	1.86%	1.50%	1.42%	0.93%					
25	"8. ""Народно-республиканская партия России"""	57	0	0	1	3	0	0	1	1	0	2	0	0	1	0	1	0	0	0	0	3	0	0	0	3	1	1	1	0	2	0	1	1	1	2	0	0	0	2	1	2	1	1	3	2	0	0	0	3	5	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	3	2					
		0.08%	0.0%	0.0%	0.08%	0.38%	0.0%	0.0%	0.07%	0.10%	0.0%	0.14%	0.0%	0.0%	0.08%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.26%	0.08%	0.09%	0.08%	0.0%	0.21%	0.0%	0.09%	0.07%	0.12%	0.11%	0.0%	0.0%	0.0%	0.16%	0.07%	0.14%	0.10%	0.10%	0.24%	0.14%	0.0%	0.0%	0.0%	0.27%	0.61%	0.15%	0.12%	0.38%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.38%	0.46%					
26	"9. ""Российская экологическая партия ""Зеленые"""	429	2	11	8	5	6	7	6	5	8	3	11	16	9	4	7	7	10	8	8	13	10	12	13	6	8	1	5	4	3	7	8	8	3	7	1	4	8	5	11	16	9	4	11	6	7	4	4	4	5	5	11	3	11	2	7	3	3	2	4	4	4	5	8	1	5	3					
		0.63%	0.24%	1.03%	0.68%	0.63%	0.48%	0.56%	0.46%	0.54%	0.62%	0.22%	0.78%	1.19%	0.73%	0.52%	0.45%	0.60%	1.20%	0.62%	0.42%	0.78%	0.61%	0.81%	1.34%	0.52%	0.67%	0.09%	0.44%	0.46%	0.31%	0.60%	0.72%	0.58%	0.36%	0.40%	0.40%	0.74%	0.64%	0.41%	0.86%	1.19%	0.91%	0.42%	0.91%	0.42%	0.77%	0.43%	0.53%	0.36%	0.61%	0.38%	1.42%	1.15%	1.24%	0.20%	0.73%	0.71%	0.33%	0.64%	0.33%	0.70%	0.59%	0.68%	1.24%	0.37%	0.64%	0.70%					
27	"10. ""Аграрная партия России"""	1473	14	20	20	7	14	18	28	23	38	42	23	30	28	8	31	32	24	22	59	44	33	29	23	16	21	23	19	20	27	23	25	19	14	43	10	13	33	20	32	29	11	18	27	45	7	10	14	31	23	35	9	5	17	21	31	16	24	7	23	8	12	22	28	7	12	13					
		2.17%	1.68%	1.88%	1.71%	0.89%	1.13%	1.44%	2.18%	2.49%	2.97%	3.10%	1.63%	2.24%	2.28%	1.04%	2.01%	2.77%	2.89%	1.72%	3.11%	2.65%	2.04%	1.96%	2.38%	1.40%	1.77%	2.14%	1.70%	2.31%	2.86%	1.98%	2.26%	1.38%	1.69%	2.46%	4.09%	2.42%	2.65%	1.64%	2.52%	2.16%	1.11%	1.91%	2.24%	3.17%	0.77%	1.07%	1.86%	2.85%	2.80%	2.66%	1.16%	1.93%	1.91%	2.16%	3.27%	3.80%	2.65%	2.26%	1.91%	1.40%	1.79%	3.00%	4.35%	2.64%	1.55%	3.03%					
28	"11. ""Истинные патриоты России"""	63	0	0	2	1	1	2	1	0	0	1	2	3	1	0	0	2	0	2	2	2	2	1	0	0	0	0	2	0	1	1	0	2	0	1	1	1	0	0	0	2	0	1	4	1	0	2	1	2	0	0	0	0	7	1	1	0	1	1	0	1	0	0	0	0	4	0					
		0.09%	0.0%	0.0%	0.17%	0.12%	0.08%	0.16%	0.07%	0.0%	0.0%	0.07%	0.14%	0.22%	0.08%	0.0%	0.0%	0.17%	0.0%	0.15%	0.10%	0.12%	0.12%	0.06%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.10%	0.08%	0.0%	0.14%	0.0%	0.05%	0.40%	0.18%	0.0%	0.0%	0.0%	0.14%	0.0%	0.10%	0.33%	0.07%	0.0%	0.21%	0.13%	0.18%	0.0%	0.0%	0.0%	0.0%	0.79%	0.10%	0.10%	0.0%	0.11%	0.32%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	973	9	12	15	16	13	20	13	11	16	24	19	18	13	14	12	14	19	22	36	15	27	19	15	22	18	10	17	11	6	15	11	18	13	35	2	6	10	14	12	27	19	18	12	18	16	11	13	21	14	19	16	2	15	13	14	4	19	3	18	15	10	6	3	3	25	7					
		1.43%	1.08%	1.12%	1.28%	2.03%	1.05%	1.60%	1.01%	1.19%	1.25%	1.77%	1.35%	1.34%	1.05%	1.82%	0.77%	1.21%	2.29%	1.72%	1.90%	0.90%	1.66%	1.28%	1.55%	1.93%	1.52%	0.93%	1.52%	1.27%	0.63%	1.29%	0.99%	1.31%	1.57%	2.00%	0.81%	1.12%	0.80%	1.15%	0.94%	2.01%	1.92%	1.91%	0.99%	1.27%	1.78%	1.18%	1.72%	1.93%	1.70%	1.44%	2.06%	0.77%	1.69%	1.33%	1.47%	0.95%	2.09%	0.97%	1.49%	2.62%	1.49%	0.82%	0.46%	1.13%	3.24%	1.63%					
30	"13. ""Демократическая партия России"""	127	2	2	2	2	1	1	3	2	2	3	3	1	0	1	3	2	4	1	5	1	0	1	0	0	1	4	2	3	0	1	5	1	0	1	2	2	0	2	5	4	2	1	3	2	2	0	4	3	2	3	1	2	1	0	4	1	1	2	5	4	0	2	2	0	3	2					
		0.18%	0.24%	0.18%	0.17%	0.25%	0.08%	0.08%	0.23%	0.21%	0.15%	0.22%	0.21%	0.07%	0.0%	0.13%	0.19%	0.17%	0.48%	0.07%	0.26%	0.06%	0.0%	0.06%	0.0%	0.0%	0.08%	0.37%	0.17%	0.34%	0.0%	0.08%	0.45%	0.07%	0.0%	0.05%	0.81%	0.37%	0.0%	0.16%	0.39%	0.29%	0.20%	0.10%	0.24%	0.14%	0.22%	0.0%	0.53%	0.27%	0.24%	0.22%	0.12%	0.77%	0.11%	0.0%	0.42%	0.23%	0.11%	0.64%	0.41%	0.70%	0.0%	0.27%	0.31%	0.0%	0.38%	0.46%					
31	"14. ""Великая Россия - Евразийский Союз"""	130	3	0	3	2	1	3	4	2	2	2	0	1	2	1	2	1	1	2	1	1	0	1	2	4	1	3	25	0	0	2	6	1	3	4	0	1	0	2	0	1	0	1	2	1	2	1	1	0	0	4	3	1	0	3	2	1	0	1	6	5	0	0	1	2	3	0					
		0.19%	0.36%	0.0%	0.25%	0.25%	0.08%	0.24%	0.31%	0.21%	0.15%	0.14%	0.0%	0.07%	0.16%	0.13%	0.12%	0.08%	0.12%	0.15%	0.05%	0.06%	0.0%	0.06%	0.20%	0.35%	0.08%	0.27%	2.24%	0.0%	0.0%	0.17%	0.54%	0.07%	0.36%	0.22%	0.0%	0.18%	0.0%	0.16%	0.0%	0.07%	0.0%	0.10%	0.16%	0.07%	0.22%	0.10%	0.13%	0.0%	0.0%	0.30%	0.38%	0.38%	0.0%	0.30%	0.21%	0.23%	0.0%	0.32%	0.49%	0.87%	0.0%	0.0%	0.15%	0.75%	0.38%	0.0%					
32	"15. ""Партия СЛОН"""	116	3	5	1	6	1	2	4	0	1	2	2	2	2	2	3	3	1	1	1	2	1	2	0	1	4	1	4	4	1	1	1	0	1	1	1	1	1	1	1	5	5	4	4	5	0	1	0	0	2	0	2	0	2	2	1	0	2	2	2	0	0	2	0	1	3	0					
		0.17%	0.36%	0.47%	0.08%	0.76%	0.08%	0.16%	0.31%	0.0%	0.07%	0.14%	0.14%	0.14%	0.16%	0.26%	0.19%	0.25%	0.12%	0.07%	0.05%	0.12%	0.06%	0.13%	0.0%	0.08%	0.33%	0.09%	0.35%	0.46%	0.10%	0.08%	0.09%	0.0%	0.12%	0.05%	0.40%	0.18%	0.08%	0.08%	0.07%	0.37%	0.50%	0.42%	0.33%	0.35%	0.0%	0.10%	0.0%	0.0%	0.24%	0.0%	0.25%	0.0%	0.22%	0.20%	0.10%	0.0%	0.22%	0.64%	0.16%	0.0%	0.0%	0.27%	0.0%	0.37%	0.38%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	12729	167	203	212	162	251	250	222	185	286	215	288	219	266	129	320	210	162	244	425	320	323	273	192	200	265	183	201	161	143	202	191	265	137	389	25	88	207	246	262	231	237	155	172	287	185	191	110	215	145	231	121	52	130	199	216	74	167	34	226	79	131	145	97	40	128	42					
		18.78%	20.14%	19.09%	18.16%	20.63%	20.40%	20.03%	17.35%	20.10%	22.36%	15.90%	20.51%	16.36%	21.66%	16.79%	20.76%	18.19%	19.54%	19.10%	22.45%	19.33%	19.97%	18.49%	19.87%	17.55%	22.41%	17.03%	18.01%	18.65%	15.19%	17.45%	17.31%	19.31%	16.56%	22.31%	10.24%	16.44%	16.63%	20.23%	20.66%	17.21%	24.01%	16.52%	14.30%	20.25%	20.60%	20.53%	14.62%	19.77%	17.70%	17.56%	15.65%	20.07%	14.67%	20.49%	22.78%	17.57%	18.45%	11.00%	18.77%	13.83%	19.64%	19.83%	15.08%	15.09%	16.62%	9.81%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	84	0	2	0	0	0	2	2	1	3	3	1	0	1	0	5	2	0	2	2	2	4	1	2	2	2	1	1	2	3	1	1	1	2	0	3	0	1	3	3	4	0	0	3	2	0	0	0	0	1	1	1	0	0	0	1	1	2	2	1	0	1	0	0	0	0	3					
		0.12%	0.0%	0.18%	0.0%	0.0%	0.0%	0.16%	0.15%	0.10%	0.23%	0.22%	0.07%	0.0%	0.08%	0.0%	0.32%	0.17%	0.0%	0.15%	0.10%	0.12%	0.24%	0.06%	0.20%	0.17%	0.16%	0.09%	0.08%	0.23%	0.31%	0.08%	0.09%	0.07%	0.24%	0.0%	1.22%	0.0%	0.08%	0.24%	0.23%	0.29%	0.0%	0.0%	0.24%	0.14%	0.0%	0.0%	0.0%	0.0%	0.12%	0.07%	0.12%	0.0%	0.0%	0.0%	0.10%	0.23%	0.22%	0.64%	0.08%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.70%					
35	"18. ""ЛДПР"""	5401	54	93	111	63	74	90	86	81	70	92	100	119	100	48	105	74	48	74	119	92	98	101	65	93	82	65	59	63	94	78	94	111	62	96	24	41	123	127	106	167	88	70	154	114	75	93	107	91	69	109	58	34	156	76	58	36	96	41	92	57	32	50	63	39	61	40					
		7.97%	6.51%	8.74%	9.51%	8.02%	6.01%	7.21%	6.72%	8.80%	5.47%	6.80%	7.12%	8.89%	8.14%	6.25%	6.81%	6.41%	5.79%	5.79%	6.28%	5.55%	6.06%	6.84%	6.72%	8.16%	6.93%	6.05%	5.28%	7.30%	9.98%	6.74%	8.52%	8.09%	7.49%	5.50%	9.83%	7.66%	9.88%	10.44%	8.35%	12.44%	8.91%	7.46%	12.81%	8.04%	8.35%	10.0%	14.22%	8.37%	8.42%	8.28%	7.50%	13.12%	17.60%	7.82%	6.11%	8.55%	10.60%	13.26%	7.64%	9.98%	4.79%	6.83%	9.79%	14.71%	7.92%	9.34%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	866	15	9	17	8	18	14	16	15	11	24	17	9	11	7	24	17	12	22	23	20	13	12	6	12	13	14	12	5	10	9	15	17	9	16	0	7	21	26	20	15	8	10	17	11	19	12	5	11	18	19	22	11	15	12	11	5	29	7	14	7	1	15	3	4	13	6					
		1.27%	1.80%	0.84%	1.45%	1.01%	1.46%	1.12%	1.25%	1.63%	0.86%	1.77%	1.21%	0.67%	0.89%	0.91%	1.55%	1.47%	1.44%	1.72%	1.21%	1.20%	0.80%	0.81%	0.62%	1.05%	1.09%	1.30%	1.07%	0.57%	1.06%	0.77%	1.35%	1.23%	1.08%	0.91%	0.0%	1.30%	1.68%	2.13%	1.57%	1.11%	0.81%	1.06%	1.41%	0.77%	2.11%	1.29%	0.66%	1.01%	2.19%	1.44%	2.84%	4.24%	1.69%	1.23%	1.16%	1.18%	3.20%	2.26%	1.16%	1.22%	0.14%	2.05%	0.46%	1.50%	1.68%	1.40%					
37	"20. ""Политическая партия ""Единая Россия"""	20942	253	364	408	250	378	366	466	286	364	473	394	430	317	243	481	344	227	408	565	499	450	475	282	371	339	330	341	291	311	384	334	439	326	458	101	203	442	378	327	383	312	323	335	421	255	300	259	304	273	386	226	62	253	285	279	108	269	104	354	186	194	206	265	97	260	145					
