Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Ленинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3442	64	83	172	39	27	744	52	353	134	278	51	102	58	24	105	63	105	99	41	35	68	191	89	82	59	137	48	69	70									
		51.07%	38.79%	47.43%	40.47%	51.32%	42.19%	58.95%	50.00%	46.94%	48.55%	47.68%	37.78%	43.04%	38.93%	42.11%	60.69%	85.14%	66.46%	46.05%	48.24%	44.87%	48.57%	51.07%	54.60%	60.29%	46.46%	63.13%	53.33%	53.49%	57.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	0	1	5	0	0	16	0	4	1	4	2	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.56%	0.00%	0.57%	1.18%	0.00%	0.00%	1.27%	0.00%	0.53%	0.36%	0.69%	1.48%	0.00%	1.34%	1.75%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	0	6	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.13%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1528	54	45	138	10	18	299	20	203	67	130	36	71	29	17	31	4	28	54	25	20	35	41	22	19	22	26	15	26	23									
		22.67%	32.73%	25.71%	32.47%	13.16%	28.13%	23.69%	19.23%	26.99%	24.28%	22.30%	26.67%	29.96%	19.46%	29.82%	17.92%	5.41%	17.72%	25.12%	29.41%	25.64%	25.00%	10.96%	13.50%	13.97%	17.32%	11.98%	16.67%	20.16%	19.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	1	3	0	0	8	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.25%	0.00%	0.57%	0.71%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.34%	0.74%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	1	1	4	0	0	2	0	6	1	1	0	2	0	0	2	1	0	1	0	1	0	2	0	0	0	0	0	0	0									
		0.37%	0.61%	0.57%	0.94%	0.00%	0.00%	0.16%	0.00%	0.80%	0.36%	0.17%	0.00%	0.84%	0.00%	0.00%	1.16%	1.35%	0.00%	0.47%	0.00%	1.28%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	1	0	0	6	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.16%	0.61%	0.00%	0.24%	0.00%	0.00%	0.48%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	3	0	0	1	0	16	0	5	1	4	1	0	0	0	2	0	0	0	0	1	0	1	1	1	2	0	0	1	0									
		0.59%	1.82%	0.00%	0.00%	1.32%	0.00%	1.27%	0.00%	0.66%	0.36%	0.69%	0.74%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.27%	0.61%	0.74%	1.57%	0.00%	0.00%	0.78%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	971	32	30	62	22	8	70	15	93	44	107	27	36	40	6	15	3	20	30	10	15	21	89	31	20	30	37	20	17	21									
		14.41%	19.39%	17.14%	14.59%	28.95%	12.50%	5.55%	14.42%	12.37%	15.94%	18.35%	20.00%	15.19%	26.85%	10.53%	8.67%	4.05%	12.66%	13.95%	11.76%	19.23%	15.00%	23.80%	19.02%	14.71%	23.62%	17.05%	22.22%	13.18%	17.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	0	0	0	0	3	0	4	0	2	2	0	0	0	2	0	0	1	0	0	0	2	2	0	1	0	0	0	0									
		0.30%	0.61%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.53%	0.00%	0.34%	1.48%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.53%	1.23%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	104	1	3	10	0	2	22	0	12	2	10	3	10	2	3	4	2	1	3	0	1	4	1	2	0	2	2	0	0	2									
		1.54%	0.61%	1.71%	2.35%	0.00%	3.13%	1.74%	0.00%	1.60%	0.72%	1.72%	2.22%	4.22%	1.34%	5.26%	2.31%	2.70%	0.63%	1.40%	0.00%	1.28%	2.86%	0.27%	1.23%	0.00%	1.57%	0.92%	0.00%	0.00%	1.65%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
