Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Семеновская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	353	10	10	10	10	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	9	6	5	10	10	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	10	10	14	14	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	162	7	5	8	6	4	7	8	3	4	3	0	1	0	0	2	0	2	0	5	6	6	0	9	2	0	0	2	2	2	1	1	0	1	2	10	0	1	2	0	5	2	1	11	10	6	5	3	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	174	3	2	4	1	3	8	1	8	5	2	2	2	2	4	5	4	1	6	1	3	7	2	6	3	2	5	5	5	3	1	9	4	3	2	6	8	8	4	0	3	1	9	1	3	1	4	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	191	3	5	2	4	6	3	2	7	6	2	5	4	5	5	3	5	3	5	0	3	0	5	1	8	5	5	3	3	3	4	4	5	4	3	0	5	4	3	5	0	8	9	3	4	4	5	7	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	4	2	1	1	0	4	2	3	0	0	0	0	2	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	2	3	0	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	158	5	12	4	0	0	9	0	7	10	0	4	1	1	1	2	0	7	0	2	4	6	1	3	6	1	3	0	3	2	6	2	1	6	0	6	2	1	1	0	2	8	2	4	5	9	0	3	6									
		0.60%	0.76%	1.54%	0.47%	0.00%	0.00%	1.13%	0.00%	0.71%	1.13%	0.00%	1.11%	0.93%	0.38%	0.36%	1.10%	0.00%	1.04%	0.00%	0.76%	0.46%	1.12%	0.67%	0.36%	0.48%	1.11%	0.60%	0.00%	0.99%	0.91%	1.53%	0.36%	0.68%	0.85%	0.00%	0.63%	1.59%	0.68%	0.78%	0.00%	1.01%	0.79%	0.38%	0.50%	1.09%	1.21%	0.00%	0.24%	0.64%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	345	19	14	19	0	0	19	11	9	12	2	8	1	2	5	9	0	23	1	3	6	8	2	1	22	6	6	3	3	10	12	0	5	10	0	6	0	2	3	6	1	5	5	5	4	19	6	18	14									
		1.32%	2.89%	1.79%	2.23%	0.00%	0.00%	2.38%	0.92%	0.91%	1.36%	1.12%	2.22%	0.93%	0.76%	1.82%	4.95%	0.00%	3.42%	0.70%	1.14%	0.69%	1.49%	1.34%	0.12%	1.75%	6.67%	1.20%	1.61%	0.99%	4.55%	3.07%	0.00%	3.42%	1.41%	0.00%	0.63%	0.00%	1.35%	2.34%	3.00%	0.51%	0.49%	0.96%	0.62%	0.87%	2.56%	0.62%	1.46%	1.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	302	6	8	18	0	0	10	10	10	10	3	6	2	3	8	4	0	30	0	6	22	8	2	0	8	0	12	2	3	5	14	4	0	7	5	5	1	3	4	0	1	9	10	8	7	9	0	11	8									
		1.15%	0.91%	1.03%	2.11%	0.00%	0.00%	1.25%	0.83%	1.01%	1.13%	1.69%	1.67%	1.85%	1.14%	2.92%	2.20%	0.00%	4.46%	0.00%	2.28%	2.54%	1.49%	1.34%	0.00%	0.64%	0.00%	2.40%	1.08%	0.99%	2.27%	3.58%	0.72%	0.00%	0.99%	1.60%	0.52%	0.79%	2.03%	3.13%	0.00%	0.51%	0.89%	1.92%	0.99%	1.52%	1.21%	0.00%	0.89%	0.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19554	501	520	601	992	598	578	971	778	632	126	243	65	203	193	113	54	477	122	169	699	369	103	583	948	69	415	133	229	138	222	442	84	566	251	775	103	94	74	157	168	687	338	602	305	535	851	984	694									
		74.77%	76.14%	66.67%	70.46%	88.02%	70.35%	72.34%	80.98%	78.51%	71.66%	70.79%	67.50%	60.19%	76.89%	70.44%	62.09%	69.23%	70.88%	85.31%	64.26%	80.81%	68.84%	69.13%	70.33%	75.42%	76.67%	83.00%	71.51%	75.33%	62.73%	56.78%	79.50%	57.53%	79.72%	80.45%	80.90%	81.75%	63.51%	57.81%	78.50%	84.85%	67.95%	65.00%	74.97%	66.30%	72.01%	87.55%	79.94%	73.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	4	0	4	0	0	3	0	2	2	0	0	0	0	0	1	0	0	0	1	1	1	2	1	0	0	0	1	1	0	3	1	1	1	0	4	0	2	0	0	0	2	1	3	0	5	0	1	1									
		0.19%	0.61%	0.00%	0.47%	0.00%	0.00%	0.38%	0.00%	0.20%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.38%	0.12%	0.19%	1.34%	0.12%	0.00%	0.00%	0.00%	0.54%	0.33%	0.00%	0.77%	0.18%	0.68%	0.14%	0.00%	0.42%	0.00%	1.35%	0.00%	0.00%	0.00%	0.20%	0.19%	0.37%	0.00%	0.67%	0.00%	0.08%	0.11%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	0	6	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	2	1	6	0	0	0	1	4									
		0.13%	0.00%	0.00%	0.70%	0.00%	0.00%	0.13%	0.00%	0.10%	0.34%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.38%	0.23%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.20%	0.19%	0.75%	0.00%	0.00%	0.00%	0.08%	0.43%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2209	53	78	32	22	85	61	83	59	91	34	51	15	23	29	25	13	66	10	36	51	52	16	143	157	7	25	22	29	34	57	39	26	59	17	79	12	20	20	16	16	81	38	24	49	57	43	69	85									
		8.45%	8.05%	10.00%	3.75%	1.95%	10.00%	7.63%	6.92%	5.95%	10.32%	19.10%	14.17%	13.89%	8.71%	10.58%	13.74%	16.67%	9.81%	6.99%	13.69%	5.90%	9.70%	10.74%	17.25%	12.49%	7.78%	5.00%	11.83%	9.54%	15.45%	14.58%	7.01%	17.81%	8.31%	5.45%	8.25%	9.52%	13.51%	15.63%	8.00%	8.08%	8.01%	7.31%	2.99%	10.65%	7.67%	4.42%	5.61%	9.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	70	0	1	2	0	0	9	0	3	4	0	0	0	3	0	0	0	2	0	0	2	4	6	1	0	0	0	0	0	2	0	0	0	0	3	1	0	2	0	0	0	2	7	4	2	7	0	0	3									
		0.27%	0.00%	0.13%	0.23%	0.00%	0.00%	1.13%	0.00%	0.30%	0.45%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.23%	0.75%	4.03%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.96%	0.10%	0.00%	1.35%	0.00%	0.00%	0.00%	0.20%	1.35%	0.50%	0.43%	0.94%	0.00%	0.00%	0.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	94	1	5	4	0	0	6	0	7	1	0	1	2	2	1	1	0	0	0	1	3	0	1	3	0	1	1	1	1	1	4	3	1	0	1	3	0	0	1	0	1	8	7	8	5	2	2	2	2									
		0.36%	0.15%	0.64%	0.47%	0.00%	0.00%	0.75%	0.00%	0.71%	0.11%	0.00%	0.28%	1.85%	0.76%	0.36%	0.55%	0.00%	0.00%	0.00%	0.38%	0.35%	0.00%	0.67%	0.36%	0.00%	1.11%	0.20%	0.54%	0.33%	0.45%	1.02%	0.54%	0.68%	0.00%	0.32%	0.31%	0.00%	0.00%	0.78%	0.00%	0.51%	0.79%	1.35%	0.99%	1.09%	0.27%	0.21%	0.16%	0.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	1	0	3	0	0	0	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	4	10	7	1	0	0	0	0									
		0.14%	0.15%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	3.70%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	1.92%	0.87%	0.22%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	89	2	4	4	0	0	3	0	7	4	0	2	0	3	1	2	0	3	0	0	2	1	1	1	2	1	0	3	0	0	2	2	2	2	0	3	0	5	2	0	0	4	8	5	1	4	1	0	2									
		0.34%	0.30%	0.51%	0.47%	0.00%	0.00%	0.38%	0.00%	0.71%	0.45%	0.00%	0.56%	0.00%	1.14%	0.36%	1.10%	0.00%	0.45%	0.00%	0.00%	0.23%	0.19%	0.67%	0.12%	0.16%	1.11%	0.00%	1.61%	0.00%	0.00%	0.51%	0.36%	1.37%	0.28%	0.00%	0.31%	0.00%	3.38%	1.56%	0.00%	0.00%	0.40%	1.54%	0.62%	0.22%	0.54%	0.10%	0.00%	0.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2555	58	117	118	113	112	81	74	77	94	10	33	10	20	28	16	7	49	10	35	59	78	15	85	81	4	31	17	34	20	63	53	20	45	29	62	5	11	15	21	7	142	78	103	72	74	56	123	90									
		9.77%	8.81%	15.00%	13.83%	10.03%	13.18%	10.14%	6.17%	7.77%	10.66%	5.62%	9.17%	9.26%	7.58%	10.22%	8.79%	8.97%	7.28%	6.99%	13.31%	6.82%	14.55%	10.07%	10.25%	6.44%	4.44%	6.20%	9.14%	11.18%	9.09%	16.11%	9.53%	13.70%	6.34%	9.29%	6.47%	3.97%	7.43%	11.72%	10.50%	3.54%	14.05%	15.00%	12.83%	15.65%	9.96%	5.76%	9.99%	9.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	0	1	3	0	0	3	0	7	3	1	2	0	0	0	0	0	3	0	0	3	2	0	0	0	0	1	0	0	0	1	1	0	4	0	2	0	3	0	0	0	6	5	3	1	13	0	1	0									
		0.26%	0.00%	0.13%	0.35%	0.00%	0.00%	0.38%	0.00%	0.71%	0.34%	0.56%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.35%	0.37%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.26%	0.18%	0.00%	0.56%	0.00%	0.21%	0.00%	2.03%	0.00%	0.00%	0.00%	0.59%	0.96%	0.37%	0.22%	1.75%	0.00%	0.08%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	472	8	16	30	0	51	10	50	24	11	1	4	6	1	5	5	3	9	0	8	8	6	0	4	18	0	6	2	1	4	5	6	2	5	4	12	2	4	3	0	2	51	10	21	6	8	6	16	18									
		1.80%	1.22%	2.05%	3.52%	0.00%	6.00%	1.25%	4.17%	2.42%	1.25%	0.56%	1.11%	5.56%	0.38%	1.82%	2.75%	3.85%	1.34%	0.00%	3.04%	0.92%	1.12%	0.00%	0.48%	1.43%	0.00%	1.20%	1.08%	0.33%	1.82%	1.28%	1.08%	1.37%	0.70%	1.28%	1.25%	1.59%	2.70%	2.34%	0.00%	1.01%	5.04%	1.92%	2.62%	1.30%	1.08%	0.62%	1.30%	1.91%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
