Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Центральная г.Сочи																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656	УИК №4657	УИК №4658	УИК №4659	УИК №4660	УИК №4661	УИК №4662					
14	Число погашенных неиспользованных открепительных удостоверений	1243	24	25	21	22	22	23	19	19	17	24	17	20	23	20	19	23	20	19	21	20	20	23	20	24	17	20	22	21	21	20	23	11	23	21	21	19	19	19	18	17	21	20	22	14	19	22	9	11	16	25	20	21	22	19	23	21	21	19	22	21	19	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	1090	7	7	5	9	21	29	11	22	14	13	8	12	14	23	43	19	27	22	10	13	18	21	9	8	19	29	25	26	31	22	12	2	19	26	14	9	21	13	30	17	9	2	13	19	19	21	34	24	22	13	21	20	19	23	10	17	18	7	23	33	12	11					
		2.16%	0.95%	0.77%	1.19%	1.23%	2.25%	3.23%	1.58%	1.66%	1.09%	3.10%	2.87%	2.46%	2.43%	3.14%	4.23%	2.26%	3.07%	2.95%	2.09%	1.03%	1.99%	2.35%	1.21%	1.24%	2.51%	2.88%	2.26%	2.59%	2.35%	3.07%	0.86%	0.80%	1.94%	2.13%	1.92%	0.99%	3.63%	2.88%	2.95%	2.22%	2.22%	0.37%	1.75%	2.19%	2.36%	1.71%	2.47%	2.19%	1.84%	3.07%	2.98%	1.85%	2.93%	2.83%	2.27%	2.62%	2.42%	1.37%	2.32%	3.48%	1.96%	1.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	727	5	10	4	18	12	18	9	15	9	8	4	2	14	16	14	23	12	7	11	27	17	12	9	6	8	10	11	12	16	6	8	2	10	14	11	19	9	6	13	11	7	12	9	15	14	9	23	17	12	10	15	26	6	14	7	11	16	8	14	10	14	10					
		1.44%	0.68%	1.10%	0.95%	2.45%	1.29%	2.00%	1.29%	1.13%	0.70%	1.91%	1.43%	0.41%	2.43%	2.19%	1.38%	2.74%	1.36%	0.94%	2.30%	2.13%	1.88%	1.34%	1.21%	0.93%	1.06%	0.99%	0.99%	1.20%	1.21%	0.84%	0.57%	0.80%	1.02%	1.15%	1.51%	2.09%	1.56%	1.33%	1.28%	1.43%	1.73%	2.24%	1.21%	1.73%	1.74%	0.73%	1.67%	1.55%	1.00%	2.36%	2.13%	2.40%	0.92%	1.72%	1.59%	1.70%	2.15%	1.56%	1.41%	1.05%	2.29%	1.52%					
20	3.Политическая партия «Демократическая партия России»	77	1	0	1	0	1	1	0	1	1	3	1	0	1	2	0	2	0	1	0	0	1	0	2	1	0	2	3	1	4	1	3	0	1	0	0	1	0	2	1	1	0	3	0	1	1	3	6	1	3	1	2	2	0	0	1	0	3	2	2	3	1	2					
		0.15%	0.14%	0.00%	0.24%	0.00%	0.11%	0.11%	0.00%	0.08%	0.08%	0.72%	0.36%	0.00%	0.17%	0.27%	0.00%	0.24%	0.00%	0.13%	0.00%	0.00%	0.11%	0.00%	0.27%	0.16%	0.00%	0.20%	0.27%	0.10%	0.30%	0.14%	0.21%	0.00%	0.10%	0.00%	0.00%	0.11%	0.00%	0.44%	0.10%	0.13%	0.00%	0.56%	0.00%	0.12%	0.12%	0.24%	0.44%	0.09%	0.25%	0.24%	0.28%	0.18%	0.00%	0.00%	0.23%	0.00%	0.40%	0.39%	0.20%	0.32%	0.16%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5773	83	73	58	66	134	91	51	133	109	55	41	49	92	85	135	102	116	94	59	175	96	87	66	65	71	97	115	134	93	88	73	18	89	116	81	78	89	47	120	102	62	88	65	101	100	116	166	120	178	56	84	111	120	116	61	102	115	56	159	125	74	72					
		11.42%	11.29%	8.06%	13.84%	8.99%	14.38%	10.12%	7.31%	10.02%	8.46%	13.13%	14.70%	10.04%	15.94%	11.61%	13.29%	12.14%	13.18%	12.60%	12.34%	13.81%	10.64%	9.72%	8.87%	10.11%	9.37%	9.63%	10.41%	13.35%	7.06%	12.27%	5.21%	7.23%	9.08%	9.50%	11.11%	8.59%	15.40%	10.42%	11.79%	13.30%	15.31%	16.45%	8.77%	11.62%	12.41%	9.44%	12.06%	10.94%	14.86%	13.21%	11.93%	10.26%	18.49%	14.29%	13.86%	15.74%	15.48%	10.94%	16.01%	13.17%	12.11%	10.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	696	7	8	13	13	15	10	16	15	12	5	8	7	8	6	20	15	5	25	9	21	4	12	3	3	9	11	3	14	9	8	9	2	10	13	12	15	8	1	22	8	10	11	15	14	24	5	19	20	17	8	11	20	11	14	11	17	12	5	13	11	7	7					
		1.38%	0.95%	0.88%	3.10%	1.77%	1.61%	1.11%	2.29%	1.13%	0.93%	1.19%	2.87%	1.43%	1.39%	0.82%	1.97%	1.79%	0.57%	3.35%	1.88%	1.66%	0.44%	1.34%	0.40%	0.47%	1.19%	1.09%	0.27%	1.39%	0.68%	1.12%	0.64%	0.80%	1.02%	1.06%	1.65%	1.65%	1.38%	0.22%	2.16%	1.04%	2.47%	2.06%	2.02%	1.61%	2.98%	0.41%	1.38%	1.82%	1.42%	1.89%	1.56%	1.85%	1.69%	1.72%	2.50%	2.62%	1.62%	0.98%	1.31%	1.16%	1.15%	1.06%					
23	6.Политическая партия «Партия социальной справедливости»	115	2	0	0	3	2	4	0	0	5	0	1	2	1	1	3	2	1	2	2	5	1	1	2	2	2	3	2	2	3	1	0	0	2	4	0	3	4	0	2	2	0	5	0	2	2	8	2	1	3	0	2	0	3	0	0	2	2	1	5	0	1	4					
		0.23%	0.27%	0.00%	0.00%	0.41%	0.21%	0.44%	0.00%	0.00%	0.39%	0.00%	0.36%	0.41%	0.17%	0.14%	0.30%	0.24%	0.11%	0.27%	0.42%	0.39%	0.11%	0.11%	0.27%	0.31%	0.26%	0.30%	0.18%	0.20%	0.23%	0.14%	0.00%	0.00%	0.20%	0.33%	0.00%	0.33%	0.69%	0.00%	0.20%	0.26%	0.00%	0.93%	0.00%	0.23%	0.25%	0.65%	0.15%	0.09%	0.25%	0.00%	0.28%	0.00%	0.46%	0.00%	0.00%	0.31%	0.27%	0.20%	0.50%	0.00%	0.16%	0.61%					
24	7.Политическая партия «Либерально-демократическая партия России»	4382	67	28	33	58	101	84	71	96	75	45	15	37	48	62	94	86	72	61	37	150	78	90	94	58	64	93	103	90	78	57	64	30	73	112	54	96	62	36	89	65	34	41	68	89	83	101	142	110	104	35	80	89	43	68	33	52	58	47	92	79	66	62					
		8.67%	9.12%	3.09%	7.88%	7.90%	10.84%	9.34%	10.17%	7.23%	5.82%	10.74%	5.38%	7.58%	8.32%	8.47%	9.25%	10.24%	8.18%	8.18%	7.74%	11.84%	8.65%	10.06%	12.63%	9.02%	8.44%	9.24%	9.32%	8.96%	5.92%	7.95%	4.57%	12.05%	7.45%	9.17%	7.41%	10.57%	10.73%	7.98%	8.74%	8.47%	8.40%	7.66%	9.18%	10.24%	10.30%	8.22%	10.31%	10.03%	8.68%	8.25%	11.36%	8.23%	6.63%	8.37%	7.50%	8.02%	7.81%	9.18%	9.26%	8.32%	10.80%	9.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4466	73	39	33	47	86	55	40	128	110	51	27	46	64	102	108	79	98	77	40	117	70	99	48	36	62	101	99	92	76	75	76	15	71	114	68	66	65	41	94	79	35	42	74	69	62	79	121	118	146	33	72	94	73	70	47	67	66	45	80	84	55	67					
		8.84%	9.93%	4.30%	7.88%	6.40%	9.23%	6.12%	5.73%	9.65%	8.54%	12.17%	9.68%	9.43%	11.09%	13.93%	10.63%	9.40%	11.14%	10.32%	8.37%	9.23%	7.76%	11.06%	6.45%	5.60%	8.18%	10.03%	8.96%	9.16%	5.77%	10.46%	5.43%	6.02%	7.24%	9.34%	9.33%	7.27%	11.25%	9.09%	9.23%	10.30%	8.64%	7.85%	9.99%	7.94%	7.69%	6.43%	8.79%	10.76%	12.19%	7.78%	10.23%	8.69%	11.25%	8.62%	10.68%	10.34%	8.88%	8.79%	8.06%	8.85%	9.00%	10.18%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	501	6	8	2	6	15	9	4	11	22	6	6	2	4	7	10	8	11	9	7	19	9	9	11	9	10	10	12	10	6	4	3	3	10	15	5	8	1	4	11	2	3	1	8	11	11	10	11	13	11	0	4	9	14	15	3	6	5	2	10	17	9	4					
		0.99%	0.82%	0.88%	0.48%	0.82%	1.61%	1.00%	0.57%	0.83%	1.71%	1.43%	2.15%	0.41%	0.69%	0.96%	0.98%	0.95%	1.25%	1.21%	1.46%	1.50%	0.99%	1.01%	1.48%	1.40%	1.32%	0.99%	1.09%	0.99%	0.46%	0.56%	0.21%	1.20%	1.02%	1.23%	0.69%	0.88%	0.17%	0.89%	1.08%	0.26%	0.74%	0.19%	1.08%	1.27%	1.36%	0.81%	0.80%	1.19%	0.92%	0.00%	0.57%	0.83%	2.16%	1.85%	0.68%	0.93%	0.67%	0.39%	1.01%	1.79%	1.47%	0.61%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30577	460	724	255	484	498	568	466	862	911	217	147	311	295	399	538	464	507	405	287	686	564	518	477	421	480	625	700	576	966	426	1134	170	649	764	459	578	285	283	585	453	228	315	455	498	454	822	772	615	648	254	385	673	334	438	246	340	385	313	548	530	339	388					
		60.51%	62.59%	79.91%	60.86%	65.94%	53.43%	63.18%	66.76%	64.96%	70.73%	51.79%	52.69%	63.73%	51.13%	54.51%	52.95%	55.24%	57.61%	54.29%	60.04%	54.14%	62.53%	57.88%	64.11%	65.47%	63.32%	62.07%	63.35%	57.37%	73.35%	59.41%	81.00%	68.27%	66.22%	62.57%	62.96%	63.66%	49.31%	62.75%	57.47%	59.06%	56.30%	58.88%	61.40%	57.31%	56.33%	66.88%	56.06%	56.06%	54.09%	59.91%	54.69%	62.20%	51.46%	53.94%	55.91%	52.47%	51.82%	61.13%	55.19%	55.85%	55.48%	58.97%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1219	16	4	8	25	23	17	21	33	17	11	17	12	25	19	35	24	21	21	8	22	21	24	5	11	14	8	16	24	15	18	10	2	16	35	20	20	17	5	26	16	9	7	18	37	26	22	38	34	31	10	12	29	20	35	15	22	29	19	29	35	22	18					
		2.41%	2.18%	0.44%	1.91%	3.41%	2.47%	1.89%	3.01%	2.49%	1.32%	2.63%	6.09%	2.46%	4.33%	2.60%	3.44%	2.86%	2.39%	2.82%	1.67%	1.74%	2.33%	2.68%	0.67%	1.71%	1.85%	0.79%	1.45%	2.39%	1.14%	2.51%	0.71%	0.80%	1.63%	2.87%	2.74%	2.20%	2.94%	1.11%	2.55%	2.09%	2.22%	1.31%	2.43%	4.26%	3.23%	1.79%	2.76%	3.10%	2.59%	2.36%	1.70%	2.68%	3.08%	4.31%	3.41%	3.40%	3.90%	3.71%	2.92%	3.69%	3.60%	2.74%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
