Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Котельниковская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238									
14	Число погашенных неиспользованных открепительных удостоверений	335	18	7	6	24	6	9	6	10	25	14	13	17	5	0	0	10	5	18	8	5	10	10	10	4	10	3	9	0	8	5	0	11	16	5	0	5	19	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	2	0	1	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	133	11	5	7	19	1	5	5	3	15	15	5	4	1	2	0	0	1	2	3	1	1	2	1	3	1	1	1	1	3	0	1	4	4	1	1	0	2	1									
		1.20%	1.72%	1.40%	1.97%	2.00%	0.24%	1.95%	1.44%	1.08%	1.95%	2.88%	0.65%	1.20%	2.33%	3.51%	0.00%	0.00%	1.85%	0.61%	1.88%	1.11%	0.63%	0.77%	0.21%	0.90%	0.52%	0.93%	0.42%	0.39%	1.56%	0.00%	1.10%	1.22%	0.97%	1.10%	0.42%	0.00%	0.56%	0.97%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	381	19	21	12	35	19	16	12	8	31	18	14	11	1	1	8	6	1	14	8	0	7	13	6	3	5	4	10	8	2	0	5	14	15	6	4	0	20	4									
		3.43%	2.98%	5.88%	3.38%	3.69%	4.53%	6.23%	3.46%	2.89%	4.02%	3.45%	1.82%	3.31%	2.33%	1.75%	3.17%	2.96%	1.85%	4.29%	5.00%	0.00%	4.43%	5.02%	1.28%	0.90%	2.59%	3.70%	4.20%	3.15%	1.04%	0.00%	5.49%	4.28%	3.64%	6.59%	1.69%	0.00%	5.60%	3.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	190	13	15	6	10	7	5	2	7	26	11	3	6	0	0	5	2	0	6	4	1	2	4	3	3	7	3	5	2	3	1	2	9	9	1	4	0	3	0									
		1.71%	2.04%	4.20%	1.69%	1.05%	1.67%	1.95%	0.58%	2.53%	3.37%	2.11%	0.39%	1.81%	0.00%	0.00%	1.98%	0.99%	0.00%	1.84%	2.50%	1.11%	1.27%	1.54%	0.64%	0.90%	3.63%	2.78%	2.10%	0.79%	1.56%	1.52%	2.20%	2.75%	2.18%	1.10%	1.69%	0.00%	0.84%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5620	282	140	143	435	187	122	164	132	332	223	358	184	27	36	150	110	30	160	73	55	82	134	353	207	123	64	132	117	122	35	47	171	203	52	132	47	203	53									
		50.52%	44.20%	39.22%	40.28%	45.89%	44.63%	47.47%	47.26%	47.65%	43.06%	42.80%	46.43%	55.42%	62.79%	63.16%	59.52%	54.19%	55.56%	49.08%	45.63%	61.11%	51.90%	51.74%	75.11%	62.35%	63.73%	59.26%	55.46%	46.06%	63.54%	53.03%	51.65%	52.29%	49.27%	57.14%	55.70%	81.03%	56.86%	51.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	2	0	4	6	2	0	5	0	3	4	6	0	0	0	1	3	1	1	2	2	5	0	0	3	0	0	0	0	1	2	1	2	1	0	1	0	0	2									
		0.54%	0.31%	0.00%	1.13%	0.63%	0.48%	0.00%	1.44%	0.00%	0.39%	0.77%	0.78%	0.00%	0.00%	0.00%	0.40%	1.48%	1.85%	0.31%	1.25%	2.22%	3.16%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.52%	3.03%	1.10%	0.61%	0.24%	0.00%	0.42%	0.00%	0.00%	1.94%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	2	3	0	3	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	4	1	1	1	0	0	0	0	1	1	0	0	0	3	0	1	0	1	0									
		0.23%	0.31%	0.84%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.26%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	4.44%	0.63%	0.39%	0.21%	0.00%	0.00%	0.00%	0.00%	0.39%	0.52%	0.00%	0.00%	0.00%	0.73%	0.00%	0.42%	0.00%	0.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2116	162	83	84	185	85	33	67	58	168	96	193	56	3	0	40	34	4	83	36	9	29	63	56	43	26	16	35	60	22	13	12	55	80	9	45	2	56	15									
		19.02%	25.39%	23.25%	23.66%	19.51%	20.29%	12.84%	19.31%	20.94%	21.79%	18.43%	25.03%	16.87%	6.98%	0.00%	15.87%	16.75%	7.41%	25.46%	22.50%	10.00%	18.35%	24.32%	11.91%	12.95%	13.47%	14.81%	14.71%	23.62%	11.46%	19.70%	13.19%	16.82%	19.42%	9.89%	18.99%	3.45%	15.69%	14.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	1	1	1	7	3	0	0	3	11	4	3	2	0	0	4	1	1	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0									
		0.44%	0.16%	0.28%	0.28%	0.74%	0.72%	0.00%	0.00%	1.08%	1.43%	0.77%	0.39%	0.60%	0.00%	0.00%	1.59%	0.49%	1.85%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.42%	0.39%	0.00%	0.00%	0.00%	0.31%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	55	6	1	2	9	4	0	2	2	3	2	6	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	2	0	0	2	1									
		0.49%	0.94%	0.28%	0.56%	0.95%	0.95%	0.00%	0.58%	0.72%	0.39%	0.38%	0.78%	1.51%	0.00%	0.00%	0.40%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	1.52%	0.00%	0.92%	0.24%	2.20%	0.00%	0.00%	0.56%	0.97%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	5	0	1	1	3	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	1	0									
		0.21%	0.78%	0.00%	0.28%	0.11%	0.72%	0.00%	0.29%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.30%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.28%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	2	2	3	11	7	0	4	2	5	1	11	1	0	0	0	0	0	1	1	1	1	2	2	3	0	2	1	4	1	0	0	2	3	0	0	0	3	0									
		0.68%	0.31%	0.56%	0.85%	1.16%	1.67%	0.00%	1.15%	0.72%	0.65%	0.19%	1.43%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.63%	1.11%	0.63%	0.77%	0.43%	0.90%	0.00%	1.85%	0.42%	1.57%	0.52%	0.00%	0.00%	0.61%	0.73%	0.00%	0.00%	0.00%	0.84%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1561	79	54	66	145	70	57	47	45	126	102	115	42	6	11	18	23	9	42	20	10	16	30	27	41	7	9	40	42	20	11	10	44	55	12	39	6	42	23									
		14.03%	12.38%	15.13%	18.59%	15.30%	16.71%	22.18%	13.54%	16.25%	16.34%	19.58%	14.92%	12.65%	13.95%	19.30%	7.14%	11.33%	16.67%	12.88%	12.50%	11.11%	10.13%	11.58%	5.74%	12.35%	3.63%	8.33%	16.81%	16.54%	10.42%	16.67%	10.99%	13.46%	13.35%	13.19%	16.46%	10.34%	11.76%	22.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	135	5	4	3	5	2	2	4	2	9	3	6	6	3	1	9	4	1	2	1	1	2	4	10	5	0	4	3	2	2	0	7	2	10	2	0	1	7	1									
		1.21%	0.78%	1.12%	0.85%	0.53%	0.48%	0.78%	1.15%	0.72%	1.17%	0.58%	0.78%	1.81%	6.98%	1.75%	3.57%	1.97%	1.85%	0.61%	0.63%	1.11%	1.27%	1.54%	2.13%	1.51%	0.00%	3.70%	1.26%	0.79%	1.04%	0.00%	7.69%	0.61%	2.43%	2.20%	0.00%	1.72%	1.96%	0.97%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	457	35	21	14	45	17	13	30	10	24	26	30	11	2	2	11	15	5	9	6	6	7	4	9	12	12	4	4	9	11	3	5	6	14	6	5	1	10	3									
		4.11%	5.49%	5.88%	3.94%	4.75%	4.06%	5.06%	8.65%	3.61%	3.11%	4.99%	3.89%	3.31%	4.65%	3.51%	4.37%	7.39%	9.26%	2.76%	3.75%	6.67%	4.43%	1.54%	1.91%	3.61%	6.22%	3.70%	1.68%	3.54%	5.73%	4.55%	5.49%	1.83%	3.40%	6.59%	2.11%	1.72%	2.80%	2.91%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
