Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Азнакаевская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569									
14	Число погашенных неиспользованных открепительных удостоверений	183	2	0	0	0	5	9	9	19	5	6	4	0	5	3	1	5	4	5	5	4	4	0	7	3	5	0	4	2	4	5	0	7	0	5	7	7	8	7	4	0	7	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	0	1	5	0	0	0	0	0	2	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	29	0	1	10	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	1	1	0	0	0	4	0	0	0	0	0									
		0.14%	0.00%	0.13%	0.47%	0.05%	0.05%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.52%	0.20%	0.00%	0.00%	0.00%	0.42%	0.09%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	132	0	2	3	11	3	0	0	0	1	2	0	2	27	0	0	1	0	0	0	0	0	0	1	0	0	25	3	0	1	3	0	1	6	23	0	0	14	0	0	1	2	0									
		0.62%	0.00%	0.26%	0.14%	0.51%	0.15%	0.00%	0.00%	0.00%	0.24%	0.60%	0.00%	0.32%	7.22%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	6.49%	1.55%	0.00%	0.21%	1.62%	0.00%	0.42%	0.57%	7.69%	0.00%	0.00%	3.38%	0.00%	0.00%	0.69%	0.66%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	50	1	3	6	13	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	6	3	0	0	1	0	2	3	0	0	0	5	0	1	0	0	0									
		0.23%	0.18%	0.39%	0.28%	0.60%	0.10%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	1.56%	1.55%	0.00%	0.00%	0.54%	0.00%	0.84%	0.28%	0.00%	0.00%	0.00%	1.21%	0.00%	0.28%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20046	554	742	2041	1954	1953	263	434	632	402	329	241	623	344	441	376	552	382	541	407	392	248	454	129	434	185	222	174	483	472	181	311	219	959	186	161	196	299	93	349	142	296	250									
		93.96%	98.40%	95.99%	94.97%	90.05%	94.71%	94.95%	99.09%	99.06%	98.05%	98.80%	99.18%	98.42%	91.98%	91.68%	99.21%	97.18%	98.96%	98.01%	90.24%	98.99%	99.20%	96.60%	99.23%	99.09%	95.36%	57.66%	89.69%	98.77%	98.95%	97.84%	96.28%	91.63%	90.56%	62.21%	96.99%	98.49%	72.22%	100.00%	98.03%	97.93%	98.34%	98.81%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	10	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.05%	0.05%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.05%	0.05%	0.05%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	173	1	5	20	43	8	5	2	2	1	1	0	0	0	0	0	2	1	0	0	0	0	5	0	0	0	30	5	1	2	0	2	1	12	13	0	0	8	0	1	0	1	1									
		0.81%	0.18%	0.65%	0.93%	1.98%	0.39%	1.81%	0.46%	0.31%	0.24%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.26%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	7.79%	2.58%	0.20%	0.42%	0.00%	0.62%	0.42%	1.13%	4.35%	0.00%	0.00%	1.93%	0.00%	0.28%	0.00%	0.33%	0.40%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0									
		0.04%	0.00%	0.00%	0.05%	0.09%	0.10%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	0	1	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0									
		0.07%	0.00%	0.00%	0.05%	0.23%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.33%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.05%	0.05%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	0	3	5	17	3	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0									
		0.20%	0.00%	0.39%	0.23%	0.78%	0.15%	0.00%	0.00%	0.00%	0.24%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.69%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	638	2	13	47	86	62	9	2	4	1	0	1	0	0	39	2	10	3	11	43	3	2	5	0	4	0	67	5	2	2	0	9	10	69	69	5	3	41	0	4	1	0	2									
		2.99%	0.36%	1.68%	2.19%	3.96%	3.01%	3.25%	0.46%	0.63%	0.24%	0.00%	0.41%	0.00%	0.00%	8.11%	0.53%	1.76%	0.78%	1.99%	9.53%	0.76%	0.80%	1.06%	0.00%	0.91%	0.00%	17.40%	2.58%	0.41%	0.42%	0.00%	2.79%	4.18%	6.52%	23.08%	3.01%	1.51%	9.90%	0.00%	1.12%	0.69%	0.00%	0.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0									
		0.13%	0.00%	0.00%	0.09%	0.09%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.64%	0.52%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	60	1	4	10	10	12	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	3	4	0	0	0	8	0	1	0	0	0									
		0.28%	0.18%	0.52%	0.47%	0.46%	0.58%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.20%	0.00%	0.00%	0.00%	1.26%	0.38%	0.00%	0.00%	0.00%	1.93%	0.00%	0.28%	0.00%	0.00%	0.00%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
