Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Ковернинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	8	18	5	6	4	3	3	3	1	1	4	4	8	0	0	1	3	5	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	166	16	29	13	0	1	5	9	4	0	7	20	14	12	0	10	12	4	6	0	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	4	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	57	9	7	5	4	1	4	5	1	1	1	8	3	0	1	1	3	2	0	1	0									
		0.64%	0.69%	0.59%	1.44%	1.04%	0.56%	1.96%	1.03%	0.50%	0.34%	0.45%	1.11%	0.50%	0.00%	0.52%	0.25%	0.53%	0.75%	0.00%	0.31%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	214	46	43	10	14	2	5	9	4	8	0	17	11	0	1	5	13	9	5	12	0									
		2.40%	3.51%	3.62%	2.87%	3.64%	1.13%	2.45%	1.86%	2.00%	2.71%	0.00%	2.35%	1.83%	0.00%	0.52%	1.27%	2.29%	3.38%	1.17%	3.74%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	181	32	32	7	9	0	5	15	4	8	11	22	6	3	2	7	5	6	3	4	0									
		2.03%	2.44%	2.69%	2.01%	2.34%	0.00%	2.45%	3.10%	2.00%	2.71%	4.95%	3.04%	1.00%	0.65%	1.05%	1.78%	0.88%	2.26%	0.70%	1.25%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5785	717	722	201	205	130	139	281	133	216	165	416	395	339	116	299	439	147	371	226	128									
		64.85%	54.65%	60.77%	57.76%	53.25%	73.45%	68.14%	58.06%	66.50%	73.22%	74.32%	57.54%	65.83%	73.38%	60.73%	75.89%	77.43%	55.26%	86.48%	70.40%	83.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	4	3	3	3	0	0	2	0	1	0	1	2	0	1	0	3	0	0	2	0									
		0.28%	0.30%	0.25%	0.86%	0.78%	0.00%	0.00%	0.41%	0.00%	0.34%	0.00%	0.14%	0.33%	0.00%	0.52%	0.00%	0.53%	0.00%	0.00%	0.62%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	2	2	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	1	0									
		0.12%	0.15%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.34%	0.45%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1143	157	146	54	74	25	33	94	30	20	10	110	74	78	25	48	58	51	18	25	13									
		12.81%	11.97%	12.29%	15.52%	19.22%	14.12%	16.18%	19.42%	15.00%	6.78%	4.50%	15.21%	12.33%	16.88%	13.09%	12.18%	10.23%	19.17%	4.20%	7.79%	8.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	5	10	0	0	1	1	1	1	0	0	1	1	0	1	0	2	0	0	0	0									
		0.27%	0.38%	0.84%	0.00%	0.00%	0.56%	0.49%	0.21%	0.50%	0.00%	0.00%	0.14%	0.17%	0.00%	0.52%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	7	9	2	1	0	1	1	1	0	0	1	2	0	1	3	1	1	0	1	0									
		0.36%	0.53%	0.76%	0.57%	0.26%	0.00%	0.49%	0.21%	0.50%	0.00%	0.00%	0.14%	0.33%	0.00%	0.52%	0.76%	0.18%	0.38%	0.00%	0.31%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	2	2	0	1	1	0	2	0	0	1	1	2	0	1	0	0	0	0	0	0									
		0.15%	0.15%	0.17%	0.00%	0.26%	0.56%	0.00%	0.41%	0.00%	0.00%	0.45%	0.14%	0.33%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	6	6	3	4	0	0	4	0	0	1	3	13	2	1	1	1	1	0	0	0									
		0.52%	0.46%	0.51%	0.86%	1.04%	0.00%	0.00%	0.83%	0.00%	0.00%	0.45%	0.41%	2.17%	0.43%	0.52%	0.25%	0.18%	0.38%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1033	249	164	41	56	14	10	52	18	33	23	75	58	35	40	22	35	34	20	42	12									
		11.58%	18.98%	13.80%	11.78%	14.55%	7.91%	4.90%	10.74%	9.00%	11.19%	10.36%	10.37%	9.67%	7.58%	20.94%	5.58%	6.17%	12.78%	4.66%	13.08%	7.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	75	12	5	0	2	2	1	1	2	0	0	39	4	2	0	1	0	3	0	1	0									
		0.84%	0.91%	0.42%	0.00%	0.52%	1.13%	0.49%	0.21%	1.00%	0.00%	0.00%	5.39%	0.67%	0.43%	0.00%	0.25%	0.00%	1.13%	0.00%	0.31%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	168	48	32	15	5	0	2	5	0	4	4	18	7	3	1	6	7	2	6	3	0									
		1.88%	3.66%	2.69%	4.31%	1.30%	0.00%	0.98%	1.03%	0.00%	1.36%	1.80%	2.49%	1.17%	0.65%	0.52%	1.52%	1.23%	0.75%	1.40%	0.93%	0.00%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
