Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    Назаровская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	298	4	6	4	3	10	6	6	3	2	2	3	2	2	12	8	4	5	15	3	6	3	5	18	3	2	2	8	2	2	5	4	12	2	2	2	3	12	1	3	5	23	6	5	12	3	2	1	7	4	2	5	6	4	4	5	2	4	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	150	1	2	3	1	2	1	2	0	0	2	1	0	0	4	5	4	4	9	0	4	1	5	18	2	0	2	7	0	2	5	0	3	2	0	0	0	10	1	1	0	23	1	0	6	1	0	0	7	0	2	1	0	0	0	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	159	3	2	2	2	1	2	2	3	1	1	1	2	1	10	3	0	5	6	3	4	5	8	6	6	2	3	2	2	7	2	1	1	4	2	1	1	3	2	3	3	2	5	4	2	3	1	1	5	1	2	4	3	3	2	0	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	148	3	4	1	2	8	5	4	3	2	0	2	2	2	8	3	0	1	6	3	2	2	0	0	1	2	0	1	2	0	0	4	9	0	2	2	3	2	0	2	5	0	5	5	6	2	2	1	0	4	0	4	6	4	4	0	2	4	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	561	1	5	4	2	20	6	8	2	1	1	6	7	11	23	5	6	0	86	9	10	4	5	44	10	3	4	7	8	1	11	7	32	1	0	2	6	37	6	18	16	34	9	5	24	3	1	0	15	10	2	3	3	3	4	4	1	5	0					
		5.28%	0.58%	2.37%	2.40%	1.74%	5.88%	3.53%	3.62%	1.74%	1.56%	2.50%	5.22%	9.72%	15.28%	5.84%	1.96%	5.08%	0.00%	12.97%	7.38%	4.65%	4.04%	5.49%	6.56%	6.80%	4.48%	6.06%	5.26%	10.13%	2.44%	8.66%	6.14%	8.21%	1.22%	0.00%	2.38%	5.71%	8.71%	11.32%	20.93%	14.55%	4.34%	4.19%	3.88%	5.27%	3.85%	1.82%	0.00%	2.07%	8.47%	1.69%	1.90%	1.61%	2.86%	2.90%	2.12%	0.93%	2.98%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	42	1	1	1	0	0	0	0	0	0	0	1	0	1	4	1	0	0	0	0	1	0	0	1	2	0	1	0	0	0	1	0	4	1	0	1	0	1	0	0	0	6	3	1	0	2	2	0	2	0	0	0	1	0	0	2	0	0	0					
		0.40%	0.58%	0.47%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	1.39%	1.02%	0.39%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.15%	1.36%	0.00%	1.52%	0.00%	0.00%	0.00%	0.79%	0.00%	1.03%	1.22%	0.00%	1.19%	0.00%	0.24%	0.00%	0.00%	0.00%	0.77%	1.40%	0.78%	0.00%	2.56%	3.64%	0.00%	0.28%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	24	2	0	0	0	2	1	0	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	3	1	1	1	0	0	1	0	0	1	0					
		0.23%	1.16%	0.00%	0.00%	0.00%	0.59%	0.59%	0.00%	0.87%	0.00%	2.50%	0.00%	1.39%	0.00%	0.51%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.64%	1.61%	0.41%	0.85%	0.85%	0.63%	0.00%	0.00%	0.72%	0.00%	0.00%	0.60%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1279	24	22	17	14	51	22	7	7	5	8	11	9	9	43	40	19	9	59	5	16	4	21	67	12	7	4	28	10	6	4	14	42	3	7	16	6	47	4	0	12	155	39	42	130	11	6	9	48	5	30	13	20	13	7	4	14	15	7					
		12.04%	13.87%	10.43%	10.18%	12.17%	15.00%	12.94%	3.17%	6.09%	7.81%	20.00%	9.57%	12.50%	12.50%	10.91%	15.69%	16.10%	12.86%	8.90%	4.10%	7.44%	4.04%	23.08%	9.99%	8.16%	10.45%	6.06%	21.05%	12.66%	14.63%	3.15%	12.28%	10.77%	3.66%	8.97%	19.05%	5.71%	11.06%	7.55%	0.00%	10.91%	19.80%	18.14%	32.56%	28.57%	14.10%	10.91%	14.52%	6.61%	4.24%	25.42%	8.23%	10.75%	12.38%	5.07%	2.12%	12.96%	8.93%	9.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	136	2	4	5	1	5	1	0	3	0	0	7	0	0	3	1	2	1	6	2	0	0	10	5	0	4	1	2	1	0	2	1	6	0	0	5	9	2	4	2	2	14	1	2	4	3	1	0	5	0	0	2	2	1	0	0	0	1	1					
		1.28%	1.16%	1.90%	2.99%	0.87%	1.47%	0.59%	0.00%	2.61%	0.00%	0.00%	6.09%	0.00%	0.00%	0.76%	0.39%	1.69%	1.43%	0.90%	1.64%	0.00%	0.00%	10.99%	0.75%	0.00%	5.97%	1.52%	1.50%	1.27%	0.00%	1.57%	0.88%	1.54%	0.00%	0.00%	5.95%	8.57%	0.47%	7.55%	2.33%	1.82%	1.79%	0.47%	1.55%	0.88%	3.85%	1.82%	0.00%	0.69%	0.00%	0.00%	1.27%	1.08%	0.95%	0.00%	0.00%	0.00%	0.60%	1.37%					
23	6.Политическая партия «Партия социальной справедливости»	29	0	0	0	0	2	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	2	2	1	0	0	0	0	0	3	0	1	0					
		0.27%	0.00%	0.00%	0.00%	0.00%	0.59%	0.59%	0.45%	0.00%	1.56%	2.50%	0.87%	0.00%	0.00%	0.00%	0.39%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.68%	0.00%	1.52%	0.00%	0.00%	0.00%	0.79%	0.00%	0.51%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	3.23%	0.28%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.60%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1040	11	20	13	13	43	29	26	2	7	3	12	5	4	31	16	14	3	62	8	10	6	12	72	11	3	12	11	7	2	10	9	53	4	3	9	16	43	5	12	5	108	17	21	48	5	6	1	61	14	14	10	19	10	12	18	12	17	10					
		9.79%	6.36%	9.48%	7.78%	11.30%	12.65%	17.06%	11.76%	1.74%	10.94%	7.50%	10.43%	6.94%	5.56%	7.87%	6.27%	11.86%	4.29%	9.35%	6.56%	4.65%	6.06%	13.19%	10.73%	7.48%	4.48%	18.18%	8.27%	8.86%	4.88%	7.87%	7.89%	13.59%	4.88%	3.85%	10.71%	15.24%	10.12%	9.43%	13.95%	4.55%	13.79%	7.91%	16.28%	10.55%	6.41%	10.91%	1.61%	8.40%	11.86%	11.86%	6.33%	10.22%	9.52%	8.70%	9.52%	11.11%	10.12%	13.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	411	4	8	7	0	21	7	3	1	0	1	0	0	0	13	11	6	1	34	2	12	4	4	38	11	10	0	2	1	2	4	7	17	3	1	4	1	12	1	4	2	54	4	6	21	2	3	2	27	1	3	3	9	4	4	5	0	0	4					
		3.87%	2.31%	3.79%	4.19%	0.00%	6.18%	4.12%	1.36%	0.87%	0.00%	2.50%	0.00%	0.00%	0.00%	3.30%	4.31%	5.08%	1.43%	5.13%	1.64%	5.58%	4.04%	4.40%	5.66%	7.48%	14.93%	0.00%	1.50%	1.27%	4.88%	3.15%	6.14%	4.36%	3.66%	1.28%	4.76%	0.95%	2.82%	1.89%	4.65%	1.82%	6.90%	1.86%	4.65%	4.62%	2.56%	5.45%	3.23%	3.72%	0.85%	2.54%	1.90%	4.84%	3.81%	2.90%	2.65%	0.00%	0.00%	5.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	64	0	0	1	0	4	0	1	0	0	0	0	0	0	3	9	0	0	5	0	1	0	0	3	1	0	0	0	1	0	1	0	5	1	0	1	1	3	0	1	1	4	1	4	2	1	1	1	5	0	0	0	1	1	0	0	0	0	0					
		0.60%	0.00%	0.00%	0.60%	0.00%	1.18%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	3.53%	0.00%	0.00%	0.75%	0.00%	0.47%	0.00%	0.00%	0.45%	0.68%	0.00%	0.00%	0.00%	1.27%	0.00%	0.79%	0.00%	1.28%	1.22%	0.00%	1.19%	0.95%	0.71%	0.00%	1.16%	0.91%	0.51%	0.47%	3.10%	0.44%	1.28%	1.82%	1.61%	0.69%	0.00%	0.00%	0.00%	0.54%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6887	127	148	118	85	186	102	174	99	50	25	77	50	45	272	164	70	56	405	91	160	80	39	432	97	40	42	78	50	29	89	73	221	68	67	45	65	276	33	48	72	387	136	48	222	49	33	40	537	84	68	119	128	72	109	153	80	124	50					
		64.82%	73.41%	70.14%	70.66%	73.91%	54.71%	60.00%	78.73%	86.09%	78.13%	62.50%	66.96%	69.44%	62.50%	69.04%	64.31%	59.32%	80.00%	61.09%	74.59%	74.42%	80.81%	42.86%	64.38%	65.99%	59.70%	63.64%	58.65%	63.29%	70.73%	70.08%	64.04%	56.67%	82.93%	85.90%	53.57%	61.90%	64.94%	62.26%	55.81%	65.45%	49.43%	63.26%	37.21%	48.79%	62.82%	60.00%	64.52%	73.97%	71.19%	57.63%	75.32%	68.82%	68.57%	78.99%	80.95%	74.07%	73.81%	68.49%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	37	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	2	0	0	2	2	0	1	0	0	1	2	0	0	0	4	0	0	0	1	0	0	8	0	0	3	0	0	1	0	1	2	0					
		0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.15%	0.68%	0.00%	0.00%	1.50%	0.00%	0.00%	1.57%	1.75%	0.00%	1.22%	0.00%	0.00%	0.95%	0.47%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	1.10%	0.00%	0.00%	1.90%	0.00%	0.00%	0.72%	0.00%	0.93%	1.19%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
