Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Невьянская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №525	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №8299	УИК №8301									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	193	13	13	18	11	11	13	8	4	5	5	7	3	6	1	10	8	14	1	0	5	12	2	0	4	0	0	6	2	0	2	2	0	4	1	0	2									
		1.36%	1.76%	1.50%	1.93%	1.20%	1.44%	1.59%	1.27%	0.83%	1.40%	1.30%	1.59%	1.09%	1.43%	1.19%	1.05%	0.90%	1.66%	0.39%	0.00%	2.99%	1.52%	1.02%	0.00%	2.04%	0.00%	0.00%	2.45%	0.95%	0.00%	0.65%	2.41%	0.00%	1.93%	1.33%	0.00%	1.71%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	554	29	37	30	25	26	35	33	21	15	10	9	17	27	4	35	41	34	10	9	6	40	8	1	3	0	3	9	4	0	13	1	5	9	2	0	3									
		3.89%	3.92%	4.26%	3.22%	2.72%	3.39%	4.27%	5.23%	4.34%	4.21%	2.60%	2.05%	6.16%	6.43%	4.76%	3.66%	4.61%	4.02%	3.86%	8.18%	3.59%	5.06%	4.08%	1.43%	1.53%	0.00%	2.31%	3.67%	1.90%	0.00%	4.25%	1.20%	4.03%	4.35%	2.67%	0.00%	2.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	451	26	21	26	27	28	28	20	12	12	23	13	8	14	6	19	25	30	5	6	8	26	8	4	12	2	1	6	8	2	7	1	4	9	4	0	0									
		3.17%	3.52%	2.42%	2.79%	2.94%	3.66%	3.42%	3.17%	2.48%	3.37%	5.97%	2.96%	2.90%	3.33%	7.14%	1.99%	2.81%	3.55%	1.93%	5.45%	4.79%	3.29%	4.08%	5.71%	6.12%	4.35%	0.77%	2.45%	3.79%	3.28%	2.29%	1.20%	3.23%	4.35%	5.33%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5351	272	300	322	329	276	283	214	168	128	134	188	97	152	25	362	340	249	131	41	68	307	71	27	104	15	70	115	103	31	152	39	42	74	42	21	59									
		37.58%	36.81%	34.56%	34.55%	35.80%	36.03%	34.55%	33.91%	34.71%	35.96%	34.81%	42.82%	35.14%	36.19%	29.76%	37.91%	38.25%	29.47%	50.58%	37.27%	40.72%	38.81%	36.22%	38.57%	53.06%	32.61%	53.85%	46.94%	48.82%	50.82%	49.67%	46.99%	33.87%	35.75%	56.00%	55.26%	50.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	112	9	5	7	12	6	7	6	3	3	4	1	0	4	1	5	4	4	2	0	1	9	3	1	2	0	1	0	4	1	1	0	1	1	0	3	1									
		0.79%	1.22%	0.58%	0.75%	1.31%	0.78%	0.85%	0.95%	0.62%	0.84%	1.04%	0.23%	0.00%	0.95%	1.19%	0.52%	0.45%	0.47%	0.77%	0.00%	0.60%	1.14%	1.53%	1.43%	1.02%	0.00%	0.77%	0.00%	1.90%	1.64%	0.33%	0.00%	0.81%	0.48%	0.00%	7.89%	0.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	1	3	0	1	1	3	1	0	1	1	0	2	2	0	2	2	1	1	0	0	1	0	1	2	0	1	2	1	2	1	1	0	1	0	0	1									
		0.25%	0.14%	0.35%	0.00%	0.11%	0.13%	0.37%	0.16%	0.00%	0.28%	0.26%	0.00%	0.72%	0.48%	0.00%	0.21%	0.22%	0.12%	0.39%	0.00%	0.00%	0.13%	0.00%	1.43%	1.02%	0.00%	0.77%	0.82%	0.47%	3.28%	0.33%	1.20%	0.00%	0.48%	0.00%	0.00%	0.85%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2665	140	159	138	157	126	109	121	122	79	89	102	69	87	14	183	165	130	46	23	39	173	34	16	40	15	22	41	35	10	63	13	36	46	12	0	11									
		18.72%	18.94%	18.32%	14.81%	17.08%	16.45%	13.31%	19.18%	25.21%	22.19%	23.12%	23.23%	25.00%	20.71%	16.67%	19.16%	18.56%	15.38%	17.76%	20.91%	23.35%	21.87%	17.35%	22.86%	20.41%	32.61%	16.92%	16.73%	16.59%	16.39%	20.59%	15.66%	29.03%	22.22%	16.00%	0.00%	9.40%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	93	2	8	7	6	2	9	3	4	2	2	1	1	5	0	2	4	7	0	1	1	2	0	0	1	0	1	1	6	1	3	0	1	0	0	3	7									
		0.65%	0.27%	0.92%	0.75%	0.65%	0.26%	1.10%	0.48%	0.83%	0.56%	0.52%	0.23%	0.36%	1.19%	0.00%	0.21%	0.45%	0.83%	0.00%	0.91%	0.60%	0.25%	0.00%	0.00%	0.51%	0.00%	0.77%	0.41%	2.84%	1.64%	0.98%	0.00%	0.81%	0.00%	0.00%	7.89%	5.98%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	147	5	13	11	12	12	6	11	3	1	6	0	4	5	0	4	10	10	1	3	4	6	2	0	3	0	0	5	3	0	2	1	0	1	1	0	2									
		1.03%	0.68%	1.50%	1.18%	1.31%	1.57%	0.73%	1.74%	0.62%	0.28%	1.56%	0.00%	1.45%	1.19%	0.00%	0.42%	1.12%	1.18%	0.39%	2.73%	2.40%	0.76%	1.02%	0.00%	1.53%	0.00%	0.00%	2.04%	1.42%	0.00%	0.65%	1.20%	0.00%	0.48%	1.33%	0.00%	1.71%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	0	0	2	2	1	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0									
		0.11%	0.14%	0.00%	0.00%	0.22%	0.26%	0.12%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.11%	0.12%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	163	3	10	16	7	7	7	7	8	2	5	2	1	5	2	2	7	27	0	2	3	9	1	0	0	1	1	2	6	0	0	1	0	1	0	8	10									
		1.14%	0.41%	1.15%	1.72%	0.76%	0.91%	0.85%	1.11%	1.65%	0.56%	1.30%	0.46%	0.36%	1.19%	2.38%	0.21%	0.79%	3.20%	0.00%	1.82%	1.80%	1.14%	0.51%	0.00%	0.00%	2.17%	0.77%	0.82%	2.84%	0.00%	0.00%	1.20%	0.00%	0.48%	0.00%	21.05%	8.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2030	121	162	162	130	123	144	92	80	68	65	69	37	70	13	106	113	89	28	15	12	115	34	8	11	2	15	27	19	5	26	9	22	25	1	2	10									
		14.26%	16.37%	18.66%	17.38%	14.15%	16.06%	17.58%	14.58%	16.53%	19.10%	16.88%	15.72%	13.41%	16.67%	15.48%	11.10%	12.71%	10.53%	10.81%	13.64%	7.19%	14.54%	17.35%	11.43%	5.61%	4.35%	11.54%	11.02%	9.00%	8.20%	8.50%	10.84%	17.74%	12.08%	1.33%	5.26%	8.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	188	13	10	13	10	4	4	8	3	7	2	3	4	3	2	20	14	13	3	1	5	7	4	4	4	2	2	1	2	2	4	2	0	4	5	1	2									
		1.32%	1.76%	1.15%	1.39%	1.09%	0.52%	0.49%	1.27%	0.62%	1.97%	0.52%	0.68%	1.45%	0.71%	2.38%	2.09%	1.57%	1.54%	1.16%	0.91%	2.99%	0.88%	2.04%	5.71%	2.04%	4.35%	1.54%	0.41%	0.95%	3.28%	1.31%	2.41%	0.00%	1.93%	6.67%	2.63%	1.71%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1783	81	113	145	154	114	146	88	44	22	33	34	25	27	10	169	129	187	18	7	13	72	23	5	5	2	12	21	12	6	19	5	6	24	5	0	7									
		12.52%	10.96%	13.02%	15.56%	16.76%	14.88%	17.83%	13.95%	9.09%	6.18%	8.57%	7.74%	9.06%	6.43%	11.90%	17.70%	14.51%	22.13%	6.95%	6.36%	7.78%	9.10%	11.73%	7.14%	2.55%	4.35%	9.23%	8.57%	5.69%	9.84%	6.21%	6.02%	4.84%	11.59%	6.67%	0.00%	5.98%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
