Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Карымская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	0	0	1	3	1	0	0	0	0	0	0	5	4	1	3	1	1	1	0	1	0	1	6	0	0	3	1	3	6									
		0.51%	0.00%	0.00%	1.49%	0.61%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.75%	0.23%	0.54%	0.20%	0.42%	0.44%	0.00%	0.60%	0.00%	0.40%	0.66%	0.00%	0.00%	1.32%	0.70%	1.52%	1.99%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.19%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.34%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	0	3	0	1	1	1	0	0	0	1	0	4	1	1	7	2	1	0	0	2	1	1	6	1	0	2	2	0	0									
		0.46%	0.00%	1.42%	0.00%	0.20%	1.01%	0.49%	0.00%	0.00%	0.00%	1.23%	0.00%	0.36%	0.19%	0.23%	1.26%	0.40%	0.42%	0.00%	0.00%	1.19%	0.34%	0.40%	0.66%	0.90%	0.00%	0.88%	1.41%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1666	7	29	10	77	10	46	1	5	46	18	28	258	87	92	102	86	43	18	12	38	74	59	261	9	76	25	31	58	60									
		20.23%	9.21%	13.68%	14.93%	15.65%	10.10%	22.44%	2.94%	8.93%	17.42%	22.22%	45.90%	23.54%	16.23%	21.20%	18.41%	17.06%	17.92%	7.96%	9.52%	22.62%	25.00%	23.60%	28.62%	8.11%	28.57%	10.96%	21.83%	29.29%	19.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	81	0	4	5	9	0	0	0	0	2	0	0	10	3	2	3	5	0	2	0	1	2	4	16	0	1	2	1	4	5									
		0.98%	0.00%	1.89%	7.46%	1.83%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.91%	0.56%	0.46%	0.54%	0.99%	0.00%	0.88%	0.00%	0.60%	0.68%	1.60%	1.75%	0.00%	0.38%	0.88%	0.70%	2.02%	1.66%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	201	0	3	0	10	0	3	0	0	6	0	0	40	11	9	10	16	6	3	2	4	9	7	31	0	6	6	3	13	3									
		2.44%	0.00%	1.42%	0.00%	2.03%	0.00%	1.46%	0.00%	0.00%	2.27%	0.00%	0.00%	3.65%	2.05%	2.07%	1.81%	3.17%	2.50%	1.33%	1.59%	2.38%	3.04%	2.80%	3.40%	0.00%	2.26%	2.63%	2.11%	6.57%	0.99%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
