Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Кировская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1380									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	1	1	0	1	0	0	4	0	3	0	3	6	1	5	7	9	2	3	0	1	0	0	3	2	2	0	3	1	0	2	4	1	4	0	5	2	3	3	6	2									
		1.34%	0.70%	1.79%	0.00%	3.33%	0.00%	0.00%	1.31%	0.00%	0.79%	0.00%	1.58%	1.69%	0.51%	1.42%	3.26%	2.13%	1.49%	1.49%	0.00%	0.70%	0.00%	0.00%	0.99%	1.71%	4.76%	0.00%	2.44%	2.38%	0.00%	1.57%	10.81%	0.50%	1.15%	0.00%	2.50%	1.50%	2.24%	2.50%	1.63%	1.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1090	23	8	19	5	2	12	38	12	56	27	26	54	25	74	31	71	28	34	17	12	7	11	45	9	0	2	12	10	6	22	5	45	71	23	44	28	32	10	85	49									
		16.26%	16.20%	14.29%	14.29%	16.67%	4.00%	18.46%	12.42%	13.79%	14.66%	16.46%	13.68%	15.25%	12.63%	21.08%	14.42%	16.78%	20.90%	16.92%	12.69%	8.39%	8.54%	7.91%	14.95%	7.69%	0.00%	3.92%	9.76%	23.81%	6.59%	17.32%	13.51%	22.28%	20.46%	17.42%	22.00%	21.05%	23.88%	8.33%	23.16%	30.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	0	0	0	0	1	2	0	1	1	0	2	2	2	1	3	0	1	0	0	0	0	3	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0									
		0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.65%	0.00%	0.26%	0.61%	0.00%	0.56%	1.01%	0.57%	0.47%	0.71%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.99%	0.85%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	222	6	2	2	0	1	1	9	2	11	4	7	15	7	10	7	14	6	7	6	2	1	3	11	6	2	1	3	0	5	2	0	5	16	6	9	4	5	1	8	15									
		3.31%	4.23%	3.57%	1.50%	0.00%	2.00%	1.54%	2.94%	2.30%	2.88%	2.44%	3.68%	4.24%	3.54%	2.85%	3.26%	3.31%	4.48%	3.48%	4.48%	1.40%	1.22%	2.16%	3.65%	5.13%	4.76%	1.96%	2.44%	0.00%	5.49%	1.57%	0.00%	2.48%	4.61%	4.55%	4.50%	3.01%	3.73%	0.83%	2.18%	9.43%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
