Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ульчская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1684	92	4	76	44	120	21	38	87	152	56	20	3	22	41	87	27	53	31	37	83	92	113	93	50	13	22	22	136	39	10									
		26.93%	26.21%	8.33%	25.42%	25.88%	31.75%	22.58%	21.47%	31.41%	25.21%	27.32%	14.29%	21.43%	19.82%	19.34%	30.85%	15.79%	19.49%	13.84%	23.87%	40.29%	31.29%	44.66%	41.33%	41.67%	14.44%	23.91%	16.54%	32.77%	18.48%	31.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	33	3	0	1	1	2	0	2	2	5	3	0	0	0	2	3	0	0	0	0	1	1	0	2	0	0	2	0	2	1	0									
		0.53%	0.85%	0.00%	0.33%	0.59%	0.53%	0.00%	1.13%	0.72%	0.83%	1.46%	0.00%	0.00%	0.00%	0.94%	1.06%	0.00%	0.00%	0.00%	0.00%	0.49%	0.34%	0.00%	0.89%	0.00%	0.00%	2.17%	0.00%	0.48%	0.47%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	1	0	5	0	1	2	0	6	0	2	0	0	1	2	0	3	3	1	0	0	6	1	1	2	2	1	0	1	0	0									
		0.66%	0.28%	0.00%	1.67%	0.00%	0.26%	2.15%	0.00%	2.17%	0.00%	0.98%	0.00%	0.00%	0.90%	0.94%	0.00%	1.75%	1.10%	0.45%	0.00%	0.00%	2.04%	0.40%	0.44%	1.67%	2.22%	1.09%	0.00%	0.24%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	2	0	2	0	0	0	1	1	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.79%	0.00%	1.67%	0.00%	0.00%	0.00%	0.24%	0.47%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	3	0	2	4	3	0	0	1	3	3	0	0	1	3	3	3	1	1	3	1	2	6	1	1	0	0	1	5	4	0									
		0.88%	0.85%	0.00%	0.67%	2.35%	0.79%	0.00%	0.00%	0.36%	0.50%	1.46%	0.00%	0.00%	0.90%	1.42%	1.06%	1.75%	0.37%	0.45%	1.94%	0.49%	0.68%	2.37%	0.44%	0.83%	0.00%	0.00%	0.75%	1.20%	1.90%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	773	29	1	18	23	38	11	11	34	99	20	7	1	8	11	46	25	32	55	13	22	54	32	20	16	26	19	6	57	36	3									
		12.36%	8.26%	2.08%	6.02%	13.53%	10.05%	11.83%	6.21%	12.27%	16.42%	9.76%	5.00%	7.14%	7.21%	5.19%	16.31%	14.62%	11.76%	24.55%	8.39%	10.68%	18.37%	12.65%	8.89%	13.33%	28.89%	20.65%	4.51%	13.73%	17.06%	9.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	4	0	1	0	1	0	0	2	2	0	0	0	0	3	2	4	1	1	0	1	0	1	0	0	0	1	0	0	1	0									
		0.40%	1.14%	0.00%	0.33%	0.00%	0.26%	0.00%	0.00%	0.72%	0.33%	0.00%	0.00%	0.00%	0.00%	1.42%	0.71%	2.34%	0.37%	0.45%	0.00%	0.49%	0.00%	0.40%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.47%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	147	8	3	3	6	5	1	2	10	19	8	0	0	1	2	8	11	3	8	4	6	13	5	3	1	1	1	1	11	3	0									
		2.35%	2.28%	6.25%	1.00%	3.53%	1.32%	1.08%	1.13%	3.61%	3.15%	3.90%	0.00%	0.00%	0.90%	0.94%	2.84%	6.43%	1.10%	3.57%	2.58%	2.91%	4.42%	1.98%	1.33%	0.83%	1.11%	1.09%	0.75%	2.65%	1.42%	0.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
