Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Первомайская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314									
		22.66%	14.85%	18.46%	19.23%	23.28%	19.00%	27.14%	27.44%	27.70%	10.39%	15.65%	21.54%	22.37%	10.64%	24.20%	28.57%	28.96%	27.21%	25.69%	31.05%	21.50%	23.78%	19.66%	16.71%	18.05%	25.58%	26.80%	17.46%	20.16%	32.50%	16.16%	30.00%	8.45%	24.35%	24.17%	24.49%	16.48%	18.41%	18.35%	20.82%	17.41%	23.94%	9.69%	16.95%	19.64%	18.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	54	1	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	6	0	3	6	1	0	1	1	0	3	0	0	0	2	0	0	0	2	0	0	9	4	1	3	2	2	0	1	0									
		0.37%	0.33%	0.00%	0.00%	0.00%	0.00%	2.86%	0.33%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	1.21%	0.63%	0.54%	0.00%	0.26%	0.25%	0.00%	0.53%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	3.77%	0.46%	0.26%	0.71%	0.47%	1.02%	0.00%	0.60%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	129	0	1	0	2	2	0	19	5	0	2	0	0	0	0	0	7	9	12	0	12	0	0	0	1	0	5	0	0	0	4	0	0	3	10	2	2	10	3	11	4	2	1	0	0	0									
		0.89%	0.00%	1.54%	0.00%	0.53%	2.00%	0.00%	2.11%	0.90%	0.00%	1.74%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.96%	1.67%	0.00%	1.25%	0.00%	0.00%	0.00%	0.25%	0.00%	0.88%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.52%	1.04%	0.31%	1.14%	4.18%	0.34%	2.83%	0.94%	0.47%	0.51%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	2	1	0	0	1	0	0	1	0	1	2	0	0	0	0	2	0	0	1	0									
		0.12%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.10%	0.00%	0.00%	0.26%	0.00%	0.00%	0.35%	0.79%	0.00%	0.00%	0.28%	0.00%	0.00%	0.17%	0.00%	0.16%	1.14%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.60%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	216	6	1	0	0	2	0	9	4	0	0	0	0	0	0	0	6	22	8	5	18	4	1	4	5	0	12	2	1	2	2	0	0	2	21	11	3	16	14	22	5	7	0	1	0	0									
		1.50%	1.98%	1.54%	0.00%	0.00%	2.00%	0.00%	1.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	2.35%	1.11%	2.02%	1.88%	2.16%	0.85%	1.04%	1.25%	0.00%	2.10%	1.59%	0.78%	2.50%	0.56%	0.00%	0.00%	0.35%	2.19%	1.72%	1.70%	6.69%	1.61%	5.66%	1.18%	1.64%	0.00%	0.56%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2556	48	12	0	75	17	5	149	56	13	12	11	54	5	19	4	73	151	128	42	192	36	31	82	91	2	98	10	9	11	57	6	1	131	209	114	32	37	232	51	83	73	15	26	40	13									
		17.70%	15.84%	18.46%	0.00%	19.84%	17.00%	7.14%	16.56%	10.07%	16.88%	10.43%	16.92%	23.68%	10.64%	12.10%	11.43%	11.81%	16.12%	17.78%	16.94%	20.04%	19.46%	26.50%	21.41%	22.81%	4.65%	17.16%	7.94%	6.98%	13.75%	15.88%	10.00%	1.41%	22.63%	21.77%	17.78%	18.18%	15.48%	26.61%	13.11%	19.53%	17.14%	7.65%	14.69%	23.81%	20.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	1	0	0	2	1	0	4	0	1	0	0	1	1	0	0	0	2	2	0	2	1	1	2	0	0	3	0	0	0	0	1	0	3	0	3	1	1	2	1	2	0	1	0	2	0									
		0.28%	0.33%	0.00%	0.00%	0.53%	1.00%	0.00%	0.44%	0.00%	1.30%	0.00%	0.00%	0.44%	2.13%	0.00%	0.00%	0.00%	0.21%	0.28%	0.00%	0.21%	0.54%	0.85%	0.52%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.52%	0.00%	0.47%	0.57%	0.42%	0.23%	0.26%	0.47%	0.00%	0.51%	0.00%	1.19%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1150	37	2	0	20	1	5	66	56	2	8	2	10	8	24	5	44	70	57	18	67	16	2	27	36	9	62	8	20	10	16	2	1	57	78	48	9	11	67	32	44	34	20	12	17	10									
		7.96%	12.21%	3.08%	0.00%	5.29%	1.00%	7.14%	7.33%	10.07%	2.60%	6.96%	3.08%	4.39%	17.02%	15.29%	14.29%	7.12%	7.47%	7.92%	7.26%	6.99%	8.65%	1.71%	7.05%	9.02%	20.93%	10.86%	6.35%	15.50%	12.50%	4.46%	3.33%	1.41%	9.84%	8.13%	7.49%	5.11%	4.60%	7.68%	8.23%	10.35%	7.98%	10.20%	6.78%	10.12%	15.38%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
