Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Теньгушевская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730									
		0.20%	0.46%	0.06%	0.00%	0.00%	0.00%	0.16%	0.00%	0.36%	0.00%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.63%	0.00%	0.00%	0.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7369	1437	1543	101	119	106	1155	415	260	76	125	137	139	263	181	165	104	268	114	193	159	309									
		93.80%	94.35%	94.66%	93.52%	94.44%	92.98%	93.98%	91.81%	94.89%	93.83%	95.42%	93.20%	96.53%	94.95%	92.35%	81.68%	92.86%	92.73%	92.68%	97.97%	92.44%	93.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.04%	0.00%	0.06%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.07%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	169	27	24	4	3	3	24	13	4	2	2	2	1	5	4	18	7	8	2	2	9	5									
		2.15%	1.77%	1.47%	3.70%	2.38%	2.63%	1.95%	2.88%	1.46%	2.47%	1.53%	1.36%	0.69%	1.81%	2.04%	8.91%	6.25%	2.77%	1.63%	1.02%	5.23%	1.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.04%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0									
		0.08%	0.07%	0.06%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.51%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.07%	0.12%	0.00%	0.00%	0.00%	0.16%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	154	30	31	0	3	4	25	0	6	2	2	3	4	8	5	10	0	8	3	2	1	7									
		1.96%	1.97%	1.90%	0.00%	2.38%	3.51%	2.03%	0.00%	2.19%	2.47%	1.53%	2.04%	2.78%	2.89%	2.55%	4.95%	0.00%	2.77%	2.44%	1.02%	0.58%	2.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	4	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.07%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	59	15	17	0	1	1	9	6	0	1	0	0	0	0	2	3	0	2	0	0	2	0									
		0.75%	0.98%	1.04%	0.00%	0.79%	0.88%	0.73%	1.33%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	1.02%	1.49%	0.00%	0.69%	0.00%	0.00%	1.16%	0.00%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
