Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Орловская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №546	УИК №547	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	952	5	5	15	15	15	15	30	24	11	5	5	5	15	15	5	5	5	40	15	30	10	15	15	15	20	20	20	20	40	40	40	40	10	10	10	10	5	10	10	10	10	11	15	15	15	15	15	15	15	20	40	40	40	36									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	340	3	1	9	2	4	15	10	22	7	0	0	1	15	8	5	1	2	31	0	3	5	9	7	4	8	9	9	4	7	9	10	15	4	3	2	3	5	10	5	2	6	5	1	8	2	1	1	6	2	2	1	13	8	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	171	4	2	3	4	4	3	3	6	4	4	1	0	0	2	4	0	3	4	2	3	3	1	0	1	3	1	4	2	2	6	16	6	4	0	3	0	2	3	1	3	1	2	2	2	5	6	0	9	2	6	2	8	5	4									
14	Число погашенных неиспользованных открепительных удостоверений	612	2	4	6	13	11	0	20	2	4	5	5	4	0	7	0	4	3	9	15	27	5	6	8	11	12	11	11	16	33	31	30	25	6	7	8	7	0	0	5	8	4	6	14	7	13	14	14	9	13	18	39	27	32	21									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	0	0	3	0	1	2	1	4	0	1	0	0	3	0	0	0	0	4	0	0	1	2	4	1	0	2	1	1	0	2	3	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	335	1	2	5	8	8	24	2	21	2	5	1	1	3	5	6	4	0	37	2	2	4	9	8	6	8	10	10	12	6	8	4	6	4	1	5	6	1	12	4	2	4	4	2	9	0	1	3	1	0	2	2	11	17	14									
		1.37%	0.44%	1.52%	1.13%	2.55%	1.38%	3.38%	0.35%	1.94%	0.79%	2.67%	0.38%	0.88%	0.63%	1.08%	2.27%	2.03%	0.00%	2.63%	0.49%	0.85%	1.13%	2.01%	1.18%	1.81%	1.14%	1.52%	2.36%	2.45%	0.64%	0.79%	0.50%	0.75%	1.56%	0.77%	1.58%	1.17%	0.51%	2.34%	1.01%	1.22%	1.52%	0.71%	0.79%	1.63%	0.00%	0.71%	2.52%	0.41%	0.00%	0.67%	0.88%	1.17%	2.23%	1.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1070	18	9	15	14	22	26	22	54	3	8	14	2	23	11	11	8	6	57	19	11	15	17	38	15	34	37	10	18	47	52	48	49	5	4	13	12	10	28	12	3	11	29	11	36	13	3	5	10	7	18	12	36	24	35									
		4.39%	7.93%	6.82%	3.40%	4.46%	3.80%	3.66%	3.84%	4.99%	1.18%	4.28%	5.30%	1.77%	4.80%	2.39%	4.17%	4.06%	2.91%	4.05%	4.63%	4.70%	4.25%	3.80%	5.62%	4.53%	4.86%	5.61%	2.36%	3.68%	5.01%	5.11%	6.01%	6.10%	1.95%	3.08%	4.11%	2.34%	5.05%	5.46%	3.02%	1.83%	4.18%	5.11%	4.37%	6.52%	6.13%	2.13%	4.20%	4.10%	2.82%	6.00%	5.26%	3.83%	3.14%	3.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	490	4	1	7	3	8	22	8	24	3	2	4	3	12	10	4	4	2	33	6	1	5	8	19	5	18	9	8	9	28	28	22	17	3	3	12	7	5	6	8	0	2	13	9	12	2	8	0	5	7	2	3	21	13	12									
		2.01%	1.76%	0.76%	1.59%	0.96%	1.38%	3.09%	1.40%	2.22%	1.18%	1.07%	1.52%	2.65%	2.51%	2.17%	1.52%	2.03%	0.97%	2.34%	1.46%	0.43%	1.42%	1.79%	2.81%	1.51%	2.57%	1.36%	1.89%	1.84%	2.99%	2.75%	2.75%	2.12%	1.17%	2.31%	3.80%	1.36%	2.53%	1.17%	2.01%	0.00%	0.76%	2.29%	3.57%	2.17%	0.94%	5.67%	0.00%	2.05%	2.82%	0.67%	1.32%	2.23%	1.70%	1.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10389	112	72	203	143	247	289	271	375	171	79	127	74	190	228	108	119	122	585	199	123	158	201	245	157	306	284	205	220	334	380	284	263	123	63	92	293	81	251	199	91	100	285	93	215	106	64	45	102	106	126	83	381	267	349									
		42.58%	49.34%	54.55%	46.03%	45.54%	42.66%	40.65%	47.29%	34.69%	67.32%	42.25%	48.11%	65.49%	39.67%	49.46%	40.91%	60.41%	59.22%	41.55%	48.54%	52.56%	44.76%	44.97%	36.24%	47.43%	43.71%	43.03%	48.46%	44.99%	35.61%	37.33%	35.54%	32.75%	47.86%	48.46%	29.11%	57.12%	40.91%	48.93%	50.00%	55.49%	38.02%	50.26%	36.90%	38.95%	50.00%	45.39%	37.82%	41.80%	42.74%	42.00%	36.40%	40.49%	34.95%	38.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	214	0	0	2	2	3	5	2	21	2	2	3	0	1	8	2	0	1	23	1	0	0	8	5	4	4	7	3	7	11	11	8	1	1	1	1	2	1	2	6	2	5	4	3	5	4	1	1	1	2	2	1	8	7	7									
		0.88%	0.00%	0.00%	0.45%	0.64%	0.52%	0.70%	0.35%	1.94%	0.79%	1.07%	1.14%	0.00%	0.21%	1.74%	0.76%	0.00%	0.49%	1.63%	0.24%	0.00%	0.00%	1.79%	0.74%	1.21%	0.57%	1.06%	0.71%	1.43%	1.17%	1.08%	1.00%	0.12%	0.39%	0.77%	0.32%	0.39%	0.51%	0.39%	1.51%	1.22%	1.90%	0.71%	1.19%	0.91%	1.89%	0.71%	0.84%	0.41%	0.81%	0.67%	0.44%	0.85%	0.92%	0.77%									
24	"6. Политическая партия ""Гражданская Платформа"""	73	1	0	0	0	2	1	0	0	1	27	0	0	5	2	0	0	0	2	0	0	0	1	1	0	0	0	3	0	2	1	0	2	1	0	0	2	0	1	1	1	3	1	0	1	0	0	0	0	2	2	0	1	5	1									
		0.30%	0.44%	0.00%	0.00%	0.00%	0.35%	0.14%	0.00%	0.00%	0.39%	14.44%	0.00%	0.00%	1.04%	0.43%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.22%	0.15%	0.00%	0.00%	0.00%	0.71%	0.00%	0.21%	0.10%	0.00%	0.25%	0.39%	0.00%	0.00%	0.39%	0.00%	0.19%	0.25%	0.61%	1.14%	0.18%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.81%	0.67%	0.00%	0.11%	0.65%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4603	53	14	100	69	131	144	87	200	39	0	28	23	95	112	53	35	43	223	88	41	104	62	143	62	49	138	70	87	192	189	142	140	29	35	66	59	47	90	60	44	73	88	54	126	40	28	33	50	60	54	58	202	159	192									
		18.86%	23.35%	10.61%	22.68%	21.97%	22.63%	20.25%	15.18%	18.50%	15.35%	0.00%	10.61%	20.35%	19.83%	24.30%	20.08%	17.77%	20.87%	15.84%	21.46%	17.52%	29.46%	13.87%	21.15%	18.73%	7.00%	20.91%	16.55%	17.79%	20.47%	18.57%	17.77%	17.43%	11.28%	26.92%	20.89%	11.50%	23.74%	17.54%	15.08%	26.83%	27.76%	15.52%	21.43%	22.83%	18.87%	19.86%	27.73%	20.49%	24.19%	18.00%	25.44%	21.47%	20.81%	21.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	145	0	0	4	2	1	6	5	12	1	0	0	0	4	2	2	0	1	10	1	8	0	0	6	1	8	5	1	3	4	14	2	5	1	0	0	3	1	0	2	0	1	2	2	0	0	1	0	2	1	2	1	7	5	6									
		0.59%	0.00%	0.00%	0.91%	0.64%	0.17%	0.84%	0.87%	1.11%	0.39%	0.00%	0.00%	0.00%	0.84%	0.43%	0.76%	0.00%	0.49%	0.71%	0.24%	3.42%	0.00%	0.00%	0.89%	0.30%	1.14%	0.76%	0.24%	0.61%	0.43%	1.38%	0.25%	0.62%	0.39%	0.00%	0.00%	0.58%	0.51%	0.00%	0.50%	0.00%	0.38%	0.35%	0.79%	0.00%	0.00%	0.71%	0.00%	0.82%	0.40%	0.67%	0.44%	0.74%	0.65%	0.66%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	293	0	0	3	1	5	20	8	15	3	2	1	4	13	4	1	1	0	19	3	2	0	14	6	8	6	12	4	11	13	13	8	9	4	1	5	2	2	4	1	2	1	5	4	3	1	0	1	1	4	1	4	12	15	11									
		1.20%	0.00%	0.00%	0.68%	0.32%	0.86%	2.81%	1.40%	1.39%	1.18%	1.07%	0.38%	3.54%	2.71%	0.87%	0.38%	0.51%	0.00%	1.35%	0.73%	0.85%	0.00%	3.13%	0.89%	2.42%	0.86%	1.82%	0.95%	2.25%	1.39%	1.28%	1.00%	1.12%	1.56%	0.77%	1.58%	0.39%	1.01%	0.78%	0.25%	1.22%	0.38%	0.88%	1.59%	0.54%	0.47%	0.00%	0.84%	0.41%	1.61%	0.33%	1.75%	1.28%	1.96%	1.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	34	0	1	0	0	1	3	1	3	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	2	1	0	0	0	1	2	1	0	0	0	2	2	0	0	0	0	2	0	0	1	2	2									
		0.14%	0.00%	0.76%	0.00%	0.00%	0.17%	0.42%	0.17%	0.28%	0.39%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.21%	0.10%	0.00%	0.25%	0.39%	0.00%	0.00%	0.00%	0.51%	0.39%	0.25%	0.00%	0.00%	0.00%	0.79%	0.36%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.11%	0.26%	0.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	249	1	2	4	8	5	21	7	11	0	1	2	0	3	1	4	1	0	7	1	1	3	8	15	2	9	6	7	6	6	10	5	11	1	3	4	1	0	3	3	0	2	2	1	8	1	3	0	4	2	7	0	16	9	11									
		1.02%	0.44%	1.52%	0.91%	2.55%	0.86%	2.95%	1.22%	1.02%	0.00%	0.53%	0.76%	0.00%	0.63%	0.22%	1.52%	0.51%	0.00%	0.50%	0.24%	0.43%	0.85%	1.79%	2.22%	0.60%	1.29%	0.91%	1.65%	1.23%	0.64%	0.98%	0.63%	1.37%	0.39%	2.31%	1.27%	0.19%	0.00%	0.58%	0.75%	0.00%	0.76%	0.35%	0.40%	1.45%	0.47%	2.13%	0.00%	1.64%	0.81%	2.33%	0.00%	1.70%	1.18%	1.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4337	25	25	49	38	96	106	102	208	13	47	73	4	87	55	56	20	25	282	67	28	31	47	126	47	188	103	72	84	187	205	190	196	52	10	91	108	35	86	73	14	46	88	45	93	30	14	23	44	41	60	42	157	151	152									
		17.77%	11.01%	18.94%	11.11%	12.10%	16.58%	14.91%	17.80%	19.24%	5.12%	25.13%	27.65%	3.54%	18.16%	11.93%	21.21%	10.15%	12.14%	20.03%	16.34%	11.97%	8.78%	10.51%	18.64%	14.20%	26.86%	15.61%	17.02%	17.18%	19.94%	20.14%	23.78%	24.41%	20.23%	7.69%	28.80%	21.05%	17.68%	16.76%	18.34%	8.54%	17.49%	15.52%	17.86%	16.85%	14.15%	9.93%	19.33%	18.03%	16.53%	20.00%	18.42%	16.68%	19.76%	16.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	161	1	0	4	0	2	4	6	4	1	0	1	0	1	0	1	1	0	7	1	0	1	0	3	0	7	1	1	3	4	9	4	66	3	0	1	2	1	0	1	1	0	3	0	6	1	0	1	1	0	1	0	1	2	3									
		0.66%	0.44%	0.00%	0.91%	0.00%	0.35%	0.56%	1.05%	0.37%	0.39%	0.00%	0.38%	0.00%	0.21%	0.00%	0.38%	0.51%	0.00%	0.50%	0.24%	0.00%	0.28%	0.00%	0.44%	0.00%	1.00%	0.15%	0.24%	0.61%	0.43%	0.88%	0.50%	8.22%	1.17%	0.00%	0.32%	0.39%	0.51%	0.00%	0.25%	0.61%	0.00%	0.53%	0.00%	1.09%	0.47%	0.00%	0.84%	0.41%	0.00%	0.33%	0.00%	0.11%	0.26%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1160	2	2	30	12	26	40	30	56	10	10	7	1	37	15	14	2	5	76	14	10	8	27	35	14	33	36	15	18	62	72	51	5	20	5	16	7	11	10	15	2	6	22	18	25	8	12	6	17	8	16	13	47	48	53									
		4.75%	0.88%	1.52%	6.80%	3.82%	4.49%	5.63%	5.24%	5.18%	3.94%	5.35%	2.65%	0.88%	7.72%	3.25%	5.30%	1.02%	2.43%	5.40%	3.41%	4.27%	2.27%	6.04%	5.18%	4.23%	4.71%	5.45%	3.55%	3.68%	6.61%	7.07%	6.38%	0.62%	7.78%	3.85%	5.06%	1.36%	5.56%	1.95%	3.77%	1.22%	2.28%	3.88%	7.14%	4.53%	3.77%	8.51%	5.04%	6.97%	3.23%	5.33%	5.70%	4.99%	6.28%	5.84%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
