Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Шпаковская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254					
		1.41%	1.39%	1.62%	0.44%	1.85%	0.99%	1.14%	1.99%	1.20%	1.74%	1.51%	1.31%	1.03%	2.49%	1.55%	1.56%	3.28%	1.46%	0.40%	0.32%	2.34%	0.0%	1.48%	0.45%	0.94%	0.87%	1.78%	2.23%	1.75%	0.44%	0.0%	0.65%	0.46%	0.0%	0.65%	0.92%	1.24%	2.05%	1.58%	2.56%	1.69%	1.6%	1.42%	0.0%	1.85%	2.00%	2.77%	0.0%	1.18%	1.33%	2.32%	2.08%	0.0%					
30	"13. ""Демократическая партия России"""	91	1	3	6	4	4	3	1	1	0	2	1	2	0	8	4	1	2	1	1	0	1	3	0	2	0	1	3	1	2	0	1	2	0	0	3	1	1	6	3	1	1	2	0	2	4	1	0	0	2	0	2	1					
		0.25%	0.12%	0.97%	0.88%	0.41%	0.49%	0.22%	0.16%	0.10%	0.0%	0.23%	0.07%	0.18%	0.0%	0.65%	0.32%	0.20%	0.17%	0.10%	0.16%	0.0%	0.74%	1.48%	0.0%	0.18%	0.0%	0.59%	1.11%	0.07%	0.29%	0.0%	0.65%	0.23%	0.0%	0.0%	0.27%	0.15%	0.13%	0.67%	0.30%	0.14%	0.16%	0.18%	0.0%	0.16%	0.44%	0.39%	0.0%	0.0%	0.20%	0.0%	0.32%	0.51%					
31	"14. ""Великая Россия - Евразийский Союз"""	71	1	1	1	2	2	4	0	0	2	1	4	2	0	4	0	0	2	1	0	2	1	0	0	3	1	0	1	2	1	0	0	3	1	0	3	0	4	0	3	2	2	7	0	2	2	1	0	0	1	0	0	2					
		0.19%	0.12%	0.32%	0.14%	0.20%	0.24%	0.30%	0.0%	0.0%	0.24%	0.11%	0.30%	0.18%	0.0%	0.32%	0.0%	0.0%	0.17%	0.10%	0.0%	0.18%	0.74%	0.0%	0.0%	0.28%	0.43%	0.0%	0.37%	0.14%	0.14%	0.0%	0.0%	0.34%	0.60%	0.0%	0.27%	0.0%	0.54%	0.0%	0.30%	0.28%	0.32%	0.66%	0.0%	0.16%	0.22%	0.39%	0.0%	0.0%	0.10%	0.0%	0.0%	1.03%					
32	"15. ""Партия СЛОН"""	55	1	0	1	2	1	1	3	2	1	0	4	0	2	0	0	0	1	3	1	2	0	0	1	6	1	0	1	4	0	1	0	0	0	0	1	1	0	2	0	2	1	1	0	0	1	0	0	2	1	0	2	2					
		0.15%	0.12%	0.0%	0.14%	0.20%	0.12%	0.07%	0.49%	0.21%	0.12%	0.0%	0.30%	0.0%	0.26%	0.0%	0.0%	0.0%	0.08%	0.30%	0.16%	0.18%	0.0%	0.0%	0.11%	0.56%	0.43%	0.0%	0.37%	0.28%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	0.09%	0.15%	0.0%	0.22%	0.0%	0.28%	0.16%	0.09%	0.0%	0.0%	0.11%	0.0%	0.0%	0.79%	0.10%	0.0%	0.32%	1.03%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3736	93	30	82	155	65	145	52	112	110	135	154	135	66	157	161	38	127	117	66	112	8	15	89	92	29	19	18	203	65	6	7	72	8	4	106	66	46	62	112	74	50	89	25	120	83	14	18	14	54	3	36	17					
		10.37%	11.81%	9.74%	12.13%	15.96%	8.11%	11.03%	8.62%	12.22%	13.73%	15.71%	11.92%	12.74%	8.67%	12.87%	13.27%	7.80%	10.92%	11.75%	10.66%	10.10%	5.92%	7.42%	10.20%	8.68%	12.66%	11.30%	6.71%	14.25%	9.68%	7.31%	4.57%	8.37%	4.87%	2.61%	9.85%	10.29%	6.31%	6.99%	11.48%	10.43%	8.0%	8.44%	11.52%	10.10%	9.24%	5.55%	7.34%	5.53%	5.52%	3.48%	5.76%	8.76%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	133	3	0	1	2	1	2	3	2	3	2	6	1	0	4	5	1	3	0	3	2	1	0	4	12	0	1	2	3	2	0	1	1	2	0	5	2	6	0	8	2	5	3	5	3	7	2	0	2	7	0	2	1					
		0.36%	0.38%	0.0%	0.14%	0.20%	0.12%	0.15%	0.49%	0.21%	0.37%	0.23%	0.46%	0.09%	0.0%	0.32%	0.41%	0.20%	0.25%	0.0%	0.48%	0.18%	0.74%	0.0%	0.45%	1.13%	0.0%	0.59%	0.74%	0.21%	0.29%	0.0%	0.65%	0.11%	1.21%	0.0%	0.46%	0.31%	0.82%	0.0%	0.82%	0.28%	0.8%	0.28%	2.30%	0.25%	0.77%	0.79%	0.0%	0.79%	0.71%	0.0%	0.32%	0.51%					
35	"18. ""ЛДПР"""	5519	114	44	116	130	112	191	101	143	123	110	213	116	99	183	158	84	200	172	97	174	21	22	172	217	42	25	30	192	59	12	19	91	22	30	153	109	119	156	153	134	76	128	45	211	171	51	29	45	178	25	81	21					
		15.32%	14.48%	14.28%	17.15%	13.38%	13.98%	14.53%	16.74%	15.61%	15.35%	12.80%	16.49%	10.95%	13.00%	15.01%	13.02%	17.24%	17.19%	17.28%	15.67%	15.70%	15.55%	10.89%	19.72%	20.49%	18.34%	14.88%	11.19%	13.48%	8.79%	14.63%	12.41%	10.58%	13.41%	19.60%	14.21%	17.00%	16.32%	17.60%	15.69%	18.89%	12.16%	12.14%	20.73%	17.76%	19.04%	20.23%	11.83%	17.78%	18.21%	29.06%	12.98%	10.82%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	504	11	0	9	15	13	18	11	16	8	9	18	9	19	22	18	5	20	12	9	9	1	3	14	9	4	2	5	16	20	1	1	11	1	0	24	19	4	23	14	10	15	6	2	14	9	3	0	3	9	2	8	0					
		1.39%	1.39%	0.0%	1.33%	1.54%	1.62%	1.36%	1.82%	1.74%	0.99%	1.04%	1.39%	0.84%	2.49%	1.80%	1.48%	1.02%	1.71%	1.20%	1.45%	0.81%	0.74%	1.48%	1.60%	0.84%	1.74%	1.19%	1.86%	1.12%	2.98%	1.21%	0.65%	1.27%	0.60%	0.0%	2.23%	2.96%	0.54%	2.59%	1.43%	1.41%	2.4%	0.56%	0.92%	1.17%	1.00%	1.19%	0.0%	1.18%	0.92%	2.32%	1.28%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	11734	293	100	220	243	290	467	213	334	263	313	390	370	260	383	407	194	373	366	229	406	20	71	291	312	59	60	70	385	177	17	42	212	37	53	404	229	257	303	263	228	201	357	79	377	318	72	85	81	313	21	182	44					
		32.57%	37.22%	32.46%	32.54%	25.02%	36.20%	35.54%	35.32%	36.46%	32.83%	36.43%	30.20%	34.93%	34.16%	31.41%	33.55%	39.83%	32.07%	36.78%	36.99%	36.64%	14.81%	35.14%	33.37%	29.46%	25.76%	35.71%	26.11%	27.03%	26.37%	20.73%	27.45%	24.65%	22.56%	34.64%	37.54%	35.72%	35.25%	34.19%	26.97%	32.15%	32.16%	33.87%	36.40%	31.73%	35.41%	28.57%	34.69%	32.01%	32.03%	24.41%	29.16%	22.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	98	4	1	1	3	0	2	1	5	6	3	3	4	2	2	3	0	0	0	0	6	1	2	3	3	2	0	4	1	4	0	0	1	0	0	1	1	2	1	2	0	2	2	0	1	1	3	0	0	9	1	3	2					
		0.27%	0.50%	0.32%	0.14%	0.30%	0.0%	0.15%	0.16%	0.54%	0.74%	0.34%	0.23%	0.37%	0.26%	0.16%	0.24%	0.0%	0.0%	0.0%	0.0%	0.54%	0.74%	0.99%	0.34%	0.28%	0.87%	0.0%	1.49%	0.07%	0.59%	0.0%	0.0%	0.11%	0.0%	0.0%	0.09%	0.15%	0.27%	0.11%	0.20%	0.0%	0.32%	0.18%	0.0%	0.08%	0.11%	1.19%	0.0%	0.0%	0.92%	1.16%	0.48%	1.03%					
39	"22. ""Развитие предпринимательства"""	106	2	1	5	5	1	2	3	3	3	2	8	5	2	1	1	2	3	3	4	4	1	0	1	5	1	0	2	5	1	0	0	4	0	0	2	3	1	3	6	0	2	1	1	2	0	1	0	0	3	0	1	0					
		0.29%	0.25%	0.32%	0.73%	0.51%	0.12%	0.15%	0.49%	0.32%	0.37%	0.23%	0.61%	0.47%	0.26%	0.08%	0.08%	0.41%	0.25%	0.30%	0.64%	0.36%	0.74%	0.0%	0.11%	0.47%	0.43%	0.0%	0.74%	0.35%	0.14%	0.0%	0.0%	0.46%	0.0%	0.0%	0.18%	0.46%	0.13%	0.33%	0.61%	0.0%	0.32%	0.09%	0.46%	0.16%	0.0%	0.39%	0.0%	0.0%	0.30%	0.0%	0.16%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4408	90	44	73	154	113	116	65	81	91	79	152	133	131	182	173	36	144	86	70	98	24	28	106	106	26	11	27	228	100	10	52	154	26	9	112	68	94	67	82	71	77	193	25	162	60	30	18	33	123	7	144	24					
		12.23%	11.43%	14.28%	10.79%	15.85%	14.10%	8.82%	10.77%	8.84%	11.36%	9.19%	11.77%	12.55%	17.21%	14.93%	14.26%	7.39%	12.38%	8.64%	11.30%	8.84%	17.77%	13.86%	12.15%	10.00%	11.35%	6.54%	10.07%	16.01%	14.90%	12.19%	33.98%	17.90%	15.85%	5.88%	10.40%	10.60%	12.89%	7.56%	8.41%	10.01%	12.32%	18.31%	11.52%	13.63%	6.68%	11.90%	7.34%	13.04%	12.58%	8.13%	23.07%	12.37%					
																																																											
41	Против всех	1674	28	21	27	37	26	62	26	61	43	45	60	51	18	35	45	18	57	54	25	53	5	16	39	81	17	6	7	106	50	9	8	23	5	5	35	24	35	30	53	27	14	40	12	51	47	21	13	16	41	3	25	18					
		4.64%	3.55%	6.81%	3.99%	3.81%	3.24%	4.71%	4.31%	6.65%	5.36%	5.23%	4.64%	4.81%	2.36%	2.87%	3.70%	3.69%	4.90%	5.42%	4.03%	4.78%	3.70%	7.92%	4.47%	7.64%	7.42%	3.57%	2.61%	7.44%	7.45%	10.97%	5.22%	2.67%	3.04%	3.26%	3.25%	3.74%	4.80%	3.38%	5.43%	3.80%	2.24%	3.79%	5.52%	4.29%	5.23%	8.33%	5.30%	6.32%	4.19%	3.48%	4.00%	9.27%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
