Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Волжская городская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150					
		65.04%	69.10%	67.07%	67.76%	67.03%	60.81%	62.98%	64.09%	65.32%	59.36%	65.71%	68.61%	61.56%	63.28%	67.14%	65.35%	68.49%	65.64%	65.96%	65.76%	64.73%	64.99%	62.20%	62.55%	60.35%	69.96%	64.98%					
22	. Хакамада Ирина Муцуовна	908	35	30	46	34	53	34	32	40	47	39	17	28	28	40	55	43	60	40	35	34	42	30	32	25	4	5					
		3.52%	2.88%	2.82%	4.43%	2.83%	4.80%	3.42%	3.10%	4.04%	4.84%	3.99%	2.02%	2.88%	3.19%	3.14%	4.43%	3.41%	5.29%	3.26%	3.95%	2.90%	3.91%	3.24%	3.46%	2.91%	1.47%	1.81%					
23	. Харитонов Николай Михайлович	5006	230	210	168	224	219	211	222	200	212	176	150	216	194	231	218	196	173	217	160	258	191	204	208	213	50	55					
		19.40%	18.90%	19.76%	16.17%	18.65%	19.82%	21.23%	21.49%	20.22%	21.81%	18.01%	17.84%	22.20%	22.12%	18.12%	17.57%	15.56%	15.24%	17.67%	18.08%	22.03%	17.78%	22.03%	22.51%	24.77%	18.32%	19.86%					
																																	
24	Против всех	876	24	27	32	46	47	27	30	28	37	35	33	39	27	39	56	49	45	54	25	32	44	33	26	26	8	7					
		3.39%	1.97%	2.54%	3.08%	3.83%	4.25%	2.72%	2.90%	2.83%	3.81%	3.58%	3.92%	4.01%	3.08%	3.06%	4.51%	3.89%	3.96%	4.40%	2.82%	2.73%	4.10%	3.56%	2.81%	3.02%	2.93%	2.53%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
