Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Батецкая																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12					
		0.50%	0.71%	0.36%	0.0%	0.54%	0.29%	0.0%	0.39%	0.58%	1.00%	0.75%	0.90%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	5	2	1	0	0	0	0	0	1	0	0	1	0					
		0.14%	0.17%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.90%	0.0%					
32	"15. ""Партия СЛОН"""	6	1	1	0	0	0	0	1	0	0	0	0	3					
		0.17%	0.08%	0.36%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	1.03%					
33	"16. ""Родина"" (народно-патриотический союз)"""	179	79	12	7	6	25	11	11	1	8	4	3	12					
		5.28%	7.06%	4.41%	5.38%	3.27%	7.26%	5.85%	4.31%	0.58%	4.02%	3.03%	2.72%	4.15%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	6	1	0	1	1	0	1	1	0	0	0	0	1					
		0.17%	0.08%	0.0%	0.76%	0.54%	0.0%	0.53%	0.39%	0.0%	0.0%	0.0%	0.0%	0.34%					
35	"18. ""ЛДПР"""	376	139	21	5	24	37	16	29	23	22	13	13	34					
		11.09%	12.43%	7.72%	3.84%	13.11%	10.75%	8.51%	11.37%	13.52%	11.05%	9.84%	11.81%	11.76%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	82	27	4	3	2	5	10	7	8	1	8	1	6					
		2.41%	2.41%	1.47%	2.30%	1.09%	1.45%	5.31%	2.74%	4.70%	0.50%	6.06%	0.90%	2.07%					
37	"20. ""Политическая партия ""Единая Россия"""	1671	526	135	79	101	169	85	128	83	96	81	49	139					
		49.29%	47.04%	49.63%	60.76%	55.19%	49.12%	45.21%	50.19%	48.82%	48.24%	61.36%	44.54%	48.09%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	2	0	0	1	4	2	1	1	0	0	2	1					
		0.41%	0.17%	0.0%	0.0%	0.54%	1.16%	1.06%	0.39%	0.58%	0.0%	0.0%	1.81%	0.34%					
39	"22. ""Развитие предпринимательства"""	9	4	0	0	1	1	1	1	0	1	0	0	0					
		0.26%	0.35%	0.0%	0.0%	0.54%	0.29%	0.53%	0.39%	0.0%	0.50%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	319	118	16	14	14	31	22	21	16	21	5	10	31					
		9.41%	10.55%	5.88%	10.76%	7.65%	9.01%	11.70%	8.23%	9.41%	10.55%	3.78%	9.09%	10.72%					
																			
41	Против всех	117	44	11	4	8	5	5	10	10	2	2	4	12					
		3.45%	3.93%	4.04%	3.07%	4.37%	1.45%	2.65%	3.92%	5.88%	1.00%	1.51%	3.63%	4.15%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
