Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Намская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	372	15	30	20	10	20	10	30	15	10	10	10	10	20	10	10	10	10	10	10	10	10	17	15	10	10	10	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	284	14	30	12	4	20	9	28	15	7	10	2	2	19	7	1	6	7	10	2	7	5	16	12	9	6	6	18									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	236	1	11	4	3	6	6	6	4	3	1	2	4	14	7	1	4	5	6	3	7	70	8	27	15	5	6	7									
14	Число погашенных неиспользованных открепительных удостоверений	88	1	0	8	6	0	1	2	0	3	0	8	8	1	3	9	4	3	0	8	3	5	1	3	1	4	4	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	1	7	0	2	10	0	1	7	4	0	0	1	1	0	0	3	3	5	1	1	5	2	10	1	4	1	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	68	2	4	3	2	4	5	0	0	0	1	0	0	3	0	0	2	3	1	4	0	11	2	4	6	3	3	5									
		0.79%	0.50%	0.65%	0.55%	1.08%	0.57%	1.97%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.45%	0.00%	0.00%	0.56%	1.35%	0.28%	6.25%	0.00%	1.93%	0.50%	0.76%	1.22%	0.74%	1.24%	1.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	292	22	17	24	5	35	7	2	5	2	7	3	3	19	4	2	15	8	6	1	3	12	21	18	20	16	5	10									
		3.39%	5.46%	2.77%	4.44%	2.70%	5.01%	2.76%	1.85%	3.18%	4.35%	5.69%	2.97%	3.75%	2.88%	1.50%	1.79%	4.23%	3.60%	1.68%	1.56%	1.99%	2.11%	5.22%	3.42%	4.06%	3.97%	2.07%	2.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	156	5	14	1	2	8	5	0	1	0	4	0	2	6	2	2	11	2	8	0	3	15	10	22	14	7	5	7									
		1.81%	1.24%	2.28%	0.18%	1.08%	1.15%	1.97%	0.00%	0.64%	0.00%	3.25%	0.00%	2.50%	0.91%	0.75%	1.79%	3.10%	0.90%	2.24%	0.00%	1.99%	2.64%	2.49%	4.17%	2.84%	1.74%	2.07%	1.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4086	239	255	289	55	309	152	68	76	25	45	67	53	412	173	68	111	99	170	15	51	263	166	227	223	179	108	188									
		47.49%	59.31%	41.60%	53.42%	29.73%	44.27%	59.84%	62.96%	48.41%	54.35%	36.59%	66.34%	66.25%	62.42%	64.79%	60.71%	31.27%	44.59%	47.62%	23.44%	33.77%	46.22%	41.29%	43.07%	45.23%	44.42%	44.81%	39.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	1	4	0	0	5	2	1	1	0	0	0	0	5	1	0	3	2	0	0	0	2	1	3	1	4	1	1									
		0.44%	0.25%	0.65%	0.00%	0.00%	0.72%	0.79%	0.93%	0.64%	0.00%	0.00%	0.00%	0.00%	0.76%	0.37%	0.00%	0.85%	0.90%	0.00%	0.00%	0.00%	0.35%	0.25%	0.57%	0.20%	0.99%	0.41%	0.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	230	5	16	11	3	52	3	5	1	1	4	1	0	10	3	3	3	2	11	1	0	16	13	14	15	12	3	22									
		2.67%	1.24%	2.61%	2.03%	1.62%	7.45%	1.18%	4.63%	0.64%	2.17%	3.25%	0.99%	0.00%	1.52%	1.12%	2.68%	0.85%	0.90%	3.08%	1.56%	0.00%	2.81%	3.23%	2.66%	3.04%	2.98%	1.24%	4.66%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	182	9	14	17	3	15	7	1	1	1	7	0	2	9	8	3	7	5	5	1	4	9	12	12	4	8	8	10									
		2.12%	2.23%	2.28%	3.14%	1.62%	2.15%	2.76%	0.93%	0.64%	2.17%	5.69%	0.00%	2.50%	1.36%	2.99%	2.68%	1.97%	2.25%	1.40%	1.56%	2.65%	1.58%	2.99%	2.28%	0.81%	1.99%	3.32%	2.12%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	1	2	0	0	0	0	3	0	0	0	0	0	2	2	0	1	2	2	0	0	4	1	4	3	0	1	7									
		0.41%	0.25%	0.33%	0.00%	0.00%	0.00%	0.00%	2.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.75%	0.00%	0.28%	0.90%	0.56%	0.00%	0.00%	0.70%	0.25%	0.76%	0.61%	0.00%	0.41%	1.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	1	1	2	0	4	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	4	4	6	4	1	0	0									
		0.37%	0.25%	0.16%	0.37%	0.00%	0.57%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.15%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.66%	0.70%	0.99%	1.14%	0.81%	0.25%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.09%	0.00%	0.16%	0.00%	0.54%	0.57%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	2	6	2	0	5	2	0	0	0	0	0	0	12	2	0	0	1	0	0	2	2	5	5	1	7	2	3									
		0.69%	0.50%	0.98%	0.37%	0.00%	0.72%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.75%	0.00%	0.00%	0.45%	0.00%	0.00%	1.32%	0.35%	1.24%	0.95%	0.20%	1.74%	0.83%	0.64%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1291	40	92	54	37	119	21	8	36	6	25	8	4	101	27	9	72	37	55	15	34	56	61	92	85	82	41	74									
		15.00%	9.93%	15.01%	9.98%	20.00%	17.05%	8.27%	7.41%	22.93%	13.04%	20.33%	7.92%	5.00%	15.30%	10.11%	8.04%	20.28%	16.67%	15.41%	23.44%	22.52%	9.84%	15.17%	17.46%	17.24%	20.35%	17.01%	15.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	2	1	1	2	2	0	0	1	0	0	0	0	0	1	1	1	1	2	0	0	0	3	4	2	1	1	0									
		0.30%	0.50%	0.16%	0.18%	1.08%	0.29%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.89%	0.28%	0.45%	0.56%	0.00%	0.00%	0.00%	0.75%	0.76%	0.41%	0.25%	0.41%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2004	67	178	128	75	130	44	15	33	11	30	21	14	70	42	22	128	59	94	26	52	168	97	114	104	82	60	140									
		23.29%	16.63%	29.04%	23.66%	40.54%	18.62%	17.32%	13.89%	21.02%	23.91%	24.39%	20.79%	17.50%	10.61%	15.73%	19.64%	36.06%	26.58%	26.33%	40.63%	34.44%	29.53%	24.13%	21.63%	21.10%	20.35%	24.90%	29.66%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
