Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Мордовская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	169	2	4	0	3	8	10	4	0	2	5	17	0	1	13	13	19	15	10	1	5	2	4	6	10	2	3	5	1	2	2									
		2.23%	0.95%	2.67%	0.00%	0.95%	3.76%	6.76%	2.33%	0.00%	1.74%	1.66%	5.12%	0.00%	0.16%	2.84%	5.70%	4.88%	3.13%	2.70%	1.01%	3.21%	1.32%	1.47%	2.55%	5.38%	0.88%	1.46%	2.01%	0.30%	1.23%	0.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	82	1	0	0	1	2	0	0	0	0	1	5	0	0	5	4	11	12	9	3	1	1	4	6	0	4	3	1	1	1	6									
		1.08%	0.48%	0.00%	0.00%	0.32%	0.94%	0.00%	0.00%	0.00%	0.00%	0.33%	1.51%	0.00%	0.00%	1.09%	1.75%	2.83%	2.51%	2.43%	3.03%	0.64%	0.66%	1.47%	2.55%	0.00%	1.75%	1.46%	0.40%	0.30%	0.61%	1.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5204	172	103	57	263	131	136	114	156	99	197	177	215	607	253	118	179	246	194	85	127	101	132	149	97	122	147	211	284	140	192									
		68.55%	81.90%	68.67%	95.00%	82.97%	61.50%	91.89%	66.28%	84.78%	86.09%	65.45%	53.31%	88.48%	97.75%	55.24%	51.75%	46.02%	51.36%	52.29%	85.86%	81.41%	66.45%	48.53%	63.40%	52.15%	53.51%	71.36%	84.74%	84.78%	85.89%	60.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	1	0	0	1	0	0	0	1	0	0	2	0	0	2	0	0	3	1	0	0	0	0	1	0	1	1	0	0	0	3									
		0.22%	0.48%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.60%	0.00%	0.00%	0.44%	0.00%	0.00%	0.63%	0.27%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.44%	0.49%	0.00%	0.00%	0.00%	0.94%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	4	1	0	0	0	0	0	1	0									
		0.14%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.27%	2.02%	0.00%	0.00%	1.47%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	569	9	14	1	20	15	2	11	7	5	30	39	9	6	52	30	44	55	68	0	6	12	17	14	8	15	13	14	7	7	39									
		7.49%	4.29%	9.33%	1.67%	6.31%	7.04%	1.35%	6.40%	3.80%	4.35%	9.97%	11.75%	3.70%	0.97%	11.35%	13.16%	11.31%	11.48%	18.33%	0.00%	3.85%	7.89%	6.25%	5.96%	4.30%	6.58%	6.31%	5.62%	2.09%	4.29%	12.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	2	0	0	0	1	1	1	0	1	1	0	0	0	4									
		0.21%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.30%	0.00%	0.00%	0.00%	0.44%	0.26%	0.42%	0.00%	0.00%	0.00%	0.66%	0.37%	0.43%	0.00%	0.44%	0.49%	0.00%	0.00%	0.00%	1.25%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	1	0	0	0	1	0	0	0	2	0	0	0	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.44%	0.00%	0.63%	0.27%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.31%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	3									
		0.14%	0.00%	0.00%	0.00%	0.32%	0.47%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.44%	0.97%	0.00%	0.00%	0.00%	0.94%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	0	0	3	1	0	0	0	0	1	0	0	0	6	2	3	6	3	0	0	0	1	1	2	6	0	0	0	0	0									
		0.46%	0.00%	0.00%	0.00%	0.95%	0.47%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	1.31%	0.88%	0.77%	1.25%	0.81%	0.00%	0.00%	0.00%	0.37%	0.43%	1.08%	2.63%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	937	21	24	2	17	33	0	27	17	6	32	55	14	5	79	37	74	90	53	5	15	23	77	38	50	45	18	11	19	8	42									
		12.34%	10.00%	16.00%	3.33%	5.36%	15.49%	0.00%	15.70%	9.24%	5.22%	10.63%	16.57%	5.76%	0.81%	17.25%	16.23%	19.02%	18.79%	14.29%	5.05%	9.62%	15.13%	28.31%	16.17%	26.88%	19.74%	8.74%	4.42%	5.67%	4.91%	13.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	1	1	0	0	0	0	1	0	0	2	0	0	0	2	1	2	2	2	1	0	1	0	2	0	1	0	0	1	0	2									
		0.29%	0.48%	0.67%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.44%	0.44%	0.51%	0.42%	0.54%	1.01%	0.00%	0.66%	0.00%	0.85%	0.00%	0.44%	0.00%	0.00%	0.30%	0.00%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	170	0	1	0	3	3	0	3	2	1	9	13	4	0	15	9	19	12	15	0	0	1	13	4	4	14	4	0	12	0	9									
		2.24%	0.00%	0.67%	0.00%	0.95%	1.41%	0.00%	1.74%	1.09%	0.87%	2.99%	3.92%	1.65%	0.00%	3.28%	3.95%	4.88%	2.51%	4.04%	0.00%	0.00%	0.66%	4.78%	1.70%	2.15%	6.14%	1.94%	0.00%	3.58%	0.00%	2.81%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
