Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Минусинская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	6	0	3	4	3	2	2	9	2	0	3	3	4	1	6	9	2	3	0	1	4	0	0	1	0	2	1	0	0	0	2	3									
		0.84%	0.76%	0.00%	1.32%	1.03%	0.93%	0.32%	1.69%	1.15%	0.75%	0.00%	0.98%	2.24%	0.76%	1.23%	2.80%	1.01%	0.99%	2.14%	0.00%	0.40%	0.56%	0.00%	0.00%	1.09%	0.00%	0.65%	0.49%	0.00%	0.00%	0.00%	2.11%	0.86%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	289	24	3	5	11	10	14	3	21	8	2	4	4	21	2	6	27	6	5	4	12	34	2	15	1	6	7	10	0	2	6	3	11									
		3.18%	3.05%	1.55%	2.19%	2.83%	3.12%	2.25%	2.54%	2.68%	3.02%	2.63%	1.31%	2.99%	3.97%	2.47%	2.80%	3.04%	2.97%	3.57%	3.70%	4.84%	4.72%	3.28%	7.28%	1.09%	4.32%	2.27%	4.85%	0.00%	3.70%	3.21%	3.16%	3.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	159	17	1	1	9	13	9	3	22	4	1	7	1	9	2	4	16	6	5	2	0	7	0	2	1	0	3	3	0	3	1	3	4									
		1.75%	2.16%	0.52%	0.44%	2.31%	4.05%	1.45%	2.54%	2.81%	1.51%	1.32%	2.30%	0.75%	1.70%	2.47%	1.87%	1.80%	2.97%	3.57%	1.85%	0.00%	0.97%	0.00%	0.97%	1.09%	0.00%	0.97%	1.46%	0.00%	5.56%	0.53%	3.16%	1.14%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4153	295	128	93	203	153	312	65	349	122	42	199	84	208	28	79	376	98	51	42	125	251	39	90	51	71	133	125	17	20	79	36	189									
		45.71%	37.48%	65.98%	40.79%	52.19%	47.66%	50.16%	55.08%	44.57%	46.04%	55.26%	65.25%	62.69%	39.32%	34.57%	36.92%	42.29%	48.51%	36.43%	38.89%	50.40%	34.86%	63.93%	43.69%	55.43%	51.08%	43.04%	60.68%	51.52%	37.04%	42.25%	37.89%	54.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	55	8	0	1	6	0	5	0	5	0	0	0	1	6	0	0	7	3	2	1	1	5	0	0	0	0	2	1	0	0	1	0	0									
		0.61%	1.02%	0.00%	0.44%	1.54%	0.00%	0.80%	0.00%	0.64%	0.00%	0.00%	0.00%	0.75%	1.13%	0.00%	0.00%	0.79%	1.49%	1.43%	0.93%	0.40%	0.69%	0.00%	0.00%	0.00%	0.00%	0.65%	0.49%	0.00%	0.00%	0.53%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	0	3	0	3	0	0	2	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0									
		0.17%	0.00%	0.00%	1.32%	0.00%	0.93%	0.00%	0.00%	0.26%	0.00%	0.00%	0.33%	0.00%	0.19%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1691	120	22	64	71	54	127	15	182	67	16	37	15	122	18	46	183	24	23	23	38	128	6	34	23	25	53	25	7	9	18	22	74									
		18.61%	15.25%	11.34%	28.07%	18.25%	16.82%	20.42%	12.71%	23.24%	25.28%	21.05%	12.13%	11.19%	23.06%	22.22%	21.50%	20.58%	11.88%	16.43%	21.30%	15.32%	17.78%	9.84%	16.50%	25.00%	17.99%	17.15%	12.14%	21.21%	16.67%	9.63%	23.16%	21.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	4	0	0	0	3	0	1	0	0	0	0	0	2	0	6	3	1	2	2	1	2	0	0	0	0	1	1	1	0	0	0	2									
		0.35%	0.51%	0.00%	0.00%	0.00%	0.93%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	2.80%	0.34%	0.50%	1.43%	1.85%	0.40%	0.28%	0.00%	0.00%	0.00%	0.00%	0.32%	0.49%	3.03%	0.00%	0.00%	0.00%	0.57%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	1	1	0	2	1	3	0	5	1	1	0	0	1	0	2	6	0	1	1	0	4	0	1	0	0	1	0	0	0	2	0	0									
		0.37%	0.13%	0.52%	0.00%	0.51%	0.31%	0.48%	0.00%	0.64%	0.38%	1.32%	0.00%	0.00%	0.19%	0.00%	0.93%	0.67%	0.00%	0.71%	0.93%	0.00%	0.56%	0.00%	0.49%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1									
		0.14%	0.13%	0.00%	0.88%	0.26%	0.00%	0.00%	0.00%	0.13%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.32%	0.49%	0.00%	0.00%	0.00%	0.00%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	2	0	1	3	2	2	0	3	0	1	0	0	7	0	2	6	5	1	2	0	2	0	0	0	1	2	2	0	1	1	1	1									
		0.53%	0.25%	0.00%	0.44%	0.77%	0.62%	0.32%	0.00%	0.38%	0.00%	1.32%	0.00%	0.00%	1.32%	0.00%	0.93%	0.67%	2.48%	0.71%	1.85%	0.00%	0.28%	0.00%	0.00%	0.00%	0.72%	0.65%	0.97%	0.00%	1.85%	0.53%	1.05%	0.29%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1718	150	17	29	62	52	104	22	133	38	11	40	19	114	24	48	175	42	39	22	61	183	10	49	7	29	79	19	8	16	65	17	34									
		18.91%	19.06%	8.76%	12.72%	15.94%	16.20%	16.72%	18.64%	16.99%	14.34%	14.47%	13.11%	14.18%	21.55%	29.63%	22.43%	19.69%	20.79%	27.86%	20.37%	24.60%	25.42%	16.39%	23.79%	7.61%	20.86%	25.57%	9.22%	24.24%	29.63%	34.76%	17.89%	9.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	165	2	1	6	2	4	15	1	16	7	0	1	0	7	0	5	10	3	4	5	2	44	1	6	2	1	8	5	0	1	0	4	2									
		1.82%	0.25%	0.52%	2.63%	0.51%	1.25%	2.41%	0.85%	2.04%	2.64%	0.00%	0.33%	0.00%	1.32%	0.00%	2.34%	1.12%	1.49%	2.86%	4.63%	0.81%	6.11%	1.64%	2.91%	2.17%	0.72%	2.59%	2.43%	0.00%	1.85%	0.00%	4.21%	0.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	296	122	5	4	6	12	14	3	16	3	1	6	1	12	0	7	31	5	3	2	4	14	2	1	2	0	5	2	0	0	4	2	7									
		3.26%	15.50%	2.58%	1.75%	1.54%	3.74%	2.25%	2.54%	2.04%	1.13%	1.32%	1.97%	0.75%	2.27%	0.00%	3.27%	3.49%	2.48%	2.14%	1.85%	1.61%	1.94%	3.28%	0.49%	2.17%	0.00%	1.62%	0.97%	0.00%	0.00%	2.14%	2.11%	2.00%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
