Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																														
Дата голосования: 02.12.2007																																																																														
																																																																														
Наименование Избирательной комиссии:    Невельская судовая																																																																														
																																																																														
Сводная таблица результатов выборов																																																																														
																																																																														
		Сумма	УИК №551	УИК №552	УИК №553	УИК №554	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №581	УИК №582	УИК №583	УИК №584	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	9	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.50%	6.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.30%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	15	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.84%	3.23%	0.00%	0.00%	11.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.26%	0.00%	0.00%	4.00%	0.00%	0.00%	0.00%	0.00%	0.00%	16.67%	0.00%	0.00%	0.00%	0.00%	0.00%	14.29%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	15.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	365	0	0	6	3	0	2	2	18	4	5	2	2	1	5	3	3	5	1	0	1	4	0	6	0	7	0	0	0	1	0	3	2	19	29	23	7	17	9	12	4	3	11	7	0	14	10	4	6	0	8	2	5	2	3	3	2	0	1	1	1	11	0	7	12	8	7	8	4	4	4	11					
		20.44%	0.00%	0.00%	37.50%	17.65%	0.00%	13.33%	11.76%	58.06%	25.00%	15.63%	6.45%	6.67%	5.26%	25.00%	10.71%	12.00%	18.52%	3.85%	0.00%	12.50%	16.00%	0.00%	24.00%	0.00%	16.67%	0.00%	0.00%	0.00%	12.50%	0.00%	23.08%	20.00%	21.84%	49.15%	26.44%	25.00%	27.87%	29.03%	40.00%	13.79%	10.34%	29.73%	43.75%	0.00%	10.00%	66.67%	19.05%	30.00%	0.00%	30.77%	10.00%	25.00%	10.00%	13.04%	15.00%	8.00%	0.00%	4.00%	4.76%	4.76%	45.83%	0.00%	23.33%	24.00%	17.78%	29.17%	27.59%	22.22%	7.41%	22.22%	39.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	154	5	2	2	0	0	2	2	2	0	4	3	2	2	4	1	2	2	4	1	1	2	0	1	4	9	3	0	3	2	0	0	1	6	4	13	0	9	1	0	0	0	0	3	0	0	2	2	0	3	2	1	1	9	2	0	0	0	0	0	0	5	2	2	3	4	0	5	4	2	0	3					
		8.62%	16.13%	28.57%	12.50%	0.00%	0.00%	13.33%	11.76%	6.45%	0.00%	12.50%	9.68%	6.67%	10.53%	20.00%	3.57%	8.00%	7.41%	15.38%	7.69%	12.50%	8.00%	0.00%	4.00%	10.00%	21.43%	23.08%	0.00%	21.43%	25.00%	0.00%	0.00%	10.00%	6.90%	6.78%	14.94%	0.00%	14.75%	3.23%	0.00%	0.00%	0.00%	0.00%	18.75%	0.00%	0.00%	13.33%	9.52%	0.00%	15.00%	7.69%	5.00%	5.00%	45.00%	8.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	20.83%	10.00%	6.67%	6.00%	8.89%	0.00%	17.24%	22.22%	3.70%	0.00%	10.71%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	41	2	0	1	0	0	3	2	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	2	3	1	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	2	1	0	0	1	0	0	0					
		2.30%	6.45%	0.00%	6.25%	0.00%	0.00%	20.00%	11.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	3.57%	0.00%	3.70%	0.00%	0.00%	12.50%	0.00%	0.00%	4.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	5.08%	0.00%	0.00%	3.28%	9.68%	3.33%	6.90%	0.00%	0.00%	0.00%	0.00%	0.00%	13.33%	4.76%	0.00%	0.00%	0.00%	0.00%	0.00%	5.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.17%	20.00%	0.00%	4.00%	2.22%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	893	20	5	6	5	26	4	5	6	6	23	20	26	15	5	14	14	12	21	10	5	15	3	10	0	22	7	4	7	5	4	8	5	32	15	23	18	18	15	10	19	14	14	3	0	0	0	9	11	17	11	14	9	3	17	8	23	18	23	19	19	6	10	14	29	23	10	14	7	36	11	13					
		50.00%	64.52%	71.43%	37.50%	29.41%	10.00%	26.67%	29.41%	19.35%	37.50%	71.88%	64.52%	86.67%	78.95%	25.00%	50.00%	56.00%	44.44%	80.77%	76.92%	62.50%	60.00%	50.00%	40.00%	0.00%	52.38%	53.85%	10.00%	50.00%	62.50%	10.00%	61.54%	50.00%	36.78%	25.42%	26.44%	64.29%	29.51%	48.39%	33.33%	65.52%	48.28%	37.84%	18.75%	0.00%	0.00%	0.00%	42.86%	55.00%	85.00%	42.31%	70.00%	45.00%	15.00%	73.91%	40.00%	92.00%	10.00%	92.00%	90.48%	90.48%	25.00%	50.00%	46.67%	58.00%	51.11%	41.67%	48.28%	38.89%	66.67%	61.11%	46.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	26	0	0	1	1	0	1	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0					
		1.46%	0.00%	0.00%	6.25%	5.88%	0.00%	6.67%	5.88%	0.00%	6.25%	0.00%	0.00%	0.00%	0.00%	0.00%	7.14%	0.00%	0.00%	0.00%	7.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	1.69%	8.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.85%	0.00%	5.00%	0.00%	4.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.00%	2.22%	4.17%	0.00%	0.00%	3.70%	0.00%	0.00%					
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
