Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Красночикойская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2078	16	89	22	31	80	37	121	8	83	12	18	66	21	53	96	165	218	104	24	21	23	36	46	33	11	80	43	75	26	23	22	40	108	24	54	83	41	25									
		37.52%	29.63%	37.39%	38.60%	31.63%	47.62%	42.53%	39.29%	18.18%	58.04%	21.82%	29.03%	47.14%	34.43%	35.10%	33.57%	27.97%	31.37%	47.06%	34.29%	70.00%	23.47%	25.35%	41.82%	46.48%	30.56%	58.82%	79.63%	32.61%	22.81%	35.38%	52.38%	59.70%	49.54%	66.67%	32.14%	39.52%	36.61%	35.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	0	0	0	0	0	0	5	0	0	0	0	1	0	0	3	5	3	0	0	0	0	3	1	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0									
		0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.62%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	1.05%	0.85%	0.43%	0.00%	0.00%	0.00%	0.00%	2.11%	0.91%	0.00%	0.00%	0.00%	1.85%	0.43%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	1	3	0	0	0	0	0	2	2	0	0	2	0	0	1	3	1	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	1	0	1	1	0	1									
		0.43%	1.85%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	4.55%	1.40%	0.00%	0.00%	1.43%	0.00%	0.00%	0.35%	0.51%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.82%	0.00%	0.00%	1.85%	0.00%	0.88%	1.54%	0.00%	0.00%	0.46%	0.00%	0.60%	0.48%	0.00%	1.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1502	17	64	17	29	31	27	95	19	20	21	15	37	16	48	76	162	193	60	14	3	23	19	27	23	20	11	3	63	48	27	3	15	67	10	56	66	32	25									
		27.12%	31.48%	26.89%	29.82%	29.59%	18.45%	31.03%	30.84%	43.18%	13.99%	38.18%	24.19%	26.43%	26.23%	31.79%	26.57%	27.46%	27.77%	27.15%	20.00%	10.00%	23.47%	13.38%	24.55%	32.39%	55.56%	8.09%	5.56%	27.39%	42.11%	41.54%	7.14%	22.39%	30.73%	27.78%	33.33%	31.43%	28.57%	35.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.18%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.34%	0.14%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	6	3	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1									
		0.43%	0.00%	0.42%	1.75%	1.02%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.35%	1.02%	0.43%	0.00%	1.43%	0.00%	0.00%	0.70%	0.91%	0.00%	0.00%	0.74%	0.00%	0.43%	0.88%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.48%	0.00%	1.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0									
		0.14%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.88%	0.00%	0.00%	1.49%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	0	1	1	1	0	1	1	0	0	0	0	0	0	1	2	4	7	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	3	0	0	1	2	0									
		0.54%	0.00%	0.42%	1.75%	1.02%	0.00%	1.15%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.70%	0.68%	1.01%	0.00%	2.86%	0.00%	0.00%	0.70%	0.91%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	0.00%	0.48%	1.79%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1147	14	44	13	19	28	14	47	6	21	10	17	21	14	23	81	150	179	31	19	6	37	57	24	6	3	30	4	49	16	8	14	10	22	0	34	37	24	15									
		20.71%	25.93%	18.49%	22.81%	19.39%	16.67%	16.09%	15.26%	13.64%	14.69%	18.18%	27.42%	15.00%	22.95%	15.23%	28.32%	25.42%	25.76%	14.03%	27.14%	20.00%	37.76%	40.14%	21.82%	8.45%	8.33%	22.06%	7.41%	21.30%	14.04%	12.31%	33.33%	14.93%	10.09%	0.00%	20.24%	17.62%	21.43%	21.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	0	3	0	1	0	0	6	0	0	0	0	0	0	2	1	2	6	2	0	0	0	2	1	0	0	0	0	3	1	1	0	0	0	0	2	1	0	0									
		0.61%	0.00%	1.26%	0.00%	1.02%	0.00%	0.00%	1.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.35%	0.34%	0.86%	0.90%	0.00%	0.00%	0.00%	1.41%	0.91%	0.00%	0.00%	0.00%	0.00%	1.30%	0.88%	1.54%	0.00%	0.00%	0.00%	0.00%	1.19%	0.48%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	107	1	4	0	2	4	0	3	0	1	2	3	1	2	3	3	21	12	4	3	0	2	2	0	3	0	5	1	10	3	1	0	0	1	1	3	2	4	0									
		1.93%	1.85%	1.68%	0.00%	2.04%	2.38%	0.00%	0.97%	0.00%	0.70%	3.64%	4.84%	0.71%	3.28%	1.99%	1.05%	3.56%	1.73%	1.81%	4.29%	0.00%	2.04%	1.41%	0.00%	4.23%	0.00%	3.68%	1.85%	4.35%	2.63%	1.54%	0.00%	0.00%	0.46%	2.78%	1.79%	0.95%	3.57%	0.00%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
