Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
"Наименование Избирательной комиссии:    Орел, Железнодорожная"																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №740	УИК №750									
		1.25%	1.76%	1.02%	1.60%	1.34%	1.53%	2.61%	1.27%	1.04%	1.27%	0.85%	0.91%	1.03%	2.17%	0.81%	1.18%	0.92%	2.14%	1.59%	0.83%	1.17%	0.97%	1.02%	0.91%	0.98%	0.57%	1.10%	1.18%	1.27%	0.78%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	4	3	1	2	2	1	2	0	4	0	0	1	1	2	2	0	1	1	1	0	1	0	1	2	2	0	2	2	1	1									
		0.18%	0.32%	0.38%	0.10%	0.30%	0.28%	0.12%	0.23%	0.00%	0.42%	0.00%	0.00%	0.13%	0.14%	0.27%	0.24%	0.00%	0.15%	0.23%	0.17%	0.00%	0.12%	0.00%	0.10%	0.28%	0.28%	0.00%	0.17%	0.28%	0.20%	0.67%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3955	216	127	155	136	132	160	146	188	135	97	92	164	144	177	134	101	113	80	77	45	149	151	190	134	131	126	221	155	42	37									
		17.34%	17.32%	16.22%	15.53%	20.21%	18.33%	19.90%	16.82%	16.33%	14.33%	13.82%	16.67%	21.05%	19.51%	23.92%	15.84%	15.42%	17.28%	18.22%	12.77%	7.53%	18.08%	19.16%	19.15%	18.69%	18.56%	17.26%	18.59%	21.89%	8.20%	24.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	244	27	8	12	8	10	8	6	10	12	9	7	6	13	5	3	14	5	5	11	5	7	3	9	8	9	6	11	3	4	0									
		1.07%	2.17%	1.02%	1.20%	1.19%	1.39%	0.99%	0.69%	0.87%	1.27%	1.28%	1.27%	0.77%	1.76%	0.68%	0.35%	2.14%	0.76%	1.14%	1.82%	0.84%	0.85%	0.38%	0.91%	1.12%	1.27%	0.82%	0.93%	0.42%	0.78%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	408	59	20	19	8	10	22	17	29	17	9	6	18	11	9	18	6	10	12	8	10	10	12	18	5	4	17	7	16	0	1									
		1.79%	4.73%	2.55%	1.90%	1.19%	1.39%	2.74%	1.96%	2.52%	1.80%	1.28%	1.09%	2.31%	1.49%	1.22%	2.13%	0.92%	1.53%	2.73%	1.33%	1.67%	1.21%	1.52%	1.81%	0.70%	0.57%	2.33%	0.59%	2.26%	0.00%	0.67%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	2	0	2	2	0	0	0	1	4	0	0	1	0	0	1	1	0	0	0	1	1	3	0	0	0	1	0	1	0	0									
		0.09%	0.16%	0.00%	0.20%	0.30%	0.00%	0.00%	0.00%	0.09%	0.42%	0.00%	0.00%	0.13%	0.00%	0.00%	0.12%	0.15%	0.00%	0.00%	0.00%	0.17%	0.12%	0.38%	0.00%	0.00%	0.00%	0.14%	0.00%	0.14%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	453	52	29	30	12	22	17	18	27	21	13	5	12	8	6	18	13	6	10	21	13	15	14	10	10	12	8	17	8	4	2									
		1.99%	4.17%	3.70%	3.01%	1.78%	3.06%	2.11%	2.07%	2.35%	2.23%	1.85%	0.91%	1.54%	1.08%	0.81%	2.13%	1.98%	0.92%	2.28%	3.48%	2.17%	1.82%	1.78%	1.01%	1.39%	1.70%	1.10%	1.43%	1.13%	0.78%	1.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4162	199	171	199	127	139	131	160	218	171	157	107	129	135	115	152	117	107	66	137	153	144	136	203	121	142	143	212	135	12	24									
		18.25%	15.96%	21.84%	19.94%	18.87%	19.31%	16.29%	18.43%	18.94%	18.15%	22.36%	19.38%	16.56%	18.29%	15.54%	17.97%	17.86%	16.36%	15.03%	22.72%	25.59%	17.48%	17.26%	20.46%	16.88%	20.11%	19.59%	17.83%	19.07%	2.34%	16.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	99	6	1	3	3	1	7	6	8	2	5	4	0	6	2	2	1	3	2	2	2	6	3	8	4	1	4	2	5	0	0									
		0.43%	0.48%	0.13%	0.30%	0.45%	0.14%	0.87%	0.69%	0.70%	0.21%	0.71%	0.72%	0.00%	0.81%	0.27%	0.24%	0.15%	0.46%	0.46%	0.33%	0.33%	0.73%	0.38%	0.81%	0.56%	0.14%	0.55%	0.17%	0.71%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2087	129	91	117	75	92	98	79	111	113	63	42	45	46	50	74	63	68	42	64	37	52	91	87	51	51	53	118	63	13	9									
		9.15%	10.34%	11.62%	11.72%	11.14%	12.78%	12.19%	9.10%	9.64%	11.99%	8.97%	7.61%	5.78%	6.23%	6.76%	8.75%	9.62%	10.40%	9.57%	10.61%	6.19%	6.31%	11.55%	8.77%	7.11%	7.22%	7.26%	9.92%	8.90%	2.54%	6.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
