Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Красноярск, Кировская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1255	26	35	29	12	9	24	28	21	40	28	18	29	13	50	12	36	34	33	25	28	27	18	30	40	28	28	22	37	24	26	13	13	23	16	28	34	13	38	63	3	31	17	28	11	42	14	28	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1047	10	19	7	10	20	12	22	14	13	17	32	36	56	5	11	13	18	21	17	11	16	17	14	11	9	27	12	12	5	26	80	17	16	65	26	12	27	26	22	19	11	21	14	15	24	83	41	15					
14	Число погашенных неиспользованных открепительных удостоверений	686	14	5	11	28	31	16	12	19	0	12	22	11	27	10	28	4	6	7	15	12	13	22	10	0	12	12	18	3	17	15	28	28	18	25	13	7	28	3	3	13	10	24	13	10	0	27	13	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7549	98	85	137	115	82	141	138	97	205	148	184	218	188	226	159	152	205	152	214	127	197	160	171	175	151	120	163	147	166	149	183	83	210	194	186	151	163	187	176	28	70	160	265	148	154	93	225	203					
		17.63%	14.35%	12.67%	15.64%	17.58%	11.44%	16.13%	15.37%	15.11%	16.59%	15.43%	20.40%	17.90%	18.93%	18.71%	18.17%	17.63%	20.75%	15.15%	18.80%	17.49%	20.72%	16.82%	18.08%	18.12%	16.70%	13.73%	18.23%	14.66%	19.26%	16.54%	18.73%	18.44%	21.00%	19.02%	18.02%	18.92%	18.48%	18.63%	16.71%	12.73%	6.97%	19.42%	24.33%	18.85%	18.78%	18.09%	23.89%	19.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6520	102	138	157	134	120	128	135	122	211	145	126	188	169	178	139	136	158	181	152	106	122	158	142	123	127	109	124	185	110	161	138	90	127	148	159	102	119	157	184	54	78	140	130	112	121	54	151	170					
		15.23%	14.93%	20.57%	17.92%	20.49%	16.74%	14.65%	15.03%	19.00%	17.07%	15.12%	13.97%	15.44%	17.02%	14.74%	15.89%	15.78%	15.99%	18.05%	13.36%	14.60%	12.83%	16.61%	15.01%	12.73%	14.05%	12.47%	13.87%	18.44%	12.76%	17.87%	14.12%	20.00%	12.70%	14.51%	15.41%	12.78%	13.49%	15.64%	17.47%	24.55%	7.77%	16.99%	11.94%	14.27%	14.76%	10.51%	16.03%	16.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	389	6	1	10	10	8	11	7	3	13	7	9	12	5	16	7	9	12	10	11	8	3	9	12	7	11	5	3	7	8	8	6	5	7	17	11	5	7	7	9	3	0	8	15	13	3	3	12	10					
		0.91%	0.88%	0.15%	1.14%	1.53%	1.12%	1.26%	0.78%	0.47%	1.05%	0.73%	0.99%	0.99%	0.50%	1.32%	0.80%	1.04%	1.21%	0.99%	0.97%	1.10%	0.32%	0.95%	1.27%	0.72%	1.22%	0.57%	0.34%	0.70%	0.93%	0.89%	0.61%	1.11%	0.70%	1.67%	1.07%	0.63%	0.79%	0.70%	0.85%	1.36%	0.00%	0.97%	1.38%	1.66%	0.37%	0.58%	1.27%	0.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10657	152	135	230	141	167	237	234	157	315	255	238	330	282	275	140	219	271	293	244	182	225	243	252	276	267	244	264	266	216	211	273	102	294	223	244	182	204	238	246	40	156	190	298	173	168	134	247	284					
		24.89%	22.25%	20.12%	26.26%	21.56%	23.29%	27.12%	26.06%	24.45%	25.49%	26.59%	26.39%	27.09%	28.40%	22.76%	16.00%	25.41%	27.43%	29.21%	21.44%	25.07%	23.66%	25.55%	26.64%	28.57%	29.54%	27.92%	29.53%	26.52%	25.06%	23.42%	27.94%	22.67%	29.40%	21.86%	23.64%	22.81%	23.13%	23.71%	23.36%	18.18%	15.54%	23.06%	27.36%	22.04%	20.49%	26.07%	26.22%	27.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1720	27	10	22	21	28	25	43	24	47	40	33	49	28	73	32	27	38	37	39	19	36	40	42	52	38	18	60	29	39	26	38	17	41	59	41	34	42	39	32	5	51	35	63	30	36	27	45	43					
		4.02%	3.95%	1.49%	2.51%	3.21%	3.91%	2.86%	4.79%	3.74%	3.80%	4.17%	3.66%	4.02%	2.82%	6.04%	3.66%	3.13%	3.85%	3.69%	3.43%	2.62%	3.79%	4.21%	4.44%	5.38%	4.20%	2.06%	6.71%	2.89%	4.52%	2.89%	3.89%	3.78%	4.10%	5.78%	3.97%	4.26%	4.76%	3.88%	3.04%	2.27%	5.08%	4.25%	5.79%	3.82%	4.39%	5.25%	4.78%	4.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14700	283	271	282	210	292	308	303	225	412	343	294	384	297	409	365	305	263	303	427	252	345	315	307	309	286	316	253	331	296	319	302	140	295	330	363	304	330	352	377	85	632	267	277	290	318	190	243	300					
		34.33%	41.43%	40.39%	32.19%	32.11%	40.73%	35.24%	33.74%	35.05%	33.33%	35.77%	32.59%	31.53%	29.91%	33.86%	41.71%	35.38%	26.62%	30.21%	37.52%	34.71%	36.28%	33.12%	32.45%	31.99%	31.64%	36.16%	28.30%	33.00%	34.34%	35.41%	30.91%	31.11%	29.50%	32.35%	35.17%	38.10%	37.41%	35.06%	35.80%	38.64%	62.95%	32.40%	25.44%	36.94%	38.78%	36.96%	25.80%	29.13%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	450	4	13	17	6	7	9	14	4	15	9	6	16	13	10	13	9	17	5	14	5	5	8	5	7	8	5	9	16	10	6	15	7	11	15	14	10	6	8	8	2	9	9	15	9	7	4	8	8					
		1.05%	0.59%	1.94%	1.94%	0.92%	0.98%	1.03%	1.56%	0.62%	1.21%	0.94%	0.67%	1.31%	1.31%	0.83%	1.49%	1.04%	1.72%	0.50%	1.23%	0.69%	0.53%	0.84%	0.53%	0.72%	0.88%	0.57%	1.01%	1.60%	1.16%	0.67%	1.54%	1.56%	1.10%	1.47%	1.36%	1.25%	0.68%	0.80%	0.76%	0.91%	0.90%	1.09%	1.38%	1.15%	0.85%	0.78%	0.85%	0.78%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
