Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Пролетарская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	650	30	50	50	50	50	50	50	30	30	30	15	20	15	15	15	15	20	15	10	30	40	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	181	7	17	10	22	12	6	9	8	5	18	4	5	3	2	15	4	2	2	1	6	12	11									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	89	2	8	6	14	5	2	6	3	4	6	5	2	2	1	5	2	4	2	5	1	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	469	23	33	40	28	38	44	41	22	25	12	11	15	12	13	0	11	18	13	9	24	28	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	2	5	2	1	7	2	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	150	5	15	12	8	12	11	7	5	3	7	6	10	3	4	4	0	6	1	0	7	17	7									
		1.34%	1.18%	1.69%	1.48%	0.95%	1.52%	1.85%	1.10%	1.19%	0.77%	0.75%	3.02%	1.96%	1.68%	0.76%	1.51%	0.00%	1.34%	0.33%	0.00%	1.22%	2.25%	1.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	584	37	45	31	46	54	25	51	17	26	36	10	31	8	17	19	6	23	12	3	25	41	21									
		5.21%	8.77%	5.08%	3.81%	5.44%	6.82%	4.19%	7.98%	4.06%	6.68%	3.88%	5.03%	6.08%	4.47%	3.22%	7.17%	4.17%	5.12%	3.95%	2.31%	4.35%	5.43%	4.82%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	190	6	15	18	14	16	8	9	8	10	10	2	5	0	6	4	6	8	3	2	10	21	9									
		1.70%	1.42%	1.69%	2.21%	1.65%	2.02%	1.34%	1.41%	1.91%	2.57%	1.08%	1.01%	0.98%	0.00%	1.14%	1.51%	4.17%	1.78%	0.99%	1.54%	1.74%	2.78%	2.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5049	159	309	324	328	278	233	260	178	139	566	96	236	73	386	112	64	220	153	60	273	385	217									
		45.06%	37.68%	34.92%	39.85%	38.77%	35.10%	39.09%	40.69%	42.48%	35.73%	60.93%	48.24%	46.27%	40.78%	73.11%	42.26%	44.44%	48.99%	50.33%	46.15%	47.48%	50.99%	49.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	3	4	5	5	5	2	6	2	1	5	0	1	0	0	4	2	5	1	0	1	2	0									
		0.48%	0.71%	0.45%	0.62%	0.59%	0.63%	0.34%	0.94%	0.48%	0.26%	0.54%	0.00%	0.20%	0.00%	0.00%	1.51%	1.39%	1.11%	0.33%	0.00%	0.17%	0.26%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	0	4	2	1	1	1	0	1	3	1	1	0	1	1	0	1	0	2	0	1	0									
		0.19%	0.00%	0.00%	0.49%	0.24%	0.13%	0.17%	0.16%	0.00%	0.26%	0.32%	0.50%	0.20%	0.00%	0.19%	0.38%	0.00%	0.22%	0.00%	1.54%	0.00%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1928	67	187	170	156	133	109	123	80	73	132	27	96	37	60	43	26	66	64	29	89	100	61									
		17.21%	15.88%	21.13%	20.91%	18.44%	16.79%	18.29%	19.25%	19.09%	18.77%	14.21%	13.57%	18.82%	20.67%	11.36%	16.23%	18.06%	14.70%	21.05%	22.31%	15.48%	13.25%	13.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	46	1	6	2	5	4	3	2	1	1	4	1	0	0	1	0	1	6	1	1	3	3	0									
		0.41%	0.24%	0.68%	0.25%	0.59%	0.51%	0.50%	0.31%	0.24%	0.26%	0.43%	0.50%	0.00%	0.00%	0.19%	0.00%	0.69%	1.34%	0.33%	0.77%	0.52%	0.40%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	51	5	6	4	7	5	0	3	4	2	3	1	1	0	1	0	0	2	1	0	0	3	3									
		0.46%	1.18%	0.68%	0.49%	0.83%	0.63%	0.00%	0.47%	0.95%	0.51%	0.32%	0.50%	0.20%	0.00%	0.19%	0.00%	0.00%	0.45%	0.33%	0.00%	0.00%	0.40%	0.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	0	0	0	0	0	2	0	2	0	1	0	2	0	0	1	0	0	1	1	1									
		0.11%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.22%	0.00%	0.20%	0.00%	0.38%	0.00%	0.00%	0.22%	0.00%	0.00%	0.17%	0.13%	0.23%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	5	6	8	4	10	5	1	4	5	4	1	3	0	1	2	0	0	1	1	0	0	2									
		0.56%	1.18%	0.68%	0.98%	0.47%	1.26%	0.84%	0.16%	0.95%	1.29%	0.43%	0.50%	0.59%	0.00%	0.19%	0.75%	0.00%	0.00%	0.33%	0.77%	0.00%	0.00%	0.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2303	101	237	180	222	203	156	142	88	97	115	43	66	43	38	55	28	80	45	20	133	128	83									
		20.56%	23.93%	26.78%	22.14%	26.24%	25.63%	26.17%	22.22%	21.00%	24.94%	12.38%	21.61%	12.94%	24.02%	7.20%	20.75%	19.44%	17.82%	14.80%	15.38%	23.13%	16.95%	19.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	0	3	4	1	1	3	2	4	1	3	0	0	0	3	0	0	2	2	0	0	4	2									
		0.31%	0.00%	0.34%	0.49%	0.12%	0.13%	0.50%	0.31%	0.95%	0.26%	0.32%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.45%	0.66%	0.00%	0.00%	0.53%	0.46%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	340	11	30	24	31	22	18	11	13	13	10	9	38	5	7	16	2	11	12	10	15	12	20									
		3.03%	2.61%	3.39%	2.95%	3.66%	2.78%	3.02%	1.72%	3.10%	3.34%	1.08%	4.52%	7.45%	2.79%	1.33%	6.04%	1.39%	2.45%	3.95%	7.69%	2.61%	1.59%	4.59%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
