Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Карасукская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №1125	УИК №1141	УИК №1144									
		0.40%	0.23%	0.31%	0.40%	0.86%	0.94%	0.23%	0.00%	0.19%	0.00%	0.54%	0.39%	0.36%	0.34%	1.03%	0.18%	0.35%	0.66%	0.00%	0.64%	0.30%	0.37%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.79%	0.77%	1.53%	0.00%	1.49%	0.76%	0.00%	0.00%	1.13%	0.85%	0.00%	0.00%	0.00%	0.93%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.34%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	518	18	36	14	15	17	11	17	26	11	15	32	30	22	27	21	9	6	2	4	8	2	0	9	2	6	5	4	1	0	2	1	1	0	7	0	2	3	1	6	3	3	4	1	3	7	2	9	2	9	12	2	1	17	30	20									
		3.48%	4.13%	5.63%	2.83%	3.23%	4.00%	2.48%	4.80%	5.05%	3.74%	4.09%	6.17%	5.42%	3.78%	5.58%	3.85%	3.14%	1.98%	1.32%	2.56%	2.37%	0.74%	0.00%	2.38%	1.11%	4.14%	2.13%	7.41%	1.56%	0.00%	0.76%	0.46%	0.71%	0.00%	2.76%	0.00%	1.53%	2.80%	1.49%	2.28%	2.42%	5.08%	2.26%	0.85%	1.76%	4.38%	2.06%	2.09%	6.67%	3.36%	5.56%	3.33%	0.86%	4.21%	5.16%	4.23%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
