Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Приволжская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673					
		9.41%	8.11%	9.77%	7.23%	11.17%	11.39%	12.96%	7.43%	10.61%	7.05%	4.56%	10.37%	6.57%	11.41%	12.46%	7.47%	14.09%	13.45%	9.11%	9.04%	8.43%	7.41%	7.19%	12.23%	12.88%	22.37%	10.60%	11.45%	1.10%	4.46%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	65	0	7	3	3	5	5	1	5	6	0	6	4	1	4	2	1	0	6	0	2	0	0	3	0	0	1	0	0	0					
		0.52%	0.00%	0.90%	0.42%	0.56%	1.24%	1.16%	0.17%	0.78%	1.11%	0.00%	0.77%	0.53%	0.27%	0.47%	0.41%	0.67%	0.00%	0.96%	0.00%	0.77%	0.00%	0.00%	0.80%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	27	3	1	1	0	1	1	2	3	0	0	0	1	2	1	5	1	1	0	0	0	0	0	0	1	0	2	0	1	0					
		0.22%	0.40%	0.13%	0.14%	0.00%	0.25%	0.23%	0.33%	0.47%	0.00%	0.00%	0.00%	0.13%	0.53%	0.12%	1.04%	0.67%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.71%	0.00%	1.10%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1290	80	81	72	52	38	38	54	60	68	59	90	82	46	83	50	10	13	83	10	33	26	37	39	8	6	31	21	4	16					
		10.36%	10.64%	10.41%	10.01%	9.68%	9.41%	8.80%	8.91%	9.36%	12.62%	12.24%	11.52%	10.78%	12.20%	9.85%	10.37%	6.71%	4.73%	13.26%	6.02%	12.64%	13.76%	12.09%	10.37%	6.06%	7.89%	10.95%	9.25%	4.40%	10.19%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	984	62	80	62	42	36	43	34	46	44	34	54	66	45	87	47	3	18	45	9	14	7	18	26	12	4	22	13	3	8					
		7.90%	8.24%	10.28%	8.62%	7.82%	8.91%	9.95%	5.61%	7.18%	8.16%	7.05%	6.91%	8.67%	11.94%	10.32%	9.75%	2.01%	6.55%	7.19%	5.42%	5.36%	3.70%	5.88%	6.91%	9.09%	5.26%	7.77%	5.73%	3.30%	5.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	124	7	6	8	4	3	2	4	8	2	8	8	7	8	7	13	1	5	2	1	3	2	4	1	2	0	5	2	0	1					
		0.99%	0.93%	0.77%	1.11%	0.74%	0.74%	0.46%	0.66%	1.25%	0.37%	1.66%	1.02%	0.92%	2.12%	0.83%	2.70%	0.67%	1.82%	0.32%	0.60%	1.15%	1.06%	1.31%	0.27%	1.52%	0.00%	1.77%	0.88%	0.00%	0.64%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7969	502	477	471	341	248	258	434	402	349	331	495	526	201	498	287	103	184	375	118	177	120	193	244	89	44	155	152	76	119					
		64.02%	66.76%	61.31%	65.51%	63.50%	61.39%	59.72%	71.62%	62.71%	64.75%	68.67%	63.38%	69.12%	53.32%	59.07%	59.54%	69.13%	66.91%	59.90%	71.08%	67.82%	63.49%	63.07%	64.89%	67.42%	57.89%	54.77%	66.96%	83.52%	75.80%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	78	3	5	4	1	2	3	2	7	4	5	5	5	5	5	7	0	2	4	1	0	2	2	4	0	0	0	0	0	0					
		0.63%	0.40%	0.64%	0.56%	0.19%	0.50%	0.69%	0.33%	1.09%	0.74%	1.04%	0.64%	0.66%	1.33%	0.59%	1.45%	0.00%	0.73%	0.64%	0.60%	0.00%	1.06%	0.65%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
