Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Курагинская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	472	4	3	8	4	3	6	3	3	7	4	6	15	15	15	25	15	15	5	10	3	25	25	7	7	3	4	3	3	3	5	3	4	3	20	8	10	6	4	4	10	10	4	6	20	15	15	7	7	25	25	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	249	4	0	3	1	1	0	1	0	4	2	1	13	11	10	21	8	12	3	2	2	11	13	6	0	1	0	0	0	0	3	2	1	0	12	2	10	5	0	2	4	10	0	3	11	4	1	6	4	21	18	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	127	1	1	1	2	1	1	1	2	1	0	0	4	2	3	4	3	4	1	8	2	8	7	1	0	1	0	4	2	0	2	3	4	1	2	4	4	2	1	2	1	1	7	3	5	0	1	6	4	4	0	1	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	223	0	3	5	3	2	6	2	3	3	2	5	2	4	5	4	7	3	2	8	1	14	12	1	7	2	4	3	3	3	2	1	3	3	8	6	0	1	4	2	6	0	4	3	9	11	14	1	3	4	7	4	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	735	22	8	20	8	6	23	7	4	14	15	11	23	26	24	29	24	30	15	45	4	36	27	1	21	9	1	7	2	0	29	5	7	0	13	5	20	3	8	5	9	13	2	3	10	13	13	22	17	30	35	4	3	4					
		3.16%	6.94%	4.55%	4.26%	3.76%	6.32%	5.00%	3.20%	2.23%	2.78%	6.58%	3.13%	2.49%	3.34%	2.82%	2.81%	3.25%	2.91%	4.12%	6.64%	3.54%	2.83%	2.33%	0.71%	5.88%	4.74%	1.08%	3.66%	2.74%	0.00%	8.15%	5.05%	3.91%	0.00%	2.05%	1.22%	4.09%	2.27%	3.49%	2.79%	1.83%	3.27%	0.97%	1.26%	1.40%	2.02%	2.49%	2.93%	2.20%	3.05%	3.11%	6.56%	1.43%	2.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	112	2	1	2	1	0	1	1	0	1	0	1	3	4	7	7	10	4	3	3	0	5	7	0	1	0	1	0	0	0	0	0	2	0	5	2	1	0	3	2	2	0	2	0	0	7	0	2	2	6	7	0	2	2					
		0.48%	0.63%	0.57%	0.43%	0.47%	0.00%	0.22%	0.46%	0.00%	0.20%	0.00%	0.28%	0.32%	0.51%	0.82%	0.68%	1.36%	0.39%	0.82%	0.44%	0.00%	0.39%	0.60%	0.00%	0.28%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.79%	0.49%	0.20%	0.00%	1.31%	1.12%	0.41%	0.00%	0.97%	0.00%	0.00%	1.09%	0.00%	0.27%	0.26%	0.61%	0.62%	0.00%	0.95%	1.31%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.27%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.13%	0.20%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2883	44	27	71	21	8	65	46	30	78	16	40	117	99	98	150	123	115	63	224	7	180	164	11	51	15	24	53	8	8	68	8	38	4	71	22	43	10	13	5	27	22	10	2	19	61	69	65	65	132	156	4	5	8					
		12.39%	13.88%	15.34%	15.11%	9.86%	8.42%	14.13%	21.00%	16.76%	15.48%	7.02%	11.40%	12.66%	12.71%	11.53%	14.55%	16.67%	11.14%	17.31%	33.04%	6.19%	14.13%	14.15%	7.80%	14.29%	7.89%	25.81%	27.75%	10.96%	19.05%	19.10%	8.08%	21.23%	7.69%	11.20%	5.35%	8.79%	7.58%	5.68%	2.79%	5.49%	5.54%	4.85%	0.84%	2.65%	9.49%	13.19%	8.67%	8.42%	13.44%	13.84%	6.56%	2.38%	5.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	219	2	2	2	2	0	4	2	7	1	4	4	11	7	12	10	8	17	5	3	1	13	4	2	0	3	1	4	2	0	7	2	0	1	9	9	14	3	6	1	2	3	0	1	0	2	2	3	7	6	7	0	1	0					
		0.94%	0.63%	1.14%	0.43%	0.94%	0.00%	0.87%	0.91%	3.91%	0.20%	1.75%	1.14%	1.19%	0.90%	1.41%	0.97%	1.08%	1.65%	1.37%	0.44%	0.88%	1.02%	0.35%	1.42%	0.00%	1.58%	1.08%	2.09%	2.74%	0.00%	1.97%	2.02%	0.00%	1.92%	1.42%	2.19%	2.86%	2.27%	2.62%	0.56%	0.41%	0.76%	0.00%	0.42%	0.00%	0.31%	0.38%	0.40%	0.91%	0.61%	0.62%	0.00%	0.48%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	49	1	0	0	1	0	0	0	2	2	0	1	0	2	0	4	1	2	1	0	0	1	5	2	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	5	1	0	0	2	0	0	1	0	1	4	0	1	0					
		0.21%	0.32%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	1.12%	0.40%	0.00%	0.28%	0.00%	0.26%	0.00%	0.39%	0.14%	0.19%	0.27%	0.00%	0.00%	0.08%	0.43%	1.42%	0.28%	0.00%	0.00%	0.00%	1.37%	2.38%	0.28%	0.00%	0.00%	1.92%	0.00%	0.24%	0.20%	0.76%	0.00%	0.56%	1.02%	0.25%	0.00%	0.00%	0.28%	0.00%	0.00%	0.13%	0.00%	0.10%	0.35%	0.00%	0.48%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2215	15	19	44	22	11	55	23	21	62	26	30	94	77	76	116	63	135	39	44	14	152	148	15	30	15	2	27	7	4	29	20	23	10	62	23	41	8	15	15	28	15	7	5	30	42	36	67	55	111	132	11	29	15					
		9.52%	4.73%	10.80%	9.36%	10.33%	11.58%	11.96%	10.50%	11.73%	12.30%	11.40%	8.55%	10.17%	9.88%	8.94%	11.25%	8.54%	13.08%	10.71%	6.49%	12.39%	11.93%	12.77%	10.64%	8.40%	7.89%	2.15%	14.14%	9.59%	9.52%	8.15%	20.20%	12.85%	19.23%	9.78%	5.60%	8.38%	6.06%	6.55%	8.38%	5.69%	3.78%	3.40%	2.10%	4.19%	6.53%	6.88%	8.93%	7.12%	11.30%	11.71%	18.03%	13.81%	9.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1301	6	11	23	5	5	10	7	10	41	14	18	66	45	53	85	40	90	20	24	1	77	76	2	20	5	7	13	7	0	8	2	7	1	45	18	40	4	7	4	22	18	8	3	20	42	35	41	47	55	74	3	7	9					
		5.59%	1.89%	6.25%	4.89%	2.35%	5.26%	2.17%	3.20%	5.59%	8.13%	6.14%	5.13%	7.14%	5.78%	6.24%	8.24%	5.42%	8.72%	5.49%	3.54%	0.88%	6.04%	6.56%	1.42%	5.60%	2.63%	7.53%	6.81%	9.59%	0.00%	2.25%	2.02%	3.91%	1.92%	7.10%	4.38%	8.18%	3.03%	3.06%	2.23%	4.47%	4.53%	3.88%	1.26%	2.79%	6.53%	6.69%	5.47%	6.09%	5.60%	6.57%	4.92%	3.33%	5.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	100	0	1	0	0	0	2	0	0	0	0	1	0	5	8	5	3	4	4	3	2	7	7	2	0	0	1	0	1	2	2	0	2	0	5	5	3	0	0	0	1	3	0	0	2	1	3	2	4	4	4	0	0	1					
		0.43%	0.00%	0.57%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.64%	0.94%	0.48%	0.41%	0.39%	1.10%	0.44%	1.77%	0.55%	0.60%	1.42%	0.00%	0.00%	1.08%	0.00%	1.37%	4.76%	0.56%	0.00%	1.12%	0.00%	0.79%	1.22%	0.61%	0.00%	0.00%	0.00%	0.20%	0.76%	0.00%	0.00%	0.28%	0.16%	0.57%	0.27%	0.52%	0.41%	0.35%	0.00%	0.00%	0.65%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15320	219	104	300	150	65	291	132	99	299	152	239	602	502	557	605	459	624	208	324	81	786	695	105	231	135	55	86	43	27	203	62	97	33	418	324	320	101	173	144	384	319	175	217	615	467	360	540	564	627	694	38	159	111					
		65.83%	69.09%	59.09%	63.83%	70.42%	68.42%	63.26%	60.27%	55.31%	59.33%	66.67%	68.09%	65.15%	64.44%	65.53%	58.68%	62.20%	60.47%	57.14%	47.79%	71.68%	61.70%	59.97%	74.47%	64.71%	71.05%	59.14%	45.03%	58.90%	64.29%	57.02%	62.63%	54.19%	63.46%	65.93%	78.83%	65.44%	76.52%	75.55%	80.45%	78.05%	80.35%	84.95%	91.18%	85.89%	72.63%	68.83%	72.00%	73.06%	63.85%	61.58%	62.30%	75.71%	72.55%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	123	1	1	1	0	0	1	0	0	4	0	1	3	7	8	14	3	3	2	1	3	10	8	1	0	0	0	0	2	0	1	0	2	1	1	0	0	2	1	0	2	0	1	3	6	2	4	4	5	1	9	1	2	1					
		0.53%	0.32%	0.57%	0.21%	0.00%	0.00%	0.22%	0.00%	0.00%	0.79%	0.00%	0.28%	0.32%	0.90%	0.94%	1.36%	0.41%	0.29%	0.55%	0.15%	2.65%	0.78%	0.69%	0.71%	0.00%	0.00%	0.00%	0.00%	2.74%	0.00%	0.28%	0.00%	1.12%	1.92%	0.16%	0.00%	0.00%	1.52%	0.44%	0.00%	0.41%	0.00%	0.49%	1.26%	0.84%	0.31%	0.76%	0.53%	0.65%	0.10%	0.80%	1.64%	0.95%	0.65%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
