Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Добринская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	54	0	0	3	0	0	0	4	1	0	0	0	9	2	0	0	0	0	0	9	4	2	10	0	0	0	1	0	0	3	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0									
		0.27%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.86%	0.37%	0.00%	0.00%	0.00%	2.48%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	1.73%	0.98%	0.53%	1.30%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.86%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	170	10	1	5	2	0	0	11	8	2	0	3	5	4	3	0	0	0	20	13	2	6	19	0	1	0	0	0	0	7	9	10	3	0	0	0	5	1	2	0	1	2	0	11	2	2									
		0.86%	1.52%	0.26%	0.90%	0.20%	0.00%	0.00%	2.36%	2.93%	0.97%	0.00%	0.35%	1.38%	1.28%	1.08%	0.00%	0.00%	0.00%	2.19%	2.50%	0.49%	1.58%	2.47%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	2.01%	2.75%	2.11%	0.37%	0.00%	0.00%	0.00%	2.24%	0.10%	0.36%	0.00%	0.87%	0.49%	0.00%	0.98%	1.33%	1.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	59	2	6	0	0	0	1	9	2	0	0	0	0	0	2	1	0	0	0	12	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	1	0	0	1	0	0	15	0	0									
		0.30%	0.30%	1.53%	0.00%	0.00%	0.00%	1.11%	1.93%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.20%	0.00%	0.00%	0.00%	2.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.61%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.87%	0.00%	0.00%	1.34%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16225	340	238	442	790	433	61	228	218	138	566	755	289	265	246	463	162	412	885	402	354	309	535	283	216	412	209	368	262	295	273	449	645	137	631	81	185	791	393	238	96	319	196	960	99	156									
		81.68%	51.75%	60.87%	79.21%	78.61%	66.92%	67.78%	48.93%	79.85%	66.99%	95.61%	88.72%	79.61%	84.66%	88.81%	91.68%	93.64%	97.17%	96.93%	77.46%	86.76%	81.32%	69.48%	95.29%	77.70%	90.35%	82.94%	92.46%	94.93%	84.77%	83.49%	94.73%	79.93%	83.54%	95.46%	85.26%	82.96%	82.65%	71.58%	77.27%	83.48%	78.38%	83.40%	85.94%	66.00%	82.11%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	0	2	0	0	0	1	1	0	0	1	4	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.21%	0.37%	0.00%	0.00%	0.12%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.19%	0.49%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	966	102	30	49	17	12	13	77	12	35	12	10	23	12	13	5	2	6	4	40	18	12	69	0	18	20	23	3	3	18	16	10	55	10	5	4	4	25	42	22	11	17	7	49	16	15									
		4.86%	15.53%	7.67%	8.78%	1.69%	1.85%	14.44%	16.52%	4.40%	16.99%	2.03%	1.18%	6.34%	3.83%	4.69%	0.99%	1.16%	1.42%	0.44%	7.71%	4.41%	3.16%	8.96%	0.00%	6.47%	4.39%	9.13%	0.75%	1.09%	5.17%	4.89%	2.11%	6.82%	6.10%	0.76%	4.21%	1.79%	2.61%	7.65%	7.14%	9.57%	4.18%	2.98%	4.39%	10.67%	7.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	1	0	0	8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.28%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	4	0	2	4	0	1	0	2	0	0	0	0	5	2	2	0	0	3	1	0	0	0	2	1	0	1	2									
		0.19%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.77%	0.00%	0.53%	0.52%	0.00%	0.36%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	1.05%	0.25%	1.22%	0.00%	0.00%	1.35%	0.10%	0.00%	0.00%	0.00%	0.49%	0.43%	0.00%	0.67%	1.05%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1837	163	92	43	178	151	15	107	21	25	9	64	19	11	11	25	9	6	0	28	18	40	98	13	35	24	13	27	11	16	22	0	86	9	25	10	11	130	86	39	2	23	19	65	29	9									
		9.25%	24.81%	23.53%	7.71%	17.71%	23.34%	16.67%	22.96%	7.69%	12.14%	1.52%	7.52%	5.23%	3.51%	3.97%	4.95%	5.20%	1.42%	0.00%	5.39%	4.41%	10.53%	12.73%	4.38%	12.59%	5.26%	5.16%	6.78%	3.99%	4.60%	6.73%	0.00%	10.66%	5.49%	3.78%	10.53%	4.93%	13.58%	15.66%	12.66%	1.74%	5.65%	8.09%	5.82%	19.33%	4.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.07%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	239	21	13	11	4	16	0	19	6	3	5	12	6	0	1	1	0	0	2	6	1	2	12	0	7	0	2	0	0	3	1	0	7	3	0	0	10	3	19	5	0	8	9	17	1	3									
		1.20%	3.20%	3.32%	1.97%	0.40%	2.47%	0.00%	4.08%	2.20%	1.46%	0.84%	1.41%	1.65%	0.00%	0.36%	0.20%	0.00%	0.00%	0.22%	1.16%	0.25%	0.53%	1.56%	0.00%	2.52%	0.00%	0.79%	0.00%	0.00%	0.86%	0.31%	0.00%	0.87%	1.83%	0.00%	0.00%	4.48%	0.31%	3.46%	1.62%	0.00%	1.97%	3.83%	1.52%	0.67%	1.58%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
