Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Шатровская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	262	19	21	14	14	17	7	5	4	25	2	11	13	5	16	7	13	2	1	1	2	10	4	5	2	1	14	5	8	0	8	6									
		3.43%	4.51%	3.63%	3.12%	3.86%	3.66%	5.79%	7.04%	3.42%	7.89%	2.33%	3.77%	3.62%	1.20%	5.84%	4.73%	2.47%	1.05%	1.16%	1.49%	4.55%	3.83%	2.45%	1.67%	2.67%	1.11%	3.26%	2.59%	2.59%	0.00%	4.21%	3.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	142	1	10	23	8	4	1	3	0	12	2	5	12	12	6	3	9	5	1	1	1	4	0	2	0	0	5	1	6	1	2	2									
		1.86%	0.24%	1.73%	5.12%	2.20%	0.86%	0.83%	4.23%	0.00%	3.79%	2.33%	1.71%	3.34%	2.88%	2.19%	2.03%	1.71%	2.63%	1.16%	1.49%	2.27%	1.53%	0.00%	0.67%	0.00%	0.00%	1.16%	0.52%	1.94%	1.18%	1.05%	1.31%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3739	185	236	216	138	225	80	27	74	135	52	147	184	270	126	77	216	106	57	32	9	105	90	175	49	64	173	119	150	45	95	82									
		48.94%	43.94%	40.76%	48.11%	38.02%	48.49%	66.12%	38.03%	63.25%	42.59%	60.47%	50.34%	51.25%	64.75%	45.99%	52.03%	41.06%	55.79%	66.28%	47.76%	20.45%	40.23%	55.21%	58.33%	65.33%	71.11%	40.23%	61.66%	48.54%	52.94%	50.00%	53.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	16	0	1	2	1	2	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0									
		0.21%	0.00%	0.17%	0.45%	0.28%	0.43%	0.00%	0.00%	0.85%	0.32%	0.00%	0.34%	0.28%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	2.27%	0.00%	0.61%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.53%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	2	0	1	0	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1									
		0.20%	0.48%	0.00%	0.22%	0.00%	0.22%	0.00%	0.00%	0.00%	0.95%	0.00%	0.34%	0.00%	0.00%	0.00%	2.03%	0.00%	0.53%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.65%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1324	83	108	74	77	93	13	19	5	54	17	59	67	32	23	26	122	30	10	18	14	49	23	45	17	12	86	32	58	14	29	15									
		17.33%	19.71%	18.65%	16.48%	21.21%	20.04%	10.74%	26.76%	4.27%	17.03%	19.77%	20.21%	18.66%	7.67%	8.39%	17.57%	23.19%	15.79%	11.63%	26.87%	31.82%	18.77%	14.11%	15.00%	22.67%	13.33%	20.00%	16.58%	18.77%	16.47%	15.26%	9.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	1	0	1	1	1	1									
		0.20%	0.00%	0.00%	0.22%	0.28%	0.22%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.67%	0.00%	0.00%	0.23%	0.00%	0.32%	1.18%	0.53%	0.65%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	2	0	1	3	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	2	0	2	0	0	0									
		0.22%	0.48%	0.00%	0.22%	0.83%	0.00%	0.00%	2.82%	0.00%	0.00%	1.16%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.65%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	2	0	0	2	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1									
		0.13%	0.48%	0.00%	0.00%	0.55%	0.00%	0.00%	2.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.65%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	3	1	1	4	9	0	3	1	0	0	0	0	1	2	1	5	0	0	0	1	1	0	2	0	0	3	2	1	0	0	0									
		0.54%	0.71%	0.17%	0.22%	1.10%	1.94%	0.00%	4.23%	0.85%	0.00%	0.00%	0.00%	0.00%	0.24%	0.73%	0.68%	0.95%	0.00%	0.00%	0.00%	2.27%	0.38%	0.00%	0.67%	0.00%	0.00%	0.70%	1.04%	0.32%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1150	60	104	61	61	48	8	7	20	55	5	32	36	46	59	21	92	24	11	12	11	72	29	51	6	3	79	11	47	13	26	40									
		15.05%	14.25%	17.96%	13.59%	16.80%	10.34%	6.61%	9.86%	17.09%	17.35%	5.81%	10.96%	10.03%	11.03%	21.53%	14.19%	17.49%	12.63%	12.79%	17.91%	25.00%	27.59%	17.79%	17.00%	8.00%	3.33%	18.37%	5.70%	15.21%	15.29%	13.68%	26.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	1	3	2	0	0	0	2	0	1	0	3	0	1	2	0	3	0	1	0	0	0	0	1	0	0	1	0	1	1	2	1									
		0.34%	0.24%	0.52%	0.45%	0.00%	0.00%	0.00%	2.82%	0.00%	0.32%	0.00%	1.03%	0.00%	0.24%	0.73%	0.00%	0.57%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.23%	0.00%	0.32%	1.18%	1.05%	0.65%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	681	54	88	29	45	56	9	0	9	16	1	23	42	44	22	6	49	12	3	0	2	13	12	9	1	9	52	17	25	10	21	2									
		8.91%	12.83%	15.20%	6.46%	12.40%	12.07%	7.44%	0.00%	7.69%	5.05%	1.16%	7.88%	11.70%	10.55%	8.03%	4.05%	9.32%	6.32%	3.49%	0.00%	4.55%	4.98%	7.36%	3.00%	1.33%	10.00%	12.09%	8.81%	8.09%	11.76%	11.05%	1.31%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
