10	Число действительных избирательных бюллетеней	90046	1005	950	291	737	161	999	1047	858	916	1369	751	835	782	1221	895	992	274	1544	700	1111	1362	1274	1025	650	1418	1490	1583	1550	1271	1247	1341	1164	1293	1154	1251	1022	1369	1088	1037	882	844	901	645	471	724	796	808	1656	893	1062	947	766	829	1206	1236	1147	1459	1185	934	1196	1659	1450	1150	1001	1452	1391	995	555	838	707	1479	1582	1176	1513	1041	1361	1485	1971	1631	1012	1036	843	166	457	481									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																
13	Бабурин Сергей Николаевич	908	10	7	1	6	1	11	11	8	9	15	5	7	7	14	6	15	1	14	10	17	12	13	8	3	16	16	15	18	15	6	14	12	17	14	13	17	14	11	10	4	13	7	6	5	4	8	6	17	10	18	7	8	10	12	15	7	18	8	11	18	14	18	18	10	9	14	6	2	10	7	17	23	8	15	10	14	15	19	16	8	14	5	1	2	2									
		0.99%	0.99%	0.73%	0.34%	0.81%	0.62%	1.09%	1.03%	0.91%	0.96%	1.08%	0.65%	0.82%	0.87%	1.13%	0.66%	1.49%	0.36%	0.88%	1.40%	1.50%	0.85%	1.00%	0.77%	0.45%	1.11%	1.05%	0.94%	1.14%	1.16%	0.48%	1.03%	1.01%	1.30%	1.19%	1.02%	1.65%	1.00%	1.00%	0.95%	0.45%	1.53%	0.76%	0.91%	1.05%	0.55%	0.94%	0.73%	1.01%	1.10%	1.67%	0.72%	1.03%	1.18%	0.98%	1.19%	0.60%	1.21%	0.66%	1.14%	1.47%	0.83%	1.22%	1.54%	0.98%	0.61%	0.99%	0.60%	0.36%	1.18%	0.98%	1.13%	1.43%	0.67%	0.98%	0.95%	1.02%	0.99%	0.95%	0.97%	0.77%	1.33%	0.59%	0.60%	0.43%	0.41%									
14	Грудинин Павел Николаевич	11489	109	120	24	52	20	130	121	82	117	166	83	88	71	142	103	140	23	202	78	151	179	163	140	109	169	180	201	192	165	133	181	145	159	146	170	134	199	145	138	104	109	97	53	60	118	104	85	204	134	130	115	88	102	156	143	159	223	178	157	169	303	237	139	162	194	182	123	71	117	101	184	214	140	220	131	145	223	276	211	77	98	97	9	31	46									
		12.55%	10.81%	12.44%	8.14%	6.99%	12.42%	12.83%	11.37%	9.35%	12.53%	11.99%	10.85%	10.29%	8.84%	11.49%	11.29%	13.89%	8.30%	12.76%	10.89%	13.32%	12.75%	12.57%	13.50%	16.44%	11.68%	11.86%	12.57%	12.20%	12.79%	10.56%	13.34%	12.15%	12.14%	12.46%	13.35%	12.98%	14.26%	13.18%	13.04%	11.59%	12.82%	10.53%	8.05%	12.55%	16.14%	12.21%	10.37%	12.16%	14.69%	12.06%	11.87%	11.28%	12.03%	12.68%	11.35%	13.61%	14.98%	14.77%	16.29%	13.84%	18.02%	16.02%	11.92%	15.82%	13.12%	12.88%	12.21%	12.61%	13.81%	14.21%	12.20%	13.32%	11.74%	14.40%	12.42%	10.55%	14.85%	13.77%	12.76%	7.43%	9.32%	11.37%	5.39%	6.70%	9.47%									
15	Жириновский Владимир Вольфович	8159	89	98	39	89	34	98	94	88	88	136	94	99	87	156	105	80	33	107	60	106	100	130	97	70	141	129	135	154	104	125	100	101	126	91	121	72	157	97	115	87	98	93	75	30	58	67	63	181	84	84	96	71	90	103	84	124	123	81	54	95	103	81	108	89	146	103	84	59	66	55	108	115	85	115	92	107	108	140	167	138	118	80	16	44	46									
		8.91%	8.83%	10.16%	13.22%	11.98%	21.12%	9.67%	8.83%	10.03%	9.42%	9.82%	12.29%	11.58%	10.83%	12.62%	11.51%	7.94%	11.91%	6.76%	8.38%	9.35%	7.12%	10.02%	9.35%	10.56%	9.74%	8.50%	8.44%	9.78%	8.06%	9.93%	7.37%	8.47%	9.62%	7.76%	9.51%	6.98%	11.25%	8.82%	10.87%	9.70%	11.53%	10.10%	11.40%	6.28%	7.93%	7.86%	7.68%	10.79%	9.21%	7.79%	9.91%	9.10%	10.61%	8.37%	6.67%	10.62%	8.26%	6.72%	5.60%	7.78%	6.13%	5.48%	9.26%	8.69%	9.87%	7.29%	8.34%	10.48%	7.79%	7.74%	7.16%	7.16%	7.13%	7.53%	8.72%	7.79%	7.19%	6.99%	10.10%	13.31%	11.22%	9.38%	9.58%	9.50%	9.47%									
16	Путин Владимир Владимирович	63097	747	685	219	560	100	710	766	637	668	966	528	594	567	843	631	692	206	1109	494	727	960	902	708	405	984	1071	1132	1062	906	903	938	811	888	798	863	711	913	774	715	617	575	643	473	342	473	549	600	1136	591	733	666	549	575	856	909	779	967	799	630	807	1083	979	773	642	973	972	689	385	590	496	1065	1124	842	1069	709	1007	1028	1405	1142	702	764	628	136	365	367									
		68.90%	74.11%	70.98%	74.24%	75.37%	62.11%	70.09%	71.99%	72.63%	71.52%	69.75%	69.02%	69.47%	70.61%	68.20%	69.19%	68.65%	74.37%	70.06%	68.99%	64.11%	68.38%	69.55%	68.27%	61.09%	68.00%	70.55%	70.79%	67.47%	70.23%	71.72%	69.12%	67.98%	67.79%	68.09%	67.79%	68.90%	65.40%	70.36%	67.58%	68.78%	67.65%	69.82%	71.88%	71.55%	64.71%	64.44%	73.17%	67.74%	64.80%	67.99%	68.73%	70.38%	67.81%	69.59%	72.14%	66.70%	64.94%	66.31%	65.35%	66.09%	64.43%	66.19%	66.30%	62.70%	65.79%	68.79%	68.42%	68.38%	69.66%	69.76%	70.62%	69.94%	70.64%	69.96%	67.20%	73.29%	68.44%	70.11%	69.09%	67.70%	72.62%	73.62%	81.44%	78.83%	75.51%									
17	Собчак Ксения Анатольевна	2876	19	16	5	12	2	23	19	20	14	35	20	19	18	35	32	26	4	35	23	46	50	29	36	32	50	41	46	61	35	38	55	47	57	49	37	43	53	25	21	30	30	31	19	14	36	31	25	49	42	40	24	25	22	26	35	37	64	51	30	41	70	53	60	46	58	50	44	14	23	19	44	43	38	39	43	32	50	63	41	61	19	14	3	8	11									
		3.14%	1.88%	1.66%	1.69%	1.62%	1.24%	2.27%	1.79%	2.28%	1.50%	2.53%	2.61%	2.22%	2.24%	2.83%	3.51%	2.58%	1.44%	2.21%	3.21%	4.06%	3.56%	2.24%	3.47%	4.83%	3.46%	2.70%	2.88%	3.88%	2.71%	3.02%	4.05%	3.94%	4.35%	4.18%	2.91%	4.17%	3.80%	2.27%	1.98%	3.34%	3.53%	3.37%	2.89%	2.93%	4.92%	3.64%	3.05%	2.92%	4.61%	3.71%	2.48%	3.21%	2.59%	2.11%	2.78%	3.17%	4.30%	4.23%	3.11%	3.36%	4.16%	3.58%	5.15%	4.49%	3.92%	3.54%	4.37%	2.49%	2.72%	2.67%	2.92%	2.68%	3.19%	2.55%	4.08%	2.33%	3.33%	3.14%	2.48%	5.88%	1.81%	1.64%	1.80%	1.73%	2.26%									
18	Сурайкин Максим Александрович	710	7	8	0	3	1	12	8	5	6	9	8	8	7	7	3	5	3	14	5	11	10	10	6	6	13	13	13	16	8	15	13	13	10	9	9	13	7	10	11	10	5	7	6	3	2	5	3	15	7	5	6	1	12	17	5	7	11	7	3	14	12	8	12	9	15	14	10	5	11	6	11	10	12	8	17	15	5	7	10	5	11	4	1	3	3									
		0.78%	0.69%	0.83%	0.00%	0.40%	0.62%	1.18%	0.75%	0.57%	0.64%	0.65%	1.05%	0.94%	0.87%	0.57%	0.33%	0.50%	1.08%	0.88%	0.70%	0.97%	0.71%	0.77%	0.58%	0.90%	0.90%	0.86%	0.81%	1.02%	0.62%	1.19%	0.96%	1.09%	0.76%	0.77%	0.71%	1.26%	0.50%	0.91%	1.04%	1.11%	0.59%	0.76%	0.91%	0.63%	0.27%	0.59%	0.37%	0.89%	0.77%	0.46%	0.62%	0.13%	1.42%	1.38%	0.40%	0.60%	0.74%	0.58%	0.31%	1.15%	0.71%	0.54%	1.03%	0.88%	1.01%	0.99%	0.99%	0.89%	1.30%	0.84%	0.73%	0.62%	1.01%	0.52%	1.61%	1.09%	0.33%	0.35%	0.60%	0.48%	1.05%	0.47%	0.60%	0.65%	0.62%									
19	Титов Борис Юрьевич	1294	13	8	2	8	2	8	18	11	11	20	5	14	11	15	8	13	1	28	11	28	17	11	14	15	21	17	17	20	23	13	18	23	15	23	18	11	11	16	9	11	4	9	7	4	16	12	9	21	11	18	17	10	9	11	19	19	25	21	19	22	30	32	24	18	26	26	15	12	14	10	23	27	27	26	14	20	24	31	21	18	5	2	0	4	4									
		1.41%	1.29%	0.83%	0.68%	1.08%	1.24%	0.79%	1.69%	1.25%	1.18%	1.44%	0.65%	1.64%	1.37%	1.21%	0.88%	1.29%	0.36%	1.77%	1.54%	2.47%	1.21%	0.85%	1.35%	2.26%	1.45%	1.12%	1.06%	1.27%	1.78%	1.03%	1.33%	1.93%	1.15%	1.96%	1.41%	1.07%	0.79%	1.45%	0.85%	1.23%	0.47%	0.98%	1.06%	0.84%	2.19%	1.41%	1.10%	1.25%	1.21%	1.67%	1.75%	1.28%	1.06%	0.89%	1.51%	1.63%	1.68%	1.74%	1.97%	1.80%	1.78%	2.16%	2.06%	1.76%	1.76%	1.84%	1.49%	2.13%	1.65%	1.41%	1.53%	1.68%	2.27%	1.70%	1.33%	1.46%	1.60%	1.55%	1.27%	1.74%	0.48%	0.23%	0.00%	0.86%	0.82%									
20	Явлинский Григорий Алексеевич	1513	11	8	1	7	1	7	10	7	3	22	8	6	14	9	7	21	3	35	19	25	34	16	16	10	24	23	24	27	15	14	22	12	21	24	20	21	15	10	18	19	10	14	6	13	17	20	17	33	14	34	16	14	9	25	26	15	28	40	30	30	44	42	16	25	31	30	24	7	7	13	27	26	24	21	25	21	32	30	23	3	7	13	0	0	2									
		1.65%	1.09%	0.83%	0.34%	0.94%	0.62%	0.69%	0.94%	0.80%	0.32%	1.59%	1.05%	0.70%	1.74%	0.73%	0.77%	2.08%	1.08%	2.21%	2.65%	2.20%	2.42%	1.23%	1.54%	1.51%	1.66%	1.52%	1.50%	1.72%	1.16%	1.11%	1.62%	1.01%	1.60%	2.05%	1.57%	2.03%	1.07%	0.91%	1.70%	2.12%	1.18%	1.52%	0.91%	2.72%	2.33%	2.35%	2.07%	1.97%	1.54%	3.15%	1.65%	1.79%	1.06%	2.03%	2.06%	1.28%	1.88%	3.32%	3.11%	2.46%	2.62%	2.84%	1.37%	2.44%	2.10%	2.12%	2.38%	1.24%	0.83%	1.83%	1.79%	1.62%	2.01%	1.37%	2.37%	1.53%	2.13%	1.50%	1.39%	0.29%	0.67%	1.52%	0.00%	0.00%	0.41%									
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
