Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Петропавловская 																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	173	10	13	26	26	17	16	13	29	15	4	4					
		2.57%	1.44%	1.67%	3.34%	2.94%	3.32%	2.74%	2.32%	3.69%	2.4%	3.96%	0.95%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	69	7	8	6	6	4	5	8	12	10	2	1					
		1.02%	1.00%	1.03%	0.77%	0.68%	0.78%	0.85%	1.43%	1.53%	1.6%	1.98%	0.23%					
22	"5. ""За Русь Святую"""	27	9	3	6	1	0	2	2	1	0	1	2					
		0.40%	1.29%	0.38%	0.77%	0.11%	0.0%	0.34%	0.35%	0.12%	0.0%	0.99%	0.47%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	1	1	1	0	0	0	2	0	2	1	2					
		0.14%	0.14%	0.12%	0.12%	0.0%	0.0%	0.0%	0.35%	0.0%	0.32%	0.99%	0.47%					
24	"7. ""Новый курс - Автомобильная Россия"""	15	3	0	0	0	1	2	3	4	1	1	0					
		0.22%	0.43%	0.0%	0.0%	0.0%	0.19%	0.34%	0.53%	0.51%	0.16%	0.99%	0.0%					
25	"8. ""Народно-республиканская партия России"""	4	0	0	0	0	1	2	0	1	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.19%	0.34%	0.0%	0.12%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	4	0	0	2	0	0	0	1	1	0	0	0					
		0.05%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.17%	0.12%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1019	124	103	86	215	91	80	151	39	21	5	104					
		15.17%	17.86%	13.29%	11.05%	24.37%	17.77%	13.72%	27.06%	4.97%	3.36%	4.95%	24.70%					
28	"11. ""Истинные патриоты России"""	4	1	1	0	0	0	0	1	0	1	0	0					
		0.05%	0.14%	0.12%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.16%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	59	9	5	10	4	5	5	6	5	4	1	5					
		0.87%	1.29%	0.64%	1.28%	0.45%	0.97%	0.85%	1.07%	0.63%	0.64%	0.99%	1.18%					
30	"13. ""Демократическая партия России"""	17	2	2	2	2	1	2	1	1	3	0	1					
		0.25%	0.28%	0.25%	0.25%	0.22%	0.19%	0.34%	0.17%	0.12%	0.48%	0.0%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	3	1	0	0	0	3	0	2	1	1					
		0.16%	0.0%	0.38%	0.12%	0.0%	0.0%	0.0%	0.53%	0.0%	0.32%	0.99%	0.23%					
32	"15. ""Партия СЛОН"""	3	0	0	0	0	1	1	0	1	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.19%	0.17%	0.0%	0.12%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	297	36	31	23	23	23	20	20	48	53	12	8					
		4.42%	5.18%	4.0%	2.95%	2.60%	4.49%	3.43%	3.58%	6.12%	8.48%	11.88%	1.90%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	2	1	6	2	1	0	1	2	0	0	1					
		0.23%	0.28%	0.12%	0.77%	0.22%	0.19%	0.0%	0.17%	0.25%	0.0%	0.0%	0.23%					
35	"18. ""ЛДПР"""	1049	112	108	161	145	74	85	86	116	96	11	55					
		15.62%	16.13%	13.93%	20.69%	16.43%	14.45%	14.57%	15.41%	14.79%	15.36%	10.89%	13.06%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	138	14	12	11	19	17	13	5	25	12	1	9					
		2.05%	2.01%	1.54%	1.41%	2.15%	3.32%	2.22%	0.89%	3.18%	1.92%	0.99%	2.13%					
37	"20. ""Политическая партия ""Единая Россия"""	1789	204	287	293	120	148	99	110	245	194	29	60					
		26.64%	29.39%	37.03%	37.66%	13.60%	28.90%	16.98%	19.71%	31.25%	31.04%	28.71%	14.25%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	0	3	0	0	1	2	1	0	0	0	1					
		0.11%	0.0%	0.38%	0.0%	0.0%	0.19%	0.34%	0.17%	0.0%	0.0%	0.0%	0.23%					
39	"22. ""Развитие предпринимательства"""	24	1	1	2	7	3	2	1	3	3	0	1					
		0.35%	0.14%	0.12%	0.25%	0.79%	0.58%	0.34%	0.17%	0.38%	0.48%	0.0%	0.23%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1535	99	139	93	258	96	221	112	185	155	23	154					
		22.86%	14.26%	17.93%	11.95%	29.25%	18.75%	37.90%	20.07%	23.59%	24.8%	22.77%	36.57%					
																		
41	Против всех	179	29	16	17	33	7	9	7	26	25	6	4					
		2.66%	4.17%	2.06%	2.18%	3.74%	1.36%	1.54%	1.25%	3.31%	4.0%	5.94%	0.95%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
