Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Новоаннинская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	467	18	15	10	15	15	15	15	27	15	15	5	15	0	6	17	3	3	3	15	3	3	25	3	15	0	3	10	15	3	15	3	25	3	15	15	15	3	8	4	15	3	16	3	3	12	0	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	356	16	9	7	15	8	13	15	21	8	14	5	2	0	6	17	0	0	0	11	3	3	21	1	15	0	1	8	11	2	14	0	21	2	7	13	12	0	7	4	10	0	16	3	3	12	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	143	1	8	6	7	3	7	4	7	3	9	3	8	2	1	2	4	1	2	0	0	1	4	1	7	3	0	1	2	2	4	2	7	2	4	1	2	1	3	6	1	1	3	3	1	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	111	2	6	3	0	7	2	0	6	7	1	0	13	0	0	0	3	3	3	4	0	0	4	2	0	0	2	2	4	1	1	3	4	1	8	2	3	3	1	0	5	3	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	0	3	0	1	0	0	4	0	0	2	1	0	0	1	0	0	0	0	2	2	0	3	0	2	0	0	1	0	0	1	0	4	0	0	0	0	0	0	1	0	0	2	1	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	1376	46	32	41	45	37	47	38	45	29	41	51	30	4	0	60	23	7	8	45	28	17	35	2	29	8	5	8	29	5	33	16	127	19	59	32	36	4	6	23	34	4	43	16	18	94	11	6					
		7.07%	5.16%	3.86%	6.38%	6.97%	4.36%	5.70%	4.29%	5.62%	4.45%	5.10%	7.88%	5.45%	5.19%	0.00%	16.04%	14.74%	7.29%	10.53%	16.19%	17.95%	7.76%	5.99%	1.28%	5.21%	7.41%	3.23%	4.65%	7.77%	2.13%	7.73%	8.99%	11.24%	5.97%	17.30%	9.09%	5.67%	3.36%	4.32%	6.74%	7.13%	2.30%	6.89%	9.41%	8.96%	11.45%	20.75%	6.82%					
19	2.Всероссийская политическая партия «Гражданская Сила»	69	2	7	3	6	5	2	8	3	1	2	4	0	0	0	2	0	0	2	1	0	0	0	0	3	0	0	0	1	0	5	0	3	0	0	0	2	0	0	0	0	0	2	0	2	3	0	0					
		0.35%	0.22%	0.84%	0.47%	0.93%	0.59%	0.24%	0.90%	0.37%	0.15%	0.25%	0.62%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	2.63%	0.36%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.27%	0.00%	1.17%	0.00%	0.27%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.99%	0.37%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	23	0	1	0	0	2	3	0	1	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	3	0	0					
		0.12%	0.00%	0.12%	0.00%	0.00%	0.24%	0.36%	0.00%	0.12%	0.15%	0.00%	0.31%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.31%	0.00%	0.72%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3032	188	150	138	102	142	119	182	194	151	90	81	122	4	6	37	11	7	12	20	16	34	81	6	100	16	8	20	42	40	42	27	159	43	89	56	102	21	43	52	23	12	80	23	23	100	7	11					
		15.57%	21.10%	18.09%	21.46%	15.79%	16.75%	14.44%	20.56%	24.22%	23.16%	11.19%	12.52%	22.18%	5.19%	6.82%	9.89%	7.05%	7.29%	15.79%	7.19%	10.26%	15.53%	13.87%	3.85%	17.95%	14.81%	5.16%	11.63%	11.26%	17.02%	9.84%	15.17%	14.07%	13.52%	26.10%	15.91%	16.06%	17.65%	30.94%	15.25%	4.82%	6.90%	12.82%	13.53%	11.44%	12.18%	13.21%	12.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	34	2	1	2	1	1	1	0	1	3	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	1	0	0	2	0	4	1	0	0	1	0	0	0	1	0	0	0	0	2	2	0					
		0.17%	0.22%	0.12%	0.31%	0.15%	0.12%	0.12%	0.00%	0.12%	0.46%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.58%	0.00%	0.00%	0.47%	0.00%	0.35%	0.31%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.24%	3.77%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	1	0	0	1	3	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	1	1	0	0	2	0	0	0	0	0					
		0.10%	0.11%	0.00%	0.00%	0.15%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.31%	0.59%	0.00%	0.00%	0.00%	0.72%	0.29%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1482	63	54	41	46	56	56	70	54	46	85	48	38	7	7	23	13	7	6	24	10	18	51	1	32	9	1	21	39	30	27	19	96	20	13	29	59	7	2	20	20	11	43	10	7	111	8	24					
		7.61%	7.07%	6.51%	6.38%	7.12%	6.60%	6.80%	7.91%	6.74%	7.06%	10.57%	7.42%	6.91%	9.09%	7.95%	6.15%	8.33%	7.29%	7.89%	8.63%	6.41%	8.22%	8.73%	0.64%	5.75%	8.33%	0.65%	12.21%	10.46%	12.77%	6.32%	10.67%	8.50%	6.29%	3.81%	8.24%	9.29%	5.88%	1.44%	5.87%	4.19%	6.32%	6.89%	5.88%	3.48%	13.52%	15.09%	27.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	966	43	48	39	32	54	47	70	46	44	44	41	40	1	5	4	1	8	4	13	9	10	22	10	28	0	10	21	12	3	15	17	51	6	10	9	34	3	4	12	17	8	32	3	5	25	1	5					
		4.96%	4.83%	5.79%	6.07%	4.95%	6.37%	5.70%	7.91%	5.74%	6.75%	5.47%	6.34%	7.27%	1.30%	5.68%	1.07%	0.64%	8.33%	5.26%	4.68%	5.77%	4.57%	3.77%	6.41%	5.03%	0.00%	6.45%	12.21%	3.22%	1.28%	3.51%	9.55%	4.51%	1.89%	2.93%	2.56%	5.35%	2.52%	2.88%	3.52%	3.56%	4.60%	5.13%	1.76%	2.49%	3.05%	1.89%	5.68%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	97	4	5	6	3	2	7	3	3	1	2	4	1	0	0	1	1	0	1	0	1	0	3	1	2	0	0	0	2	0	0	0	4	4	1	1	8	2	4	13	2	1	0	0	0	3	0	1					
		0.50%	0.45%	0.60%	0.93%	0.46%	0.24%	0.85%	0.34%	0.37%	0.15%	0.25%	0.62%	0.18%	0.00%	0.00%	0.27%	0.64%	0.00%	1.32%	0.00%	0.64%	0.00%	0.51%	0.64%	0.36%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.35%	1.26%	0.29%	0.28%	1.26%	1.68%	2.88%	3.81%	0.42%	0.57%	0.00%	0.00%	0.00%	0.37%	0.00%	1.14%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12144	524	518	365	402	529	528	506	440	371	521	409	316	61	68	243	103	66	43	169	89	140	387	136	354	71	129	97	244	157	298	98	676	222	163	224	382	79	75	218	373	136	416	117	145	474	23	39					
		62.38%	58.81%	62.48%	56.77%	62.23%	62.38%	64.08%	57.18%	54.93%	56.90%	64.80%	63.21%	57.45%	79.22%	77.27%	64.97%	66.03%	68.75%	56.58%	60.79%	57.05%	63.93%	66.27%	87.18%	63.55%	65.74%	83.23%	56.40%	65.42%	66.81%	69.79%	55.06%	59.82%	69.81%	47.80%	63.64%	60.16%	66.39%	53.96%	63.93%	78.20%	78.16%	66.67%	68.82%	72.14%	57.73%	43.40%	44.32%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	71	5	7	2	3	2	5	4	7	2	7	3	1	0	0	0	0	1	0	0	0	0	2	0	1	3	1	0	0	0	1	1	3	1	1	1	0	0	0	0	0	0	4	0	1	0	0	2					
		0.36%	0.56%	0.84%	0.31%	0.46%	0.24%	0.61%	0.45%	0.87%	0.31%	0.87%	0.46%	0.18%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.18%	2.78%	0.65%	0.00%	0.00%	0.00%	0.23%	0.56%	0.27%	0.31%	0.29%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.50%	0.00%	0.00%	2.27%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
