Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Медвенская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1054	112	220	45	37	30	47	72	15	16	20	26	14	41	16	52	22	68	37	70	33	24	37									
		14.33%	19.11%	19.73%	8.64%	7.66%	9.80%	11.03%	22.86%	7.11%	9.47%	9.66%	15.12%	10.94%	11.52%	14.16%	12.41%	15.60%	12.73%	12.42%	21.34%	19.53%	21.62%	14.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	4	2	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	3	0	2									
		0.26%	0.17%	0.36%	0.38%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	1.42%	0.00%	0.00%	0.30%	1.78%	0.00%	0.80%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	4	11	2	1	2	1	0	1	0	0	0	0	0	0	1	1	1	1	4	0	0	2									
		0.43%	0.68%	0.99%	0.38%	0.21%	0.65%	0.23%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.71%	0.19%	0.34%	1.22%	0.00%	0.00%	0.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	1	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1									
		0.15%	0.00%	0.09%	0.19%	0.00%	0.00%	0.23%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.40%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	6	8	1	1	0	1	3	5	0	0	0	0	3	1	0	0	1	1	1	0	0	2									
		0.46%	1.02%	0.72%	0.19%	0.21%	0.00%	0.23%	0.95%	2.37%	0.00%	0.00%	0.00%	0.00%	0.84%	0.88%	0.00%	0.00%	0.19%	0.34%	0.30%	0.00%	0.00%	0.80%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	687	78	137	38	33	45	32	31	19	7	13	18	12	18	16	32	8	31	30	32	19	7	31									
		9.34%	13.31%	12.29%	7.29%	6.83%	14.71%	7.51%	9.84%	9.00%	4.14%	6.28%	10.47%	9.38%	5.06%	14.16%	7.64%	5.67%	5.81%	10.07%	9.76%	11.24%	6.31%	12.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	123	14	34	10	5	3	2	2	1	2	4	1	2	3	0	2	8	6	4	7	1	8	4									
		1.67%	2.39%	3.05%	1.92%	1.04%	0.98%	0.47%	0.63%	0.47%	1.18%	1.93%	0.58%	1.56%	0.84%	0.00%	0.48%	5.67%	1.12%	1.34%	2.13%	0.59%	7.21%	1.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	195	18	37	11	9	4	9	7	0	5	7	5	7	6	2	7	2	13	18	14	3	2	9									
		2.65%	3.07%	3.32%	2.11%	1.86%	1.31%	2.11%	2.22%	0.00%	2.96%	3.38%	2.91%	5.47%	1.69%	1.77%	1.67%	1.42%	2.43%	6.04%	4.27%	1.78%	1.80%	3.61%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
