Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ардатовская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	512	30	25	25	30	25	30	10	10	25	25	25	5	5	25	25	20	10	10	10	10	15	25	10	10	10	10	25	10	10	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	299	30	23	14	30	17	29	10	3	14	7	10	4	0	6	12	17	6	4	4	0	9	5	1	4	10	0	9	10	7	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	211	12	4	7	56	6	11	3	1	3	0	11	2	6	4	3	11	6	9	7	0	10	4	5	1	10	4	4	5	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	213	0	2	11	0	8	1	0	7	11	18	15	1	5	19	13	3	4	6	6	10	6	20	9	6	0	10	16	0	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	65	5	8	1	16	6	13	0	0	2	0	0	0	0	1	0	2	1	3	0	0	2	1	0	0	1	1	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	74	6	4	0	10	9	7	1	0	2	4	3	0	0	2	2	0	1	2	1	0	0	2	2	1	3	0	5	3	0	4									
		0.57%	0.75%	0.57%	0.00%	1.07%	1.21%	0.78%	0.69%	0.00%	0.30%	0.77%	0.28%	0.00%	0.00%	0.79%	0.65%	0.00%	0.25%	0.57%	0.27%	0.00%	0.00%	0.36%	0.70%	0.54%	0.87%	0.00%	0.78%	1.62%	0.00%	1.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	386	15	40	19	36	25	36	3	12	19	22	16	0	2	23	11	5	12	17	8	6	7	6	4	2	6	10	8	7	1	8									
		2.98%	1.87%	5.74%	4.09%	3.84%	3.37%	4.00%	2.08%	6.03%	2.87%	4.26%	1.51%	0.00%	3.17%	9.09%	3.55%	1.06%	2.98%	4.83%	2.17%	2.73%	2.23%	1.07%	1.39%	1.09%	1.74%	3.66%	1.25%	3.78%	0.37%	3.35%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	135	5	6	2	24	10	20	4	0	17	11	6	0	1	0	3	1	6	5	2	0	0	2	4	1	0	1	0	2	1	1									
		1.04%	0.62%	0.86%	0.43%	2.56%	1.35%	2.22%	2.78%	0.00%	2.56%	2.13%	0.57%	0.00%	1.59%	0.00%	0.97%	0.21%	1.49%	1.42%	0.54%	0.00%	0.00%	0.36%	1.39%	0.54%	0.00%	0.37%	0.00%	1.08%	0.37%	0.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8728	586	357	239	475	476	476	107	134	393	300	797	65	53	161	222	353	296	204	311	176	257	448	221	142	268	215	480	113	237	166									
		67.44%	72.89%	51.22%	51.51%	50.69%	64.15%	52.95%	74.31%	67.34%	59.28%	58.03%	75.40%	81.25%	84.13%	63.64%	71.61%	74.95%	73.45%	57.95%	84.51%	80.00%	81.85%	79.57%	77.00%	77.17%	77.68%	78.75%	75.12%	61.08%	87.78%	69.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	0	2	1	4	0	1	0	0	2	2	4	0	0	0	0	0	3	2	0	0	0	1	0	0	1	2	1	0	0	2									
		0.22%	0.00%	0.29%	0.22%	0.43%	0.00%	0.11%	0.00%	0.00%	0.30%	0.39%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.57%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.29%	0.73%	0.16%	0.00%	0.00%	0.84%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0									
		0.07%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.15%	0.39%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.29%	0.00%	0.00%	0.54%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1244	59	106	67	116	79	105	5	33	101	79	98	11	3	17	16	47	30	42	17	11	22	31	19	9	6	8	63	16	12	16									
		9.61%	7.34%	15.21%	14.44%	12.38%	10.65%	11.68%	3.47%	16.58%	15.23%	15.28%	9.27%	13.75%	4.76%	6.72%	5.16%	9.98%	7.44%	11.93%	4.62%	5.00%	7.01%	5.51%	6.62%	4.89%	1.74%	2.93%	9.86%	8.65%	4.44%	6.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	0	1	5	0	2	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2									
		0.12%	0.00%	0.00%	0.22%	0.53%	0.00%	0.22%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.21%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.84%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	46	6	1	2	6	4	6	0	0	8	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1	4	0	1	0									
		0.36%	0.75%	0.14%	0.43%	0.64%	0.54%	0.67%	0.00%	0.00%	1.21%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.45%	0.00%	0.00%	0.00%	0.54%	0.58%	0.37%	0.63%	0.00%	0.37%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1									
		0.06%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.16%	1.08%	0.00%	0.42%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	4	0	1	5	0	0	1	0	3	3	8	1	0	1	1	3	1	1	0	2	0	1	0	0	1	0	6	0	0	0									
		0.33%	0.50%	0.00%	0.22%	0.53%	0.00%	0.00%	0.69%	0.00%	0.45%	0.58%	0.76%	1.25%	0.00%	0.40%	0.32%	0.64%	0.25%	0.28%	0.00%	0.91%	0.00%	0.18%	0.00%	0.00%	0.29%	0.00%	0.94%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1704	95	145	94	173	101	188	16	20	86	72	88	2	1	45	47	51	48	47	22	24	24	62	27	26	37	30	58	29	11	35									
		13.17%	11.82%	20.80%	20.26%	18.46%	13.61%	20.91%	11.11%	10.05%	12.97%	13.93%	8.33%	2.50%	1.59%	17.79%	15.16%	10.83%	11.91%	13.35%	5.98%	10.91%	7.64%	11.01%	9.41%	14.13%	10.72%	10.99%	9.08%	15.68%	4.07%	14.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	2	4	4	2	2	0	0	2	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	2	0	0									
		0.19%	0.00%	0.29%	0.86%	0.43%	0.27%	0.22%	0.00%	0.00%	0.30%	0.19%	0.09%	0.00%	0.00%	0.40%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.18%	0.35%	0.00%	0.00%	0.37%	0.00%	1.08%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	292	13	25	20	38	26	41	4	0	20	14	20	0	1	2	2	5	5	13	2	0	0	3	5	2	7	4	11	5	4	0									
		2.26%	1.62%	3.59%	4.31%	4.06%	3.50%	4.56%	2.78%	0.00%	3.02%	2.71%	1.89%	0.00%	1.59%	0.79%	0.65%	1.06%	1.24%	3.69%	0.54%	0.00%	0.00%	0.53%	1.74%	1.09%	2.03%	1.47%	1.72%	2.70%	1.48%	0.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
