Выборы Президента Российской Федерации																																																																
																																																																
"Наименование Избирательной комиссии:    Владикавказ, Левобережная"																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
11	Число полученных открепительных  удостоверений	2789	20	20	20	40	40	70	40	40	30	70	90	70	60	0	0	0	80	0	40	70	70	60	40	30	0	70	40	50	70	40	70	40	60	40	40	40	54	70	70	70	60	90	70	40	40	40	60	70	40	40	40	70	90	40	40	70	65					
12	Число выданных открепительных удостоверений	2155	5	12	20	37	35	55	19	38	30	48	66	46	49	0	0	0	45	0	32	61	57	43	40	29	0	48	40	41	47	33	50	34	43	40	38	32	45	60	55	45	42	61	48	39	37	34	44	60	40	38	27	59	83	6	25	47	47					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1370	1	2	11	18	61	6	29	5	2	11	18	3	39	2	34	0	7	77	48	5	1	5	6	11	122	25	17	11	6	83	30	50	93	90	46	13	12	7	13	95	65	17	10	9	23	16	4	2	4	7	8	9	10	0	4	44	23					
14	Число неиспользованных открепительных удостоверений	634	15	8	0	3	5	15	21	2	0	22	24	24	11	0	0	0	35	0	8	9	13	17	0	1	0	22	0	9	23	7	20	6	17	0	2	8	9	10	15	25	18	29	22	1	3	6	16	10	0	2	13	11	7	34	15	23	18					
15	"Число открепительных удостоверений, выданных в ТИК"	219	0	0	1	5	4	5	2	5	4	2	16	5	10	0	0	0	5	0	3	3	4	1	9	4	0	2	2	7	3	3	3	2	2	8	2	2	2	1	8	3	4	6	7	2	12	3	8	13	6	2	1	6	5	0	2	3	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	. Глазьев Сергей Юрьевич	556	0	5	0	32	5	5	4	1	1	0	7	18	11	0	0	2	1	0	2	4	15	12	21	1	1	4	9	5	20	15	10	2	2	7	19	21	24	28	29	3	2	3	34	15	0	13	21	16	17	26	6	27	4	2	6	11	7					
		0.48%	0.00%	0.49%	0.00%	1.20%	0.27%	0.19%	0.17%	0.05%	0.10%	0.00%	0.24%	0.64%	0.41%	0.00%	0.00%	2.33%	0.06%	0.00%	0.14%	0.18%	0.63%	0.57%	0.98%	0.11%	0.25%	0.15%	0.43%	0.22%	0.94%	0.90%	0.59%	0.13%	0.11%	0.33%	1.19%	1.13%	1.13%	1.18%	1.08%	0.10%	0.07%	0.11%	1.26%	0.57%	0.00%	0.48%	0.70%	0.54%	0.71%	1.19%	0.43%	0.95%	0.14%	0.09%	0.40%	0.55%	0.24%					
19	. Малышкин Олег Александрович	313	0	3	1	30	8	3	0	0	0	0	2	20	5	0	1	1	3	0	0	9	9	15	2	1	1	1	5	3	6	4	7	2	0	3	12	14	5	7	14	1	3	0	58	2	2	2	4	12	6	5	6	5	1	2	2	4	1					
		0.27%	0.00%	0.29%	0.10%	1.13%	0.43%	0.11%	0.00%	0.00%	0.00%	0.00%	0.07%	0.72%	0.18%	0.00%	0.16%	1.16%	0.18%	0.00%	0.00%	0.40%	0.38%	0.71%	0.09%	0.11%	0.25%	0.04%	0.24%	0.13%	0.28%	0.24%	0.41%	0.13%	0.00%	0.14%	0.75%	0.75%	0.23%	0.30%	0.52%	0.03%	0.11%	0.00%	2.15%	0.08%	0.07%	0.07%	0.13%	0.40%	0.25%	0.23%	0.43%	0.18%	0.04%	0.09%	0.13%	0.20%	0.03%					
20	. Миронов Сергей Михайлович	213	0	1	2	6	13	4	0	1	0	0	3	2	3	0	1	1	1	0	3	4	2	12	1	3	1	2	3	3	3	1	8	9	0	6	20	8	2	0	9	2	0	1	27	2	5	3	1	6	2	12	3	0	1	2	2	6	0					
		0.19%	0.00%	0.10%	0.20%	0.23%	0.69%	0.15%	0.00%	0.05%	0.00%	0.00%	0.10%	0.07%	0.11%	0.00%	0.16%	1.16%	0.06%	0.00%	0.21%	0.18%	0.08%	0.57%	0.05%	0.32%	0.25%	0.07%	0.14%	0.13%	0.14%	0.06%	0.47%	0.56%	0.00%	0.28%	1.26%	0.43%	0.09%	0.00%	0.34%	0.07%	0.00%	0.04%	1.00%	0.08%	0.18%	0.11%	0.03%	0.20%	0.08%	0.55%	0.21%	0.00%	0.04%	0.09%	0.13%	0.30%	0.00%					
21	. Путин Владимир Владимирович	105739	713	991	989	2386	1794	2556	2347	1872	978	2766	2856	2712	2641	70	625	75	1578	96	1328	2135	2175	1945	2017	890	385	2645	2032	2085	1842	1457	1439	1482	1572	1898	1355	1571	1813	1925	2240	2706	2644	2474	2181	2514	2695	2460	2832	2709	2252	1920	1159	2506	2590	2163	1376	1512	2770					
		91.84%	99.58%	96.31%	97.53%	89.53%	95.83%	95.87%	99.03%	90.30%	98.29%	99.89%	98.48%	97.03%	97.60%	87.50%	98.27%	87.21%	95.64%	100.00%	93.52%	94.51%	92.01%	91.66%	94.25%	95.29%	94.36%	98.04%	98.12%	90.14%	86.80%	87.51%	84.70%	92.86%	87.53%	90.04%	85.11%	84.64%	85.04%	81.46%	83.40%	89.81%	95.45%	91.63%	80.81%	94.72%	95.06%	90.04%	94.24%	90.60%	93.91%	88.07%	82.67%	88.18%	92.47%	95.92%	91.92%	75.60%	95.52%					
22	. Хакамада Ирина Муцуовна	494	0	1	2	21	6	3	0	1	1	1	2	8	3	0	1	2	2	0	2	4	12	44	6	3	5	3	7	6	21	7	20	1	0	5	19	12	23	20	29	1	9	0	35	14	6	5	14	23	9	27	6	12	2	4	4	15	5					
		0.43%	0.00%	0.10%	0.20%	0.79%	0.32%	0.11%	0.00%	0.05%	0.10%	0.04%	0.07%	0.29%	0.11%	0.00%	0.16%	2.33%	0.12%	0.00%	0.14%	0.18%	0.51%	2.07%	0.28%	0.32%	1.23%	0.11%	0.34%	0.26%	0.99%	0.42%	1.18%	0.06%	0.00%	0.24%	1.19%	0.65%	1.08%	0.85%	1.08%	0.03%	0.32%	0.00%	1.30%	0.53%	0.21%	0.18%	0.47%	0.77%	0.38%	1.24%	0.43%	0.42%	0.07%	0.18%	0.27%	0.75%	0.17%					
23	. Харитонов Николай Михайлович	6580	3	14	17	157	17	91	15	197	10	1	30	30	21	10	6	3	58	0	85	53	135	80	84	28	0	40	13	200	210	143	173	90	219	175	136	196	225	344	324	275	105	200	257	94	124	241	120	192	93	164	146	284	185	82	100	180	105					
		5.72%	0.42%	1.36%	1.68%	5.89%	0.91%	3.41%	0.63%	9.50%	1.01%	0.04%	1.03%	1.07%	0.78%	12.50%	0.94%	3.49%	3.52%	0.00%	5.99%	2.35%	5.71%	3.77%	3.93%	3.00%	0.00%	1.48%	0.63%	8.65%	9.90%	8.59%	10.18%	5.64%	12.19%	8.30%	8.54%	10.56%	10.55%	14.56%	12.06%	9.13%	3.79%	7.41%	9.52%	3.54%	4.37%	8.82%	3.99%	6.42%	3.88%	7.52%	10.41%	9.99%	6.60%	3.64%	6.68%	9.00%	3.62%					
																																																																
24	Против всех	600	0	3	3	25	27	2	1	1	2	1	0	5	11	0	0	1	7	0	0	4	13	10	3	8	15	3	2	6	14	16	22	7	3	8	20	25	31	30	24	1	7	4	31	11	1	5	9	25	8	19	72	3	4	0	4	31	12					
		0.52%	0.00%	0.29%	0.30%	0.94%	1.44%	0.08%	0.04%	0.05%	0.20%	0.04%	0.00%	0.18%	0.41%	0.00%	0.00%	1.16%	0.42%	0.00%	0.00%	0.18%	0.55%	0.47%	0.14%	0.86%	3.68%	0.11%	0.10%	0.26%	0.66%	0.96%	1.29%	0.44%	0.17%	0.38%	1.26%	1.35%	1.45%	1.27%	0.89%	0.03%	0.25%	0.15%	1.15%	0.41%	0.04%	0.18%	0.30%	0.84%	0.33%	0.87%	5.14%	0.11%	0.14%	0.00%	0.27%	1.55%	0.41%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
