Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Хоринская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900									
		2.27%	0.00%	2.63%	3.13%	4.32%	2.20%	2.61%	0.88%	0.88%	1.47%	1.39%	1.80%	1.54%	2.25%	5.88%	3.33%	1.67%	4.38%	1.69%	1.98%	2.46%	1.92%	1.31%	0.69%	2.59%	1.72%	1.33%	1.83%	2.11%	3.21%	5.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	112	1	4	0	6	7	3	0	5	0	1	5	0	3	3	2	2	1	3	1	0	1	1	2	3	1	4	21	25	6	1									
		1.73%	4.35%	3.51%	0.00%	2.16%	2.56%	1.30%	0.00%	1.47%	0.00%	1.39%	1.50%	0.00%	1.69%	1.96%	3.33%	3.33%	0.73%	1.69%	0.99%	0.00%	0.96%	0.65%	1.39%	2.59%	0.86%	1.78%	2.40%	2.51%	0.87%	1.69%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3940	5	51	20	158	151	123	85	246	93	44	194	47	101	83	28	43	83	158	60	84	75	123	90	85	93	156	497	533	397	34									
		60.92%	21.74%	44.74%	62.50%	56.83%	55.31%	53.48%	75.22%	72.57%	68.38%	61.11%	58.26%	72.31%	56.74%	54.25%	46.67%	71.67%	60.58%	89.27%	59.41%	68.85%	72.12%	80.39%	62.50%	73.28%	80.17%	69.33%	56.86%	53.57%	57.87%	57.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	40	0	1	0	0	2	3	0	2	0	0	0	0	0	1	1	0	0	0	1	2	0	1	1	0	0	3	9	6	6	1									
		0.62%	0.00%	0.88%	0.00%	0.00%	0.73%	1.30%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	1.67%	0.00%	0.00%	0.00%	0.99%	1.64%	0.00%	0.65%	0.69%	0.00%	0.00%	1.33%	1.03%	0.60%	0.87%	1.69%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.37%	0.43%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.11%	0.00%	0.58%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	643	3	2	1	32	30	22	4	37	3	2	50	4	25	10	8	2	6	1	7	11	8	1	19	2	1	18	116	130	79	9									
		9.94%	13.04%	1.75%	3.13%	11.51%	10.99%	9.57%	3.54%	10.91%	2.21%	2.78%	15.02%	6.15%	14.04%	6.54%	13.33%	3.33%	4.38%	0.56%	6.93%	9.02%	7.69%	0.65%	13.19%	1.72%	0.86%	8.00%	13.27%	13.07%	11.52%	15.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	0									
		0.14%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.11%	0.30%	0.29%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	107	0	1	0	6	3	1	0	3	2	2	3	1	4	3	1	3	4	0	3	1	0	0	3	3	3	7	15	23	11	1									
		1.65%	0.00%	0.88%	0.00%	2.16%	1.10%	0.43%	0.00%	0.88%	1.47%	2.78%	0.90%	1.54%	2.25%	1.96%	1.67%	5.00%	2.92%	0.00%	2.97%	0.82%	0.00%	0.00%	2.08%	2.59%	2.59%	3.11%	1.72%	2.31%	1.60%	1.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.06%	0.00%	0.00%	0.00%	0.36%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	0	1	0	0	2	0	0	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	6	6	2	1									
		0.40%	0.00%	0.88%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	1.39%	0.90%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.86%	0.00%	0.69%	0.60%	0.29%	1.69%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1025	10	45	7	45	50	59	18	32	5	18	58	8	32	38	16	6	31	5	15	12	9	18	21	19	11	17	118	184	112	6									
		15.85%	43.48%	39.47%	21.88%	16.19%	18.32%	25.65%	15.93%	9.44%	3.68%	25.00%	17.42%	12.31%	17.98%	24.84%	26.67%	10.00%	22.63%	2.82%	14.85%	9.84%	8.65%	11.76%	14.58%	16.38%	9.48%	7.56%	13.50%	18.49%	16.33%	10.17%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	1	0	0	1	0	0	1	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	3	4	1	1									
		0.29%	0.00%	0.88%	0.00%	0.00%	0.37%	0.00%	0.00%	0.29%	0.74%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	1.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.34%	0.40%	0.15%	1.69%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	192	2	0	2	8	12	5	1	9	26	2	3	0	5	3	2	0	4	2	3	7	3	5	1	1	3	2	28	31	22	0									
		2.97%	8.70%	0.00%	6.25%	2.88%	4.40%	2.17%	0.88%	2.65%	19.12%	2.78%	0.90%	0.00%	2.81%	1.96%	3.33%	0.00%	2.92%	1.13%	2.97%	5.74%	2.88%	3.27%	0.69%	0.86%	2.59%	0.89%	3.20%	3.12%	3.21%	0.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
