Выборы Президента Российской Федерации																																																																			
																																																																			
Наименование Избирательной комиссии:    Кунгурская																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656	УИК №4657	УИК №4658	УИК №4659	УИК №4660					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	271	2	2	11	1	2	2	13	2	9	3	4	3	4	3	14	6	2	4	5	4	6	7	4	9	4	4	5	13	11	10	1	1	2	4	5	10	2	1	5	1	4	4	3	6	11	3	3	2	0	4	11	1	1	1	3	3	2	3	4	1					
14	Число неиспользованных открепительных удостоверений	197	1	2	8	2	3	0	4	0	0	2	6	3	9	5	4	3	3	0	10	6	3	1	5	1	3	10	11	3	5	4	2	2	3	2	2	2	1	4	2	4	4	0	0	1	1	12	5	0	1	15	0	0	1	0	2	1	2	6	0	5					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	. Глазьев Сергей Юрьевич	560	9	2	1	1	0	0	32	3	10	4	9	8	13	14	18	24	5	22	6	20	33	4	5	41	5	7	14	7	8	21	1	1	2	1	5	15	7	2	1	9	8	16	8	10	4	8	0	0	17	13	19	3	1	20	5	2	4	7	18	7					
		2.36%	5.62%	1.65%	0.29%	1.52%	0.00%	0.00%	3.06%	1.49%	2.65%	1.52%	2.16%	4.88%	2.00%	1.97%	2.01%	2.58%	2.84%	3.35%	1.89%	3.10%	3.48%	2.44%	1.47%	5.06%	2.38%	3.65%	2.69%	0.96%	2.23%	2.40%	1.09%	1.19%	2.63%	0.70%	2.96%	2.13%	5.07%	1.16%	0.64%	3.23%	3.02%	1.91%	1.51%	2.54%	1.05%	1.55%	0.00%	0.00%	3.35%	1.69%	2.76%	1.23%	0.73%	2.88%	1.40%	1.02%	1.63%	1.39%	3.77%	3.03%					
19	. Малышкин Олег Александрович	860	5	3	13	4	1	5	34	4	11	9	16	6	22	33	38	28	12	26	13	25	37	5	14	25	5	17	10	13	12	28	4	3	5	2	3	21	6	3	10	9	15	29	18	14	31	14	7	2	11	23	24	17	12	25	16	12	3	20	21	6					
		3.62%	3.12%	2.48%	3.79%	6.06%	1.35%	4.07%	3.25%	1.98%	2.92%	3.41%	3.84%	3.66%	3.38%	4.63%	4.25%	3.00%	6.82%	3.96%	4.10%	3.87%	3.90%	3.05%	4.12%	3.09%	2.38%	8.85%	1.92%	1.78%	3.35%	3.20%	4.35%	3.57%	6.58%	1.41%	1.78%	2.98%	4.35%	1.74%	6.41%	3.23%	5.66%	3.46%	3.39%	3.56%	8.14%	2.71%	4.32%	1.82%	2.17%	3.00%	3.49%	7.00%	8.76%	3.60%	4.49%	6.12%	1.22%	3.98%	4.40%	2.60%					
20	. Миронов Сергей Михайлович	250	2	3	4	0	0	1	9	0	5	2	1	1	3	8	7	5	3	11	3	3	15	3	4	7	6	1	5	7	4	19	5	0	4	0	2	3	2	0	2	1	3	13	7	5	4	10	2	0	4	8	6	1	1	4	5	0	0	7	7	2					
		1.05%	1.25%	2.48%	1.17%	0.00%	0.00%	0.81%	0.86%	0.00%	1.33%	0.76%	0.24%	0.61%	0.46%	1.12%	0.78%	0.54%	1.70%	1.68%	0.95%	0.46%	1.58%	1.83%	1.18%	0.86%	2.86%	0.52%	0.96%	0.96%	1.12%	2.17%	5.43%	0.00%	5.26%	0.00%	1.18%	0.43%	1.45%	0.00%	1.28%	0.36%	1.13%	1.55%	1.32%	1.27%	1.05%	1.94%	1.23%	0.00%	0.79%	1.04%	0.87%	0.41%	0.73%	0.58%	1.40%	0.00%	0.00%	1.39%	1.47%	0.87%					
21	. Путин Владимир Владимирович	17115	106	93	245	48	69	92	744	163	268	217	315	129	483	517	675	710	131	479	256	470	628	114	262	567	154	107	453	592	252	623	72	64	51	127	137	533	103	132	118	209	190	568	355	226	261	238	116	81	292	478	500	181	87	560	256	160	202	370	340	146					
		72.09%	66.25%	76.86%	71.43%	72.73%	93.24%	74.80%	71.20%	80.69%	71.09%	82.20%	75.54%	78.66%	74.31%	72.61%	75.42%	76.18%	74.43%	73.02%	80.76%	72.76%	66.17%	69.51%	77.06%	70.00%	73.33%	55.73%	86.95%	80.98%	70.39%	71.12%	78.26%	76.19%	67.11%	89.44%	81.07%	75.71%	74.64%	76.74%	75.64%	74.91%	71.70%	67.86%	66.85%	57.51%	68.50%	46.12%	71.60%	73.64%	57.59%	62.32%	72.67%	74.49%	63.50%	80.69%	71.91%	81.63%	82.45%	73.71%	71.28%	63.20%					
22	. Хакамада Ирина Муцуовна	694	6	4	11	1	3	5	29	2	8	1	12	7	23	22	24	33	6	28	8	15	35	14	7	18	12	10	8	20	15	26	0	2	1	2	2	23	1	5	4	3	11	28	23	9	6	16	8	1	12	22	24	2	2	18	16	1	8	9	16	6					
		2.92%	3.75%	3.31%	3.21%	1.52%	4.05%	4.07%	2.78%	0.99%	2.12%	0.38%	2.88%	4.27%	3.54%	3.09%	2.68%	3.54%	3.41%	4.27%	2.52%	2.32%	3.69%	8.54%	2.06%	2.22%	5.71%	5.21%	1.54%	2.74%	4.19%	2.97%	0.00%	2.38%	1.32%	1.41%	1.18%	3.27%	0.72%	2.91%	2.56%	1.08%	4.15%	3.35%	4.33%	2.29%	1.57%	3.10%	4.94%	0.91%	2.37%	2.87%	3.49%	0.82%	1.46%	2.59%	4.49%	0.51%	3.27%	1.79%	3.35%	2.60%					
23	. Харитонов Николай Михайлович	3435	25	9	55	8	1	16	164	15	61	20	52	5	83	78	82	77	15	77	24	95	152	19	42	123	15	40	23	76	56	106	9	12	11	6	16	89	17	25	18	37	28	149	105	118	63	220	25	25	167	208	92	29	27	53	48	13	15	74	61	61					
		14.47%	15.62%	7.44%	16.03%	12.12%	1.35%	13.01%	15.69%	7.43%	16.18%	7.58%	12.47%	3.05%	12.77%	10.96%	9.16%	8.26%	8.52%	11.74%	7.57%	14.71%	16.02%	11.59%	12.35%	15.19%	7.14%	20.83%	4.41%	10.40%	15.64%	12.10%	9.78%	14.29%	14.47%	4.23%	9.47%	12.64%	12.32%	14.53%	11.54%	13.26%	10.57%	17.80%	19.77%	30.03%	16.54%	42.64%	15.43%	22.73%	32.94%	27.12%	13.37%	11.93%	19.71%	7.64%	13.48%	6.63%	6.12%	14.74%	12.79%	26.41%					
																																																																			
24	Против всех	612	5	3	8	4	0	0	20	12	10	9	9	8	17	31	42	45	1	7	6	10	34	3	4	24	13	4	6	8	10	41	1	1	2	1	3	16	2	3	2	7	8	28	12	8	11	6	4	1	2	12	16	10	6	11	6	6	8	13	10	2					
		2.58%	3.12%	2.48%	2.33%	6.06%	0.00%	0.00%	1.91%	5.94%	2.65%	3.41%	2.16%	4.88%	2.62%	4.35%	4.69%	4.83%	0.57%	1.07%	1.89%	1.55%	3.58%	1.83%	1.18%	2.96%	6.19%	2.08%	1.15%	1.09%	2.79%	4.68%	1.09%	1.19%	2.63%	0.70%	1.78%	2.27%	1.45%	1.74%	1.28%	2.51%	3.02%	3.35%	2.26%	2.04%	2.89%	1.16%	2.47%	0.91%	0.39%	1.56%	2.33%	4.12%	4.38%	1.59%	1.69%	3.06%	3.27%	2.59%	2.10%	0.87%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
