Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Орловская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	795	10	10	5	10	10	15	5	10	40	10	10	5	10	20	10	25	35	10	10	30	40	40	40	5	5	5	5	10	20	5	5	10	10	5	15	5	5	5	10	10	5	5	20	20	30	5	10	20	10	10	10	10	40	30	20	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	406	5	4	0	0	1	3	0	4	31	0	1	2	3	11	8	14	29	9	2	23	31	26	27	2	1	4	4	0	8	1	0	5	3	3	9	3	0	1	1	1	1	2	7	8	13	0	3	14	1	2	7	4	16	27	19	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	200	1	1	0	2	4	0	0	2	8	1	0	1	4	2	35	4	0	6	4	9	4	5	5	1	4	5	1	2	3	3	2	2	6	2	0	1	0	3	4	4	2	1	8	5	0	8	2	4	3	2	1	5	4	3	7	4					
14	Число погашенных открепительных удостоверений	389	5	6	5	10	9	12	5	6	9	10	9	3	7	9	2	11	6	1	8	7	9	14	13	3	4	1	1	10	12	4	5	5	7	2	6	2	5	4	9	9	4	3	13	12	17	5	7	6	9	8	3	6	24	3	1	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	205	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	50	0	0	10	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	34	4	0	0					
17	Число не учтенных при получении бюллетеней	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	276	2	4	1	6	4	7	2	4	11	11	6	1	1	14	2	11	7	7	6	12	10	12	3	3	6	2	6	1	2	9	1	0	3	6	8	3	2	2	1	3	5	2	7	6	9	3	1	4	3	6	5	6	7	3	5	2					
		0.78%	0.62%	1.11%	1.02%	1.47%	2.09%	1.71%	1.22%	0.95%	0.62%	2.42%	1.84%	0.19%	0.19%	1.61%	0.35%	1.31%	0.62%	1.21%	1.25%	0.56%	0.65%	0.68%	0.21%	1.03%	3.24%	0.44%	1.15%	0.28%	0.28%	1.81%	0.49%	0.0%	0.30%	1.37%	0.66%	0.70%	1.04%	1.10%	0.15%	0.72%	1.59%	0.71%	0.51%	0.72%	0.60%	2.15%	0.34%	0.66%	0.59%	1.78%	0.81%	1.29%	0.99%	0.43%	0.48%	0.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	380	2	4	1	5	3	0	0	8	24	5	4	1	15	16	6	17	7	5	8	15	28	10	12	1	2	10	2	5	0	3	0	6	11	0	7	2	2	3	10	4	3	0	15	19	31	0	1	4	1	10	2	5	5	6	11	3					
		1.07%	0.62%	1.11%	1.02%	1.22%	1.57%	0.0%	0.0%	1.90%	1.37%	1.10%	1.22%	0.19%	2.94%	1.84%	1.06%	2.03%	0.62%	0.87%	1.67%	0.70%	1.82%	0.57%	0.84%	0.34%	1.08%	2.24%	0.38%	1.42%	0.0%	0.60%	0.0%	1.45%	1.13%	0.0%	0.58%	0.46%	1.04%	1.65%	1.51%	0.96%	0.95%	0.0%	1.10%	2.30%	2.09%	0.0%	0.34%	0.66%	0.19%	2.97%	0.32%	1.07%	0.70%	0.87%	1.06%	0.93%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	568	2	5	0	8	0	10	1	4	41	10	14	16	10	16	7	17	6	3	7	18	18	29	28	9	2	4	13	5	5	8	5	9	6	7	13	3	7	2	5	9	12	1	12	16	23	12	25	6	7	9	6	10	8	10	23	6					
		1.61%	0.62%	1.38%	0.0%	1.96%	0.0%	2.45%	0.61%	0.95%	2.34%	2.20%	4.29%	3.05%	1.96%	1.84%	1.24%	2.03%	0.53%	0.52%	1.46%	0.84%	1.17%	1.66%	1.96%	3.11%	1.08%	0.89%	2.50%	1.42%	0.72%	1.60%	2.45%	2.17%	0.61%	1.60%	1.07%	0.70%	3.64%	1.10%	0.75%	2.16%	3.83%	0.35%	0.88%	1.93%	1.55%	8.63%	8.68%	1.00%	1.39%	2.67%	0.98%	2.15%	1.13%	1.46%	2.22%	1.86%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	483	1	6	2	4	2	0	0	3	35	3	1	4	14	13	11	16	12	0	5	26	38	12	16	3	0	4	2	3	7	12	7	4	14	8	14	4	0	0	10	2	3	0	14	9	30	3	8	4	4	11	4	8	19	10	32	6					
		1.37%	0.31%	1.66%	2.04%	0.98%	1.04%	0.0%	0.0%	0.71%	2.0%	0.66%	0.30%	0.76%	2.75%	1.50%	1.95%	1.91%	1.06%	0.0%	1.04%	1.22%	2.48%	0.68%	1.12%	1.03%	0.0%	0.89%	0.38%	0.85%	1.01%	2.41%	3.43%	0.96%	1.44%	1.83%	1.16%	0.93%	0.0%	0.0%	1.51%	0.48%	0.95%	0.0%	1.02%	1.08%	2.02%	2.15%	2.77%	0.66%	0.79%	3.27%	0.65%	1.72%	2.69%	1.46%	3.09%	1.86%					
22	"5. ""За Русь Святую"""	171	2	0	0	1	1	0	0	2	13	2	0	0	3	1	3	8	5	3	3	6	10	5	8	1	1	3	1	1	2	5	5	5	6	3	3	1	1	0	3	1	4	2	5	4	4	2	1	0	0	3	4	5	9	2	6	2					
		0.48%	0.62%	0.0%	0.0%	0.24%	0.52%	0.0%	0.0%	0.47%	0.74%	0.44%	0.0%	0.0%	0.58%	0.11%	0.53%	0.95%	0.44%	0.52%	0.62%	0.28%	0.65%	0.28%	0.56%	0.34%	0.54%	0.67%	0.19%	0.28%	0.28%	1.00%	2.45%	1.21%	0.61%	0.68%	0.24%	0.23%	0.52%	0.0%	0.45%	0.24%	1.27%	0.71%	0.36%	0.48%	0.27%	1.43%	0.34%	0.0%	0.0%	0.89%	0.65%	1.07%	1.27%	0.29%	0.58%	0.62%					
23	"6. ""Объединенная Российская партия ""Русь"""	74	0	1	0	0	0	0	0	1	5	0	1	1	2	2	4	2	1	1	0	2	4	2	2	1	1	1	0	0	1	1	1	0	3	0	0	3	0	1	2	4	1	0	2	3	0	1	0	3	1	2	2	2	4	0	2	1					
		0.21%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.28%	0.0%	0.30%	0.19%	0.39%	0.23%	0.70%	0.23%	0.08%	0.17%	0.0%	0.09%	0.26%	0.11%	0.14%	0.34%	0.54%	0.22%	0.0%	0.0%	0.14%	0.20%	0.49%	0.0%	0.30%	0.0%	0.0%	0.70%	0.0%	0.55%	0.30%	0.96%	0.31%	0.0%	0.14%	0.36%	0.0%	0.71%	0.0%	0.50%	0.19%	0.59%	0.32%	0.43%	0.56%	0.0%	0.19%	0.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	374	2	5	0	4	0	5	0	3	18	5	8	6	6	17	8	13	7	4	7	44	22	23	10	1	0	6	0	4	5	5	1	1	4	4	12	2	0	0	4	8	1	0	8	8	30	0	0	1	0	2	10	7	5	6	20	2					
		1.06%	0.62%	1.38%	0.0%	0.98%	0.0%	1.22%	0.0%	0.71%	1.02%	1.10%	2.45%	1.14%	1.17%	1.96%	1.41%	1.55%	0.62%	0.69%	1.46%	2.07%	1.43%	1.31%	0.70%	0.34%	0.0%	1.34%	0.0%	1.13%	0.72%	1.00%	0.49%	0.24%	0.41%	0.91%	0.99%	0.46%	0.0%	0.0%	0.60%	1.92%	0.31%	0.0%	0.58%	0.96%	2.02%	0.0%	0.0%	0.16%	0.0%	0.59%	1.63%	1.50%	0.70%	0.87%	1.93%	0.62%					
25	"8. ""Народно-республиканская партия России"""	25	0	0	0	0	0	0	0	0	2	2	1	0	1	2	0	2	2	1	0	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.44%	0.30%	0.0%	0.19%	0.23%	0.0%	0.23%	0.17%	0.17%	0.0%	0.14%	0.0%	0.05%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.14%	0.0%	0.0%	0.93%					
26	"9. ""Российская экологическая партия ""Зеленые"""	66	0	0	0	0	0	0	0	0	5	1	0	1	1	3	0	2	3	0	2	3	5	3	1	1	1	0	0	1	1	0	0	0	1	2	0	0	0	1	1	0	0	0	9	0	2	1	1	2	0	2	0	1	2	3	4	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.22%	0.0%	0.19%	0.19%	0.34%	0.0%	0.23%	0.26%	0.0%	0.41%	0.14%	0.32%	0.17%	0.07%	0.34%	0.54%	0.0%	0.0%	0.28%	0.14%	0.0%	0.0%	0.0%	0.10%	0.45%	0.0%	0.0%	0.0%	0.55%	0.15%	0.0%	0.0%	0.0%	0.66%	0.0%	0.13%	0.71%	0.34%	0.33%	0.0%	0.59%	0.0%	0.21%	0.28%	0.43%	0.38%	0.0%					
27	"10. ""Аграрная партия России"""	683	8	6	0	16	6	10	6	5	47	4	10	4	5	11	12	11	57	17	5	27	20	21	21	3	1	12	11	20	3	10	13	12	11	28	16	10	4	5	12	15	8	4	13	16	15	5	5	9	8	12	15	2	3	9	33	11					
		1.93%	2.49%	1.66%	0.0%	3.93%	3.14%	2.45%	3.68%	1.19%	2.68%	0.88%	3.06%	0.76%	0.98%	1.27%	2.12%	1.31%	5.08%	2.96%	1.04%	1.27%	1.30%	1.20%	1.47%	1.03%	0.54%	2.69%	2.11%	5.68%	0.43%	2.01%	6.37%	2.90%	1.13%	6.42%	1.32%	2.33%	2.08%	2.76%	1.82%	3.60%	2.55%	1.43%	0.95%	1.93%	1.01%	3.59%	1.73%	1.50%	1.59%	3.57%	2.45%	0.43%	0.42%	1.31%	3.19%	3.42%					
28	"11. ""Истинные патриоты России"""	21	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	3	3	1					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.11%	0.0%	0.11%	0.0%	0.0%	0.0%	0.04%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.10%	0.22%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.29%	0.31%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	335	1	2	3	1	7	0	0	3	18	1	6	6	3	9	7	13	5	5	6	32	27	12	19	3	3	5	4	0	6	3	1	4	11	1	8	4	2	0	4	6	0	4	7	14	12	0	0	8	0	0	8	4	10	6	11	0					
		0.95%	0.31%	0.55%	3.06%	0.24%	3.66%	0.0%	0.0%	0.71%	1.02%	0.22%	1.84%	1.14%	0.58%	1.04%	1.24%	1.55%	0.44%	0.87%	1.25%	1.50%	1.76%	0.68%	1.33%	1.03%	1.62%	1.12%	0.77%	0.0%	0.86%	0.60%	0.49%	0.96%	1.13%	0.22%	0.66%	0.93%	1.04%	0.0%	0.60%	1.44%	0.0%	1.43%	0.51%	1.69%	0.81%	0.0%	0.0%	1.33%	0.0%	0.0%	1.31%	0.86%	1.41%	0.87%	1.06%	0.0%					
30	"13. ""Демократическая партия России"""	70	0	0	0	0	0	0	0	0	2	0	0	4	0	6	0	1	4	3	0	5	3	5	6	0	0	0	5	1	2	2	0	1	0	1	1	1	1	1	0	0	1	0	0	1	2	0	1	3	0	0	0	1	4	0	2	0					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.76%	0.0%	0.69%	0.0%	0.11%	0.35%	0.52%	0.0%	0.23%	0.19%	0.28%	0.42%	0.0%	0.0%	0.0%	0.96%	0.28%	0.28%	0.40%	0.0%	0.24%	0.0%	0.22%	0.08%	0.23%	0.52%	0.55%	0.0%	0.0%	0.31%	0.0%	0.0%	0.12%	0.13%	0.0%	0.34%	0.50%	0.0%	0.0%	0.0%	0.21%	0.56%	0.0%	0.19%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	57	0	1	0	3	5	0	0	0	2	0	2	0	0	3	0	2	0	0	0	6	2	0	2	0	0	0	0	0	1	0	0	0	2	0	4	3	1	0	1	0	0	0	4	2	3	0	0	0	0	1	1	0	2	1	3	0					
		0.16%	0.0%	0.27%	0.0%	0.73%	2.61%	0.0%	0.0%	0.0%	0.11%	0.0%	0.61%	0.0%	0.0%	0.34%	0.0%	0.23%	0.0%	0.0%	0.0%	0.28%	0.13%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.20%	0.0%	0.33%	0.70%	0.52%	0.0%	0.15%	0.0%	0.0%	0.0%	0.29%	0.24%	0.20%	0.0%	0.0%	0.0%	0.0%	0.29%	0.16%	0.0%	0.28%	0.14%	0.29%	0.0%					
32	"15. ""Партия СЛОН"""	98	0	1	0	0	0	0	0	0	4	2	1	1	2	5	0	7	3	3	3	12	5	5	2	0	0	2	1	0	0	2	1	0	1	0	4	1	1	0	1	1	1	0	0	1	5	0	0	2	3	1	2	1	4	0	4	3					
		0.27%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.44%	0.30%	0.19%	0.39%	0.57%	0.0%	0.83%	0.26%	0.52%	0.62%	0.56%	0.32%	0.28%	0.14%	0.0%	0.0%	0.44%	0.19%	0.0%	0.0%	0.40%	0.49%	0.0%	0.10%	0.0%	0.33%	0.23%	0.52%	0.0%	0.15%	0.24%	0.31%	0.0%	0.0%	0.12%	0.33%	0.0%	0.0%	0.33%	0.59%	0.29%	0.32%	0.21%	0.56%	0.0%	0.38%	0.93%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2699	9	10	2	15	5	19	8	22	191	34	22	47	43	80	51	83	83	28	59	137	185	136	116	19	7	50	14	13	59	42	8	27	80	43	82	11	3	1	40	31	20	6	74	77	94	14	20	52	40	30	35	32	91	66	115	18					
		7.66%	2.80%	2.77%	2.04%	3.68%	2.61%	4.66%	4.90%	5.25%	10.91%	7.50%	6.74%	8.98%	8.44%	9.24%	9.04%	9.92%	7.39%	4.87%	12.34%	6.45%	12.07%	7.80%	8.14%	6.57%	3.78%	11.23%	2.69%	3.69%	8.51%	8.45%	3.92%	6.53%	8.24%	9.86%	6.80%	2.57%	1.56%	0.55%	6.06%	7.45%	6.38%	2.15%	5.44%	9.32%	6.35%	10.07%	6.94%	8.68%	7.95%	8.92%	5.73%	6.89%	12.90%	9.67%	11.13%	5.60%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	85	0	1	0	0	0	4	0	1	1	0	1	1	1	0	2	7	2	3	1	6	3	1	2	2	0	0	2	3	0	3	1	0	3	1	1	2	0	0	0	0	0	0	1	1	3	0	1	4	0	0	0	3	2	7	4	4					
		0.24%	0.0%	0.27%	0.0%	0.0%	0.0%	0.98%	0.0%	0.23%	0.05%	0.0%	0.30%	0.19%	0.19%	0.0%	0.35%	0.83%	0.17%	0.52%	0.20%	0.28%	0.19%	0.05%	0.14%	0.69%	0.0%	0.0%	0.38%	0.85%	0.0%	0.60%	0.49%	0.0%	0.30%	0.22%	0.08%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.12%	0.20%	0.0%	0.34%	0.66%	0.0%	0.0%	0.0%	0.64%	0.28%	1.02%	0.38%	1.24%					
35	"18. ""ЛДПР"""	4177	49	35	10	31	14	59	18	37	228	80	41	65	51	102	58	148	101	48	48	218	220	200	210	43	25	60	72	37	84	60	28	30	66	45	118	33	20	11	73	51	28	19	146	143	155	17	57	80	57	44	84	74	109	84	123	30					
		11.86%	15.26%	9.72%	10.20%	7.61%	7.32%	14.49%	11.04%	8.83%	13.02%	17.66%	12.57%	12.42%	10.01%	11.79%	10.28%	17.70%	9.00%	8.36%	10.04%	10.27%	14.36%	11.47%	14.74%	14.87%	13.51%	13.48%	13.87%	10.51%	12.12%	12.07%	13.72%	7.26%	6.80%	10.32%	9.79%	7.71%	10.41%	6.07%	11.07%	12.25%	8.94%	6.81%	10.73%	17.31%	10.48%	12.23%	19.79%	13.35%	11.33%	13.09%	13.77%	15.94%	15.46%	12.31%	11.90%	9.34%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	511	4	5	3	5	3	6	1	12	33	11	3	6	11	16	2	10	12	5	5	22	27	49	22	4	5	8	6	2	9	3	4	5	8	12	9	8	0	1	2	8	4	2	11	6	31	0	1	10	7	13	4	5	12	13	15	10					
		1.45%	1.24%	1.38%	3.06%	1.22%	1.57%	1.47%	0.61%	2.86%	1.88%	2.42%	0.92%	1.14%	2.16%	1.84%	0.35%	1.19%	1.06%	0.87%	1.04%	1.03%	1.76%	2.81%	1.54%	1.38%	2.70%	1.79%	1.15%	0.56%	1.29%	0.60%	1.96%	1.21%	0.82%	2.75%	0.74%	1.86%	0.0%	0.55%	0.30%	1.92%	1.27%	0.71%	0.80%	0.72%	2.09%	0.0%	0.34%	1.66%	1.39%	3.86%	0.65%	1.07%	1.70%	1.90%	1.45%	3.11%					
37	"20. ""Политическая партия ""Единая Россия"""	16489	180	237	54	218	108	224	113	243	555	162	133	235	247	360	304	259	621	306	251	1115	487	737	613	125	81	111	278	175	403	237	99	231	570	174	712	222	117	129	372	191	135	191	823	320	630	36	76	255	310	130	308	225	260	271	365	165					
		46.83%	56.07%	65.83%	55.10%	53.56%	56.54%	55.03%	69.32%	57.99%	31.71%	35.76%	40.79%	44.93%	48.52%	41.61%	53.90%	30.98%	55.34%	53.31%	52.51%	52.54%	31.78%	42.28%	43.04%	43.25%	43.78%	24.94%	53.56%	49.71%	58.15%	47.68%	48.52%	55.93%	58.76%	39.90%	59.08%	51.86%	60.93%	71.27%	56.44%	45.91%	43.13%	68.45%	60.51%	38.74%	42.62%	25.89%	26.38%	42.57%	61.63%	38.69%	50.49%	48.49%	36.87%	39.73%	35.33%	51.40%					
38	"21. ""Российская Конституционно-демократическая партия"""	64	1	1	0	0	0	0	0	6	3	2	1	2	3	2	1	1	3	2	0	4	6	4	1	0	1	1	0	0	2	3	0	1	0	0	2	2	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1					
		0.18%	0.31%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	1.43%	0.17%	0.44%	0.30%	0.38%	0.58%	0.23%	0.17%	0.11%	0.26%	0.34%	0.0%	0.18%	0.39%	0.22%	0.07%	0.0%	0.54%	0.22%	0.0%	0.0%	0.28%	0.60%	0.0%	0.24%	0.0%	0.0%	0.16%	0.46%	0.0%	0.0%	0.30%	0.24%	0.0%	0.35%	0.07%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.31%					
39	"22. ""Развитие предпринимательства"""	81	2	1	0	0	0	0	0	3	6	1	0	0	0	1	0	2	1	1	0	4	2	2	2	0	0	0	2	0	3	1	2	0	6	0	4	0	1	0	3	0	1	0	3	5	3	0	2	0	0	1	1	2	4	4	4	1					
		0.23%	0.62%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.34%	0.22%	0.0%	0.0%	0.0%	0.11%	0.0%	0.23%	0.08%	0.17%	0.0%	0.18%	0.13%	0.11%	0.14%	0.0%	0.0%	0.0%	0.38%	0.0%	0.43%	0.20%	0.98%	0.0%	0.61%	0.0%	0.33%	0.0%	0.52%	0.0%	0.45%	0.0%	0.31%	0.0%	0.22%	0.60%	0.20%	0.0%	0.69%	0.0%	0.0%	0.29%	0.16%	0.43%	0.56%	0.58%	0.38%	0.31%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5265	42	28	20	75	21	32	9	50	377	88	32	97	62	111	46	125	130	91	35	309	326	333	231	60	34	139	73	58	65	76	18	52	123	75	140	92	24	17	97	32	79	26	154	130	196	38	68	107	40	38	79	38	100	118	170	39					
		14.95%	13.08%	7.77%	20.40%	18.42%	10.99%	7.86%	5.52%	11.93%	21.54%	19.42%	9.81%	18.54%	12.18%	12.83%	8.15%	14.95%	11.58%	15.85%	7.32%	14.56%	21.27%	19.10%	16.22%	20.76%	18.37%	31.23%	14.06%	16.47%	9.37%	15.29%	8.82%	12.59%	12.68%	17.20%	11.61%	21.49%	12.5%	9.39%	14.71%	7.69%	25.23%	9.31%	11.32%	15.73%	13.26%	27.33%	23.61%	17.86%	7.95%	11.30%	12.95%	8.18%	14.18%	17.30%	16.45%	12.14%					
																																																															
41	Против всех	1626	11	6	2	8	5	15	5	11	110	29	27	20	28	51	33	64	50	30	18	86	67	64	86	10	13	22	24	18	28	11	3	17	30	25	46	16	6	1	12	33	6	19	42	36	64	7	20	37	21	19	38	25	37	40	63	11					
		4.61%	3.42%	1.66%	2.04%	1.96%	2.61%	3.68%	3.06%	2.62%	6.28%	6.40%	8.28%	3.82%	5.50%	5.89%	5.85%	7.65%	4.45%	5.22%	3.76%	4.05%	4.37%	3.67%	6.03%	3.46%	7.02%	4.94%	4.62%	5.11%	4.04%	2.21%	1.47%	4.11%	3.09%	5.73%	3.81%	3.73%	3.12%	0.55%	1.82%	7.93%	1.91%	6.81%	3.08%	4.35%	4.33%	5.03%	6.94%	6.17%	4.17%	5.65%	6.22%	5.38%	5.24%	5.86%	6.09%	3.42%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
