Выборы Президента Российской Федерации																																																																												
																																																																												
Наименование Избирательной комиссии:    Нижнекамская городская																																																																												
																																																																												
Итоги голосования 																																																																												
																																																																												
		Сумма	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293					
22	. Хакамада Ирина Муцуовна	4646	101	65	73	47	55	50	70	70	70	68	62	60	72	43	78	69	79	91	83	70	47	36	78	71	73	95	25	92	49	45	49	66	62	92	89	92	33	80	89	100	45	52	32	71	72	81	91	85	92	95	69	62	56	109	91	81	47	66	61	72	77	100	55	66	64	79	16	10	10					
		3.58%	5.01%	3.55%	3.84%	2.53%	3.58%	3.02%	3.37%	3.14%	3.55%	3.32%	3.14%	3.24%	3.78%	2.69%	3.73%	3.74%	4.41%	4.01%	3.89%	3.40%	3.80%	3.45%	3.61%	3.41%	3.81%	3.85%	1.38%	4.10%	3.44%	2.82%	2.95%	3.79%	3.44%	4.99%	3.79%	3.99%	1.59%	3.74%	3.81%	4.60%	2.20%	2.48%	1.73%	3.76%	3.47%	3.81%	4.07%	3.75%	3.72%	3.68%	3.54%	3.33%	2.51%	4.89%	3.86%	4.15%	3.69%	4.17%	3.29%	4.30%	4.45%	5.43%	3.26%	3.76%	4.00%	4.56%	3.16%	1.17%	3.83%					
23	. Харитонов Николай Михайлович	15417	288	365	250	199	199	82	365	336	263	320	258	232	301	294	399	304	139	300	282	238	174	169	298	320	250	231	215	291	223	221	191	230	278	262	315	156	156	189	334	178	146	145	153	324	288	364	247	274	262	124	160	105	251	331	260	225	78	224	188	173	248	217	76	107	67	121	135	27	2					
		11.89%	14.28%	19.95%	13.16%	10.70%	12.96%	4.95%	17.59%	15.09%	13.33%	15.64%	13.08%	12.53%	15.79%	18.42%	19.10%	16.47%	7.75%	13.21%	13.23%	11.58%	14.07%	16.20%	13.80%	15.38%	13.05%	9.36%	11.90%	12.97%	15.66%	13.84%	11.51%	13.21%	15.42%	14.20%	13.41%	6.77%	7.51%	8.84%	14.31%	8.18%	7.13%	6.90%	8.26%	17.18%	13.87%	17.11%	11.05%	12.09%	10.58%	4.81%	8.21%	5.64%	11.24%	14.86%	11.03%	11.53%	6.12%	14.15%	10.15%	10.33%	14.34%	11.77%	4.51%	6.09%	4.18%	6.99%	26.63%	3.16%	0.77%					
																																																																												
24	Против всех	4013	73	59	70	40	49	17	47	21	59	57	60	22	25	36	54	58	42	54	72	9	46	35	98	38	86	122	35	78	48	50	14	31	42	61	97	12	71	61	94	71	74	83	39	70	74	95	85	94	84	100	86	167	86	89	8	71	53	48	66	67	63	53	44	29	52	84	10	18	7					
		3.10%	3.62%	3.22%	3.69%	2.15%	3.19%	1.03%	2.27%	0.94%	2.99%	2.79%	3.04%	1.19%	1.31%	2.26%	2.58%	3.14%	2.34%	2.38%	3.38%	0.44%	3.72%	3.36%	4.54%	1.83%	4.49%	4.95%	1.94%	3.48%	3.37%	3.13%	0.84%	1.78%	2.33%	3.31%	4.13%	0.52%	3.42%	2.85%	4.03%	3.26%	3.61%	3.95%	2.10%	3.71%	3.56%	4.47%	3.80%	4.15%	3.39%	3.88%	4.41%	8.97%	3.85%	4.00%	0.34%	3.64%	4.16%	3.03%	3.56%	4.00%	3.64%	2.88%	2.61%	1.65%	3.25%	4.85%	1.97%	2.11%	2.68%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
