Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Мегино-Кангаласская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288									
		0.68%	0.96%	0.48%	0.47%	1.63%	0.42%	0.68%	0.00%	0.00%	0.63%	1.05%	0.00%	0.52%	1.18%	0.89%	0.00%	2.25%	0.62%	0.00%	0.47%	0.47%	0.95%	0.68%	0.34%	0.71%	0.71%	1.18%	0.59%	1.13%	0.66%	0.28%	0.40%	0.63%	0.40%	0.37%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	507	34	32	21	20	15	38	4	0	4	8	7	4	5	9	8	13	21	7	12	11	12	7	20	10	13	24	16	18	26	15	13	21	36	3									
		4.10%	4.07%	3.86%	2.46%	3.26%	3.17%	4.31%	6.67%	0.00%	2.53%	4.21%	4.70%	2.06%	2.96%	4.02%	4.60%	5.86%	6.52%	3.23%	5.61%	5.16%	5.69%	2.39%	6.71%	3.55%	4.63%	7.08%	4.73%	4.05%	5.70%	4.20%	2.61%	4.38%	4.74%	1.11%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	201	10	17	25	10	12	16	0	0	1	3	2	2	3	2	3	3	4	5	4	1	3	6	3	2	5	7	7	8	10	6	8	2	8	3									
		1.62%	1.20%	2.05%	2.93%	1.63%	2.54%	1.81%	0.00%	0.00%	0.63%	1.58%	1.34%	1.03%	1.78%	0.89%	1.72%	1.35%	1.24%	2.30%	1.87%	0.47%	1.42%	2.05%	1.01%	0.71%	1.78%	2.06%	2.07%	1.80%	2.19%	1.68%	1.60%	0.42%	1.05%	1.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6273	398	378	420	294	215	342	49	73	106	95	102	141	106	138	122	124	189	94	62	122	109	167	121	156	146	181	192	242	260	127	259	238	354	151									
		50.68%	47.61%	45.54%	49.30%	47.96%	45.45%	38.78%	81.67%	93.59%	67.09%	50.00%	68.46%	72.68%	62.72%	61.61%	70.11%	55.86%	58.70%	43.32%	28.97%	57.28%	51.66%	56.99%	40.60%	55.32%	51.96%	53.39%	56.80%	54.50%	57.02%	35.57%	51.90%	49.58%	46.64%	55.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	57	7	7	2	3	3	5	0	0	0	2	1	0	0	1	0	0	1	3	0	2	1	1	0	0	0	5	0	0	4	1	1	4	3	0									
		0.46%	0.84%	0.84%	0.23%	0.49%	0.63%	0.57%	0.00%	0.00%	0.00%	1.05%	0.67%	0.00%	0.00%	0.45%	0.00%	0.00%	0.31%	1.38%	0.00%	0.94%	0.47%	0.34%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.88%	0.28%	0.20%	0.83%	0.40%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	90	12	5	11	4	1	13	0	1	1	2	0	0	1	0	1	1	2	3	1	1	0	1	0	1	1	1	3	3	4	3	3	0	6	4									
		0.73%	1.44%	0.60%	1.29%	0.65%	0.21%	1.47%	0.00%	1.28%	0.63%	1.05%	0.00%	0.00%	0.59%	0.00%	0.57%	0.45%	0.62%	1.38%	0.47%	0.47%	0.00%	0.34%	0.00%	0.35%	0.36%	0.29%	0.89%	0.68%	0.88%	0.84%	0.60%	0.00%	0.79%	1.48%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	356	14	12	17	87	64	28	0	0	4	5	0	2	1	4	1	7	5	5	3	0	1	5	5	3	9	5	5	10	7	8	12	9	11	7									
		2.88%	1.67%	1.45%	1.99%	14.19%	13.53%	3.17%	0.00%	0.00%	2.53%	2.63%	0.00%	1.03%	0.59%	1.79%	0.57%	3.15%	1.55%	2.30%	1.40%	0.00%	0.47%	1.71%	1.68%	1.06%	3.20%	1.47%	1.48%	2.25%	1.54%	2.24%	2.40%	1.88%	1.45%	2.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	1	4	1	1	0	0	1	0	0	0	1	0	0	0	1	1	4	1	2	0	0	2	0	0	1	0	4	1	0	0	0	0	2	0									
		0.23%	0.12%	0.48%	0.12%	0.16%	0.00%	0.00%	1.67%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.57%	0.45%	1.24%	0.46%	0.93%	0.00%	0.00%	0.68%	0.00%	0.00%	0.36%	0.00%	1.18%	0.23%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	6	2	3	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	3	0	2	1	2	0									
		0.25%	0.72%	0.24%	0.35%	0.16%	0.63%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.66%	0.00%	0.40%	0.21%	0.26%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	1	1	1	0	0	0	3	1									
		0.14%	0.00%	0.12%	0.23%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.46%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.29%	0.30%	0.23%	0.22%	0.00%	0.00%	0.00%	0.40%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	4	8	4	3	2	7	0	0	0	0	2	0	0	1	0	0	1	3	0	1	1	2	0	0	0	0	0	2	0	3	0	6	7	1									
		0.47%	0.48%	0.96%	0.47%	0.49%	0.42%	0.79%	0.00%	0.00%	0.00%	0.00%	1.34%	0.00%	0.00%	0.45%	0.00%	0.00%	0.31%	1.38%	0.00%	0.47%	0.47%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.84%	0.00%	1.25%	0.92%	0.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2399	176	204	165	104	102	230	2	2	19	30	16	8	21	31	12	12	32	47	55	62	42	51	98	43	46	60	39	90	65	138	97	87	168	45									
		19.38%	21.05%	24.58%	19.37%	16.97%	21.56%	26.08%	3.33%	2.56%	12.03%	15.79%	10.74%	4.12%	12.43%	13.84%	6.90%	5.41%	9.94%	21.66%	25.70%	29.11%	19.91%	17.41%	32.89%	15.25%	16.37%	17.70%	11.54%	20.27%	14.25%	38.66%	19.44%	18.13%	22.13%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	3	5	0	2	1	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	3	1	1	1	1	1	1	1	3	3	0	2	1	0									
		0.29%	0.36%	0.60%	0.00%	0.33%	0.21%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.46%	0.47%	0.00%	1.42%	0.34%	0.34%	0.35%	0.36%	0.29%	0.30%	0.23%	0.66%	0.84%	0.00%	0.42%	0.13%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2075	153	133	164	65	44	184	1	2	21	40	17	33	29	32	26	46	59	44	71	11	34	44	45	62	50	40	62	57	67	50	95	99	143	52									
		16.76%	18.30%	16.02%	19.25%	10.60%	9.30%	20.86%	1.67%	2.56%	13.29%	21.05%	11.41%	17.01%	17.16%	14.29%	14.94%	20.72%	18.32%	20.28%	33.18%	5.16%	16.11%	15.02%	15.10%	21.99%	17.79%	11.80%	18.34%	12.84%	14.69%	14.01%	19.04%	20.63%	18.84%	19.26%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
