Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Нефтеюганская городская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258									
		1.27%	0.91%	0.22%	0.24%	0.89%	0.99%	0.34%	0.36%	0.96%	1.61%	0.21%	0.21%	1.05%	0.18%	0.41%	0.23%	2.51%	0.42%	0.57%	2.35%	0.93%	0.35%	1.22%	1.02%	0.27%	0.00%	0.00%	0.31%	0.78%	0.36%	0.45%	0.37%	2.11%	1.20%	2.22%	2.27%	2.56%	1.65%	1.16%	2.73%	1.82%	2.28%	1.71%	1.96%	2.05%	2.26%	3.28%	2.06%	1.65%	1.42%	1.05%	0.66%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	364	6	1	1	4	4	1	1	17	15	1	2	12	1	1	1	19	1	4	0	7	5	7	8	0	3	5	0	7	1	6	0	10	11	10	16	12	14	15	8	13	10	8	16	9	13	14	13	9	9	2	11									
		1.39%	2.73%	0.22%	0.24%	1.18%	0.99%	0.17%	0.18%	3.27%	2.68%	0.21%	0.42%	2.53%	0.18%	0.20%	0.23%	2.98%	0.21%	0.77%	0.00%	1.30%	0.87%	1.42%	1.36%	0.00%	1.40%	1.99%	0.00%	1.37%	0.18%	1.35%	0.00%	1.75%	1.88%	1.85%	2.60%	2.04%	2.57%	2.49%	1.45%	1.98%	1.63%	1.24%	2.62%	1.54%	2.26%	1.99%	2.68%	1.48%	1.60%	0.35%	1.82%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	486	5	6	0	11	8	0	1	9	18	0	3	21	0	1	0	23	1	9	14	11	11	10	18	1	1	3	0	16	0	11	2	7	15	16	23	11	7	13	25	16	13	9	10	7	17	9	17	14	22	8	13									
		1.85%	2.27%	1.34%	0.00%	3.25%	1.98%	0.00%	0.18%	1.73%	3.22%	0.00%	0.63%	4.42%	0.00%	0.20%	0.00%	3.61%	0.21%	1.72%	2.20%	2.05%	1.91%	2.03%	3.07%	0.27%	0.47%	1.20%	0.00%	3.13%	0.00%	2.48%	0.74%	1.23%	2.56%	2.96%	3.73%	1.87%	1.28%	2.16%	4.55%	2.43%	2.12%	1.40%	1.64%	1.20%	2.96%	1.28%	3.51%	2.31%	3.91%	1.40%	2.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14318	86	364	364	145	172	472	436	244	244	385	379	209	467	386	353	288	384	303	308	237	441	198	241	294	168	120	257	216	442	215	213	253	286	223	281	238	239	269	216	271	276	276	281	279	236	305	220	273	234	359	272									
		54.65%	39.09%	81.25%	88.14%	42.90%	42.47%	81.10%	77.58%	46.92%	43.65%	79.88%	80.13%	44.00%	81.79%	78.78%	79.50%	45.14%	79.83%	58.05%	48.35%	44.13%	76.43%	40.24%	41.06%	79.03%	78.50%	47.81%	80.56%	42.19%	79.93%	48.42%	78.89%	44.39%	48.89%	41.30%	45.62%	40.55%	43.85%	44.68%	39.27%	41.19%	44.95%	42.92%	45.99%	47.77%	41.04%	43.51%	45.36%	44.98%	41.56%	62.76%	45.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	177	3	0	0	3	4	0	0	3	2	0	0	6	0	0	0	2	0	3	11	1	4	5	2	1	0	2	0	4	0	5	0	5	5	5	7	5	8	6	3	11	10	13	5	7	5	1	3	6	4	3	4									
		0.68%	1.36%	0.00%	0.00%	0.89%	0.99%	0.00%	0.00%	0.58%	0.36%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.31%	0.00%	0.57%	1.73%	0.19%	0.69%	1.02%	0.34%	0.27%	0.00%	0.80%	0.00%	0.78%	0.00%	1.13%	0.00%	0.88%	0.85%	0.93%	1.14%	0.85%	1.47%	0.99%	0.55%	1.67%	1.63%	2.02%	0.82%	1.20%	0.87%	0.14%	0.62%	0.99%	0.71%	0.52%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	3	1	2	1	2	1	1	1	2	0	1	1	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.18%	0.19%	0.00%	0.21%	0.00%	0.00%	0.18%	0.20%	0.00%	0.16%	0.21%	0.00%	0.00%	0.00%	0.17%	0.00%	0.17%	0.27%	0.47%	0.00%	0.00%	0.00%	0.18%	0.00%	0.37%	0.18%	0.00%	0.19%	0.16%	0.00%	0.18%	0.17%	0.55%	0.15%	0.33%	0.16%	0.33%	0.17%	0.17%	0.14%	0.41%	0.00%	0.18%	0.17%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5314	78	46	18	84	115	71	81	102	112	62	55	122	72	67	62	117	55	114	154	122	58	136	156	31	21	74	40	126	71	114	21	120	129	132	145	115	138	141	133	150	165	147	141	160	139	145	105	145	137	111	159									
		20.28%	35.45%	10.27%	4.36%	24.85%	28.40%	12.20%	14.41%	19.62%	20.04%	12.86%	11.63%	25.68%	12.61%	13.67%	13.96%	18.34%	11.43%	21.84%	24.18%	22.72%	10.05%	27.64%	26.58%	8.33%	9.81%	29.48%	12.54%	24.61%	12.84%	25.68%	7.78%	21.05%	22.05%	24.44%	23.54%	19.59%	25.32%	23.42%	24.18%	22.80%	26.87%	22.86%	23.08%	27.40%	24.17%	20.68%	21.65%	23.89%	24.33%	19.41%	26.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	125	2	0	0	5	1	1	1	1	1	0	0	2	0	1	0	4	1	5	2	5	7	5	5	0	0	1	0	3	1	2	0	6	4	2	4	1	3	4	5	4	4	5	6	4	1	4	2	1	2	5	2									
		0.48%	0.91%	0.00%	0.00%	1.48%	0.25%	0.17%	0.18%	0.19%	0.18%	0.00%	0.00%	0.42%	0.00%	0.20%	0.00%	0.63%	0.21%	0.96%	0.31%	0.93%	1.21%	1.02%	0.85%	0.00%	0.00%	0.40%	0.00%	0.59%	0.18%	0.45%	0.00%	1.05%	0.68%	0.37%	0.65%	0.17%	0.55%	0.66%	0.91%	0.61%	0.65%	0.78%	0.98%	0.68%	0.17%	0.57%	0.41%	0.16%	0.36%	0.87%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	288	3	6	1	1	3	2	2	7	8	1	0	6	1	2	1	13	2	5	5	8	7	9	7	2	0	2	1	5	2	4	1	6	11	8	7	6	4	8	6	14	9	8	9	6	13	23	6	7	8	4	8									
		1.10%	1.36%	1.34%	0.24%	0.30%	0.74%	0.34%	0.36%	1.35%	1.43%	0.21%	0.00%	1.26%	0.18%	0.41%	0.23%	2.04%	0.42%	0.96%	0.78%	1.49%	1.21%	1.83%	1.19%	0.54%	0.00%	0.80%	0.31%	0.98%	0.36%	0.90%	0.37%	1.05%	1.88%	1.48%	1.14%	1.02%	0.73%	1.33%	1.09%	2.13%	1.47%	1.24%	1.47%	1.03%	2.26%	3.28%	1.24%	1.15%	1.42%	0.70%	1.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	62	0	1	1	0	0	1	1	2	0	1	0	0	1	1	1	1	1	1	0	3	2	0	1	0	0	0	0	3	1	4	0	11	0	3	1	0	0	4	1	1	1	2	2	1	2	3	1	0	0	1	1									
		0.24%	0.00%	0.22%	0.24%	0.00%	0.00%	0.17%	0.18%	0.38%	0.00%	0.21%	0.00%	0.00%	0.18%	0.20%	0.23%	0.16%	0.21%	0.19%	0.00%	0.56%	0.35%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.59%	0.18%	0.90%	0.00%	1.93%	0.00%	0.56%	0.16%	0.00%	0.00%	0.66%	0.18%	0.15%	0.16%	0.31%	0.33%	0.17%	0.35%	0.43%	0.21%	0.00%	0.00%	0.17%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	253	0	2	2	8	4	2	3	4	3	2	0	7	2	2	2	9	2	2	6	9	6	2	6	3	1	1	1	4	2	3	0	14	4	4	6	6	5	4	10	10	12	8	14	6	4	11	8	5	6	2	14									
		0.97%	0.00%	0.45%	0.48%	2.37%	0.99%	0.34%	0.53%	0.77%	0.54%	0.41%	0.00%	1.47%	0.35%	0.41%	0.45%	1.41%	0.42%	0.38%	0.94%	1.68%	1.04%	0.41%	1.02%	0.81%	0.47%	0.40%	0.31%	0.78%	0.36%	0.68%	0.00%	2.46%	0.68%	0.74%	0.97%	1.02%	0.92%	0.66%	1.82%	1.52%	1.95%	1.24%	2.29%	1.03%	0.70%	1.57%	1.65%	0.82%	1.07%	0.35%	2.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2255	23	8	10	36	49	12	14	60	49	11	15	41	10	12	9	61	13	49	89	64	12	60	74	12	12	26	7	70	12	39	9	67	63	62	61	78	65	73	57	86	50	77	64	50	77	73	52	66	68	31	67									
		8.61%	10.45%	1.79%	2.42%	10.65%	12.10%	2.06%	2.49%	11.54%	8.77%	2.28%	3.17%	8.63%	1.75%	2.45%	2.03%	9.56%	2.70%	9.39%	13.97%	11.92%	2.08%	12.20%	12.61%	3.23%	5.61%	10.36%	2.19%	13.67%	2.17%	8.78%	3.33%	11.75%	10.77%	11.48%	9.90%	13.29%	11.93%	12.13%	10.36%	13.07%	8.14%	11.98%	10.47%	8.56%	13.39%	10.41%	10.72%	10.87%	12.08%	5.42%	11.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	160	1	1	1	0	3	1	2	3	4	1	0	0	1	1	1	5	1	2	2	1	3	5	2	1	0	1	0	2	1	2	0	4	5	4	4	5	4	5	3	9	6	4	3	3	4	21	4	7	5	10	2									
		0.61%	0.45%	0.22%	0.24%	0.00%	0.74%	0.17%	0.36%	0.58%	0.72%	0.21%	0.00%	0.00%	0.18%	0.20%	0.23%	0.78%	0.21%	0.38%	0.31%	0.19%	0.52%	1.02%	0.34%	0.27%	0.00%	0.40%	0.00%	0.39%	0.18%	0.45%	0.00%	0.70%	0.85%	0.74%	0.65%	0.85%	0.73%	0.83%	0.55%	1.37%	0.98%	0.62%	0.49%	0.51%	0.70%	2.99%	0.82%	1.15%	0.89%	1.75%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1101	3	6	6	14	13	8	9	35	16	7	0	18	6	5	6	32	9	19	31	26	13	22	35	14	1	5	4	32	8	16	17	34	29	36	25	40	28	26	39	41	32	48	31	26	33	40	29	36	39	19	34									
		4.20%	1.36%	1.34%	1.45%	4.14%	3.21%	1.37%	1.60%	6.73%	2.86%	1.45%	0.00%	3.79%	1.05%	1.02%	1.35%	5.02%	1.87%	3.64%	4.87%	4.84%	2.25%	4.47%	5.96%	3.76%	0.47%	1.99%	1.25%	6.25%	1.45%	3.60%	6.30%	5.96%	4.96%	6.67%	4.06%	6.81%	5.14%	4.32%	7.09%	6.23%	5.21%	7.47%	5.07%	4.45%	5.74%	5.71%	5.98%	5.93%	6.93%	3.32%	5.63%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
