Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Палласовская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242									
		0.65%	1.76%	0.40%	1.01%	0.37%	0.63%	0.97%	1.26%	0.96%	0.72%	0.00%	0.84%	0.00%	0.00%	0.38%	0.00%	0.91%	1.19%	1.74%	0.53%	0.00%	0.00%	0.59%	0.00%	0.00%	0.89%	0.00%	0.38%	0.00%	0.00%	0.70%	0.28%	2.17%	0.00%	1.24%	0.43%	0.00%	0.00%	0.60%	0.23%	1.59%	0.97%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2339	105	85	66	106	55	90	84	88	119	17	23	5	96	108	4	25	12	76	34	17	50	104	13	8	138	14	109	11	2	22	70	5	122	48	105	52	23	96	95	4	13	20									
		16.82%	16.77%	17.00%	13.39%	19.49%	17.41%	17.37%	15.14%	16.89%	14.35%	15.60%	19.33%	10.42%	20.78%	20.77%	5.06%	11.42%	14.29%	13.24%	17.89%	10.37%	11.66%	20.43%	10.16%	11.76%	17.49%	16.28%	20.72%	16.67%	2.53%	15.49%	19.39%	5.43%	17.81%	11.94%	22.78%	22.61%	12.11%	19.32%	22.09%	6.35%	12.62%	19.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	1	1	1	2	1	5	3	2	1	0	0	0	2	1	0	2	1	1	0	0	1	0	0	0	2	0	2	0	0	0	2	0	3	1	2	1	1	1	1	0	0	2									
		0.31%	0.16%	0.20%	0.20%	0.37%	0.32%	0.97%	0.54%	0.38%	0.12%	0.00%	0.00%	0.00%	0.43%	0.19%	0.00%	0.91%	1.19%	0.17%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.25%	0.00%	0.38%	0.00%	0.00%	0.00%	0.55%	0.00%	0.44%	0.25%	0.43%	0.43%	0.53%	0.20%	0.23%	0.00%	0.00%	1.94%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	393	23	23	17	16	14	13	25	16	32	1	1	1	8	10	0	9	3	11	4	2	19	14	2	0	25	1	11	4	0	2	17	4	12	2	9	5	2	16	16	1	0	2									
		2.83%	3.67%	4.60%	3.45%	2.94%	4.43%	2.51%	4.50%	3.07%	3.86%	0.92%	0.84%	2.08%	1.73%	1.92%	0.00%	4.11%	3.57%	1.92%	2.11%	1.22%	4.43%	2.75%	1.56%	0.00%	3.17%	1.16%	2.09%	6.06%	0.00%	1.41%	4.71%	4.35%	1.75%	0.50%	1.95%	2.17%	1.05%	3.22%	3.72%	1.59%	0.00%	1.94%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
