Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Тункинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	31	0	2	4	0	0	0	0	1	2	0	1	1	0	0	0	0	1	1	2	1	0	0	1	0	2	1	0	2	2	3	1	1	1	0	1					
		0.28%	0.00%	0.50%	0.98%	0.00%	0.00%	0.00%	0.00%	0.74%	0.86%	0.00%	0.71%	0.39%	0.00%	0.00%	0.00%	0.00%	0.42%	0.14%	0.36%	0.86%	0.00%	0.00%	0.35%	0.00%	1.40%	0.20%	0.00%	0.36%	0.36%	0.47%	0.37%	0.25%	0.66%	0.00%	0.19%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
