Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Тункинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	1	0	0	0	1	2	0	3	1	1	2	1	0	1	0	0	2					
		0.26%	0.82%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	1.02%	0.24%	0.00%	0.00%	0.00%	0.37%	0.69%	0.00%	0.54%	0.20%	0.17%	0.37%	0.19%	0.00%	0.28%	0.00%	0.00%	0.39%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	2	1	0	0	0	1	0	0					
		0.12%	0.00%	0.00%	0.23%	0.70%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.23%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.20%	0.35%	0.18%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	324	5	10	16	2	8	2	0	4	16	29	5	1	3	2	0	3	0	24	19	6	6	0	9	4	2	12	24	26	23	9	13	7	5	4	25					
		3.07%	2.05%	2.39%	3.67%	1.41%	2.54%	2.04%	0.00%	2.56%	6.11%	5.86%	3.01%	0.41%	7.32%	2.11%	0.00%	1.04%	0.00%	4.07%	4.58%	4.84%	1.16%	0.00%	3.33%	1.38%	1.50%	2.15%	4.69%	4.54%	4.24%	1.73%	4.58%	1.94%	2.96%	1.15%	4.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	691	6	48	33	11	10	2	3	10	21	30	10	6	2	2	1	19	8	62	49	1	23	1	10	13	6	47	53	56	46	22	10	22	12	7	29					
		6.54%	2.46%	11.46%	7.57%	7.75%	3.17%	2.04%	2.27%	6.41%	8.02%	6.06%	6.02%	2.44%	4.88%	2.11%	2.17%	6.57%	3.57%	10.51%	11.81%	0.81%	4.43%	2.70%	3.70%	4.50%	4.51%	8.41%	10.35%	9.77%	8.49%	4.23%	3.52%	6.09%	7.10%	2.01%	5.66%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	76	1	1	2	1	1	0	0	0	6	0	1	2	0	1	0	5	0	1	1	2	4	0	4	5	2	1	3	5	3	5	2	2	3	5	7					
		0.72%	0.41%	0.24%	0.46%	0.70%	0.32%	0.00%	0.00%	0.00%	2.29%	0.00%	0.60%	0.81%	0.00%	1.05%	0.00%	1.73%	0.00%	0.17%	0.24%	1.61%	0.77%	0.00%	1.48%	1.73%	1.50%	0.18%	0.59%	0.87%	0.55%	0.96%	0.70%	0.55%	1.78%	1.43%	1.37%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8294	211	336	354	113	274	81	118	130	213	404	123	213	34	80	39	239	200	418	268	100	425	33	214	229	99	425	358	417	377	426	234	287	131	283	408					
		78.51%	86.48%	80.19%	81.19%	79.58%	86.98%	82.65%	89.39%	83.33%	81.30%	81.62%	74.10%	86.59%	82.93%	84.21%	84.78%	82.70%	89.29%	70.85%	64.58%	80.65%	81.89%	89.19%	79.26%	79.24%	74.44%	76.03%	69.92%	72.77%	69.56%	81.92%	82.39%	79.50%	77.51%	81.09%	79.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	30	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	3	0	0	0	0	3	2	0	1	4	2	0	0	1	1	2	2					
		0.28%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.85%	0.72%	0.00%	0.00%	0.00%	0.00%	1.04%	1.50%	0.00%	0.20%	0.70%	0.37%	0.00%	0.00%	0.28%	0.59%	0.57%	0.39%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
