Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																												
Дата голосования: 04.12.2011																																																																												
																																																																												
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №1																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №63	УИК №64	УИК №65	УИК №66	УИК №68	УИК №69	УИК №70	УИК №71					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1163	6	81	8	9	25	20	13	18	21	13	16	10	8	18	26	27	19	13	44	20	11	14	19	17	6	13	12	13	33	13	28	17	18	27	21	7	7	14	7	17	48	7	21	12	14	10	12	22	26	15	40	20	8	35	11	10	32	7	15	3	10	28	0	3	13	3	3	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	32	1	0	0	1	1	0	1	1	1	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3400	12	70	71	43	53	67	43	87	74	45	52	57	97	25	51	96	52	87	81	83	36	23	98	95	71	53	87	31	98	32	75	33	59	55	37	35	19	77	57	38	46	36	56	29	40	32	56	47	48	30	56	21	69	56	40	59	53	45	62	40	124	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	14131	135	282	254	179	186	233	192	282	227	207	276	267	253	219	194	295	224	202	239	218	294	254	244	185	257	217	202	124	257	243	239	239	182	305	242	228	165	213	213	173	221	261	256	330	160	169	346	234	244	111	302	343	257	273	145	248	206	160	219	163	193	80	30	27	38	7	12	13	43					
		18.90%	14.58%	24.78%	21.90%	24.55%	15.78%	22.43%	21.08%	25.11%	22.54%	19.71%	22.22%	19.88%	22.65%	19.80%	14.55%	18.29%	20.68%	18.28%	23.76%	23.19%	24.62%	24.54%	24.11%	20.29%	20.68%	23.69%	21.24%	18.73%	21.84%	28.06%	16.74%	19.46%	8.52%	20.00%	17.11%	21.51%	18.27%	19.56%	21.07%	12.57%	14.95%	22.42%	14.26%	17.40%	16.51%	20.31%	22.93%	20.51%	19.92%	10.04%	18.95%	23.57%	21.95%	22.98%	10.93%	19.11%	15.52%	19.35%	20.33%	23.52%	17.23%	9.57%	36.14%	15.70%	14.67%	1.75%	2.73%	2.36%	7.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4490	48	24	27	23	38	25	25	39	28	31	68	36	77	35	34	57	32	43	15	32	49	23	14	27	34	70	28	15	29	14	47	72	48	106	99	113	41	111	104	49	119	84	280	114	28	90	125	104	120	72	157	105	133	115	98	147	152	63	125	60	151	90	10	12	12	14	10	11	59					
		6.01%	5.18%	2.11%	2.33%	3.16%	3.22%	2.41%	2.74%	3.47%	2.78%	2.95%	5.48%	2.68%	6.89%	3.16%	2.55%	3.53%	2.95%	3.89%	1.49%	3.40%	4.10%	2.22%	1.38%	2.96%	2.74%	7.64%	2.94%	2.27%	2.46%	1.62%	3.29%	5.86%	2.25%	6.95%	7.00%	10.66%	4.54%	10.19%	10.29%	3.56%	8.05%	7.22%	15.60%	6.01%	2.89%	10.82%	8.28%	9.11%	9.80%	6.51%	9.85%	7.22%	11.36%	9.68%	7.39%	11.33%	11.45%	7.62%	11.61%	8.66%	13.48%	10.77%	12.05%	6.98%	4.63%	3.51%	2.28%	2.00%	10.75%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	778	17	15	7	13	4	9	13	9	11	9	10	18	10	10	25	16	18	11	11	9	10	18	8	14	14	12	13	8	20	13	14	10	6	8	11	5	9	15	9	12	12	12	17	21	2	9	17	14	12	14	14	16	9	22	13	19	14	8	18	7	11	6	0	2	6	1	2	2	4					
		1.04%	1.84%	1.32%	0.60%	1.78%	0.34%	0.87%	1.43%	0.80%	1.09%	0.86%	0.81%	1.34%	0.90%	0.90%	1.88%	0.99%	1.66%	0.99%	1.09%	0.96%	0.84%	1.74%	0.79%	1.54%	1.13%	1.31%	1.37%	1.21%	1.70%	1.50%	0.98%	0.81%	0.28%	0.52%	0.78%	0.47%	0.99%	1.38%	0.89%	0.87%	0.81%	1.03%	0.95%	1.11%	0.21%	1.08%	1.13%	1.23%	0.98%	1.27%	0.88%	1.10%	0.77%	1.85%	0.98%	1.46%	1.06%	0.97%	1.67%	1.01%	0.98%	0.72%	0.00%	1.16%	2.32%	0.25%	0.46%	0.36%	0.73%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6034	52	39	77	49	50	27	50	68	52	53	76	52	147	63	64	81	31	56	33	52	68	34	19	42	38	137	48	12	59	20	74	52	121	10	150	117	145	146	145	86	151	171	189	191	51	94	235	156	104	105	227	124	179	163	107	156	243	101	150	79	147	98	18	14	13	7	18	7	41					
		8.07%	5.62%	3.43%	6.64%	6.72%	4.24%	2.60%	5.49%	6.06%	5.16%	5.05%	6.12%	3.87%	13.16%	5.70%	4.80%	5.02%	2.86%	5.07%	3.28%	5.53%	5.70%	3.29%	1.88%	4.61%	3.06%	14.96%	5.05%	1.81%	5.01%	2.31%	5.18%	4.23%	5.66%	0.66%	10.61%	11.04%	16.06%	13.41%	14.34%	6.25%	10.22%	14.69%	10.53%	10.07%	5.26%	11.30%	15.57%	13.67%	8.49%	9.49%	14.24%	8.52%	15.29%	13.72%	8.06%	12.02%	18.31%	12.21%	13.93%	11.40%	13.13%	11.72%	21.69%	8.14%	5.02%	1.75%	4.10%	1.27%	7.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9095	102	145	182	129	72	148	128	198	160	133	213	167	200	130	56	197	103	136	194	159	186	168	199	154	199	181	132	97	164	55	139	187	261	20	154	156	40	161	185	160	153	202	187	194	24	118	258	169	170	93	175	115	178	168	85	112	99	125	166	123	123	43	3	8	10	4	4	8	28					
		12.16%	11.02%	12.74%	15.69%	17.70%	6.11%	14.24%	14.05%	17.63%	15.89%	12.67%	17.15%	12.43%	17.91%	11.75%	4.20%	12.21%	9.51%	12.31%	19.28%	16.91%	15.58%	16.23%	19.66%	16.89%	16.01%	19.76%	13.88%	14.65%	13.93%	6.35%	9.73%	15.23%	12.22%	1.31%	10.89%	14.72%	4.43%	14.78%	18.30%	11.63%	10.35%	17.35%	10.42%	10.23%	2.48%	14.18%	17.10%	14.81%	13.88%	8.41%	10.98%	7.90%	15.20%	14.14%	6.41%	8.63%	7.46%	15.11%	15.41%	17.75%	10.98%	5.14%	3.61%	4.65%	3.86%	1.00%	0.91%	1.45%	5.10%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	38359	482	602	579	319	803	508	478	509	511	598	580	775	405	634	880	923	652	609	502	456	562	510	495	466	680	283	495	391	624	483	884	625	1494	1051	730	405	480	425	330	866	787	406	763	1008	687	327	495	435	551	678	685	730	395	417	847	596	576	350	379	250	484	513	19	104	168	364	390	505	366					
		51.30%	52.05%	52.90%	49.91%	43.76%	68.11%	48.89%	52.47%	45.33%	50.74%	56.95%	46.70%	57.71%	36.26%	57.32%	66.02%	57.22%	60.20%	55.11%	49.90%	48.51%	47.07%	49.28%	48.91%	51.10%	54.71%	30.90%	52.05%	59.06%	53.02%	55.77%	61.90%	50.90%	69.94%	68.92%	51.63%	38.21%	53.16%	39.03%	32.64%	62.94%	53.25%	34.88%	42.51%	53.14%	70.90%	39.30%	32.80%	38.12%	44.98%	61.30%	42.97%	50.17%	33.73%	35.10%	63.83%	45.92%	43.41%	42.32%	35.19%	36.08%	43.21%	61.36%	22.89%	60.47%	64.86%	91.23%	88.84%	91.82%	66.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	725	12	10	10	7	10	12	12	5	17	10	10	8	12	11	35	23	11	9	2	5	9	13	8	13	9	8	13	4	8	11	11	17	3	10	12	9	13	8	11	0	17	12	20	24	6	13	17	18	13	16	17	12	6	15	14	9	23	11	10	6	4	5	0	2	4	1	2	4	3					
		0.97%	1.30%	0.88%	0.86%	0.96%	0.85%	1.15%	1.32%	0.45%	1.69%	0.95%	0.81%	0.60%	1.07%	0.99%	2.63%	1.43%	1.02%	0.81%	0.20%	0.53%	0.75%	1.26%	0.79%	1.43%	0.72%	0.87%	1.37%	0.60%	0.68%	1.27%	0.77%	1.38%	0.14%	0.66%	0.85%	0.85%	1.44%	0.73%	1.09%	0.00%	1.15%	1.03%	1.11%	1.27%	0.62%	1.56%	1.13%	1.58%	1.06%	1.45%	1.07%	0.82%	0.51%	1.26%	1.06%	0.69%	1.73%	1.33%	0.93%	0.87%	0.36%	0.60%	0.00%	1.16%	1.54%	0.25%	0.46%	0.73%	0.55%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
