Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																						
Дата голосования: 07.12.2003 0:00:00																																																																						
																																																																						
Наименование Избирательной комиссии:    Заводоуковская																																																																						
																																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																						
																																																																						
		Сумма	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
		0.45%	0.87%	0.15%	0.80%	0.56%	0.16%	0.0%	0.62%	0.65%	0.17%	0.0%	0.39%	0.72%	0.55%	0.78%	0.0%	1.38%	0.40%	0.19%	1.25%	0.47%	0.0%	0.0%	0.56%	0.84%	1.17%	0.0%	0.60%	0.0%	0.0%	0.82%	0.15%	0.0%	0.0%	0.76%	0.25%	1.31%	0.0%	0.0%	0.0%	0.76%	0.55%	0.0%	0.0%	0.0%	0.30%	0.27%	0.0%	1.28%	0.0%	0.0%	0.0%	1.81%	0.34%	1.43%	0.0%	1.41%	0.83%	0.0%	1.19%	1.26%	0.91%	1.09%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	0	1	0	0	0	0	1	0	0	1	0	1	2	3	0	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	2	2	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0					
		0.14%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.17%	0.0%	0.24%	0.15%	0.21%	0.0%	0.92%	0.0%	0.19%	0.31%	0.0%	0.0%	1.81%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	1.63%	0.0%	0.25%	1.31%	0.0%	1.08%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.72%	0.0%	0.0%	1.63%	0.17%	0.0%	0.68%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	65	1	1	0	0	1	7	0	1	2	1	3	0	8	4	0	0	1	1	2	3	0	0	3	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	2	0	1	0	2	4	0	3	0	0	1	1	2	0	0	0	0	1	1	0					
		0.31%	0.17%	0.15%	0.0%	0.0%	0.16%	0.90%	0.0%	0.21%	0.35%	0.17%	0.59%	0.0%	0.63%	0.28%	0.0%	0.0%	0.20%	0.19%	0.62%	0.70%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.30%	0.88%	0.33%	0.82%	0.15%	0.0%	0.0%	0.25%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	2.27%	0.0%	0.27%	0.0%	0.85%	1.00%	0.0%	0.51%	0.0%	0.0%	0.71%	0.33%	1.41%	0.0%	0.0%	0.0%	0.0%	0.45%	0.36%	0.0%					
25	"8. ""Народно-республиканская партия России"""	24	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	7	0	2	0	1	0	0	0	0	3	1	0	0					
		0.11%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.07%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	0.30%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.25%	0.0%	1.19%	0.0%	0.68%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	1.89%	0.45%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	0	0	3	0	1	1	2	2	1	0	3	1	4	2	0	1	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.17%	0.0%	0.0%	0.60%	0.0%	0.16%	0.12%	1.24%	0.43%	0.17%	0.0%	0.59%	0.24%	0.31%	0.14%	0.0%	0.46%	0.40%	0.39%	0.94%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.85%	0.25%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	632	14	11	7	4	14	19	1	11	0	12	8	9	15	25	5	4	26	8	0	5	0	3	14	9	1	2	7	3	24	0	3	18	1	50	19	2	13	3	11	33	17	5	0	2	4	7	7	26	11	3	24	0	13	16	10	15	10	10	20	4	2	9	3					
		3.03%	2.46%	1.66%	1.40%	1.12%	2.31%	2.45%	0.62%	2.41%	0.0%	2.15%	1.59%	2.18%	1.19%	1.79%	2.15%	1.84%	5.26%	1.56%	0.0%	1.18%	0.0%	5.45%	3.97%	7.62%	1.17%	1.55%	2.13%	2.65%	8.13%	0.0%	0.46%	5.94%	1.63%	12.72%	4.92%	2.63%	4.04%	3.26%	4.66%	6.30%	9.49%	2.95%	0.0%	2.27%	1.20%	1.91%	2.52%	11.15%	2.76%	4.91%	4.08%	0.0%	4.46%	11.51%	3.38%	10.63%	4.16%	9.61%	7.93%	2.53%	0.91%	3.27%	2.43%					
28	"11. ""Истинные патриоты России"""	20	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	1					
		0.09%	0.17%	0.0%	0.0%	0.0%	0.0%	0.12%	0.62%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.31%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	1.63%	0.0%	0.25%	1.31%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	1.13%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.41%	0.96%	0.0%	0.0%	0.0%	0.36%	0.81%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	648	14	13	13	11	15	22	4	10	18	16	15	24	38	40	15	13	12	42	16	19	0	2	21	2	7	8	3	4	7	1	16	16	3	8	10	1	5	7	10	16	5	2	1	1	7	17	7	10	9	1	19	2	6	4	6	3	5	4	6	4	3	5	4					
		3.11%	2.46%	1.96%	2.60%	3.08%	2.47%	2.83%	2.48%	2.19%	3.21%	2.87%	2.99%	5.82%	3.01%	2.87%	6.46%	5.99%	2.42%	8.20%	5.03%	4.49%	0.0%	3.63%	5.96%	1.69%	8.23%	6.20%	0.91%	3.53%	2.37%	0.82%	2.46%	5.28%	4.91%	2.03%	2.59%	1.31%	1.55%	7.60%	4.23%	3.05%	2.79%	1.18%	0.81%	1.13%	2.10%	4.64%	2.52%	4.29%	2.26%	1.63%	3.23%	3.63%	2.06%	2.87%	2.03%	2.12%	2.08%	3.84%	2.38%	2.53%	1.37%	1.81%	3.25%					
30	"13. ""Демократическая партия России"""	55	0	1	3	0	3	1	2	0	0	2	0	0	3	4	1	2	0	1	3	0	0	2	0	2	0	0	0	0	0	0	1	2	0	3	1	3	2	1	0	3	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	1	2	1	0	0					
		0.26%	0.0%	0.15%	0.60%	0.0%	0.49%	0.12%	1.24%	0.0%	0.0%	0.35%	0.0%	0.0%	0.23%	0.28%	0.43%	0.92%	0.0%	0.19%	0.94%	0.0%	0.0%	3.63%	0.0%	1.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.66%	0.0%	0.76%	0.25%	3.94%	0.62%	1.08%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.42%	0.25%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	1.26%	0.45%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	62	4	4	1	0	4	0	0	1	1	1	1	2	4	1	1	0	1	1	2	0	1	0	1	0	3	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	1	2	0	1	0	1	0	1	0	6	0	7	0	0	0	2	0	0	0	0					
		0.29%	0.70%	0.60%	0.20%	0.0%	0.66%	0.0%	0.0%	0.21%	0.17%	0.17%	0.19%	0.48%	0.31%	0.07%	0.43%	0.0%	0.20%	0.19%	0.62%	0.0%	1.12%	0.0%	0.28%	0.0%	3.52%	0.0%	0.30%	0.0%	0.33%	0.82%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.19%	1.11%	0.0%	0.0%	1.13%	0.60%	0.0%	0.36%	0.0%	0.25%	0.0%	0.17%	0.0%	2.06%	0.0%	2.37%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	35	1	3	2	0	0	1	0	0	0	0	2	3	2	1	0	0	0	0	3	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0					
		0.16%	0.17%	0.45%	0.40%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.39%	0.72%	0.15%	0.07%	0.0%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.77%	0.30%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	1.13%	0.30%	0.0%	0.36%	0.0%	0.0%	0.0%	0.51%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.63%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	927	19	53	34	15	41	41	5	24	45	30	34	16	77	120	19	17	30	34	5	12	0	3	5	2	4	6	13	3	7	1	7	6	0	8	11	1	13	1	5	24	2	2	4	1	18	13	9	3	9	2	13	2	11	4	5	3	4	5	3	9	4	7	3					
		4.45%	3.33%	8.00%	6.81%	4.21%	6.77%	5.29%	3.10%	5.26%	8.03%	5.38%	6.78%	3.88%	6.11%	8.61%	8.18%	7.83%	6.07%	6.64%	1.57%	2.83%	0.0%	5.45%	1.42%	1.69%	4.70%	4.65%	3.96%	2.65%	2.37%	0.82%	1.08%	1.98%	0.0%	2.03%	2.84%	1.31%	4.04%	1.08%	2.11%	4.58%	1.11%	1.18%	3.25%	1.13%	5.40%	3.55%	3.24%	1.28%	2.26%	3.27%	2.21%	3.63%	3.78%	2.87%	1.69%	2.12%	1.66%	4.80%	1.19%	5.69%	1.83%	2.54%	2.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	78	2	4	1	1	3	3	3	1	5	2	1	0	2	6	3	2	2	2	2	0	0	0	2	2	0	1	0	0	1	0	0	1	0	3	1	0	0	1	1	2	0	0	0	0	0	2	1	1	4	1	2	0	0	0	0	1	1	0	1	1	1	1	1					
		0.37%	0.35%	0.60%	0.20%	0.28%	0.49%	0.38%	1.86%	0.21%	0.89%	0.35%	0.19%	0.0%	0.15%	0.43%	1.29%	0.92%	0.40%	0.39%	0.62%	0.0%	0.0%	0.0%	0.56%	1.69%	0.0%	0.77%	0.0%	0.0%	0.33%	0.0%	0.0%	0.33%	0.0%	0.76%	0.25%	0.0%	0.0%	1.08%	0.42%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.36%	0.42%	1.00%	1.63%	0.34%	0.0%	0.0%	0.0%	0.0%	0.70%	0.41%	0.0%	0.39%	0.63%	0.45%	0.36%	0.81%					
35	"18. ""ЛДПР"""	2961	108	92	78	50	137	122	50	61	78	77	67	63	221	193	37	33	86	78	127	40	5	5	36	16	1	15	54	16	19	8	59	24	5	41	26	3	46	15	36	66	18	9	23	17	48	71	42	28	61	2	72	4	33	12	35	10	31	6	31	31	8	63	12					
		14.24%	18.98%	13.89%	15.63%	14.04%	22.64%	15.74%	31.05%	13.37%	13.92%	13.82%	13.37%	15.29%	17.53%	13.85%	15.94%	15.20%	17.40%	15.23%	39.93%	9.45%	5.61%	9.09%	10.22%	13.55%	1.17%	11.62%	16.46%	14.15%	6.44%	6.61%	9.10%	7.92%	8.19%	10.43%	6.73%	3.94%	14.33%	16.30%	15.25%	12.61%	10.05%	5.32%	18.69%	19.31%	14.41%	19.39%	15.16%	12.01%	15.32%	3.27%	12.26%	7.27%	11.34%	8.63%	11.86%	7.09%	12.91%	5.76%	12.30%	19.62%	3.66%	22.90%	9.75%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	269	4	12	2	2	7	22	5	0	5	3	10	4	19	22	2	0	7	5	1	5	1	0	7	1	1	1	2	0	8	0	9	5	0	2	4	1	3	1	3	4	2	0	0	0	10	9	6	5	8	2	8	1	3	0	2	2	0	0	9	4	6	1	1					
		1.29%	0.70%	1.81%	0.40%	0.56%	1.15%	2.83%	3.10%	0.0%	0.89%	0.53%	1.99%	0.97%	1.50%	1.57%	0.86%	0.0%	1.41%	0.97%	0.31%	1.18%	1.12%	0.0%	1.98%	0.84%	1.17%	0.77%	0.60%	0.0%	2.71%	0.0%	1.38%	1.65%	0.0%	0.50%	1.03%	1.31%	0.93%	1.08%	1.27%	0.76%	1.11%	0.0%	0.0%	0.0%	3.00%	2.45%	2.16%	2.14%	2.01%	3.27%	1.36%	1.81%	1.03%	0.0%	0.67%	1.41%	0.0%	0.0%	3.57%	2.53%	2.75%	0.36%	0.81%					
37	"20. ""Политическая партия ""Единая Россия"""	10653	255	284	249	186	261	384	53	239	287	302	256	209	569	606	94	92	239	252	28	253	51	26	210	68	55	62	170	62	166	76	486	181	43	233	239	42	175	44	119	241	106	129	80	48	196	156	138	101	200	35	282	40	154	83	178	89	151	56	129	66	173	139	77					
		51.23%	44.81%	42.90%	49.89%	52.24%	43.14%	49.54%	32.91%	52.41%	51.24%	54.21%	51.09%	50.72%	45.15%	43.50%	40.51%	42.39%	48.38%	49.21%	8.80%	59.81%	57.30%	47.27%	59.65%	57.62%	64.70%	48.06%	51.82%	54.86%	56.27%	62.80%	75.0%	59.73%	70.49%	59.28%	61.91%	55.26%	54.51%	47.82%	50.42%	46.08%	59.21%	76.33%	65.04%	54.54%	58.85%	42.62%	49.81%	43.34%	50.25%	57.37%	48.04%	72.72%	52.92%	59.71%	60.33%	63.12%	62.91%	53.84%	51.19%	41.77%	79.35%	50.54%	62.60%					
38	"21. ""Российская Конституционно-демократическая партия"""	55	0	2	3	0	1	2	0	2	3	1	3	6	2	4	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	2	1	0	1	0	0	0	1	1	2	0	0	0	1	0	0	2	1	0					
		0.26%	0.0%	0.30%	0.60%	0.0%	0.16%	0.25%	0.0%	0.43%	0.53%	0.17%	0.59%	1.45%	0.15%	0.28%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.84%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.15%	0.33%	1.63%	0.25%	0.25%	0.0%	0.31%	0.0%	0.0%	0.19%	0.0%	0.59%	0.0%	1.13%	0.60%	0.27%	0.0%	0.42%	0.0%	0.0%	0.0%	1.81%	0.34%	1.43%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.91%	0.36%	0.0%					
39	"22. ""Развитие предпринимательства"""	39	1	3	1	0	1	3	0	0	1	1	1	0	6	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	4	0	1	0	3	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0					
