Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Соликамская городская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3635	УИК №3636	УИК №3637	УИК №3638	УИК №3639	УИК №3640	УИК №3641	УИК №3642	УИК №3643	УИК №3644	УИК №3645									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2400	50	50	70	40	100	60	90	90	90	30	90	100	50	60	50	50	30	70	70	90	40	40	90	60	70	30	70	40	30	100	100	50	50	40	20	40	40	30	50	10	40	30	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	357	7	8	15	0	16	7	16	20	10	5	15	19	11	9	6	4	7	23	6	23	12	6	2	3	17	1	7	5	4	14	21	5	3	7	0	1	1	5	5	4	2	5	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	3	3	4	0	4	5	4	4	5	1	3	9	3	3	6	2	4	1	2	2	6	1	2	0	3	4	11	3	1	12	4	15	1	1	1	4	0	2	1	3	1	3	12	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	2043	43	42	55	40	84	53	74	70	80	25	75	81	39	51	44	46	23	47	64	67	28	34	88	57	53	29	63	35	26	86	79	45	47	33	20	39	39	25	45	6	38	25	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	0	2	4	0	1	2	1	3	2	0	0	2	1	0	0	0	0	0	1	1	0	1	2	0	2	1	2	0	1	1	1	0	0	0	0	0	0	1	0	1	3	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	357	5	6	9	4	22	7	19	13	15	3	16	19	8	13	4	7	3	11	12	18	4	8	11	8	10	7	12	2	3	12	11	3	11	5	0	5	9	2	4	2	2	5	2	3	2									
		1.53%	1.24%	1.52%	1.44%	0.85%	2.20%	1.16%	1.80%	1.20%	1.56%	1.03%	1.78%	2.10%	1.40%	2.52%	0.80%	1.64%	1.15%	1.37%	1.60%	1.84%	1.41%	1.81%	1.23%	1.58%	1.38%	2.24%	1.73%	1.05%	1.22%	1.44%	1.30%	0.72%	2.81%	1.60%	0.00%	1.58%	2.30%	0.69%	1.49%	1.90%	0.68%	1.01%	1.04%	4.62%	2.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	738	6	10	13	20	31	14	35	32	32	11	30	27	23	20	25	21	4	34	25	29	7	11	36	17	27	3	19	3	10	28	24	11	11	9	6	6	17	10	9	3	8	14	3	0	4									
		3.17%	1.49%	2.53%	2.07%	4.24%	3.10%	2.31%	3.31%	2.95%	3.32%	3.78%	3.33%	2.98%	4.04%	3.88%	4.97%	4.93%	1.53%	4.22%	3.34%	2.97%	2.46%	2.49%	4.03%	3.37%	3.71%	0.96%	2.73%	1.58%	4.08%	3.37%	2.83%	2.63%	2.81%	2.88%	3.55%	1.89%	4.35%	3.47%	3.36%	2.86%	2.70%	2.82%	1.55%	0.00%	5.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	643	10	10	20	13	45	24	24	16	28	9	33	25	11	13	23	11	3	17	24	37	3	8	31	11	20	13	23	6	6	19	20	7	6	14	4	8	5	6	10	1	0	18	1	5	2									
		2.76%	2.48%	2.53%	3.19%	2.75%	4.50%	3.96%	2.27%	1.47%	2.91%	3.09%	3.67%	2.76%	1.93%	2.52%	4.57%	2.58%	1.15%	2.11%	3.20%	3.78%	1.06%	1.81%	3.47%	2.18%	2.75%	4.17%	3.31%	3.16%	2.45%	2.29%	2.36%	1.67%	1.53%	4.49%	2.37%	2.52%	1.28%	2.08%	3.73%	0.95%	0.00%	3.62%	0.52%	7.69%	2.90%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9278	181	145	268	204	340	246	457	421	362	111	359	344	232	204	185	154	130	344	299	365	137	175	366	201	284	136	239	84	95	328	377	159	135	107	71	135	148	130	95	39	117	186	127	30	26									
		39.88%	44.80%	36.62%	42.74%	43.22%	33.97%	40.59%	43.28%	38.80%	37.59%	38.14%	39.89%	38.01%	40.70%	39.61%	36.78%	36.15%	49.81%	42.73%	39.92%	37.32%	48.24%	39.68%	40.94%	39.80%	39.06%	43.59%	34.39%	44.21%	38.78%	39.47%	44.46%	38.04%	34.44%	34.29%	42.01%	42.59%	37.85%	45.14%	35.45%	37.14%	39.53%	37.42%	65.80%	46.15%	37.68%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	146	2	4	7	1	12	5	8	5	6	0	5	7	0	6	3	0	0	4	6	13	0	7	6	5	5	2	7	0	0	3	1	2	0	3	0	0	2	1	0	0	1	4	3	0	0									
		0.63%	0.50%	1.01%	1.12%	0.21%	1.20%	0.83%	0.76%	0.46%	0.62%	0.00%	0.56%	0.77%	0.00%	1.17%	0.60%	0.00%	0.00%	0.50%	0.80%	1.33%	0.00%	1.59%	0.67%	0.99%	0.69%	0.64%	1.01%	0.00%	0.00%	0.36%	0.12%	0.48%	0.00%	0.96%	0.00%	0.00%	0.51%	0.35%	0.00%	0.00%	0.34%	0.80%	1.55%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	0	1	2	0	1	3	1	1	3	0	2	2	1	1	1	0	1	3	0	1	0	0	0	1	0	0	1	0	0	0	3	1	0	1	0	1	0	0	1	1	0	3	0	0	0									
		0.16%	0.00%	0.25%	0.32%	0.00%	0.10%	0.50%	0.09%	0.09%	0.31%	0.00%	0.22%	0.22%	0.18%	0.19%	0.20%	0.00%	0.38%	0.37%	0.00%	0.10%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.35%	0.24%	0.00%	0.32%	0.00%	0.32%	0.00%	0.00%	0.37%	0.95%	0.00%	0.60%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4119	75	93	129	78	202	95	164	232	189	67	184	178	102	101	73	60	48	132	133	138	52	69	143	86	113	52	130	35	40	145	133	72	55	44	33	53	74	53	62	16	44	75	41	11	15									
		17.70%	18.56%	23.48%	20.57%	16.53%	20.18%	15.68%	15.53%	21.38%	19.63%	23.02%	20.44%	19.67%	17.89%	19.61%	14.51%	14.08%	18.39%	16.40%	17.76%	14.11%	18.31%	15.65%	15.99%	17.03%	15.54%	16.67%	18.71%	18.42%	16.33%	17.45%	15.68%	17.22%	14.03%	14.10%	19.53%	16.72%	18.93%	18.40%	23.13%	15.24%	14.86%	15.09%	21.24%	16.92%	21.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	131	2	1	5	5	3	2	13	3	3	2	4	3	4	2	7	3	1	5	3	3	1	1	4	1	4	0	9	0	3	9	4	6	4	1	1	2	0	2	1	0	0	3	0	1	0									
		0.56%	0.50%	0.25%	0.80%	1.06%	0.30%	0.33%	1.23%	0.28%	0.31%	0.69%	0.44%	0.33%	0.70%	0.39%	1.39%	0.70%	0.38%	0.62%	0.40%	0.31%	0.35%	0.23%	0.45%	0.20%	0.55%	0.00%	1.29%	0.00%	1.22%	1.08%	0.47%	1.44%	1.02%	0.32%	0.59%	0.63%	0.00%	0.69%	0.37%	0.00%	0.00%	0.60%	0.00%	1.54%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	245	4	4	10	5	10	12	11	13	9	3	7	10	10	4	2	1	1	5	9	18	4	4	8	10	5	6	14	1	4	7	7	5	0	3	0	3	3	1	1	3	4	4	0	0	0									
		1.05%	0.99%	1.01%	1.59%	1.06%	0.99%	1.98%	1.04%	1.20%	0.93%	1.03%	0.78%	1.10%	1.75%	0.78%	0.40%	0.23%	0.38%	0.62%	1.20%	1.84%	1.41%	0.91%	0.89%	1.98%	0.69%	1.92%	2.01%	0.53%	1.63%	0.84%	0.83%	1.20%	0.00%	0.96%	0.00%	0.95%	0.77%	0.35%	0.37%	2.86%	1.35%	0.80%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	0	0	1	1	1	1	2	0	1	1	0	0	0	0	0	1	1	3	2	3	0	1	1	0	0	1	2	0	0	2	2	0	1	0	0	1	1	0	0	1	4	1	0	0	1									
		0.16%	0.00%	0.00%	0.16%	0.21%	0.10%	0.17%	0.19%	0.00%	0.10%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.38%	0.37%	0.27%	0.31%	0.00%	0.23%	0.11%	0.00%	0.00%	0.32%	0.29%	0.00%	0.00%	0.24%	0.24%	0.00%	0.26%	0.00%	0.00%	0.32%	0.26%	0.00%	0.00%	0.95%	1.35%	0.20%	0.00%	0.00%	1.45%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	430	10	5	9	7	13	18	23	26	19	8	12	15	13	7	9	8	8	7	15	20	2	6	32	6	14	8	14	1	4	16	15	7	13	8	1	3	2	8	4	2	0	10	0	1	1									
		1.85%	2.48%	1.26%	1.44%	1.48%	1.30%	2.97%	2.18%	2.40%	1.97%	2.75%	1.33%	1.66%	2.28%	1.36%	1.79%	1.88%	3.07%	0.87%	2.00%	2.04%	0.70%	1.36%	3.58%	1.19%	1.93%	2.56%	2.01%	0.53%	1.63%	1.93%	1.77%	1.67%	3.32%	2.56%	0.59%	0.95%	0.51%	2.78%	1.49%	1.90%	0.00%	2.01%	0.00%	1.54%	1.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3631	68	80	80	71	149	95	140	176	127	38	138	119	87	83	116	103	31	130	109	177	39	70	139	84	108	41	115	34	43	117	116	70	74	65	21	47	63	44	43	23	58	68	10	9	13									
		15.61%	16.83%	20.20%	12.76%	15.04%	14.89%	15.68%	13.26%	16.22%	13.19%	13.06%	15.33%	13.15%	15.26%	16.12%	23.06%	24.18%	11.88%	16.15%	14.55%	18.10%	13.73%	15.87%	15.55%	16.63%	14.86%	13.14%	16.55%	17.89%	17.55%	14.08%	13.68%	16.75%	18.88%	20.83%	12.43%	14.83%	16.11%	15.28%	16.04%	21.90%	19.59%	13.68%	5.18%	13.85%	18.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	1	0	1	1	4	4	4	3	4	1	2	3	0	3	1	1	1	2	2	4	0	1	4	1	2	3	0	0	3	6	3	0	2	0	0	0	3	0	2	0	1	3	0	0	0									
		0.33%	0.25%	0.00%	0.16%	0.21%	0.40%	0.66%	0.38%	0.28%	0.42%	0.34%	0.22%	0.33%	0.00%	0.58%	0.20%	0.23%	0.38%	0.25%	0.27%	0.41%	0.00%	0.23%	0.45%	0.20%	0.28%	0.96%	0.00%	0.00%	1.22%	0.72%	0.35%	0.00%	0.51%	0.00%	0.00%	0.00%	0.77%	0.00%	0.75%	0.00%	0.34%	0.60%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2343	24	26	53	41	108	58	118	108	121	26	79	91	59	39	23	43	15	72	69	109	23	59	80	53	110	32	90	14	27	94	87	39	58	38	18	16	26	25	24	12	46	78	4	5	3									
		10.07%	5.94%	6.57%	8.45%	8.69%	10.79%	9.57%	11.17%	9.95%	12.56%	8.93%	8.78%	10.06%	10.35%	7.57%	4.57%	10.09%	5.75%	8.94%	9.21%	11.15%	8.10%	13.38%	8.95%	10.50%	15.13%	10.26%	12.95%	7.37%	11.02%	11.31%	10.26%	9.33%	14.80%	12.18%	10.65%	5.05%	6.65%	8.68%	8.96%	11.43%	15.54%	15.69%	2.07%	7.69%	4.35%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
