Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Курганинская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	102	2	3	17	0	0	11	3	2	1	6	1	4	4	1	1	3	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0	2	1	1	4	0	5	3	0	0	0	0	0	1	0	1	0	1	8	3	0	3	0	2	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	427	12	15	10	4	7	11	11	13	3	15	3	7	11	15	16	3	3	0	5	15	8	5	5	5	8	8	8	11	15	8	3	6	3	1	2	3	0	8	5	5	5	5	4	8	9	9	10	9	10	12	6	4	10	16	7	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	919	25	30	25	33	18	15	34	18	18	23	19	30	15	19	26	3	4	4	23	20	7	1	0	2	4	7	14	28	18	13	3	17	28	14	24	17	33	4	12	1	2	8	0	17	6	1	1	37	12	45	31	14	21	35	10	30					
		2.08%	2.37%	2.13%	1.91%	2.79%	1.89%	1.27%	2.27%	1.53%	2.12%	1.81%	1.75%	1.82%	0.99%	1.44%	1.66%	0.86%	1.45%	0.51%	2.80%	2.26%	1.10%	1.11%	0.00%	1.65%	0.73%	1.24%	2.26%	3.09%	2.56%	2.49%	0.96%	2.47%	3.35%	1.56%	3.53%	2.28%	3.55%	1.01%	1.76%	1.03%	1.96%	4.65%	0.00%	3.39%	2.80%	0.35%	0.75%	3.56%	2.23%	3.59%	3.57%	1.80%	1.84%	2.27%	0.83%	2.60%					
19	2.Всероссийская политическая партия «Гражданская Сила»	237	10	7	8	4	5	7	11	11	7	8	5	10	17	14	6	1	1	7	4	8	2	0	1	2	0	0	4	8	4	2	1	0	4	2	6	1	4	1	1	0	0	1	0	1	0	0	0	2	0	5	5	1	4	13	7	4					
		0.54%	0.95%	0.50%	0.61%	0.34%	0.53%	0.59%	0.74%	0.93%	0.82%	0.63%	0.46%	0.61%	1.12%	1.06%	0.38%	0.29%	0.36%	0.90%	0.49%	0.90%	0.31%	0.00%	0.83%	1.65%	0.00%	0.00%	0.65%	0.88%	0.57%	0.38%	0.32%	0.00%	0.48%	0.22%	0.88%	0.13%	0.43%	0.25%	0.15%	0.00%	0.00%	0.58%	0.00%	0.20%	0.00%	0.00%	0.00%	0.19%	0.00%	0.40%	0.58%	0.13%	0.35%	0.84%	0.58%	0.35%					
20	3.Политическая партия «Демократическая партия России»	69	2	3	3	2	3	1	5	2	1	2	3	1	3	6	5	1	1	0	2	1	0	0	0	0	0	0	1	1	1	0	3	2	0	1	2	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	1	0					
		0.16%	0.19%	0.21%	0.23%	0.17%	0.32%	0.08%	0.33%	0.17%	0.12%	0.16%	0.28%	0.06%	0.20%	0.46%	0.32%	0.29%	0.36%	0.00%	0.24%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.11%	0.14%	0.00%	0.96%	0.29%	0.00%	0.11%	0.29%	0.13%	0.11%	0.25%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.10%	0.00%	0.08%	0.00%	0.26%	0.09%	0.00%	0.08%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6015	139	187	203	118	111	168	194	220	143	219	182	262	230	165	185	86	88	118	118	167	68	8	6	10	54	72	89	98	74	45	75	98	122	127	94	66	111	49	70	6	12	10	1	55	18	43	12	147	94	160	80	76	153	191	149	169					
		13.60%	13.15%	13.26%	15.54%	9.97%	11.67%	14.24%	12.97%	18.68%	16.84%	17.26%	16.73%	15.91%	15.14%	12.55%	11.78%	24.64%	32.00%	15.15%	14.36%	18.87%	10.68%	8.89%	5.00%	8.26%	9.80%	12.72%	14.35%	10.80%	10.53%	8.62%	23.96%	14.22%	14.61%	14.11%	13.84%	8.87%	11.94%	12.41%	10.25%	6.19%	11.76%	5.81%	1.23%	10.96%	8.41%	14.98%	8.96%	14.13%	17.50%	12.78%	9.22%	9.77%	13.40%	12.39%	12.39%	14.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	260	4	43	12	18	6	1	7	6	6	11	14	13	14	11	5	1	0	2	7	4	0	1	0	1	1	4	0	6	1	1	1	0	0	1	1	1	0	4	0	0	0	0	0	1	0	1	0	3	2	7	0	5	11	14	3	5					
		0.59%	0.38%	3.05%	0.92%	1.52%	0.63%	0.08%	0.47%	0.51%	0.71%	0.87%	1.29%	0.79%	0.92%	0.84%	0.32%	0.29%	0.00%	0.26%	0.85%	0.45%	0.00%	1.11%	0.00%	0.83%	0.18%	0.71%	0.00%	0.66%	0.14%	0.19%	0.32%	0.00%	0.00%	0.11%	0.15%	0.13%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.35%	0.00%	0.29%	0.37%	0.56%	0.00%	0.64%	0.96%	0.91%	0.25%	0.43%					
23	6.Политическая партия «Партия социальной справедливости»	74	1	1	1	0	2	2	2	3	1	2	2	5	2	12	3	0	1	2	0	2	2	0	0	0	0	0	2	3	0	0	0	0	1	4	1	1	0	0	2	0	0	0	1	2	0	0	0	3	0	3	1	1	0	1	1	1					
		0.17%	0.09%	0.07%	0.08%	0.00%	0.21%	0.17%	0.13%	0.25%	0.12%	0.16%	0.18%	0.30%	0.13%	0.91%	0.19%	0.00%	0.36%	0.26%	0.00%	0.23%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.33%	0.00%	0.00%	0.00%	0.00%	0.12%	0.44%	0.15%	0.13%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	1.23%	0.40%	0.00%	0.00%	0.00%	0.29%	0.00%	0.24%	0.12%	0.13%	0.00%	0.06%	0.08%	0.09%					
24	7.Политическая партия «Либерально-демократическая партия России»	3121	64	92	106	84	74	98	122	90	73	88	66	99	109	91	144	21	12	53	61	60	35	6	7	8	32	50	47	71	55	46	40	43	46	45	36	50	76	11	39	5	7	14	8	33	13	28	9	45	21	102	63	65	78	99	95	86					
		7.05%	6.05%	6.52%	8.12%	7.09%	7.78%	8.31%	8.16%	7.64%	8.60%	6.93%	6.07%	6.01%	7.18%	6.92%	9.17%	6.02%	4.36%	6.80%	7.42%	6.78%	5.49%	6.67%	5.83%	6.61%	5.81%	8.83%	7.58%	7.83%	7.82%	8.81%	12.78%	6.24%	5.51%	5.00%	5.30%	6.72%	8.17%	2.78%	5.71%	5.15%	6.86%	8.14%	9.88%	6.57%	6.07%	9.76%	6.72%	4.33%	3.91%	8.15%	7.26%	8.35%	6.83%	6.42%	7.90%	7.45%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2959	59	86	108	82	59	78	120	72	69	112	94	134	126	89	61	22	6	38	37	53	27	19	7	12	41	38	39	33	35	35	12	14	35	57	42	56	50	25	37	10	3	6	5	39	15	21	4	62	22	52	47	57	133	163	115	86					
		6.69%	5.58%	6.10%	8.27%	6.93%	6.20%	6.61%	8.02%	6.11%	8.13%	8.83%	8.64%	8.14%	8.29%	6.77%	3.89%	6.30%	2.18%	4.88%	4.50%	5.99%	4.24%	21.11%	5.83%	9.92%	7.44%	6.71%	6.29%	3.64%	4.98%	6.70%	3.83%	2.03%	4.19%	6.33%	6.19%	7.53%	5.38%	6.33%	5.42%	10.31%	2.94%	3.49%	6.17%	7.77%	7.01%	7.32%	2.99%	5.96%	4.10%	4.15%	5.41%	7.33%	11.65%	10.57%	9.56%	7.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	312	5	9	19	9	10	8	17	4	3	14	7	14	5	21	8	3	2	7	5	4	4	0	0	0	2	5	3	6	1	4	0	3	7	2	7	9	7	2	5	1	0	2	0	1	3	0	1	9	2	11	4	3	6	11	7	10					
		0.71%	0.47%	0.64%	1.45%	0.76%	1.05%	0.68%	1.14%	0.34%	0.35%	1.10%	0.64%	0.85%	0.33%	1.60%	0.51%	0.86%	0.73%	0.90%	0.61%	0.45%	0.63%	0.00%	0.00%	0.00%	0.36%	0.88%	0.48%	0.66%	0.14%	0.77%	0.00%	0.44%	0.84%	0.22%	1.03%	1.21%	0.75%	0.51%	0.73%	1.03%	0.00%	1.16%	0.00%	0.20%	1.40%	0.00%	0.75%	0.87%	0.37%	0.88%	0.46%	0.39%	0.53%	0.71%	0.58%	0.87%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28946	699	907	788	805	630	779	949	721	506	762	673	1036	958	841	1035	203	142	537	546	542	474	46	99	82	407	367	393	634	499	371	174	480	580	636	451	525	633	293	503	74	77	122	65	342	154	183	97	691	367	825	606	511	696	944	770	716					
		65.43%	66.13%	64.33%	60.34%	67.99%	66.25%	66.02%	63.44%	61.21%	59.60%	60.05%	61.86%	62.90%	63.07%	63.95%	65.92%	58.17%	51.64%	68.93%	66.42%	61.24%	74.41%	51.11%	82.50%	67.77%	73.87%	64.84%	63.39%	69.90%	70.98%	71.07%	55.59%	69.67%	69.46%	70.67%	66.42%	70.56%	68.06%	74.18%	73.65%	76.29%	75.49%	70.93%	80.25%	68.13%	71.96%	63.76%	72.39%	66.44%	68.34%	65.89%	69.82%	65.68%	60.95%	61.22%	64.01%	61.99%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	321	18	7	13	10	6	9	10	11	11	13	6	14	12	20	11	4	1	0	10	3	4	1	0	2	3	5	2	5	3	2	1	2	3	0	7	2	0	0	4	0	1	0	1	1	1	1	0	6	7	13	4	7	4	19	12	9					
		0.73%	1.70%	0.50%	0.99%	0.84%	0.63%	0.76%	0.67%	0.93%	1.30%	1.02%	0.55%	0.85%	0.79%	1.52%	0.70%	1.15%	0.36%	0.00%	1.22%	0.34%	0.63%	1.11%	0.00%	1.65%	0.54%	0.88%	0.32%	0.55%	0.43%	0.38%	0.32%	0.29%	0.36%	0.00%	1.03%	0.27%	0.00%	0.00%	0.59%	0.00%	0.98%	0.00%	1.23%	0.20%	0.47%	0.35%	0.00%	0.58%	1.30%	1.04%	0.46%	0.90%	0.35%	1.23%	0.99%	0.78%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
