Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
"Наименование Избирательной комиссии:    Ярославль, Ленинская"																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	640	25	20	25	20	25	30	25	25	30	30	25	20	25	25	25	25	25	20	25	20	20	20	20	20	20	20	30	0	0	0	0	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	223	7	8	9	7	13	13	7	11	6	9	9	4	10	6	7	6	5	9	13	7	5	7	7	5	4	13	16	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	288	9	11	9	5	15	8	13	16	9	10	5	7	5	6	9	5	6	15	4	6	6	1	2	3	2	8	7	11	8	0	26	14	3	1	21	2									
14	Число погашенных неиспользованных открепительных удостоверений	417	18	12	16	13	12	17	18	14	24	21	16	16	15	19	18	19	20	11	12	13	15	13	13	15	16	7	14	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	3	1	0	1	1	3	3	0	0	1	0	1	1	2	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	520	17	32	13	15	14	26	16	20	26	17	20	6	24	9	34	25	31	10	16	23	12	21	16	8	11	12	28	4	3	1	3	0	1	1	2	3									
		2.89%	3.53%	5.42%	2.50%	3.04%	1.86%	2.85%	2.36%	2.69%	3.06%	2.13%	3.65%	1.38%	3.33%	1.54%	5.14%	3.91%	4.23%	1.47%	2.48%	3.67%	1.98%	3.90%	3.26%	1.42%	2.09%	2.11%	3.51%	3.31%	5.08%	1.67%	1.73%	0.00%	1.47%	1.89%	4.65%	3.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	342	15	13	11	5	18	24	11	11	11	12	8	3	10	7	7	16	18	12	10	19	9	16	10	14	7	12	13	4	1	0	7	2	4	1	0	1									
		1.90%	3.12%	2.20%	2.12%	1.01%	2.39%	2.63%	1.62%	1.48%	1.30%	1.51%	1.46%	0.69%	1.39%	1.20%	1.06%	2.50%	2.46%	1.76%	1.55%	3.03%	1.49%	2.97%	2.04%	2.48%	1.33%	2.11%	1.63%	3.31%	1.69%	0.00%	4.05%	1.65%	5.88%	1.89%	0.00%	1.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	503	7	11	17	17	27	23	21	23	27	21	18	9	18	20	15	18	15	15	14	23	16	18	22	15	16	12	20	4	1	1	8	7	0	0	2	2									
		2.80%	1.46%	1.86%	3.28%	3.45%	3.58%	2.52%	3.10%	3.09%	3.18%	2.63%	3.28%	2.07%	2.50%	3.42%	2.27%	2.82%	2.05%	2.20%	2.17%	3.67%	2.64%	3.35%	4.48%	2.65%	3.04%	2.11%	2.51%	3.31%	1.69%	1.67%	4.62%	5.79%	0.00%	0.00%	4.65%	2.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5847	166	181	175	176	246	309	196	225	253	243	210	152	225	175	223	212	237	253	183	176	199	190	144	194	169	177	239	54	18	22	85	47	20	23	16	34									
		32.54%	34.51%	30.68%	33.72%	35.70%	32.63%	33.84%	28.95%	30.24%	29.80%	30.49%	38.32%	34.94%	31.21%	29.97%	33.74%	33.18%	32.38%	37.15%	28.37%	28.07%	32.89%	35.32%	29.33%	34.34%	32.13%	31.05%	29.99%	44.63%	30.51%	36.67%	49.13%	38.84%	29.41%	43.40%	37.21%	39.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	343	6	12	9	10	15	16	14	16	18	24	9	10	7	12	11	10	16	14	14	4	12	9	5	15	10	17	11	2	1	3	7	1	0	1	0	2									
		1.91%	1.25%	2.03%	1.73%	2.03%	1.99%	1.75%	2.07%	2.15%	2.12%	3.01%	1.64%	2.30%	0.97%	2.05%	1.66%	1.56%	2.19%	2.06%	2.17%	0.64%	1.98%	1.67%	1.02%	2.65%	1.90%	2.98%	1.38%	1.65%	1.69%	5.00%	4.05%	0.83%	0.00%	1.89%	0.00%	2.33%									
24	"6. Политическая партия ""Гражданская Платформа"""	75	3	2	4	2	2	4	3	5	2	6	1	2	3	4	3	2	2	3	4	0	3	1	0	2	1	3	4	1	1	0	1	0	0	1	0	0									
		0.42%	0.62%	0.34%	0.77%	0.41%	0.27%	0.44%	0.44%	0.67%	0.24%	0.75%	0.18%	0.46%	0.42%	0.68%	0.45%	0.31%	0.27%	0.44%	0.62%	0.00%	0.50%	0.19%	0.00%	0.35%	0.19%	0.53%	0.50%	0.83%	1.69%	0.00%	0.58%	0.00%	0.00%	1.89%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2727	99	83	80	61	93	134	109	81	95	98	89	51	121	115	106	80	115	113	114	80	91	61	81	76	96	114	149	25	13	6	28	15	15	5	19	16									
		15.18%	20.58%	14.07%	15.41%	12.37%	12.33%	14.68%	16.10%	10.89%	11.19%	12.30%	16.24%	11.72%	16.78%	19.69%	16.04%	12.52%	15.71%	16.59%	17.67%	12.76%	15.04%	11.34%	16.50%	13.45%	18.25%	20.00%	18.70%	20.66%	22.03%	10.00%	16.18%	12.40%	22.06%	9.43%	44.19%	18.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	437	19	16	20	23	20	21	18	17	35	20	13	14	17	15	14	18	9	15	9	14	13	6	10	14	10	12	22	0	0	3	0	0	0	0	0	0									
		2.43%	3.95%	2.71%	3.85%	4.67%	2.65%	2.30%	2.66%	2.28%	4.12%	2.51%	2.37%	3.22%	2.36%	2.57%	2.12%	2.82%	1.23%	2.20%	1.40%	2.23%	2.15%	1.12%	2.04%	2.48%	1.90%	2.11%	2.76%	0.00%	0.00%	5.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	410	6	21	11	10	23	23	24	17	29	33	13	14	27	6	13	6	10	14	11	9	4	14	9	10	13	11	23	1	0	1	0	0	0	0	1	3									
		2.28%	1.25%	3.56%	2.12%	2.03%	3.05%	2.52%	3.55%	2.28%	3.42%	4.14%	2.37%	3.22%	3.74%	1.03%	1.97%	0.94%	1.37%	2.06%	1.71%	1.44%	0.66%	2.60%	1.83%	1.77%	2.47%	1.93%	2.89%	0.83%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%	2.33%	3.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	0	1	0	1	3	0	2	1	0	1	0	0	2	1	0	2	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1									
		0.12%	0.21%	0.00%	0.19%	0.00%	0.13%	0.33%	0.00%	0.27%	0.12%	0.00%	0.18%	0.00%	0.00%	0.34%	0.15%	0.00%	0.27%	0.15%	0.16%	0.00%	0.00%	0.00%	0.20%	0.18%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1246	31	50	43	57	84	79	58	79	69	59	32	31	50	39	29	44	60	32	38	34	34	29	19	27	22	35	53	6	4	2	5	5	2	2	1	2									
		6.94%	6.44%	8.47%	8.29%	11.56%	11.14%	8.65%	8.57%	10.62%	8.13%	7.40%	5.84%	7.13%	6.93%	6.68%	4.39%	6.89%	8.20%	4.70%	5.89%	5.42%	5.62%	5.39%	3.87%	4.78%	4.18%	6.14%	6.65%	4.96%	6.78%	3.33%	2.89%	4.13%	2.94%	3.77%	2.33%	2.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3234	70	117	91	71	126	137	114	133	164	140	84	84	134	99	121	137	137	135	131	128	112	102	107	128	102	99	137	10	9	4	11	31	10	7	1	11									
		18.00%	14.55%	19.83%	17.53%	14.40%	16.71%	15.01%	16.84%	17.88%	19.32%	17.57%	15.33%	19.31%	18.59%	16.95%	18.31%	21.44%	18.72%	19.82%	20.31%	20.41%	18.51%	18.96%	21.79%	22.65%	19.39%	17.37%	17.19%	8.26%	15.25%	6.67%	6.36%	25.62%	14.71%	13.21%	2.33%	12.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	154	2	3	6	4	8	6	4	8	5	7	4	2	6	5	3	9	4	5	6	9	6	7	5	2	5	4	9	1	1	1	6	0	0	0	0	1									
		0.86%	0.42%	0.51%	1.16%	0.81%	1.06%	0.66%	0.59%	1.08%	0.59%	0.88%	0.73%	0.46%	0.83%	0.86%	0.45%	1.41%	0.55%	0.73%	0.93%	1.44%	0.99%	1.30%	1.02%	0.35%	0.95%	0.70%	1.13%	0.83%	1.69%	1.67%	3.47%	0.00%	0.00%	0.00%	0.00%	1.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1815	27	46	34	37	66	92	80	96	105	109	29	48	70	65	73	48	65	52	84	95	79	55	51	51	49	54	78	9	6	10	9	12	13	9	1	8									
		10.10%	5.61%	7.80%	6.55%	7.51%	8.75%	10.08%	11.82%	12.90%	12.37%	13.68%	5.29%	11.03%	9.71%	11.13%	11.04%	7.51%	8.88%	7.64%	13.02%	15.15%	13.06%	10.22%	10.39%	9.03%	9.32%	9.47%	9.79%	7.44%	10.17%	16.67%	5.20%	9.92%	19.12%	16.98%	2.33%	9.30%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
