Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Бурзянская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	150	3	3	3	10	3	3	0	3	3	2	3	3	3	4	3	3	3	0	2	3	3	38	9	3	10	3	3	3	3	0	3	3	3	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	46	3	1	1	4	0	2	0	0	1	2	0	2	2	1	2	0	0	2	0	0	1	4	2	1	5	0	4	0	2	0	0	2	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	117	2	1	4	18	3	1	0	2	6	0	2	1	1	8	6	6	2	1	0	0	0	21	5	3	0	1	6	6	1	2	3	2	2	1	0					
		1.17%	0.65%	0.39%	1.91%	2.34%	1.24%	0.43%	0.00%	0.95%	1.53%	0.00%	0.86%	0.57%	0.95%	2.71%	3.09%	1.62%	0.73%	0.34%	0.00%	0.00%	0.00%	1.67%	1.04%	0.98%	0.00%	0.38%	2.55%	2.69%	0.35%	3.03%	1.79%	0.69%	0.87%	0.52%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	2	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0					
		0.12%	0.65%	0.00%	0.00%	0.39%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.25%	3.33%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	443	6	10	5	31	22	11	7	7	10	3	6	7	7	5	7	8	19	3	1	4	8	114	24	11	31	12	7	7	9	3	5	11	8	11	3					
		4.43%	1.96%	3.94%	2.39%	4.03%	9.13%	4.74%	2.70%	3.33%	2.54%	10.00%	2.58%	4.02%	6.67%	1.69%	3.61%	2.16%	6.96%	1.03%	3.33%	2.40%	2.48%	9.06%	4.98%	3.59%	5.43%	4.55%	2.98%	3.14%	3.17%	4.55%	2.98%	3.82%	3.46%	5.73%	4.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.48%	0.00%	0.00%	0.43%	0.39%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	4	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	154	4	1	6	8	5	5	1	0	8	0	0	2	1	6	1	6	1	1	0	1	1	33	5	17	14	10	1	2	4	0	0	5	2	3	0					
		1.54%	1.31%	0.39%	2.87%	1.04%	2.07%	2.16%	0.39%	0.00%	2.04%	0.00%	0.00%	1.15%	0.95%	2.03%	0.52%	1.62%	0.37%	0.34%	0.00%	0.60%	0.31%	2.62%	1.04%	5.56%	2.45%	3.79%	0.43%	0.90%	1.41%	0.00%	0.00%	1.74%	0.87%	1.56%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	150	5	3	1	12	1	3	0	0	4	1	2	0	2	5	3	6	3	2	0	0	2	27	9	6	18	3	1	2	5	1	8	7	7	1	0					
		1.50%	1.63%	1.18%	0.48%	1.56%	0.41%	1.29%	0.00%	0.00%	1.02%	3.33%	0.86%	0.00%	1.90%	1.69%	1.55%	1.62%	1.10%	0.69%	0.00%	0.00%	0.62%	2.15%	1.87%	1.96%	3.15%	1.14%	0.43%	0.90%	1.76%	1.52%	4.76%	2.43%	3.03%	0.52%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	2	2	0	5	2	1	1	2	2	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	1	0					
		0.30%	0.65%	0.79%	0.00%	0.65%	0.83%	0.43%	0.39%	0.95%	0.51%	0.00%	0.43%	0.57%	0.00%	0.00%	0.52%	0.27%	0.37%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.38%	0.85%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8892	279	236	191	659	204	205	241	191	360	25	214	158	93	255	176	333	245	281	29	161	311	1058	433	264	497	221	217	188	256	60	152	260	204	173	62					
		89.02%	91.18%	92.91%	91.39%	85.70%	84.65%	88.36%	93.05%	90.95%	91.60%	83.33%	91.85%	90.80%	88.57%	86.44%	90.72%	90.00%	89.74%	96.90%	96.67%	96.41%	96.58%	84.10%	89.83%	86.27%	87.04%	83.71%	92.34%	84.30%	90.14%	90.91%	90.48%	90.28%	88.31%	90.10%	95.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	15	1	0	1	1	0	0	0	1	1	0	0	0	0	3	0	0	1	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0					
		0.15%	0.33%	0.00%	0.48%	0.13%	0.00%	0.00%	0.00%	0.48%	0.25%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.37%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.65%	0.00%	0.38%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
