Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
"Наименование Избирательной комиссии:    Ярославль, Заволжская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1470	10	20	20	20	10	155	25	45	25	30	35	35	25	25	25	25	35	50	31	34	25	25	39	25	26	25	35	30	35	25	25	35	25	35	25	25	25	55	20	40	25	25	35	25	25	35	20	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1135	5	8	14	3	3	129	24	32	19	28	30	27	24	24	20	22	33	38	30	33	12	24	24	22	24	23	26	24	24	15	23	28	17	27	25	21	9	44	7	34	15	25	26	13	20	28	9	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	788	8	13	14	18	14	22	23	11	16	7	20	23	10	17	22	19	14	17	8	16	20	6	12	26	18	17	16	19	14	16	8	5	17	18	16	7	17	11	15	19	7	3	21	10	13	13	10	11	8	83					
14	Число погашенных неиспользованных открепительных удостоверений	335	5	12	6	17	7	26	1	13	6	2	5	8	1	1	5	3	2	12	1	1	13	1	15	3	2	2	9	6	11	10	2	7	8	8	0	4	16	11	13	6	10	0	9	12	5	7	11	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	0	1	0	1	0	0	0	0	1	2	3	3	1	2	2	2	0	1	1	1	2	1	2	1	0	0	0	0	0	2	3	0	0	1	1	0	0	0	2	0	2	0	0	0	1	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	2189	13	10	23	17	2	12	55	53	52	35	71	69	58	68	60	63	52	54	56	54	62	49	67	74	55	31	57	35	62	50	46	37	52	33	62	43	18	56	8	48	45	45	46	44	56	52	28	5	2	44					
		3.84%	3.63%	1.99%	3.05%	2.20%	0.55%	7.06%	4.06%	3.75%	3.92%	3.84%	5.16%	5.05%	4.49%	5.14%	4.47%	4.88%	3.98%	3.83%	3.50%	3.79%	4.91%	3.48%	4.35%	4.96%	4.55%	2.35%	4.11%	2.62%	4.10%	3.86%	3.66%	3.06%	3.88%	2.72%	4.49%	3.42%	1.23%	4.04%	2.16%	3.75%	3.88%	3.71%	3.62%	3.52%	3.78%	3.65%	3.50%	6.17%	1.59%	6.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1204	5	11	11	15	2	15	42	26	25	7	28	17	22	34	35	32	23	49	48	43	24	36	39	44	37	24	25	31	43	38	38	29	35	35	27	28	16	19	2	12	21	18	14	24	24	17	5	0	1	8					
		2.11%	1.40%	2.20%	1.46%	1.94%	0.55%	8.82%	3.10%	1.84%	1.88%	0.77%	2.04%	1.25%	1.70%	2.57%	2.61%	2.48%	1.76%	3.47%	3.00%	3.02%	1.90%	2.56%	2.53%	2.95%	3.06%	1.82%	1.80%	2.32%	2.85%	2.93%	3.02%	2.40%	2.61%	2.88%	1.96%	2.23%	1.09%	1.37%	0.54%	0.94%	1.81%	1.49%	1.10%	1.92%	1.62%	1.19%	0.63%	0.00%	0.79%	1.21%					
20	3.Политическая партия «Демократическая партия России»	89	0	0	1	0	0	0	2	1	2	0	1	0	3	6	3	1	4	3	2	0	1	4	3	2	4	3	0	3	2	4	0	1	3	3	2	1	4	1	1	2	3	4	1	1	3	2	1	0	0	1					
		0.16%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.15%	0.07%	0.15%	0.00%	0.07%	0.00%	0.23%	0.45%	0.22%	0.08%	0.31%	0.21%	0.13%	0.00%	0.08%	0.28%	0.19%	0.13%	0.33%	0.23%	0.00%	0.22%	0.13%	0.31%	0.00%	0.08%	0.22%	0.25%	0.14%	0.08%	0.27%	0.07%	0.27%	0.16%	0.26%	0.33%	0.08%	0.08%	0.20%	0.14%	0.13%	0.00%	0.00%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7529	31	50	72	86	33	16	156	147	167	99	167	239	195	204	205	193	193	195	225	194	175	153	294	229	171	226	226	174	206	151	195	176	209	179	178	136	77	146	46	196	153	137	110	140	203	194	90	13	17	62					
		13.20%	8.66%	9.98%	9.55%	11.11%	9.14%	9.41%	11.52%	10.39%	12.58%	10.87%	12.15%	17.51%	15.08%	15.43%	15.29%	14.94%	14.78%	13.82%	14.06%	13.60%	13.87%	10.86%	19.07%	15.34%	14.16%	17.11%	16.28%	13.04%	13.63%	11.65%	15.51%	14.55%	15.59%	14.74%	12.90%	10.83%	5.25%	10.53%	12.40%	15.30%	13.19%	11.30%	8.66%	11.19%	13.71%	13.60%	11.25%	16.05%	13.49%	9.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	561	0	5	4	4	0	17	13	12	22	4	13	15	19	14	18	15	10	22	23	18	11	20	16	15	24	16	5	11	14	16	5	24	11	17	13	15	8	9	2	3	8	6	4	7	15	11	3	0	1	3					
		0.98%	0.00%	0.99%	0.53%	0.52%	0.00%	10.00%	0.96%	0.85%	1.66%	0.44%	0.95%	1.10%	1.47%	1.06%	1.34%	1.16%	0.77%	1.56%	1.44%	1.26%	0.87%	1.42%	1.04%	1.00%	1.99%	1.21%	0.36%	0.82%	0.93%	1.23%	0.40%	1.98%	0.82%	1.40%	0.94%	1.19%	0.55%	0.65%	0.54%	0.23%	0.69%	0.50%	0.31%	0.56%	1.01%	0.77%	0.38%	0.00%	0.79%	0.45%					
23	6.Политическая партия «Партия социальной справедливости»	243	1	1	2	5	1	1	5	7	6	5	7	1	6	4	5	10	6	3	8	4	0	3	11	4	6	11	6	5	4	6	11	5	16	12	1	5	5	11	0	6	4	1	3	1	3	6	2	1	0	6					
		0.43%	0.28%	0.20%	0.27%	0.65%	0.28%	0.59%	0.37%	0.49%	0.45%	0.55%	0.51%	0.07%	0.46%	0.30%	0.37%	0.77%	0.46%	0.21%	0.50%	0.28%	0.00%	0.21%	0.71%	0.27%	0.50%	0.83%	0.43%	0.37%	0.26%	0.46%	0.88%	0.41%	1.19%	0.99%	0.07%	0.40%	0.34%	0.79%	0.00%	0.47%	0.34%	0.08%	0.24%	0.08%	0.20%	0.42%	0.25%	1.23%	0.00%	0.91%					
24	7.Политическая партия «Либерально-демократическая партия России»	6907	36	45	95	108	15	27	183	213	160	104	168	164	140	166	175	154	146	148	194	190	189	184	181	174	157	159	174	164	182	143	150	141	154	161	140	153	318	166	41	89	118	137	166	120	155	188	64	16	16	76					
		12.11%	10.06%	8.98%	12.60%	13.95%	4.16%	15.88%	13.52%	15.05%	12.06%	11.42%	12.22%	12.01%	10.83%	12.56%	13.05%	11.92%	11.18%	10.49%	12.13%	13.32%	14.98%	13.06%	11.74%	11.65%	12.99%	12.04%	12.54%	12.29%	12.05%	11.03%	11.93%	11.65%	11.48%	13.26%	10.14%	12.18%	21.68%	11.98%	11.05%	6.95%	10.17%	11.30%	13.07%	9.59%	10.47%	13.18%	8.00%	19.75%	12.70%	11.48%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5278	26	35	53	67	31	10	160	169	171	104	140	153	149	139	130	125	128	118	138	140	113	112	127	105	107	102	123	114	141	126	111	114	123	110	138	126	41	123	25	119	127	102	113	125	134	119	78	3	8	83					
		9.25%	7.26%	6.99%	7.03%	8.66%	8.59%	5.88%	11.82%	11.94%	12.89%	11.42%	10.18%	11.21%	11.52%	10.51%	9.69%	9.67%	9.80%	8.36%	8.63%	9.82%	8.95%	7.95%	8.24%	7.03%	8.86%	7.72%	8.86%	8.55%	9.33%	9.72%	8.83%	9.42%	9.17%	9.06%	10.00%	10.03%	2.79%	8.87%	6.74%	9.29%	10.95%	8.42%	8.90%	9.99%	9.05%	8.35%	9.75%	3.70%	6.35%	12.54%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	538	1	3	4	7	2	2	10	14	10	3	19	6	13	12	8	4	14	8	38	18	11	12	35	15	28	8	16	17	21	10	11	16	13	13	6	9	14	10	3	6	8	10	9	6	17	7	5	1	1	4					
		0.94%	0.28%	0.60%	0.53%	0.90%	0.55%	1.18%	0.74%	0.99%	0.75%	0.33%	1.38%	0.44%	1.01%	0.91%	0.60%	0.31%	1.07%	0.57%	2.38%	1.26%	0.87%	0.85%	2.27%	1.00%	2.32%	0.61%	1.15%	1.27%	1.39%	0.77%	0.88%	1.32%	0.97%	1.07%	0.43%	0.72%	0.95%	0.72%	0.81%	0.47%	0.69%	0.83%	0.71%	0.48%	1.15%	0.49%	0.63%	1.23%	0.79%	0.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30736	229	329	477	452	267	63	701	730	669	522	728	664	652	640	653	652	680	748	798	718	618	790	714	773	590	695	708	735	798	701	646	608	665	619	753	701	944	807	235	764	636	727	773	751	837	794	500	42	77	363					
		53.87%	63.97%	65.67%	63.26%	58.40%	73.96%	37.06%	51.77%	51.59%	50.41%	57.30%	52.95%	48.64%	50.43%	48.41%	48.70%	50.46%	52.07%	53.01%	49.88%	50.35%	48.97%	56.07%	46.30%	51.77%	48.84%	52.61%	51.01%	55.10%	52.81%	54.09%	51.39%	50.25%	49.59%	50.99%	54.57%	55.81%	64.35%	58.23%	63.34%	59.64%	54.83%	59.98%	60.87%	60.03%	56.52%	55.68%	62.50%	51.85%	61.11%	54.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1227	5	10	10	11	1	5	17	25	27	17	23	28	23	31	40	28	36	49	50	33	46	38	41	40	22	33	40	30	18	41	28	46	44	19	43	24	12	25	3	19	23	15	15	26	26	17	14	0	1	9					
		2.15%	1.40%	1.99%	1.33%	1.42%	0.28%	2.94%	1.26%	1.77%	2.03%	1.87%	1.67%	2.05%	1.78%	2.34%	2.98%	2.17%	2.76%	3.47%	3.13%	2.31%	3.65%	2.70%	2.66%	2.68%	1.82%	2.50%	2.88%	2.25%	1.19%	3.16%	2.23%	3.80%	3.28%	1.57%	3.12%	1.91%	0.82%	1.80%	0.81%	1.48%	1.98%	1.24%	1.18%	2.08%	1.76%	1.19%	1.75%	0.00%	0.79%	1.36%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
