Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
"Наименование Избирательной комиссии:    Ярославль, Заволжская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122					
		25.13%	19.08%	21.96%	21.98%	8.66%	13.17%	26.82%	25.96%	23.48%	28.33%	27.29%	25.43%	23.78%	25.22%	25.50%	28.03%	26.12%	29.86%	28.08%	27.78%	27.03%	30.03%	23.22%	24.15%	27.39%	27.31%	25.16%	29.42%	25.58%	25.16%	23.22%	23.13%	28.53%	27.31%	32.30%	27.81%	26.42%	24.25%	20.39%	15.96%	23.85%	25.90%	22.34%	22.77%	23.57%	21.60%	24.81%	24.21%	24.32%	21.59%	24.91%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3321	28	32	40	43	21	23	82	80	70	54	77	78	76	65	78	92	100	106	86	97	86	145	92	109	82	87	50	80	84	78	79	77	84	87	78	77	72	58	40	45	60	66	52	50	59	63	37	6	0	10					
		6.19%	8.62%	6.96%	5.43%	5.73%	6.58%	12.85%	6.59%	6.32%	6.26%	4.95%	6.57%	5.83%	5.69%	5.40%	6.39%	7.51%	8.01%	9.13%	6.05%	6.90%	7.47%	11.08%	7.80%	7.54%	6.31%	6.82%	4.07%	6.20%	6.71%	6.18%	6.48%	6.60%	6.93%	7.30%	6.70%	6.24%	5.84%	4.71%	3.59%	3.75%	5.29%	5.63%	4.54%	4.14%	4.63%	4.90%	4.69%	5.41%	0.00%	1.87%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14727	111	139	205	422	162	16	280	323	267	266	318	349	375	307	294	327	265	277	361	303	247	327	313	369	362	315	335	317	312	329	343	278	290	260	274	320	336	408	472	386	316	398	376	392	392	376	286	35	32	164					
		27.46%	34.15%	30.22%	27.82%	56.19%	50.78%	8.94%	22.51%	25.53%	23.86%	24.36%	27.13%	26.10%	28.07%	25.50%	24.10%	26.69%	21.22%	23.86%	25.39%	21.55%	21.44%	24.98%	26.53%	25.52%	27.85%	24.69%	27.30%	24.57%	24.92%	26.07%	28.14%	23.82%	23.93%	21.81%	23.52%	25.93%	27.25%	33.14%	42.33%	32.19%	27.84%	33.93%	32.81%	32.42%	30.79%	29.24%	36.25%	31.53%	36.36%	30.71%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	446	2	5	6	7	3	2	9	11	5	6	12	14	11	7	10	7	9	20	12	13	13	15	4	21	9	12	13	18	14	13	4	9	8	10	7	6	6	13	12	7	11	11	4	7	10	10	2	1	0	5					
		0.83%	0.62%	1.09%	0.81%	0.93%	0.94%	1.12%	0.72%	0.87%	0.45%	0.55%	1.02%	1.05%	0.82%	0.58%	0.82%	0.57%	0.72%	1.72%	0.84%	0.92%	1.13%	1.15%	0.34%	1.45%	0.69%	0.94%	1.06%	1.40%	1.12%	1.03%	0.33%	0.77%	0.66%	0.84%	0.60%	0.49%	0.49%	1.06%	1.08%	0.58%	0.97%	0.94%	0.35%	0.58%	0.79%	0.78%	0.25%	0.90%	0.00%	0.94%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
