Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																
Дата голосования: 07.12.2003 0:00:00																
																
Наименование Избирательной комиссии:    Сосновоборская городская																
																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																
																
		Сумма	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674					
		0.38%	0.66%	0.46%	0.51%	0.16%	0.43%	0.42%	0.35%	0.16%	0.25%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	3	0	1	2	0	2	4	3	2					
		0.16%	0.28%	0.0%	0.08%	0.16%	0.0%	0.17%	0.35%	0.25%	0.16%					
24	"7. ""Новый курс - Автомобильная Россия"""	74	5	2	8	8	12	7	10	6	16					
		0.70%	0.47%	0.18%	0.68%	0.67%	0.86%	0.59%	0.88%	0.50%	1.35%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	1	0	0	0	2	1	1					
		0.04%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.17%	0.08%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	63	4	3	6	4	12	11	13	1	9					
		0.59%	0.38%	0.28%	0.51%	0.33%	0.86%	0.94%	1.14%	0.08%	0.76%					
27	"10. ""Аграрная партия России"""	281	31	16	28	26	40	34	41	28	37					
		2.67%	2.95%	1.50%	2.41%	2.19%	2.87%	2.91%	3.62%	2.35%	3.14%					
28	"11. ""Истинные патриоты России"""	6	0	1	1	0	2	0	1	0	1					
		0.05%	0.0%	0.09%	0.08%	0.0%	0.14%	0.0%	0.08%	0.0%	0.08%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	53	4	10	4	10	3	7	9	3	3					
		0.50%	0.38%	0.93%	0.34%	0.84%	0.21%	0.59%	0.79%	0.25%	0.25%					
30	"13. ""Демократическая партия России"""	8	0	0	1	1	0	3	1	1	1					
		0.07%	0.0%	0.0%	0.08%	0.08%	0.0%	0.25%	0.08%	0.08%	0.08%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	1	3	2	2	0	3	2	4	0					
		0.16%	0.09%	0.28%	0.17%	0.16%	0.0%	0.25%	0.17%	0.33%	0.0%					
32	"15. ""Партия СЛОН"""	14	4	0	1	1	0	4	1	1	2					
		0.13%	0.38%	0.0%	0.08%	0.08%	0.0%	0.34%	0.08%	0.08%	0.16%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2140	215	225	246	240	287	213	223	291	200					
		20.34%	20.51%	21.12%	21.18%	20.27%	20.63%	18.23%	19.71%	24.43%	16.97%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	2	3	1	6	3	3	1	4	3					
		0.24%	0.19%	0.28%	0.08%	0.50%	0.21%	0.25%	0.08%	0.33%	0.25%					
35	"18. ""ЛДПР"""	1196	136	127	110	137	159	130	112	124	161					
		11.37%	12.97%	11.92%	9.47%	11.57%	11.43%	11.13%	9.90%	10.41%	13.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	115	18	16	10	13	15	13	7	9	14					
		1.09%	1.71%	1.50%	0.86%	1.09%	1.07%	1.11%	0.61%	0.75%	1.18%					
37	"20. ""Политическая партия ""Единая Россия"""	2629	266	239	291	328	352	307	277	286	283					
		24.99%	25.38%	22.44%	25.06%	27.70%	25.30%	26.28%	24.49%	24.01%	24.02%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	5	3	1	0	3	1	1	1	0					
		0.14%	0.47%	0.28%	0.08%	0.0%	0.21%	0.08%	0.08%	0.08%	0.0%					
39	"22. ""Развитие предпринимательства"""	56	7	4	5	4	13	2	10	0	11					
		0.53%	0.66%	0.37%	0.43%	0.33%	0.93%	0.17%	0.88%	0.0%	0.93%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1156	83	137	193	125	128	104	124	143	119					
		10.99%	7.91%	12.86%	16.62%	10.55%	9.20%	8.90%	10.96%	12.00%	10.10%					
																
41	Против всех	1216	108	129	109	123	196	150	132	134	135					
		11.56%	10.30%	12.11%	9.38%	10.38%	14.09%	12.84%	11.67%	11.25%	11.46%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
