Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Саратов, Волжская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	319	7	4	4	9	1	5	7	5	7	8	4	2	4	3	10	12	6	10	1	2	13	12	2	5	4	6	3	13	2	6	7	13	5	1	0	6	5	7	3	4	5	10	4	8	13	14	13	13	5	1	5					
		0.88%	1.88%	0.48%	0.78%	1.19%	0.18%	1.03%	1.07%	0.87%	0.88%	1.16%	1.53%	0.50%	0.50%	0.67%	0.91%	1.60%	0.92%	1.27%	0.50%	1.38%	1.67%	1.16%	0.36%	0.67%	0.79%	0.85%	0.50%	1.25%	0.47%	0.81%	0.64%	1.20%	0.59%	0.31%	0.00%	0.57%	0.94%	0.88%	0.55%	0.74%	0.72%	1.17%	0.64%	0.86%	1.02%	1.21%	0.92%	0.87%	1.21%	0.12%	0.74%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18881	169	379	238	332	256	227	440	277	381	329	137	254	575	194	461	319	294	366	163	139	330	448	253	347	217	326	357	564	226	366	543	446	464	207	320	676	294	404	296	276	394	438	331	562	630	620	789	738	224	474	391					
		51.81%	45.43%	45.39%	46.21%	44.03%	46.29%	46.90%	67.48%	48.34%	47.68%	47.89%	52.49%	62.87%	71.43%	43.40%	42.02%	42.65%	45.09%	46.62%	81.50%	95.86%	42.31%	43.29%	45.18%	46.39%	42.63%	46.24%	58.91%	54.34%	53.43%	49.59%	49.50%	41.11%	54.78%	64.09%	93.02%	64.69%	55.06%	50.75%	54.01%	51.11%	56.69%	51.05%	53.22%	60.30%	49.26%	53.77%	55.60%	49.13%	54.24%	57.38%	57.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1636	14	75	37	37	54	42	18	41	45	40	12	5	11	31	84	49	43	40	4	0	35	76	38	35	22	33	12	30	14	29	61	65	22	12	3	23	14	30	11	20	17	35	29	18	50	41	47	69	20	17	26					
		4.49%	3.76%	8.98%	7.18%	4.91%	9.76%	8.68%	2.76%	7.16%	5.63%	5.82%	4.60%	1.24%	1.37%	6.94%	7.66%	6.55%	6.60%	5.10%	2.00%	0.00%	4.49%	7.34%	6.79%	4.68%	4.32%	4.68%	1.98%	2.89%	3.31%	3.93%	5.56%	5.99%	2.60%	3.72%	0.87%	2.20%	2.62%	3.77%	2.01%	3.70%	2.45%	4.08%	4.66%	1.93%	3.91%	3.56%	3.31%	4.59%	4.84%	2.06%	3.85%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
