Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Переславль-Залесская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №896									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	261	14	19	13	7	10	19	10	10	3	19	7	23	10	8	17	17	8	7	17	22	1									
		2.22%	1.91%	1.38%	2.83%	1.82%	1.81%	3.93%	1.79%	2.38%	0.59%	3.42%	1.14%	3.50%	1.74%	1.30%	3.10%	3.03%	1.57%	1.95%	2.84%	3.76%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	213	10	14	10	9	10	8	14	11	6	15	10	11	12	14	7	15	9	8	11	7	2									
		1.81%	1.36%	1.02%	2.18%	2.34%	1.81%	1.66%	2.50%	2.62%	1.19%	2.70%	1.63%	1.67%	2.08%	2.27%	1.28%	2.67%	1.77%	2.23%	1.84%	1.20%	2.17%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	329	17	33	17	11	14	23	17	9	15	15	21	20	12	14	23	19	5	12	9	19	4									
		2.80%	2.32%	2.40%	3.70%	2.86%	2.54%	4.76%	3.04%	2.14%	2.96%	2.70%	3.43%	3.04%	2.08%	2.27%	4.19%	3.39%	0.98%	3.34%	1.51%	3.25%	4.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4203	274	648	181	129	211	195	173	136	180	196	206	192	188	187	174	177	165	132	216	202	41									
		35.79%	37.33%	47.09%	39.43%	33.59%	38.22%	40.37%	30.89%	32.38%	35.57%	35.25%	33.61%	29.18%	32.64%	30.36%	31.69%	31.55%	32.48%	36.77%	36.12%	34.53%	44.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	113	9	21	5	4	4	3	8	1	4	5	4	4	6	3	5	1	13	2	5	5	1									
		0.96%	1.23%	1.53%	1.09%	1.04%	0.72%	0.62%	1.43%	0.24%	0.79%	0.90%	0.65%	0.61%	1.04%	0.49%	0.91%	0.18%	2.56%	0.56%	0.84%	0.85%	1.09%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	2	5	1	2	2	1	1	0	1	4	1	0	1	1	1	0	0	2	1	1	0									
		0.23%	0.27%	0.36%	0.22%	0.52%	0.36%	0.21%	0.18%	0.00%	0.20%	0.72%	0.16%	0.00%	0.17%	0.16%	0.18%	0.00%	0.00%	0.56%	0.17%	0.17%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2124	122	272	85	80	114	66	75	83	98	98	134	108	95	105	98	95	77	82	104	113	20									
		18.08%	16.62%	19.77%	18.52%	20.83%	20.65%	13.66%	13.39%	19.76%	19.37%	17.63%	21.86%	16.41%	16.49%	17.05%	17.85%	16.93%	15.16%	22.84%	17.39%	19.32%	21.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	122	10	12	7	1	7	4	8	13	5	3	5	7	3	3	9	6	5	3	7	3	1									
		1.04%	1.36%	0.87%	1.53%	0.26%	1.27%	0.83%	1.43%	3.10%	0.99%	0.54%	0.82%	1.06%	0.52%	0.49%	1.64%	1.07%	0.98%	0.84%	1.17%	0.51%	1.09%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	206	9	22	6	18	11	8	8	12	9	8	6	13	13	6	14	5	11	3	13	11	0									
		1.75%	1.23%	1.60%	1.31%	4.69%	1.99%	1.66%	1.43%	2.86%	1.78%	1.44%	0.98%	1.98%	2.26%	0.97%	2.55%	0.89%	2.17%	0.84%	2.17%	1.88%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	3	1	0									
		0.12%	0.00%	0.29%	0.00%	0.00%	0.18%	0.21%	0.18%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.28%	0.50%	0.17%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	423	19	30	19	7	28	22	34	19	19	15	28	20	22	24	24	23	20	8	20	17	5									
		3.60%	2.59%	2.18%	4.14%	1.82%	5.07%	4.55%	6.07%	4.52%	3.75%	2.70%	4.57%	3.04%	3.82%	3.90%	4.37%	4.10%	3.94%	2.23%	3.34%	2.91%	5.43%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1499	103	126	59	51	61	61	99	42	61	73	66	101	81	97	65	72	72	41	76	81	11									
		12.76%	14.03%	9.16%	12.85%	13.28%	11.05%	12.63%	17.68%	10.00%	12.06%	13.13%	10.77%	15.35%	14.06%	15.75%	11.84%	12.83%	14.17%	11.42%	12.71%	13.85%	11.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	6	6	5	1	1	1	13	7	3	2	3	3	2	5	4	12	3	2	2	4	1									
		0.73%	0.82%	0.44%	1.09%	0.26%	0.18%	0.21%	2.32%	1.67%	0.59%	0.36%	0.49%	0.46%	0.35%	0.81%	0.73%	2.14%	0.59%	0.56%	0.33%	0.68%	1.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1859	126	104	47	54	66	56	83	69	89	96	114	142	121	136	97	104	105	50	105	90	5									
		15.83%	17.17%	7.56%	10.24%	14.06%	11.96%	11.59%	14.82%	16.43%	17.59%	17.27%	18.60%	21.58%	21.01%	22.08%	17.67%	18.54%	20.67%	13.93%	17.56%	15.38%	5.43%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
