13	Число избирателей, проголосовавших по открепительным удостоверениям	3223	52	47	80	33	45	34	15	40	22	29	21	20	20	27	47	23	37	36	75	56	53	31	28	42	13	44	38	33	48	43	40	34	19	29	52	25	30	35	31	29	54	72	34	35	45	51	25	30	32	25	27	34	26	32	55	32	55	67	49	38	18	20	24	24	61	38	60	59	39	45	42	29	40	17	31	25	30	25	27	16	48	20	38	40	26	25	23	26	33									
14	Число неиспользованных открепительных удостоверений	219	2	3	2	1	0	4	0	1	2	0	0	1	4	0	1	1	7	1	0	0	2	2	1	2	0	0	5	2	2	2	1	5	4	0	1	0	1	1	0	5	11	0	0	1	1	0	1	0	2	0	0	5	4	2	1	0	0	13	2	1	1	4	2	1	1	5	0	18	4	14	4	1	12	2	1	3	1	3	1	1	0	0	0	5	10	1	1	8	5									
15	Число открепительных удостоверений, выданных избирателям ТИК	341	2	1	3	3	9	3	8	1	3	5	6	5	3	5	3	6	1	3	13	10	13	7	4	18	8	0	2	7	1	4	2	1	4	3	2	2	1	4	4	3	2	4	3	4	0	3	4	0	1	4	1	2	6	2	1	5	1	5	5	3	2	2	1	7	1	4	3	3	1	2	0	6	1	1	7	4	12	6	4	4	3	2	1	4	3	6	5	2	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																				
19	Жириновский Владимир Вольфович	6115	33	41	66	71	109	89	100	60	83	84	92	65	83	83	55	100	74	99	108	90	80	47	46	92	87	91	30	48	56	60	75	84	60	80	53	64	72	75	73	43	55	52	53	46	18	21	12	65	59	70	80	56	87	57	50	65	44	89	88	90	81	74	52	64	67	77	80	59	64	74	83	77	30	41	64	67	87	90	114	89	77	58	96	88	56	73	56	49	70									
		4.78%	5.55%	5.20%	4.74%	3.97%	5.39%	5.28%	7.19%	4.02%	6.35%	5.14%	5.57%	5.35%	4.83%	5.07%	3.90%	5.31%	5.07%	5.92%	4.93%	7.26%	4.77%	3.87%	5.61%	4.72%	5.54%	5.74%	4.06%	3.82%	4.43%	3.32%	4.73%	5.57%	3.80%	5.42%	3.71%	4.44%	4.05%	4.90%	4.97%	4.52%	4.17%	3.25%	4.80%	5.18%	1.80%	1.59%	0.94%	4.25%	4.23%	4.09%	5.18%	4.31%	5.54%	3.58%	2.91%	4.41%	3.07%	7.01%	5.46%	5.41%	5.05%	4.74%	4.20%	3.50%	4.46%	5.23%	6.13%	4.23%	5.17%	5.78%	5.77%	5.33%	3.71%	5.99%	4.27%	4.56%	5.46%	6.22%	7.88%	6.03%	4.91%	3.71%	6.33%	5.57%	4.15%	4.87%	4.82%	5.19%	3.93%									
20	Зюганов Геннадий Андреевич	19014	85	111	148	254	319	262	236	251	234	257	260	201	276	244	193	282	240	266	270	136	202	138	104	228	196	267	109	205	209	219	265	216	256	246	250	238	236	227	216	143	244	287	145	98	124	163	71	217	226	231	245	220	227	70	131	247	229	152	218	269	268	236	213	319	245	232	178	233	167	205	239	200	105	98	260	209	231	245	238	227	266	297	299	250	225	194	189	160	277									
		14.88%	14.29%	14.09%	10.64%	14.21%	15.78%	15.54%	16.98%	16.80%	17.90%	15.74%	15.73%	16.53%	16.07%	14.91%	13.68%	14.96%	16.44%	15.92%	12.32%	10.98%	12.05%	11.38%	12.68%	11.69%	12.48%	16.85%	14.75%	16.32%	16.53%	12.13%	16.73%	14.32%	16.22%	16.67%	17.48%	16.52%	13.27%	14.83%	14.70%	15.02%	18.48%	17.96%	13.12%	11.04%	12.42%	12.34%	5.56%	14.20%	16.19%	13.49%	15.87%	16.92%	14.45%	4.39%	7.63%	16.75%	15.99%	11.98%	13.52%	16.18%	16.72%	15.11%	17.22%	17.45%	16.30%	15.77%	13.64%	16.71%	13.48%	16.02%	16.62%	13.83%	12.98%	14.33%	17.33%	14.24%	14.49%	16.93%	16.45%	15.39%	16.96%	19.00%	19.72%	15.81%	16.65%	12.95%	16.25%	16.95%	15.54%									
21	Миронов Сергей Михайлович	8846	27	51	104	93	144	121	107	110	75	110	111	87	105	107	78	122	87	115	130	90	102	43	45	133	107	102	58	68	130	102	140	95	120	95	77	85	113	129	115	54	132	124	70	70	81	31	33	108	118	99	131	124	117	60	127	128	96	63	128	121	144	122	85	143	132	97	105	108	92	90	118	133	47	62	106	106	145	93	104	110	121	122	127	96	83	90	85	42	90									
		6.92%	4.54%	6.47%	7.48%	5.20%	7.13%	7.18%	7.70%	7.36%	5.74%	6.74%	6.72%	7.15%	6.12%	6.54%	5.53%	6.47%	5.96%	6.88%	5.93%	7.26%	6.09%	3.54%	5.49%	6.82%	6.81%	6.44%	7.85%	5.41%	10.28%	5.65%	8.84%	6.30%	7.60%	6.44%	5.38%	5.90%	6.35%	8.43%	7.83%	5.67%	10.00%	7.76%	6.33%	7.88%	8.12%	2.35%	2.58%	7.07%	8.45%	5.78%	8.48%	9.54%	7.45%	3.77%	7.40%	8.68%	6.70%	4.96%	7.94%	7.28%	8.98%	7.81%	6.87%	7.82%	8.78%	6.59%	8.05%	7.75%	7.43%	7.03%	8.21%	9.20%	5.81%	9.06%	7.07%	7.22%	9.10%	6.43%	7.19%	7.46%	7.72%	7.81%	8.38%	6.07%	6.14%	6.01%	7.31%	4.45%	5.05%									
22	Прохоров Михаил Дмитриевич	26401	121	192	340	492	503	365	230	300	258	384	358	213	351	336	320	452	334	359	638	216	313	260	109	278	212	317	171	221	242	600	325	326	358	307	326	389	481	355	365	243	246	344	281	105	108	169	146	332	328	294	238	219	330	96	192	259	252	89	395	333	292	393	271	367	274	342	280	297	318	256	306	308	245	111	325	330	315	292	250	270	346	322	304	390	317	140	275	189	560									
		20.66%	20.34%	24.37%	24.44%	27.53%	24.89%	21.65%	16.55%	20.08%	19.74%	23.52%	21.66%	17.52%	20.44%	20.53%	22.68%	23.98%	22.88%	21.48%	29.12%	17.43%	18.68%	21.43%	13.29%	14.25%	13.49%	20.00%	23.14%	17.60%	19.15%	33.24%	20.52%	21.62%	22.69%	20.80%	22.80%	26.99%	27.04%	23.19%	24.85%	25.53%	18.64%	21.53%	25.43%	11.82%	10.82%	12.79%	11.42%	21.73%	23.50%	17.17%	15.41%	16.85%	21.01%	6.03%	11.19%	17.56%	17.60%	7.01%	24.50%	20.02%	18.22%	25.16%	21.91%	20.08%	18.23%	23.25%	21.46%	21.31%	25.67%	20.00%	21.28%	21.30%	30.28%	16.23%	21.67%	22.48%	19.76%	20.18%	17.28%	18.31%	22.07%	20.60%	20.05%	24.67%	23.46%	9.35%	23.65%	20.02%	31.41%									
23	Путин Владимир Владимирович	65410	318	375	720	846	925	829	706	755	627	775	804	632	879	844	743	896	698	804	1016	686	954	718	502	1205	947	778	358	682	597	797	755	767	764	718	703	642	844	723	677	453	614	749	539	556	642	932	993	778	632	985	822	662	774	1287	1192	758	779	876	741	821	800	709	599	908	753	706	642	675	578	637	670	713	369	363	722	731	789	706	680	763	734	732	662	738	657	983	538	491	768									
		51.18%	53.45%	47.59%	51.76%	47.34%	45.77%	49.17%	50.79%	50.54%	47.97%	47.46%	48.64%	51.97%	51.19%	51.56%	52.66%	47.53%	47.81%	48.11%	46.37%	55.37%	56.92%	59.19%	61.22%	61.76%	60.28%	49.09%	48.44%	54.30%	47.23%	44.16%	47.66%	50.86%	48.42%	48.64%	49.16%	44.55%	47.44%	47.22%	46.09%	47.58%	46.52%	46.87%	48.78%	62.61%	64.33%	70.55%	77.70%	50.92%	45.27%	57.54%	53.24%	50.92%	49.27%	80.79%	69.46%	51.39%	54.40%	69.03%	45.97%	49.37%	49.91%	45.39%	48.42%	49.67%	50.10%	47.99%	49.20%	48.42%	46.65%	49.77%	46.59%	49.31%	45.61%	53.07%	48.13%	49.80%	49.50%	48.79%	46.99%	51.73%	46.81%	46.83%	43.67%	46.68%	48.63%	65.62%	46.26%	52.01%	43.07%									
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
