Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Чусовская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452	УИК №4453	УИК №4454									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1655	30	20	30	30	50	10	50	30	30	40	20	60	60	60	60	60	20	60	40	60	60	60	60	10	60	50	50	30	40	10	10	10	10	20	20	10	20	30	10	20	10	20	30	5	10	15	40	20	20	5	30	10	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	249	5	1	5	5	7	0	9	5	5	1	2	9	8	8	9	7	4	6	6	10	11	6	8	3	3	11	3	4	4	0	0	0	0	4	4	10	3	2	0	6	0	3	1	5	0	11	12	1	9	4	6	1	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	193	5	1	0	3	12	0	13	17	3	4	1	0	3	0	2	3	2	3	3	4	7	3	3	1	0	2	1	1	1	2	0	0	1	3	5	0	2	4	3	2	2	3	3	2	1	5	1	0	11	38	6	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	1406	25	19	25	25	43	10	41	25	25	39	18	51	52	52	51	53	16	54	34	50	49	54	52	7	57	39	47	26	36	10	10	10	10	16	16	0	17	28	10	14	10	17	29	0	10	4	28	19	11	1	24	9	19	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	1	1	2	1	1	0	1	1	3	0	0	4	1	5	1	1	4	4	6	3	3	1	3	1	1	1	1	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	251	3	4	3	3	4	0	2	4	4	3	1	12	14	12	12	14	5	13	11	20	8	10	10	1	5	2	10	0	3	0	0	1	1	2	4	0	2	4	2	2	0	5	11	0	0	0	8	0	2	1	10	1	1	1									
		1.27%	0.80%	1.59%	1.02%	1.23%	0.91%	0.00%	0.34%	1.28%	1.11%	0.67%	0.48%	1.68%	1.99%	1.51%	1.37%	1.55%	1.43%	1.68%	1.89%	2.18%	0.89%	1.32%	1.20%	0.81%	0.76%	0.46%	2.16%	0.00%	0.71%	0.00%	0.00%	0.88%	0.66%	0.96%	1.66%	0.00%	0.76%	1.39%	1.61%	0.91%	0.00%	1.98%	2.20%	0.00%	0.00%	0.00%	1.44%	0.00%	0.59%	1.47%	3.01%	1.09%	0.69%	1.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	699	15	10	8	7	6	3	17	9	22	8	5	14	16	31	30	29	13	25	25	27	31	27	43	7	25	25	12	20	16	1	1	4	4	6	5	3	5	9	7	10	2	15	18	4	0	3	25	8	11	2	15	5	9	1									
		3.53%	3.99%	3.98%	2.72%	2.87%	1.36%	3.19%	2.87%	2.88%	6.11%	1.80%	2.40%	1.96%	2.28%	3.90%	3.42%	3.20%	3.72%	3.23%	4.30%	2.94%	3.44%	3.58%	5.18%	5.65%	3.80%	5.69%	2.59%	7.43%	3.78%	1.28%	1.72%	3.51%	2.65%	2.88%	2.07%	5.66%	1.91%	3.14%	5.65%	4.55%	2.90%	5.95%	3.59%	7.14%	0.00%	2.91%	4.50%	3.92%	3.24%	2.94%	4.52%	5.43%	6.21%	1.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	480	9	2	8	4	6	1	13	8	10	13	4	14	23	21	9	16	11	21	9	25	23	25	16	4	22	10	15	3	8	1	2	4	5	4	9	2	6	6	3	9	2	6	9	1	2	6	10	10	12	1	6	4	5	2									
		2.42%	2.39%	0.80%	2.72%	1.64%	1.36%	1.06%	2.19%	2.56%	2.78%	2.92%	1.92%	1.96%	3.28%	2.64%	1.03%	1.77%	3.15%	2.71%	1.55%	2.73%	2.56%	3.31%	1.93%	3.23%	3.34%	2.28%	3.24%	1.12%	1.89%	1.28%	3.45%	3.51%	3.31%	1.92%	3.73%	3.77%	2.29%	2.09%	2.42%	4.09%	2.90%	2.38%	1.80%	1.79%	1.89%	5.83%	1.80%	4.90%	3.53%	1.47%	1.81%	4.35%	3.45%	2.50%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8199	152	120	100	89	177	23	201	136	127	174	86	253	274	308	350	383	130	317	226	393	372	281	314	38	220	162	143	121	215	46	38	64	92	122	129	28	164	138	55	110	34	120	245	34	71	37	254	88	167	34	143	24	40	37									
		41.42%	40.43%	47.81%	34.01%	36.48%	40.23%	24.47%	33.90%	43.45%	35.28%	39.10%	41.35%	35.34%	39.03%	38.79%	39.91%	42.32%	37.25%	40.90%	38.90%	42.86%	41.33%	37.22%	37.83%	30.65%	33.43%	36.90%	30.89%	44.98%	50.83%	58.97%	65.52%	56.14%	60.93%	58.65%	53.53%	52.83%	62.60%	48.08%	44.35%	50.00%	49.28%	47.62%	48.90%	60.71%	66.98%	35.92%	45.77%	43.14%	49.12%	50.00%	43.07%	26.09%	27.59%	46.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	105	2	0	1	2	5	2	7	4	0	1	1	6	3	9	3	2	0	5	5	5	2	5	7	2	3	4	2	2	2	0	1	0	0	0	0	1	2	0	0	1	0	1	2	0	1	0	0	0	0	0	3	0	1	0									
		0.53%	0.53%	0.00%	0.34%	0.82%	1.14%	2.13%	1.18%	1.28%	0.00%	0.22%	0.48%	0.84%	0.43%	1.13%	0.34%	0.22%	0.00%	0.65%	0.86%	0.55%	0.22%	0.66%	0.84%	1.61%	0.46%	0.91%	0.43%	0.74%	0.47%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	1.89%	0.76%	0.00%	0.00%	0.45%	0.00%	0.40%	0.40%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.69%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	0	0	0	0	0	0	3	0	0	0	2	2	0	1	0	3	0	1	2	3	1	1	3	0	2	1	1	1	0	0	0	0	0	1	1	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.96%	0.28%	0.00%	0.13%	0.00%	0.33%	0.00%	0.13%	0.34%	0.33%	0.11%	0.13%	0.36%	0.00%	0.30%	0.23%	0.22%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.41%	1.89%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3960	92	40	84	67	98	40	168	63	90	122	46	153	133	136	131	161	68	135	92	160	160	157	137	22	131	74	118	46	80	18	11	19	30	24	49	9	27	59	24	34	11	62	95	7	22	39	105	42	82	19	72	31	42	23									
		20.01%	24.47%	15.94%	28.57%	27.46%	22.27%	42.55%	28.33%	20.13%	25.00%	27.42%	22.12%	21.37%	18.95%	17.13%	14.94%	17.79%	19.48%	17.42%	15.83%	17.45%	17.78%	20.79%	16.51%	17.74%	19.91%	16.86%	25.49%	17.10%	18.91%	23.08%	18.97%	16.67%	19.87%	11.54%	20.33%	16.98%	10.31%	20.56%	19.35%	15.45%	15.94%	24.60%	18.96%	12.50%	20.75%	37.86%	18.92%	20.59%	24.12%	27.94%	21.69%	33.70%	28.97%	28.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	150	1	0	2	0	6	0	7	3	3	5	0	10	17	8	9	7	2	7	4	3	8	11	9	0	2	4	2	2	5	0	0	1	1	1	1	0	0	1	0	0	0	2	0	1	0	0	0	0	2	0	1	1	1	0									
		0.76%	0.27%	0.00%	0.68%	0.00%	1.36%	0.00%	1.18%	0.96%	0.83%	1.12%	0.00%	1.40%	2.42%	1.01%	1.03%	0.77%	0.57%	0.90%	0.69%	0.33%	0.89%	1.46%	1.08%	0.00%	0.30%	0.91%	0.43%	0.74%	1.18%	0.00%	0.00%	0.88%	0.66%	0.48%	0.41%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.79%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.30%	1.09%	0.69%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	232	3	2	4	5	5	0	3	1	0	4	3	14	0	11	9	12	6	21	14	17	19	18	13	2	6	5	8	2	2	0	0	0	2	0	1	0	2	0	0	1	0	1	5	0	0	0	4	1	1	1	1	0	3	0									
		1.17%	0.80%	0.80%	1.36%	2.05%	1.14%	0.00%	0.51%	0.32%	0.00%	0.90%	1.44%	1.96%	0.00%	1.39%	1.03%	1.33%	1.72%	2.71%	2.41%	1.85%	2.11%	2.38%	1.57%	1.61%	0.91%	1.14%	1.73%	0.74%	0.47%	0.00%	0.00%	0.00%	1.32%	0.00%	0.41%	0.00%	0.76%	0.00%	0.00%	0.45%	0.00%	0.40%	0.99%	0.00%	0.00%	0.00%	0.72%	0.49%	0.29%	1.47%	0.30%	0.00%	2.07%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	0	1	1	1	0	1	0	0	0	0	2	0	1	1	0	0	0	0	1	4	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0									
		0.13%	0.00%	0.00%	0.34%	0.41%	0.23%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.13%	0.11%	0.00%	0.00%	0.00%	0.00%	0.11%	0.44%	0.13%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.94%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	261	6	1	3	2	8	1	8	5	11	5	1	7	9	10	13	8	5	10	19	17	14	9	15	4	15	9	2	0	4	0	0	2	1	4	2	0	1	2	2	2	0	4	4	0	2	0	4	1	4	0	2	3	0	0									
		1.32%	1.60%	0.40%	1.02%	0.82%	1.82%	1.06%	1.35%	1.60%	3.06%	1.12%	0.48%	0.98%	1.28%	1.26%	1.48%	0.88%	1.43%	1.29%	3.27%	1.85%	1.56%	1.19%	1.81%	3.23%	2.28%	2.05%	0.43%	0.00%	0.95%	0.00%	0.00%	1.75%	0.66%	1.92%	0.83%	0.00%	0.38%	0.70%	1.61%	0.91%	0.00%	1.59%	0.80%	0.00%	1.89%	0.00%	0.72%	0.49%	1.18%	0.00%	0.60%	3.26%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2750	49	38	46	28	53	12	65	40	37	44	34	117	113	151	173	128	58	110	94	132	132	96	143	30	124	72	73	20	43	9	3	11	6	19	22	0	43	30	20	31	8	18	67	2	3	6	65	24	25	7	44	7	16	9									
		13.89%	13.03%	15.14%	15.65%	11.48%	12.05%	12.77%	10.96%	12.78%	10.28%	9.89%	16.35%	16.34%	16.10%	19.02%	19.73%	14.14%	16.62%	14.19%	16.18%	14.39%	14.67%	12.72%	17.23%	24.19%	18.84%	16.40%	15.77%	7.43%	10.17%	11.54%	5.17%	9.65%	3.97%	9.13%	9.13%	0.00%	16.41%	10.45%	16.13%	14.09%	11.59%	7.14%	13.37%	3.57%	2.83%	5.83%	11.71%	11.76%	7.35%	10.29%	13.25%	7.61%	11.03%	11.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	2	0	2	0	0	0	1	0	1	0	0	3	3	2	1	3	2	0	1	1	2	3	3	1	1	1	2	0	1	0	0	0	2	0	1	0	1	0	0	2	0	0	4	0	1	1	3	0	1	0	0	0	0	0									
		0.26%	0.53%	0.00%	0.68%	0.00%	0.00%	0.00%	0.17%	0.00%	0.28%	0.00%	0.00%	0.42%	0.43%	0.25%	0.11%	0.33%	0.57%	0.00%	0.17%	0.11%	0.22%	0.40%	0.36%	0.81%	0.15%	0.23%	0.43%	0.00%	0.24%	0.00%	0.00%	0.00%	1.32%	0.00%	0.41%	0.00%	0.38%	0.00%	0.00%	0.91%	0.00%	0.00%	0.80%	0.00%	0.94%	0.97%	0.54%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1421	18	13	18	20	32	3	40	27	25	33	16	68	60	55	92	76	29	77	48	71	85	68	69	6	52	35	33	14	21	0	0	5	4	16	8	7	6	12	5	8	2	7	19	7	1	9	27	16	17	3	16	9	10	3									
		7.18%	4.79%	5.18%	6.12%	8.20%	7.27%	3.19%	6.75%	8.63%	6.94%	7.42%	7.69%	9.50%	8.55%	6.93%	10.49%	8.40%	8.31%	9.94%	8.26%	7.74%	9.44%	9.01%	8.31%	4.84%	7.90%	7.97%	7.13%	5.20%	4.96%	0.00%	0.00%	4.39%	2.65%	7.69%	3.32%	13.21%	2.29%	4.18%	4.03%	3.64%	2.90%	2.78%	3.79%	12.50%	0.94%	8.74%	4.86%	7.84%	5.00%	4.41%	4.82%	9.78%	6.90%	3.75%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
