7	Число избирательных бюллетеней в переносных ящиках для голосования	4235	44	21	111	30	33	39	44	44	78	126	18	112	134	77	78	137	79	67	44	83	64	99	50	57	48	25	44	116	33	279	30	44	44	38	72	44	56	67	27	39	28	52	15	35	44	77	75	43	52	44	46	303	45	24	36	48	32	39	22	53	59	97	84	72	32	46	57					
8	Число бюллетеней в стационарных ящиках для голосования	89606	1456	1537	1639	1467	1686	1570	1322	1579	1444	1331	1376	1344	987	1475	1428	1344	1560	1191	1353	967	1329	1266	1406	1360	1561	1038	698	1415	1233	901	987	1063	1352	1291	1356	1064	1430	1394	1485	927	969	788	1851	1148	936	1592	1448	1226	1578	1703	1689	1591	1649	1123	942	1220	1091	1337	1342	1242	1526	1824	1330	1668	1210	1545	1426					
9	Число недействительных избирательных бюллетеней	1366	22	35	15	35	19	27	28	23	19	15	21	18	11	15	26	20	28	18	27	17	25	24	37	18	19	12	9	24	14	17	14	17	34	25	19	17	24	20	35	7	12	11	19	18	15	28	19	15	19	30	23	22	27	10	17	24	13	8	21	14	18	17	27	28	8	32	21					
10	Число действительных избирательных бюллетеней	92475	1478	1523	1735	1462	1700	1582	1338	1600	1503	1442	1373	1438	1110	1537	1480	1461	1611	1240	1370	1033	1368	1341	1419	1399	1590	1051	733	1507	1252	1163	1003	1090	1362	1304	1409	1091	1462	1441	1477	959	985	829	1847	1165	965	1641	1504	1254	1611	1717	1712	1872	1667	1137	961	1244	1110	1368	1343	1281	1567	1904	1387	1712	1234	1559	1462					
11	Число полученных открепительных  удостоверений	2935	48	57	50	45	40	40	40	40	50	50	40	50	40	48	40	40	50	40	50	40	40	50	45	40	50	40	40	40	40	40	40	40	60	40	40	40	40	57	50	40	40	40	40	40	40	50	40	40	40	50	50	40	60	60	40	40	40	40	40	40	55	40	40	40	40	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2321	43	49	50	42	33	35	35	35	45	48	37	46	21	45	40	38	50	31	48	22	28	38	35	33	44	33	20	23	35	11	31	22	59	26	22	28	37	50	41	23	23	15	37	23	24	46	32	22	40	46	44	27	52	42	37	21	36	22	33	36	49	39	23	33	31	36	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1994	32	26	31	10	39	33	16	19	31	20	32	47	11	47	24	10	30	28	17	23	33	17	24	17	24	10	20	25	32	8	11	62	15	12	23	16	24	51	45	16	17	32	168	170	44	40	23	29	29	10	33	47	25	24	10	40	19	13	20	27	30	30	35	26	11	11	20					
14	Число неиспользованных открепительных удостоверений	614	5	8	0	3	7	5	5	5	5	2	3	4	19	3	0	2	0	9	2	18	12	12	10	7	6	7	20	17	5	29	9	18	1	14	18	12	3	7	9	17	17	25	3	17	16	4	8	18	0	4	6	13	8	18	3	19	4	18	7	4	6	1	17	7	9	4	20					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	205	3	5	2	3	3	1	2	2	3	3	1	0	5	3	4	0	6	2	8	7	2	3	5	3	6	1	0	4	4	2	1	2	3	3	2	3	3	2	5	1	1	2	2	4	3	2	5	4	10	7	6	4	3	1	0	5	0	2	3	1	3	5	6	4	2	0	2					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																										
18	Богданов Андрей Владимирович	1710	39	35	42	31	41	35	25	23	22	25	33	29	17	29	21	14	24	30	28	14	23	27	16	22	40	13	13	26	19	16	21	15	29	18	27	24	24	36	27	25	12	19	36	14	20	31	30	31	34	36	43	23	33	32	22	34	22	19	17	19	34	30	14	19	22	23	23					
		1.82%	2.60%	2.25%	2.40%	2.07%	2.39%	2.18%	1.83%	1.42%	1.45%	1.72%	2.37%	1.99%	1.52%	1.87%	1.39%	0.95%	1.46%	2.38%	2.00%	1.33%	1.65%	1.98%	1.10%	1.55%	2.49%	1.22%	1.75%	1.70%	1.50%	1.36%	2.06%	1.36%	2.08%	1.35%	1.89%	2.17%	1.62%	2.46%	1.79%	2.59%	1.20%	2.26%	1.93%	1.18%	2.04%	1.86%	1.97%	2.44%	2.09%	2.06%	2.48%	1.21%	1.95%	2.79%	2.25%	2.68%	1.96%	1.38%	1.25%	1.47%	2.15%	1.56%	0.99%	1.09%	1.77%	1.45%	1.55%					
19	Жириновский Владимир Вольфович	11294	211	189	227	182	225	186	143	238	169	193	161	133	117	194	191	163	182	150	183	107	150	134	173	149	189	131	94	186	175	149	126	146	157	131	184	114	140	155	167	139	122	110	245	147	122	171	182	168	191	191	173	202	211	153	121	168	120	165	167	179	185	279	164	262	179	195	189					
		12.04%	14.07%	12.13%	12.97%	12.16%	13.09%	11.56%	10.47%	14.66%	11.10%	13.25%	11.55%	9.13%	10.44%	12.50%	12.68%	11.01%	11.10%	11.92%	13.10%	10.19%	10.77%	9.82%	11.88%	10.52%	11.75%	12.32%	12.67%	12.15%	13.82%	12.63%	12.39%	13.19%	11.25%	9.86%	12.89%	10.29%	9.42%	10.61%	11.04%	14.39%	12.24%	13.10%	13.13%	12.43%	12.45%	10.25%	11.95%	13.24%	11.72%	10.93%	9.97%	10.67%	12.46%	13.34%	12.37%	13.25%	10.69%	11.99%	12.24%	13.82%	11.67%	14.52%	11.60%	15.06%	14.41%	12.26%	12.74%					
20	Зюганов Геннадий Андреевич	21387	287	314	422	323	385	343	329	284	363	290	306	328	282	347	380	346	345	290	325	222	282	351	331	345	445	260	141	292	276	255	228	260	344	327	303	278	375	353	390	216	270	182	375	230	202	437	433	342	404	434	472	507	397	180	213	283	288	246	240	262	303	375	391	387	256	329	386					
		22.79%	19.13%	20.15%	24.11%	21.58%	22.40%	21.32%	24.08%	17.50%	23.85%	19.90%	21.95%	22.53%	25.16%	22.36%	25.23%	23.36%	21.05%	23.05%	23.26%	21.14%	20.24%	25.71%	22.73%	24.35%	27.66%	24.46%	19.00%	19.07%	21.80%	21.61%	22.42%	23.49%	24.64%	24.60%	21.22%	25.09%	25.24%	24.16%	25.79%	22.36%	27.08%	21.67%	20.10%	19.44%	20.61%	26.18%	28.43%	26.95%	24.79%	24.84%	27.20%	26.77%	23.44%	15.69%	21.78%	22.32%	25.65%	17.88%	17.60%	20.23%	19.12%	19.52%	27.65%	22.24%	20.61%	20.68%	26.03%					
21	Медведев Дмитрий Анатольевич	58084	941	985	1044	926	1049	1018	841	1055	949	934	873	948	694	967	888	938	1060	770	834	690	913	829	899	883	916	647	485	1003	782	743	628	669	832	828	895	675	923	897	893	579	581	518	1191	774	621	1002	859	713	982	1056	1024	1140	1026	772	605	759	680	938	919	821	1045	1220	818	1044	777	1012	864					
		61.90%	62.73%	63.22%	59.66%	61.86%	61.02%	63.27%	61.57%	65.00%	62.35%	64.10%	62.63%	65.11%	61.91%	62.31%	58.96%	63.34%	64.67%	61.21%	59.70%	65.71%	65.54%	60.73%	61.74%	62.31%	56.93%	60.87%	65.36%	65.51%	61.77%	62.97%	61.75%	60.43%	59.60%	62.30%	62.68%	60.92%	62.11%	61.40%	59.06%	59.94%	58.27%	61.67%	63.83%	65.43%	63.37%	60.04%	56.40%	56.19%	60.25%	60.45%	59.02%	60.19%	60.57%	67.31%	61.86%	59.86%	60.55%	68.17%	67.38%	63.40%	65.93%	63.51%	57.85%	60.00%	62.56%	63.61%	58.26%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
