Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Пролетарская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК  699	УИК  700	УИК  701	УИК  702	УИК  703	УИК  704	УИК  705	УИК  706	УИК  707	УИК  708	УИК  709	УИК  710	УИК  711	УИК  712	УИК  713	УИК  714	УИК  715	УИК  716	УИК  717	УИК  718	УИК  719	УИК  720	УИК  721	УИК  722	УИК  723	УИК  724					
		0.99%	1.22%	1.03%	2.78%	1.04%	0.93%	0.69%	1.08%	0.79%	0.34%	1.10%	1.40%	0.66%	0.97%	0.78%	2.45%	2.38%	0.0%	1.03%	0.0%	1.54%	1.23%	0.0%	0.44%	0.90%	0.52%	0.0%					
22	"5. ""За Русь Святую"""	56	7	2	2	3	5	7	3	1	2	2	1	1	0	4	2	0	1	3	1	0	0	0	1	8	0	0					
		0.36%	0.53%	0.20%	0.26%	0.31%	0.46%	0.69%	0.40%	0.08%	0.34%	0.73%	0.10%	0.66%	0.0%	0.45%	1.63%	0.0%	0.19%	3.09%	0.29%	0.0%	0.0%	0.0%	0.44%	0.80%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	45	4	2	1	2	1	2	5	3	2	1	3	2	0	4	1	2	1	0	2	1	3	1	0	1	1	0					
		0.29%	0.30%	0.20%	0.13%	0.20%	0.09%	0.19%	0.67%	0.26%	0.34%	0.36%	0.30%	1.33%	0.0%	0.45%	0.81%	0.68%	0.19%	0.0%	0.58%	0.51%	0.46%	0.27%	0.0%	0.10%	0.17%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	74	8	9	3	0	4	3	2	4	5	1	5	1	0	7	0	3	3	0	2	0	5	0	3	6	0	0					
		0.48%	0.61%	0.92%	0.39%	0.0%	0.37%	0.29%	0.27%	0.35%	0.85%	0.36%	0.50%	0.66%	0.0%	0.78%	0.0%	1.02%	0.57%	0.0%	0.58%	0.0%	0.77%	0.0%	1.34%	0.60%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	1	0	1	2	2	1	1	1	4	0	1	0	0	1	0	2	0	0	1	0	0	0	0	2	0	0					
		0.12%	0.07%	0.0%	0.13%	0.20%	0.18%	0.09%	0.13%	0.08%	0.68%	0.0%	0.10%	0.0%	0.0%	0.11%	0.0%	0.68%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	27	1	0	3	1	0	2	2	6	1	0	1	0	0	2	0	2	1	2	0	0	0	1	0	1	1	0					
		0.17%	0.07%	0.0%	0.39%	0.10%	0.0%	0.19%	0.27%	0.53%	0.17%	0.0%	0.10%	0.0%	0.0%	0.22%	0.0%	0.68%	0.19%	2.06%	0.0%	0.0%	0.0%	0.27%	0.0%	0.10%	0.17%	0.0%					
27	"10. ""Аграрная партия России"""	771	46	23	39	25	34	36	15	56	63	25	32	3	7	71	8	18	37	2	16	8	83	32	18	36	35	3					
		5.00%	3.52%	2.37%	5.17%	2.60%	3.17%	3.57%	2.02%	4.96%	10.76%	9.19%	3.20%	2.0%	6.79%	8.00%	6.55%	6.14%	7.03%	2.06%	4.71%	4.12%	12.78%	8.88%	8.07%	3.62%	6.15%	2.65%					
28	"11. ""Истинные патриоты России"""	52	1	1	0	0	1	0	0	0	0	0	3	2	1	2	11	6	5	2	1	10	0	3	0	0	3	0					
		0.33%	0.07%	0.10%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	1.33%	0.97%	0.22%	9.01%	2.04%	0.95%	2.06%	0.29%	5.15%	0.0%	0.83%	0.0%	0.0%	0.52%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	170	22	7	9	20	18	17	6	12	6	2	10	3	3	8	4	3	1	0	2	0	3	2	1	10	0	1					
		1.10%	1.68%	0.72%	1.19%	2.08%	1.68%	1.68%	0.81%	1.06%	1.02%	0.73%	1.00%	2.0%	2.91%	0.90%	3.27%	1.02%	0.19%	0.0%	0.58%	0.0%	0.46%	0.55%	0.44%	1.00%	0.0%	0.88%					
30	"13. ""Демократическая партия России"""	32	2	0	1	4	0	3	2	3	5	0	3	1	0	3	0	0	0	0	0	1	1	1	1	1	0	0					
		0.20%	0.15%	0.0%	0.13%	0.41%	0.0%	0.29%	0.27%	0.26%	0.85%	0.0%	0.30%	0.66%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.15%	0.27%	0.44%	0.10%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	45	2	1	2	2	0	1	0	3	4	0	1	2	0	2	0	0	1	3	8	3	2	1	0	4	3	0					
		0.29%	0.15%	0.10%	0.26%	0.20%	0.0%	0.09%	0.0%	0.26%	0.68%	0.0%	0.10%	1.33%	0.0%	0.22%	0.0%	0.0%	0.19%	3.09%	2.35%	1.54%	0.30%	0.27%	0.0%	0.40%	0.52%	0.0%					
32	"15. ""Партия СЛОН"""	15	1	2	0	2	0	0	2	2	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0					
		0.09%	0.07%	0.20%	0.0%	0.20%	0.0%	0.0%	0.27%	0.17%	0.0%	0.36%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.29%	0.0%	0.0%	0.0%	0.44%	0.10%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	954	108	73	53	91	92	87	93	95	14	7	40	3	3	28	4	16	16	1	14	1	39	12	19	24	20	1					
		6.19%	8.26%	7.52%	7.03%	9.46%	8.59%	8.63%	12.58%	8.41%	2.39%	2.57%	4.00%	2.0%	2.91%	3.15%	3.27%	5.46%	3.04%	1.03%	4.12%	0.51%	6.00%	3.33%	8.52%	2.41%	3.51%	0.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	55	1	1	1	7	1	4	4	2	2	2	1	0	0	5	0	2	3	2	4	3	2	1	2	3	0	2					
		0.35%	0.07%	0.10%	0.13%	0.72%	0.09%	0.39%	0.54%	0.17%	0.34%	0.73%	0.10%	0.0%	0.0%	0.56%	0.0%	0.68%	0.57%	2.06%	1.17%	1.54%	0.30%	0.27%	0.89%	0.30%	0.0%	1.76%					
35	"18. ""ЛДПР"""	2457	210	187	120	193	180	163	106	211	103	38	157	12	11	122	19	36	74	2	36	15	99	46	21	218	66	12					
		15.94%	16.07%	19.27%	15.93%	20.08%	16.82%	16.18%	14.34%	18.68%	17.60%	13.97%	15.73%	8.0%	10.67%	13.75%	15.57%	12.28%	14.06%	2.06%	10.61%	7.73%	15.25%	12.77%	9.41%	21.95%	11.59%	10.61%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	254	19	15	11	10	14	19	10	24	11	1	23	0	3	25	2	3	4	0	9	6	13	8	4	14	5	1					
		1.64%	1.45%	1.54%	1.46%	1.04%	1.30%	1.88%	1.35%	2.12%	1.88%	0.36%	2.30%	0.0%	2.91%	2.81%	1.63%	1.02%	0.76%	0.0%	2.65%	3.09%	2.00%	2.22%	1.79%	1.40%	0.87%	0.88%					
37	"20. ""Политическая партия ""Единая Россия"""	5776	448	312	274	333	383	345	249	399	243	102	355	85	30	364	27	119	270	58	167	93	219	147	86	382	224	62					
		37.48%	34.30%	32.16%	36.38%	34.65%	35.79%	34.26%	33.69%	35.34%	41.53%	37.5%	35.57%	56.66%	29.12%	41.03%	22.13%	40.61%	51.33%	59.79%	49.26%	47.93%	33.74%	40.83%	38.56%	38.46%	39.36%	54.86%					
38	"21. ""Российская Конституционно-демократическая партия"""	33	5	0	0	0	0	3	3	3	4	0	1	0	1	2	1	0	2	0	2	1	1	0	0	3	1	0					
		0.21%	0.38%	0.0%	0.0%	0.0%	0.0%	0.29%	0.40%	0.26%	0.68%	0.0%	0.10%	0.0%	0.97%	0.22%	0.81%	0.0%	0.38%	0.0%	0.58%	0.51%	0.15%	0.0%	0.0%	0.30%	0.17%	0.0%					
39	"22. ""Развитие предпринимательства"""	24	2	2	0	3	5	0	0	4	0	0	2	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0					
		0.15%	0.15%	0.20%	0.0%	0.31%	0.46%	0.0%	0.0%	0.35%	0.0%	0.0%	0.20%	0.0%	0.0%	0.11%	0.0%	0.0%	0.19%	0.0%	0.29%	0.0%	0.15%	0.0%	0.44%	0.10%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2589	235	241	125	125	204	194	126	201	58	55	229	18	24	139	24	47	65	8	31	16	80	69	29	154	81	11					
		16.80%	17.99%	24.84%	16.60%	13.00%	19.06%	19.26%	17.05%	17.80%	9.91%	20.22%	22.94%	12.0%	23.30%	15.67%	19.67%	16.04%	12.35%	8.24%	9.14%	8.24%	12.32%	19.16%	13.00%	15.50%	14.23%	9.73%					
																																	
41	Против всех	816	79	34	38	69	50	47	56	38	29	19	44	6	5	32	5	8	14	5	25	10	53	19	25	56	48	2					
		5.29%	6.04%	3.50%	5.04%	7.18%	4.67%	4.66%	7.57%	3.36%	4.95%	6.98%	4.40%	4.0%	4.85%	3.60%	4.09%	2.73%	2.66%	5.15%	7.37%	5.15%	8.16%	5.27%	11.21%	5.63%	8.43%	1.76%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
