Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    район Южное Тушино																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №3140	УИК №3141	УИК №3142	УИК №3143	УИК №3144	УИК №3145	УИК №3146	УИК №3147	УИК №3148	УИК №3149	УИК №3150	УИК №3151	УИК №3152	УИК №3153	УИК №3154	УИК №3155	УИК №3156	УИК №3157	УИК №3158	УИК №3159	УИК №3160	УИК №3161	УИК №3162	УИК №3163	УИК №3164	УИК №3165	УИК №3166	УИК №3167	УИК №3168	УИК №3169	УИК №3170	УИК №3171	УИК №3790									
		3.40%	5.44%	2.68%	3.12%	3.95%	2.76%	4.70%	2.80%	3.35%	2.76%	2.51%	2.85%	3.94%	4.65%	3.52%	1.64%	2.26%	3.05%	5.14%	4.74%	3.93%	2.90%	2.67%	3.18%	1.76%	2.50%	3.43%	1.98%	4.98%	3.57%	4.56%	2.47%	4.14%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	67	3	4	3	4	0	0	2	0	3	4	0	4	2	0	0	0	1	1	0	2	2	4	4	3	2	1	3	4	1	3	3	4	0									
		0.31%	0.47%	0.67%	0.47%	0.51%	0.00%	0.00%	0.29%	0.00%	0.39%	0.48%	0.00%	0.56%	0.42%	0.00%	0.00%	0.00%	0.18%	0.14%	0.00%	0.26%	0.23%	0.53%	0.53%	0.59%	0.33%	0.12%	0.37%	0.52%	0.19%	0.47%	0.41%	0.41%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2350	90	57	77	84	70	39	56	66	83	93	93	95	49	59	41	34	70	87	79	63	114	95	76	50	58	99	83	84	46	99	51	109	1									
		10.87%	13.99%	9.55%	11.99%	10.70%	9.67%	8.72%	8.26%	9.62%	10.91%	11.11%	12.05%	13.36%	10.36%	10.93%	9.60%	9.60%	12.57%	12.08%	10.41%	8.26%	13.21%	12.68%	10.08%	9.80%	9.67%	12.13%	10.29%	11.01%	8.65%	15.57%	7.01%	11.27%	7.69%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3038	82	99	96	129	98	56	84	98	111	114	100	92	79	75	63	49	80	111	113	115	137	96	102	66	77	127	116	107	66	75	84	138	3									
		14.06%	12.75%	16.58%	14.95%	16.43%	13.54%	12.53%	12.39%	14.29%	14.59%	13.62%	12.95%	12.94%	16.70%	13.89%	14.75%	13.84%	14.36%	15.42%	14.89%	15.07%	15.87%	12.82%	13.53%	12.94%	12.83%	15.56%	14.37%	14.02%	12.41%	11.79%	11.54%	14.27%	23.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	95	4	4	5	4	2	1	3	0	1	0	3	2	5	2	0	2	2	1	5	4	4	2	2	1	3	1	6	5	1	10	4	6	0									
		0.44%	0.62%	0.67%	0.78%	0.51%	0.28%	0.22%	0.44%	0.00%	0.13%	0.00%	0.39%	0.28%	1.06%	0.37%	0.00%	0.56%	0.36%	0.14%	0.66%	0.52%	0.46%	0.27%	0.27%	0.20%	0.50%	0.12%	0.74%	0.66%	0.19%	1.57%	0.55%	0.62%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1625	49	43	56	66	56	36	51	50	54	81	56	57	30	44	26	25	44	55	51	62	69	61	56	47	40	67	71	51	34	33	49	55	0									
		7.52%	7.62%	7.20%	8.72%	8.41%	7.73%	8.05%	7.52%	7.29%	7.10%	9.68%	7.25%	8.02%	6.34%	8.15%	6.09%	7.06%	7.90%	7.64%	6.72%	8.13%	7.99%	8.14%	7.43%	9.22%	6.67%	8.21%	8.80%	6.68%	6.39%	5.19%	6.73%	5.69%	0.00%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
